ĐỎ VÀ ĐEN (Tập 1)	Vörös és fekete	0.229412
— Tôi hiểu rồi, sau cùng ông ta nói với Julien.	- Értem, - szólt végűl Julienhez.	0.145455
Bà thống chế de Fervaques đã có nhiều nhân tình, hay chưa có?	- Voltak-e már szeretői de Fervaques tábornagynénak, vagy nem?	0.874576
Và ông có đôi chút hy vọng nào thành công hay không?	Következőleg lehet-e önnek reménye a sikerre?	0.24
Vấn đề là như vậy.	Ez a kérdés.	0.0461538
Nghĩa là, về phần tôi, tôi đã thất bại.	A magam részéről mondhatom önnek, hogy én kudarczot vallottam.	0.208696
Bây giờ tôi không còn tức giận nữa, tôi tự nhủ như thế này: Bà ta thường hay bẳn tính, và như tôi sắp kể với ông ngay bây giờ đây, bà ta cũng hay thù oán gớm lên ấy.	Ma, a mikor már nem bánt a dolog, tudok okoskodni róla; gyakran rosszkedvű és, a hogy mindjárt el fogom mondani, nem idegenkedik a bosszúállástól.	0.199254
Tôi không thấy ở bà ta cái tính khí hay nổi nóng, nó là tính khí của thiên tài, và nó như phủ lên tất cả mọi hành vi một lớp sơn dầu cuồng nhiệt.	Nincs meg benne az az epés vérmérséklet, mely a lángelmék tulajdona és a mely minden cselekedetet mintegy a szenvedély fénymázával von be.	0.234884
Trái lại, bà nhờ ở cái tính khí lãnh tĩnh và điềm nhiên của người Hà Lan mà có được cái vẻ đẹp hiếm có và những sắc màu tươi thắm.	Ellenkezőleg, hollandi módon phlegmatikus és nyugodt természetének köszönheti ritka szépségét és üde arczszínét.	0.208696
Julien sốt ruột về cái tác phong đậm đà và cái vẻ lãnh lĩnh kiên cố của người Tây Ban Nha đó; thỉnh thoảng bất giác anh buột ra vài tiếng ậm à.	Julient kihozta türelméből a spanyol lassúsága és rendűletlen phlegmája; időről-időre, akarata ellen is, néhány egytagú szó tört elő ajkai közül.	0.277397
— Ông có muốn nghe tôi không?	- Akar meghallgatni?	0.0947368
Don Diego Bustos nói một cách nghiêm nghị:	- kérdé tőle nagy komolyan don Diego Bustos.	0.618699
— Xin ông tha lỗi cho cái furia francese ; tôi xin hết sức lắng tai nghe, Julien nói.	- Bocsásson meg a furia francese-nek; csupa fül vagyok, - felelt Julien.	0.446394
— Vậy, bà thống chế de Fervaques rất hay thù oán; bà truy kích không chút thương tình những kẻ bà chưa thấy mặt bao giờ, những trạng sư, những nhà văn nghèo xác đã làm những bài vè như Collé , ông biết đấy chứ?	- De Fervaques tábornagyné tehát igen gyűlölködő természet; könyörtelenűl üldöz olyan embereket is, a kiket sohasem látott, ügyvédeket, éhenkórász írókat, a kik dalokat költenek, mint Collé, tudja?	0.359451
"Tôi chót máu mê	Az az én mániám,	0.282353
Yêu cô Marote..."	Szeretem Mariskám.	0.283333
Và Julien phải chịu tội nghe đọc cả bài từ đầu đến cuối.	És Juliennek egész végig kellett szenvednie az idézetet.	0.222222
Người Tây Ban Nha đó rất lấy làm thú vị được hát bằng tiếng Pháp.	A spanyolnak jól esett, hogy francziáúl énekelhet.	0.134694
Bài hát thần tiên đó chưa bao giờ làm cho người nghe phải sốt ruột đến thế.	Soha sem volt még reá eset, hogy ezt az isteni dalt valaki türelmetlenebbűl hallgatta volna.	0.292771
Khi hát xong bài. ~~~ Bà thống chế, don Diego Bustos nói, - đã làm tác giả bài hát sau đây bị mất chức:	Mikor vége volt: - A tábornagyné, - folytatá don Diego, - megfosztatta állásától annak a dalnak a szerzőjét, hogy:	0.113372
" Một hôm chàng nhân tình ở tửu quán..."	A korcsmában a szerelem.	0.026087
Julien chỉ lo ông ta lại định hát bài đó.	Julien reszketett, hogy ezt is el fogja énekelni.	0.626515
Nhưng ông chỉ phân tích thôi.	Don Diegó azonban megelégedett vele, hogy csak elemezze.	0.1125
Thực sự là bài hát đó phản tôn giáo và kém thanh nhã.	Csakugyan nem volt valami kegyes és illedelmes költemény.	0.277778
Khi bà thống chế nổi giận vì bài hát đó, don Diego nói, tôi có nói với bà ấy rằng một người đàn bà ở phẩm cấp của bà không nên đọc tất cả những cái trò lảm nhảm người ta in ra.		-0.3
Dù cho sự kính tín và sự trang nghiêm đã được tiến bộ đến mấy đi nữa, thì bao giờ ở nước Pháp cũng vẫn còn một thứ văn học hàng cơm quán rượu.	Mikor a tábornagyné haragra gyúladt e dal ellen, - mondá Don Diegó, - figyelmeztettem, hogy az ő rangjabéli hölgynek nem való minden ostobaságot elolvasni, a mit kinyomatnak.	0.292453
Khi bà de Fervaques đã làm cho tác giả, là một anh chàng nghèo xác ăn lương quân nhân giải ngũ , bị mất việc làm một nghìn tám trăm quan.	Bármennyire felvirágozzék is a jámborság meg a komolyság, Francziaországban mindig lesz korcsma-irodalom.	0.185294
Bà nên coi chừng, tôi bảo bà ấy, bà đã tấn công anh chàng chắp chỉnh vần thơ đó bằng những võ khí của bà, thì hắn cũng có thể trả miếng lại bà bằng những vần thơ của hắn. ~~~ Hắn sẽ làm một bài vè về đức hạnh.	Mikor a tábornagyné e dal szerzőjét, a féldíjas szegény ördögöt, kidobatta nyolczszáz francos állásából: Vigyázzon, - mondtam neki, - ön fegyverrel támad e rímfaragó ellen, ő rímekkel felelhet önnek: dalt fog írni az erényről.	-0.0109091
Các phòng khách vàng son sẽ đứng về phía bà; song những kẻ thích cười sẽ truyền tụng các bài thơ ca châm biếm của hắn.	Az aranyos szalonok az ön pártján lesznek; de a kik szeretnek nevetni, ismételni fogják ez epigrammokat.	0.186316
Ông ơi, ông có biết bà thống chế trả lời tôi thế nào không?	Tudja, mit felelt a tábornagyné?	-0.0483871
- Tất cả Paris sẽ thấy tôi sẵn lòng vì lợi ích của Chúa mà tiến bước vào vòng tuẫn giáo; đó sẽ là một cảnh tượng mới mẻ với nước Pháp.	Az Úr javáért akár egész Páris láttára elszenvedném a vértanúságot; ez új látvány volna Francziaországban.	0.170642
Nó sẽ dạy cho chúng dân biết tôn trọng phẩm cách.	A nép megtanulná becsülni a rangot.	0.114706
Ngày đó sẽ là ngày đẹp nhất của đời tôi.	Ez volna életem legszebb napja.	0.0827586
Chưa bao giờ đôi mắt của bà đẹp bằng lúc đó.	- Szemei sohasem voltak még ily szépek.	0.158333
— Mà đôi mắt của bà ta vốn đã đẹp tuyệt trần, Julien kêu lên.	- Már pedig mindig gyönyörűek! ~~~ - kiáltott fel Julien.	-0.0509434
— Tôi thấy rõ là ông si mê rồi... Vậy, don Diego Bustos tiếp lời một cách trang nghiêm, bà ta không có cái bản tính nóng nảy xui khiến người ta báo thù.	- Látom, hogy ön szerelmes... Tehát, - vette föl újból a fonalat komolyan Don Diego Bustos, - nincs meg benne az az epés vérmérséklet, a mely megtorlásra ösztönöz.	0.389541
Nếu bà ta, mặc dù vậy, vẫn thích làm hại kẻ khác, thì chính là vì đau khổ, tôi ngờ rằng bà có một nỗi đau khổ thầm kín.	Hogy mégis szeret ártani, ez a miatt van, mert boldogtalan, belső szerencsétlenséget sejtek nála.	0.161538
Hoặc giả đây là một tiết phụ đã chán nghề rồi chăng?	Vajon nem valami színeskedő nő-e, a ki belefáradt mesterségébe?	0.295161
Người Tây Ban Nha im lặng nhìn anh cả một phút đồng hồ.	A spanyol elhallgatott és jó egy perczig nézett Julienre.	0.254717
— Tất cả vấn đề là đó, ông ta nói thêm một cách trang nghiêm, và cũng do đó mà ông có thể có được đôi chút hy vọng.	- Ez a kérdés, - tette hozzá fontoskodva, - és ebből meríthet valamelyes reményt.	0.0947368
Tôi đã nghĩ rất nhiều về điều đó trong hai năm trời mà tôi đóng vai kẻ chầu hầu rất kính cẩn của bà.	Sokat elmélkedtem ezen az alatt a két év alatt, a míg alázatos szolgája voltam.	0.131507
Ông đã si tình, thì tất cả tương lai của ông tùy thuộc ở vấn đề lớn này.	Önnek, a ki szerelmes, egész jövője ettől a nagy problémától függ.	0.222727
Bà ta phải chăng là một tiết phụ chán nghề, và độc ác vì đau khổ?	Vajon nemcsak olyan erényeskedő nő-e, a ki belefáradt mesterségébe, és a ki azért gonosz, mert szerencsétlen?	0.178378
— Hay là, Altamira từ trước đến đó vẫn im lìm, cuối cùng lên tiếng, phải chăng như tôi đã nói với anh hàng trăm lần?	- Vagy pedig, - szólalt meg Altamira, megszakítva mély hallgatását, - az volna a nyitja, a mit már húszszor is mondtam neked?	0.257143
Chẳng qua là thói sĩ diện của người Pháp?	Egyszerűen a franczia hiúság.	0.13
Chính là lòng tưởng nhớ ông bố đẻ, là một tay buôn len dạ trứ danh, nó làm khổ con người bản tính vốn âu sầu và khô khan ấy.	Apjának, a hírhedt posztókereskedőnek az emléke okozza e természettől fogva komor és rideg teremtés szerencsétlenségét.	0.251695
Có lẽ đối với bà ta, chỉ có một điều hạnh phúc, là được ở thành Tolède và hằng ngày bị ông linh mục nghe tội làm cho đau khổ bằng cách vạch cho bà ta trông thấy hỏa ngục sẵn sàng ngỏ cửa.	Csak egy dolog tehetné boldoggá, az, ha Toledóban laknék és gyóntatója mindennap azzal gyötörné, hogy kitárva mutatja előtte a pokol kapuit.	0.128571
Khi Julien ra về. ~~~ Altamira cho tôi biết rằng ông đứng về phe chúng tôi, don Diego nói với anh, nét mặt mỗi lúc một nghiêm trầm hơn.	Mikor Julien távozni készült: Altamira arról értesít, hogy ön a mi pártunkon van, - szólt hozzá Don Diego egyre növekvő komolysággal.	0.12628
Một ngày kia, ông sẽ giúp chúng tôi chinh phục lại quyền tự do của chúng tôi, vì thế cho nên tôi muốn giúp ông trong cái trò vui nho nhỏ này.	- Valaha majd ön segíteni fog nekünk szabadságunk kiküzdésében, én is segíteni akarom önt e kis időtöltésében.	0.198165
Ông cũng nên biết giọng văn của bà thống chế; đây là bốn bức thư do tay bà viết.	Jó lesz, ha ismeri a tábornagyné írásmódját; íme, itt van négy levele.	0.213043
— Để tôi chép lại, Julien kêu lên, rồi sẽ đem trả ông.	- Lemásolom, - kiáltott fel Julien, - és azután vissza hozom őket.	0.295082
— Và không bao giờ ông nói hở một câu nào cho ai biết những điều chúng ta đã nói với nhau chứ?	- És soha nem árul el egy szót sem abból, a mit önnek mondtunk?	0.0535714
— Không bao giờ, xin thề trên danh dự!	- Soha, becsületemre!	0.0142857
Julien kêu lên.	- kiáltott fel Julien.	0.20625
— Vậy cầu Chúa phù hộ ông!	- Így hát Isten segítse önt!	0.257143
Người Tây Ban Nha nói thêm; và ông ta im lặng đưa tiễn Altamira và Julien ra tận cầu thang.	- tette hozzá a spanyol és hallgatagon egész a lépcsőig kísérte Altamirát és Julient.	0.263415
Cuộc chuyện trò này làm cho anh chàng của chúng ta vui vẻ được đôi phần; anh chỉ chực mỉm cười.	Ez a jelenet kissé felvidította hősünket; majdnem mosolygott.	0.0610169
Thế là Altamira con người ngoan đạo, anh nghĩ thầm, giúp ta trong một cuộc mưu chuyện ngoại tình.	Íme, az ájtatos Altamira, - szólt magában, - segítségemre szegődik a házasságtörésben.	0.244828
Trong suốt cuộc nói chuyện trang nghiêm của don Diego Bustos, Julien vẫn chú ý nghe chuông điểm từng giờ ở đồng hồ của dinh d’Aligre.	Az egész idő alatt, míg don Diego Bustos nagy komolysággal beszélt, Julien figyelte az Aligre-palota órájának ütéseit.	0.723009
Sắp đến lúc chuông điểm bữa ăn chiều, vậy anh sắp gặp lại Mathilde!	Közeledett az ebéd ideje, nemsokára tehát viszontlátja Matildot!	0.228571
Anh bèn trở về buồng và ăn mặc rất tươm tất.	Hazatért és nagy gondosan felöltözött.	0.21
Lỗi ngu dại thứ nhất, anh tự nghĩ bụng trong khi xuống thang; phải theo đúng lời dặn của hoàng thân chứ.	- Az első hiba, - szólt magában, mikor a lépcsőn lefelé haladt; - betűről-betűre követnem kell a herczeg utasításait.	0.297321
Anh lại trở lên buồng, và thay một bộ quần áo du lịch hết sức đơn giản.	Visszament szobájába és útiruhába öltözött, mely a lehető legegyszerűbb volt.	0.292405
Bây giờ, anh nghĩ, đến vấn đề khóe mắt.	- Most pedig, - gondolá, - arra kell vigyáznom, hogy miként nézzek.	0.210638
Lúc đó, mới năm giờ rưỡi, đến sáu giờ mới bắt đầu ăn.	- Még csak félhat volt és hat órakor szoktak ebédelni.	0.205882
Anh nảy ra ý kiến xuống phòng khách, anh thấy phòng khách vắng vẻ không có ai.	Az a gondolata támadt, hogy lemegy a szalonba, hol senkit sem talált.	0.196721
Trông thấy tấm tràng kỷ màu xanh, anh xúc động ứa nước mắt; rồi hai gò má anh trở thành nóng bỏng.	A két diván láttára a könnyekig elérzékenyűlt; arcza tüzelni kezdett.	0.137143
Phải triệt cái trò xúc cảm ngu dại này đi mới được, anh tức giận tự nhủ; nó sẽ làm mình bị lộ chân tình mất.	Át kell esnem ezen az ostoba ellágyuláson, - szólt magában dühösen; - még elárulhatna.	0.151807
Anh bèn cầm lấy một tờ báo để có vẻ trấn tĩnh, và từ phòng khách anh bước ra vườn đến ba bốn bận.	Hogy nyugodtnak látszassék, újságot vett a kezébe és háromszor vagy négyszer hol kiment a szalonból a kertbe, hol pedig visszatért.	0.270536
Anh dám ngước mắt nhìn lên tận của sổ của cô de La Mole, nhưng run rẩy và nấp kín sau một cây sồi lớn.	Csak reszketve és egy vastag tölgy mögé rejtőzve mert föltekinteni de La Mole kisasszony ablakára.	0.616304
Cửa sổ đóng kín mít; anh chỉ chực ngã xỉu xuống và đứng tựa hồi lâu vào gốc cây sồi; sau đó, bước chân lảo đảo, anh đi thăm lại chiếc thang của bác làm vườn.	A függöny le volt eresztve; Julien majdnem összeroskadt és sokáig állt ott a tölgyhöz támaszkodva; azután ingadozó léptekkel elindult, hogy megnézze a kertész létráját.	0.270552
