JULES VERNE	JULES VERNE	2.3
Anh thích lưu lại ở bờ sông Xecbi hơn, vì đó là nơi nah cảm thấy được an toàn; đúng ra, anh không sợ cảnh sát khi anh đã đi qua Cổng Sắt.	Serge Ladko szívesebben hajózott most a szerb partok mentén, mert itt nagyobb biztonságban érezte magát. ~~~ Valóban, egészen a Vaskapuig sehol nem zaklatta a rendőrség.	-0.0103448
Chỉ có ở Orsova, lần đầu tiên có một cano của cảnh sát đường sông đã bắt thuyền của anh dừng lại.	Csak Orsovánál állította meg ismét a dunai révkapitányság egyik csónakja.	0.141892
Xecgay Latco trong tâm trạng rối bời lo âu phải ngoan ngoãn nghe theo và chờ đợi điều tất yếu sẽ xảy ra với mình là phải trả lời những câu hỏi.	Serge Ladko elszo­rult szívvel tett eleget a felszólításnak, hogy álljon meg, és törte a fejét, mit válaszol majd az elkerülhetetlennek látszó kérdésekre.	0.285906
Nhưng họ chẳng màng thẩm vấn anh.	De egyetlen kérdést sem intéztek hozzá.	0.292105
Chỉ bằng một lời nói của Caclo Dragoso, đội trưởng chiếc cano tuần tiễu đã khúm núm cúi mình và họ chẳng đả động gì đến chuyện khám xét.	Dragos Károly mondott valamit a rendőrkülönítmény egyik vezetőjének, mire az tiszteletteljesen meghajolt, és már szó sem volt a bárka átkutatá­sáról.	0.281757
Người hoa tiêu thậm chí chưa kịp ngạc nhiên thì người dân thành Viên ấy đã ra lệnh cho lực lượng cảnh sát.	A révkalauznak még csak eszébe sem jutott elcsodálkozni afölött, hogy egy egyszerű bécsi polgárnak így engedelmeskedik a karhatalom.	0.282353
Quá đỗi may mắn cho sự thoát nạn tốt đẹp này, anh đã tìm thấy một sức mạnh hoàn toàn tự nhiên, và anh đã không tỏ ra một chút ngạc nhiên nào, mà chỉ thấy càng lúc càng sốt ruột trước cuộc nói chuyện bị kéo dài quá lâu giữa người hành khách với nhân viên cảnh sát.	Örült, hogy megúszta a vizsgálatot, és szinte természetesnek találta Jäger tekintélyét, mely most oly nagy hasznára volt. ~~~ Nem is meglepe­tés­sel, inkább növekvő türelmetlenséggel nézte, hogy az útitársa és a rendőrök közötti beszélgetés hosszúra nyúlik.	-0.0224409
Theo đúng mệnh lệnh của ngài Izar Rona lúc này đang điên tiết vì cuộc đào tẩu của người tù và đó cũng là những mệnh kệnh của chính Caclo Dragoso, đội cảnh sát vùng sông đã phải tăng cường cảnh giác.	A folyami rendőrség most kettőzött éberségről tett tanúságot, mert erre kapott utasítást a zimonyi fogoly szökése miatt haragvó Róna vizsgálóbírótól, de magától Dragos Károlytól is.	0.237363
Con thuyền nhất thiết phải đi qua các trạm tuần canh tại các cự ly nhất định, và Orsova đã giữ vai trò chủ chốt giữa chúng.	A Dunán közlekedő hajókat lépten-nyomon feltartóztatták az egymás után felállított ellenőrző helyeken, melyek közül Orsova különösen fontos volt.	0.431228
Đoạn chật chội này của con sông đã làm cho sự giám thị đỡ căng hơn, thế nên đã không có một chiếc thuyền nào lọt khỏi đường ranh sông này mà không bị khám xét kỹ lưỡng.	A Duna medrének szűkülete ezen a ponton nagyon megkönnyítette az ellenőrzést, és lehetetlen volt, hogy bármilyen hajó is átjusson itt anélkül, hogy töviről hegyire át ne vizsgálnák.	0.27069
Trong lúc tra hỏi nhân viên dưới thuyền, Caclo Dragoso rất bực dọc khi biết được những cuộc khám xét đã không mang lại một kết quả nào; thêm vào đó đã có vụ phạm tội mới, một vụ cướp phá rất nặng, xảy ra cách đây chừng năm ngày trên địa bàn Rumani, gần cửa sông Jiu, đối diện làng Rakhova của Bungari.	Dragos bosszúsan értesült beosztottjától, hogy ezek a kutatások semmi eredménnyel nem jártak. ~~~ Ugyanakkor megtudta azt is, hogy két nappal előbb újabb bűntényt, egy elég nagy betörést követtek el román területen a Jirel-folyó torkolatánál, majdnem pontosan szemben Rahova bolgár várossal.	-0.0309783
Như vậy là băng cướp vùng sông Danube lại tiếp tục thoát lưới.	Ezek szerint tehát a dunai rablóbandának sikerült átbújnia a rendőrség hálóján.	0.257746
băng cướp này không chỉ chiếm đoạt vàng bạc, chúng còn lấy bất cứ vật nào có giá trị.	A banda különben nemcsak aranyat és ezüstöt rabolt, hanem mindenféle más értékes holmit, úgyhogy nagy helyet foglaló zsákmányt hurcolhatott magával.	0.163636
Chiến lợi phẩm của bọn chúng rất to lớn kềnh càng và không thể nào tin nổi là chúng không bị phát hiện trong khi đã không có một con tàu nào không khỏi bị khâu khám xét rất kỹ.	Annál érthetetlenebb volt, hogy a rendőrség nem tudott a nyomára bukkanni, hiszen az ellenőrzés alól egyetlen hajó sem bújhatott ki.	0.137903
Ấy thế, chuyện đã xảy ra như thế!	De mégiscsak ez történt.	0.12
Caclo Dragoso rất đỗi sửng sốt trước tài tình của bọn cướp.	Dragost valóban elképesztette ez az ördöngösség.	0.18
Nhưng phải tính đến một sự thật rành rành: vụ cướp phá đã chứng minh được rằng bọn cướp đang xuôi dòng Danube.	De a tények magukért beszéltek, és a gonosztevők újabb gaztettei világosan elárulták, hogy a banda lefelé halad a Dunán.	0.263158
Lối thoát duy nhất cho biến cố này - đó là phải vội lên.	Minden jel arra mutatott, hogy a bárka utasainak sietnie kell.	0.261818
Địa điểm và ngày giờ của vụ cướp mới xảy ra đây cho biết bon cướp đã vượt quá thuyền của người câu cá độ chừng 200m.	A legutóbbi betörés színhelye és időpontja azt bizonyította, hogy a gonosztevőknek legalább háromszáz kilométeres előnyük van.	0.269048
Sau khi tính nhầm thời gian Ilya Bruso bị nằm nhà giam, tức là khoảng thời gian có lợi cho bọn phỉ vùng sông Danube, có thể chắc chắn một điều là tốc độ con tàu của chúng chậm hơn tốc độ thuyền của Ilya Bruso khoảng phân nữa.	Figyelembe véve azt az időt, amely alatt Borus Demeter tétlenségre kárhoztatva ült a börtönben, miközben a dunai banda tovább haladt lefelé, kiszámíthatták, hogy a banditák alig feleakkora sebességgel haladtak, mint Serge Ladko és Dragos Károly.	0.283043
Vậy là có khả năng đuổi kịp bọn cướp.	Nem látszott tehát lehetetlennek, hogy beérjék őket.	0.268085
Họ vội lên đường ngay, và đến sáng ngày 6 tháng 10, họ đã vượt qua khỏi biên giới Bungari.	Haladéktalanul folytatták hát útjukat, és október 6-án már hajnalban átlépték a bolgár határt.	0.2875
Trước khi vào Bungari, Xecgay Latco lưu lại bên bờ phải.		-0.3
Bây giờ trong chừng mực có thể được, anh sẽ cặp sát bên phía Rumani; nhưng bắt đầu từ Lumi-Palanki có dải đầm lầy dọc bờ sông, rộng từ tám đến mười kilomet đã cản trở cho việc cập thuyền vào bờ.	Serge Ladko, aki eddig mindig a jobb part mentén haladt, most amennyire csak lehetett, a román part közelében ereszkedett lefelé, de Lom-Palamka után egy nyolc-tíz kilométeres mocsaras szakasz miatt nem lehetett a román part közelében hajózni.	0.298643
Xecgay Latco bị đắm sâu vào những suy tư của mình, kể từ lúc đi vào mặt nước Bungari, con sôn chắc chắn sẽ mang nguy hiểm đến cho anh.	Akármennyire is gondolataiba merült, Serge Ladko figyelmét nem kerülhették el azok a gyanús jelenségek, amelyeket azóta tapasztalt, amióta a bolgár vizekre értek.	0.279021
Những chiếc tàu thủy, tàu ngư lôi hay thậm chí những chiếc pháo hạm mang cở Thổ Nhĩ Kỳ luôn thường xuyên qua lại trên sông.	A folyó vizét ugyanis török zászló alatt hajózó nagy gőzdereglyék, monitorok, sőt ágyúnaszádok szelték.	0.217925
Thấy trước rằng sớm muộn gì cũng nổ ra cuộc chiến tranh với Nga, Thổ Nhĩ Kỳ đã bắt đầu theo dõi con sông Danube và tung những hạm đội của mình vào khắp vùng sôn.	Ez a nagy jövés-menés már annak a háborúnak előkészületeihez tartozott, amely körülbelül egy év múlva tört ki Törökország és Oroszország között.	0.236735
Đến đâu cũng mạo hiểm, song người hoa tiêu đã cố tránh xa những tàu Thổ Nhĩ Kỳ, thậm chí điều đó có thể bị đe dọa sẽ phải chạm trán với phía Rumani; Latco cũng hy vọng rằng ngài Yêge sẽ có thể che chở được cho anh, như trước đây ở Orsova.	A törökök máris szigorú ellenőrzést vezettek be a Dunán, ahova később egész hajórajt vezényeltek. ~~~ Bár a helyzete mindenképpen kockázatos volt, a révkalauz inkább a török hajókat kerülte, még ha így a román hatóságok kezébe kerülne is.	-0.0220779
Song không có một biến cố nào xảy đến phải nhờ vào quyền lực của người hành khách một lần nữa; đoạn sau cùng của cuộc hành trình đã trôi đi trong yên bình, và ngày 10 tháng 10, khoảng 4g giờ, con thuyền cũng cặp bến được ở thành phố Rusuco khuất dạng lờ mờ bên bờ trái.	De azt remélte, hogy Jäger majd itt is éppúgy védelmet jelent, mint Orsovánál. ~~~ De egyszer sem került sor arra, hogy Jägernek érvényesítenie kelljen befolyását. ~~~ Útjuknak ezt az utolsó szakaszát semmi sem zavarta meg, és október 10-én délután négy óra tájt bárkájuk végre megérkezett Ruszcsuk elé, amely homályosan bontakozott ki a Duna túlsó partján.	-0.114559
Người hoa tiêu thả thuyền giữa sông, và đây là lần đầu tiên an đã ngưng tay chèo sau nhiều ngày quần quật khua mái chèo. ~~~ Anh thả neo.	A révkalauz ekkor a folyó közepére vezette a bárkát, majd napok óta első ízben abbahagyta az evezést, és lehorgonyzott.	-0.0225664
- Có chuyện gì thế?	- Mi történt?	0.878571
- Caclo Dragoso ngạc nhiên hỏi.	- kérdezte Dragos meglepetten.	0.868966
- Tôi đã đến nơi - Xecgay Latco đáp ngắn gọn.	- Megérkeztem - válaszolt szűkszavúan Serge Ladko.	1.05
- Đã đến nơi?	- Hogyhogy megérkezett?	0.944118
Nhưng nào đến Biển Đen đâu?	De hát még nem vagyunk a Fekete-tengeren!	0.254545
- Tôi đã nói dối ngài, thưa ngài Yêge - Xecgay Latco không giấu diếm - Tôi không bao giờ có ý định ra đến Biển Đen.	- Becsaptam magát, Jäger úr - jelentette ki kertelés nélkül Serge Ladko. ~~~ - Eszem ágában sem volt egészen a Fekete-tengerig leereszkedni.	0.14
- Ối cha ôi!	- Hogyhogy?!	1.275
- Nhà thám tử buộc miệng, càng lúc càng chú ý hơn.		-0.3
- Đúng thế đấy.	- csattant fel a detektív.	0.84
Tôi đã lên đường với ý nghĩ là sẽ phải dừng thuyền ở Rusuco.	- Úgy, hogy kezdettől fogva az volt a tervem, hogy csak Ruszcsukig jövök.	0.277273
Chúng ta đã đến.	Most pedig ideérkeztünk.	0.225
- Rusuco đâu nào?	- Hát hol van Ruszcsuk?	0.85
- Đằng kia - người hoa tiêu đáp, vừa tỏ những căn nhà nằm trong thành phố xa xa.	- Ott - válaszolt a révkalauz, és a távoli város felé mutatott.	0.629335
- Nếu thế, tại sao chúng ta không chèo thuyền đến đó?	- De hát akkor miért nem megyünk egészen odáig?	0.506667
- Tại vì tôi cần phải chờ đêm xuống.	- Meg kell várnom az éjszakát.	0.583744
Tôi sẽ bị phát hiện, sẽ bị theo dõi.	Üldözött vagyok.	-0.0631579
Mạo hiểm đi ban ngày, tôi sẽ bị bắt ngay từ lúc đặt chân vào thành phố.	Világos nappal meglátnának, és azonnal letartóztatnának. ~~~ Azonnal letartóztatnának.	-0.01125
Điều này thật đáng chú ý. Lẽ nào nó sẽ biện họ cho những nghi ngờ tiên khởi của Caclo Dragoso?	A dolog kezdett érdekessé válni. ~~~ Mégiscsak Dragos eredeti feltevése volna helytálló?	-0.0357143
- Cũng như ở Zemlin - nhà thám tử nhỏ giọng.	- Szóval úgy, mint Zimonyban? ~~~ - mormolta.	0.22375
- Cũng như ở Zemlin - Xecgay Latco điềm nhiên nói theo - nhưng do những nguyên nhân khác.	- Igen, úgy, mint Zimonyban - bólintott Serge Ladko szenvtelenül. ~~~ - De nem ugyanazért!	0.259602
Tôi là người lương thiện, ngài Yêge ạ.	Tisztességes ember vagyok, Jäger úr!	0.225
- Tôi không nghi ngờ điều ấy đâu anh Bruso, cho dù là những nguyên nhân khiến anh sợ bị bắt sẽ hiếm khi nào gợi nên mối đồng cảm của những người bình thường.	- Ezt nem vonom kétségbe, Borus úr, bár ritkán kell félnie a letartóztatástól annak, aki egyenes úton jár.	0.238093
- Những nguyên nhân của tôi khớp đúng như thế đó, thưa ngài Yêge - Xecgay Latco lạnh lùng dằn câu - Xin lỗi là tôi không thể tiết lộ chúng ra được.	- Pedig én egyenes úton járok, Jäger úr - jelentette ki fagyosan Serge Ladko. ~~~ - Ne haragudjon, hogy semmit nem mondhatok önnek erről.	0.105372
Tôi đã thề phải giữ bí mật và tôi sẽ giữ bí mật.	Megesküdtem magamnak, hogy titkomat megőrzöm. ~~~ Állom is az esküt.	-0.0155172
Caclo Dragoso khoát tay tỏ vẻ càng lạnh lùng hơn.	Dragos Károly bólintott, mint akinek az egész ügy közömbös.	0.252941
Người hoa tiêu nói tiếp:	A révkalauz folytatta:	0.218182
- Thưa ngài Yêge, tôi hiểu rằng ngài không muốn can dự vào chuyện riêng của tôi.	- Megértem, Jäger úr, hogy nem kíván bajba kerülni miattam.	0.420096
