Ivan S.Turgenev.	﻿Turgenyev	0.230769
Có lẽ cha tôi cũng chẳng màng ở lại; nhưng rõ ràng ông đã thành công trong việc thuyết phục mẹ tôi để không gây tai tiếng. ~~~ Mọi việc đều được hoàn tất gọn ghẽ, êm đềm; không những vậy mẹ tôi còn gởi lời từ giã bà công chúa, xin lỗi vì lý do sức khỏe không cho phép ghé sang.	Való­színűleg apámnak sem volt már kedve vidéken maradni, de úgy látszik, sikerült rávennie anyámat, hogy ne csináljon az esetből nagyobb dolgot; minden csendben ment, sietség nélkül, sőt, anyám üdvözletét küldte a hercegnének és sajnálkozását fejezte ki, hogy gyengélkedése miatt elutazása előtt már nem találkozhat vele.	-0.0049505
Tôi lang thang như kẻ không hồn, ước muốn một điều duy nhất là mọi thứ chấm dứt càng sớm càng tốt.	Kóboroltam, mint a bolond, s csak egyet kívántam: hogy az egésznek mielőbb vége szakadjon.	0.2
Một câu hỏi vương vấn mãi trong đầu: vì sao, một cô gái trẻ, hơn nữa, lại là một nàng công chúa, có thể để cho mình vướng mắc trong tình huống ấy, biết rõ cha tôi không còn độc thân, và nàng thừa cơ hội để lập gia đình, thí dụ, với Byelovzorov?	Egy gondolat sehogy sem akart kimenni a fejemből: Hogy szánhatta magát ilyen lépésre egy fiatal lány - s méghozzá hercegkisasszony, mikor tudta, hogy apám nem független ember, s mikor megvolt a lehetősége, hogy férjhez menjen, még ha például Belovzorovhoz is?	0.259494
Nàng đã hy vọng gì?	Miben reménykedett?	0.27
Tại sao nàng không sợ tương lai của nàng sẽ bị hủy hoại?	Nem félt attól, hogy egész jövőjét elronthatja?	0.2
Vâng, tôi nghĩ, đấy là tình yêu, đấy là niềm đam mê, đây là sự tận hiến... và lời nói của Lushin hôm nào quay về: đối với một số người, hy sinh bản thân là hạnh phúc ngọt ngào.	Igen, gondoltam, ez a szerelem, ez a szenvedély, ez az odaadás... s eszembe jutottak Lusin szavai: édes feláldozni magunkat másokért.	0.11405
Tình cờ tôi thấy một bóng trắng thấp thoáng sau cửa sổ nhà nàng... "Không chừng đấy là nàng?"	Egyszer egy halvány foltot láttam a szárnyépület egyik ablakában... "Hátha Zinaida arca?" - gondoltam... s csakugyan az ő arca volt. ~~~ Nem bírtam tovább.	-0.0259615
tôi nghĩ...vậng, đúng là gương mặt của nàng.	Nem válhattam el tőle úgy, hogy istenhozzádot se mondjak neki.	0.265385
Tôi không thể kềm chế nữa.	Kilestem egy alkalmas pillanatot, s átmentem a szárnyépületbe.	0.0375
Tôi không thể ra đi mà không nói lời từ biệt Tôi chọn lúc thuận tiên, đi sang nhà nàng.	A fogadószobában a hercegné jött elém megszokott, kellemetlenül hanyag köszöntésével.	0.27931
Trong phòng khách, bà công chúa, như thường lệ, uể oải chào.	- Mi az, bátyuskám, hát maguknál ilyen korán megbolydultak?	0.252632
"Sao gia đình Cậu dọn đi vội vã như thế hở Cậu?"	- kérdezte s közben tubákot tömött mind a két orrlikába.	0.3
bà vừa nói vừa nhét thuốc lá vào mủi.	Ránéztem s megkönnyebbültem.	0.183871
Tôi nhìn bà, cảm thấy trút bỏ được một gánh nặng.	A "váltó" szó, melyet Filipptől hallottam, nagyon megkínzott.	0.294915
Danh từ " món nợ" do Philip nói, đã dằn vặt tôi.		-0.3
Bà công chúa không nghi ngờ điều gì cả...ít nhứt vào lúc này.	A hercegné semmit sem gyanított, legalábbis úgy tetszett nekem akkor.	0.286154
Zinaida từ phòng bên đi vào, tái mét, áo đen, tóc rối; nàng cầm tay tôi không nói một lời; kéo tôi đi.	Zinaida kijött a szomszéd szobából, fekete ruhában, sápadtan, kibontott hajjal; szótlanul kézen fogott s magával vitt.	0.459648
"Chị nghe tiếng em nói," nàng bắt đầu, "chị vội vàng ra ngay.	- Hallottam a hangját - szólt -, s azonnal bementem.	0.169565
Em xấu lắm, có thể bỏ chị đi dễ dàng như thế sao?"	És magának olyan könnyű elhagyni minket, rossz fiú?	0.258
"Công chúa, em đến từ giả chị," tôi trả lời, "có lẽ là vĩnh biệt.	- Búcsúzni jöttem magához, hercegkisasszony - feleltem -, s bizonyosan örökre.	0.3
Chắc chị đã biết gia đình em sắp dọn đi?"	Lehet, hogy már hallotta is - elutazunk.	0.2
Zinaida nhìn tôi, mắt sâu thăm thẳm.	Zinaida élesen nézett rám.	0.766667
"Vâng, chị biết.	- Igen, hallottam.	0.247059
Cám ơn em đến từ giả.	Köszönöm, hogy eljött.	0.288
Chị bắt đầu tin rằng chị không nên gặp em nữa.	Már azt hittem, nem látom többet.	0.09375
Đừng nghĩ xấu về chị nhé.	Tartson meg jó emlékezetében.	0.28
Có đôi khi chị đã làm em buồn, tuy thế chị không như em tưởng."	Gyötörtem néha; mégsem vagyok olyan, amilyennek gondol.	0.216667
Nàng quay đi, dựa vào cửa sổ.	Elfordult s az ablakhoz támaszkodott.	0.281818
"Thật vậy, chị không phải như vậy.	- Igazán nem vagyok olyan.	0.0875
Chị biết em nghĩ xấu về chị."	Tudom, hogy rossz véleménye van rólam.	0.282857
"Em ư?"	- Nekem?	0.3
"Vâng, em.. ~~~ em." ~~~ "Em ư?"	- Igen, magának... magának.	-0.15
tôi nhắc lại, muộn phiền, tim tôi thắt chặt như già nua dưới sự lôi cuốn mãnh liệt không tả được của nàng.	- Nekem - ismételtem szomorúan, s a szívem megremegett egy ellenállhatatlan és kifejez­hetetlen varázs hatalmától, mint régen.	0.297521
"Em ư?	- Nekem?	0.257143
chị Zinaida Alexandrovna, hãy tin, dù chị làm bất kỳ điều gì, dù chị làm cho em đau khổ tới đâu chăng nữa, em vẫn luôn luôn yêu quý và tôn thờ chị cho đến ngày nhắm mắt."	Higgye el, Zinaida Alekszandrovna, bármit tett is, bárhogyan gyötört is, szeretni és bálványozni fogom, amíg csak élek.	0.280826
Nàng quay phắt lại, mở rộng đôi tay, ôm đầu tôi, và hôn tôi nồng nàn tha thiết.	Gyorsan hozzám fordult, szélesre tárta két karját, átölelte a fejem, s erősen és forrón meg­csókolt.	0.258621
Chỉ có trời mới hiểu cái hôn dài vĩnh biệt ấy dành cho ai, nhưng tôi nhiệt thành nếm lấy hương vị ngọt ngào.	Isten tudja, kit keresett ez a hosszú búcsúcsók, de én mohón ittam az édességét - tudtam, hogy meg nem ismétlődik többé soha.	0.294915
Tôi biết sẽ không bao giờ có lại nụ hôn ấy "Chị ở lại, em đi" tôi lập đi, lập lại...	- Isten vele, isten vele... - ismételgettem.	-0.12
Nàng tự rứt mình ra khỏi tay tôi, bỏ đi.	Kitépte magát az ölelésből, s elment.	0.252632
Và tôi ra đi với một xúc cảm không thể diễn tả bằng lời.	Elmentem én is. ~~~ Nincs erőm leírni azt az érzést, mellyel távoztam.	0
Tôi không muốn trải qua xúc động ấy thêm một lần nữa; nhưng tôi hiểu, thật bất hạnh nếu tôi chưa từng biết đến.	Nem kívánom, hogy valaha is visszatérjen; de szerencsétlennek érezném magam, ha meg nem ismertem volna.	0.196875
Chúng tôi trở về thành phố.	Felköltöztünk a városba.	0.244444
Tôi không thể lẹ làng trút bỏ quá khứ; tôi không thể làm việc ngay.	Időbe telt, míg elszakadtam a múltamtól, s időbe telt, míg munkához fogtam.	0.291667
Vết thương lòng bắt đầu hàn gắn; nhưng tôi không cảm thấy buồn hận cha tôi.	A sebem lassan hegedt; de apám iránt tulajdonképpen semmi rosszat nem éreztem.	0.241667
Trái lại, hãy để những bác sĩ tâm lý học tìm cách giải thích sự nghịch lý, trong mắt tôi, cha tôi còn hay đẹp hơn xưa.	Ellenkezőleg: még mintha nőtt volna a szememben... hadd magyarázzák a pszichológusok ezt az ellentmondást, ahogy tudják.	0.263158
Một ngày nọ, đang đi trên một đại lộ, tôi mừng khôn xiết vì bắt gặp Lushin.	Egyszer a körúton mentem, s kimondhatatlan örömömre összetalálkoztam Lusinnal.	0.269231
Tôi thích ông vì tính thẳng thắng không điệu bộ, ngoài ra ông gợi cho tôi những kỷ niệm êm đềm.	Szerettem egyenes és szókimondó természetéért, aztán meg kedves volt nekem az emlékekért is, melyeket felébresztett bennem.	0.263208
Tôi chạy ùa tới.	Odarohantam hozzá.	0.284211
"Aha!"	- Ahá!	0.3
ông chau mày, "là cậu đấy ư. Để yên tôi ngắm nào.	- mondta, és összehúzta a szemöldökét. ~~~ - Maga az, fiatalember!	-0.0160714
Cậu vẫn vàng vọt như xưa, nhưng không còn vẽ đờ đẫn trong mắt.	No, mutassa magát. ~~~ Még sárga a színe, de már a szemében nincs ott a régi zavar.	-0.00416667
Trông cậu ra dáng một thanh niên, không giống một chú chó kiểng nữa.	Emberhez hasonlít, s nem ölebecskéhez.	0.0157895
Tốt đấy.	Ez jól is van így.	0.207692
Nào, cậu đang làm gì?	És mit csinál?	0.12
đang đi làm?"	Dolgozik-e?	0.225
Tôi thở dài.	Sóhajtottam.	0.278571
Tôi không muốn nói dối, nhưng tôi hổ thẹn không muốn nói lên sự thực.	Hazudni nem akartam, de az igazat megmondani szégyelltem.	0.15
"Thôi, chẳng sao cả," Lushin nói, "đừng buồn.	- Nem baj, no - folytatta Lusin -, ne csüggedjen.	0.242857
Tốt nhất ta nên có một cuộc sống phẳng lặng, không nô lệ cho những đam mệ.	Az a fő, hogy az ember rendes életet éljen, s a szenvedélyektől el ne ragadtassa magát.	0.281013
Đam mê đem lại ích lợi gì?	Mert mit használna ez?	0.171429
Bất cứ nơi nào sóng gió đưa đẩy ta, cũng không khá nổi; hãy cố gắng đứng vững trên đôi chân của mình, dù chỉ có một hòn đá nhỏ để bám víu... Tôi đang ho đấy, ...còn Byelovzorov, cậu có nghe tin gì về ông ấy không?"	Bárhová viszi is a hullám... - mindenütt rossz; az ember, még ha kövön áll is, a maga lábán álljon. ~~~ Látja, köhögök... s Belovzorov... hallotta?	-0.105435
"Không ạ. Có gì lạ chăng?"	- Mit? ~~~ Semmit sem hallottam.	-0.0166667
"Ông ấy biệt vô âm tính; nghe nói đã đi tận Caucasus.	- Eltűnt nyomtalanul; azt mondják, elment a Kaukázusba.	0.271154
Đó là một bài học cho cậu.	Jó lecke magának, fiatalember.	0.29
Tất cả chỉ vì không biết cách thoát khỏi lưới tình đúng lúc.. Có lẽ cậu đã may mắn thoát khỏi một cách an toàn.	Az ilyen história abból lesz, hogy az ember nem tudja idejében rászánni magát az elszakadásra, s arra, hogy széttépje a hálót.	0.282203
Nhớ đừng để sập bẫy lần nữa nhé.	De maga, úgy látom, szerencsésen kiugrott.	0.285366
Thôi chào cậu, tôi đi đây.."	Vigyázzon, ne kerüljön bele újra.	0.28125
"Không đâu," tôi nghĩ...Và tôi sẽ không gặp nàng." ~~~ Nhưng định mệnh đã xui khiến tôi gặp Zinaida một lần nữa.	Isten vele. ~~~ "Nem kerülök - gondoltam magamban... -, nem látom őt soha többé"; de úgy hozta a sors, hogy még egyszer láttam Zinaidát.	-0.166216
Chương 21	21	16
Cha tôi có thói quen cỡi ngựa mỗi ngày. ~~~ Ông có một con con ngựa cái giống Anh tuyệt đẹp, lông đốm màu hạt dẻ, cổ thuôn, chân dài, một con vật không biết mệt, và hung dữ.	Apám mindennap kilovagolt; volt egy remek vörössel pettyezett almásszürke, hosszú, vékony nyakú, hosszú lábú angol paripája, fáradhatatlan, gonosz indulatú állat.	-0.0179577
Tên nó là Electric.	Elektrik volt a neve.	0.284211
Không ai có thể cởi Electric, ngoại trừ cha tôi.	Apámon kívül senkit sem tűrt a hátán.	0.197368
Một hôm, cha tôi đến gặp tôi, ông đang vui, một tâm trạng đã lâu lắm rồi tôi không thấy nơi ông, cha tôi đã sẳn sàng, đinh thúc ngựa đã mang.	Egyszer apám jó hangulatban lépett be hozzám, rég nem láttam ilyen kedvében: készült kilovagolni, s már a sarkantyút is felkötötte.	0.235714
Tôi van cha tôi cho tôi được đi theo.	Kérlelni kezdtem, hogy vigyen magával.	0.291892
"Chẳng thà chúng ta chơi nhảy cừu còn hay hơn," cha tôi trả lời.	- Inkább játszódj bakugrást - felelte apám -, a te hátaslovadon úgysem tudsz lépést tartani velem.	0.189706
"Con không thể đuổi kịp cha với con ngựa lùn của con."	- Tudok; én is sarkantyút kötök.	0.046875
"Được mà cha, con sẽ theo kịp; con cũng sẽ mang đinh thúc ngựa."		-0.3
"Thôi được, theo cha vậy."	- Jól van, nem bánom.	0.15
Chúng tôi khởi hành.	Elindultunk.	0.0692308
Ngựa của tôi màu đen, lông bù xù, hùng dũng. ~~~ Thật đúng vậy, ngựa của tôi phải gắng sức phi nước đại, trong khi Electric đủng đỉnh nước kiệu, tuy tôi không bị tụt hậu quá xa.	Fekete, borzasszőrű, erős lábú s elég fürge lovam volt; igaz, hogy inaszakadtából vágtatni kellett, amíg Elektrik ügetve haladt, de mégsem maradtam el apámtól.	-0.00719178
Tôi chưa từng thấy ai cởi ngựa đẹp như cha tôi; dáng dấp phong nhã, và dường như ngựa của ông cũng hiểu được điều ấy và hảnh diện vì chủ mình.	Lovasban nem láttam párját apámnak; olyan szépen, hanyag fölénnyel ült a nyeregben, hogy úgy tetszett: a ló maga is megérzi ezt és büszkélkedett lovasával.	0.271622
Chúng tôi đi qua các đại lộ, đến "Maidens' Field", nhảy qua nhiều hàng rào (ban đầu tôi cũng rất ngại, nhưng cha tôi vốn khinh bỉ những kẻ hèn nhát, nên chẳng mấy chốc tôi không còn sợ hãi nữa), hai lần băng ngang sông Moskva, và khi tôi có cảm tưởng chúng tôi sắp sửa quay về, đặc biệt khi cha tôi bỗng dưng nhận xét là ngựa của tôi đã thấm mệt, cha tôi đột ngột tách ra ở khúc sông cạn Crimean, và phi nước đại dọc theo bờ sông.	Végiglovagoltunk az egész körúton, elérkeztünk a Leánymezőre, átugrottunk néhány kerítésen (eleinte féltem az ugrástól, de apám megvetette a gyávákat - s legyőztem a félelmet), átmentünk kétszer a Moszkva folyón s már azt hittem, hogy visszafordulunk, annál is inkább, mert apám maga jegyezte meg, hogy kimerült a lovam, amikor hirtelen a Krimi átkelő felé kanyarodott, s vágtatni kezdett a folyó mentén.	0.237958
Tôi thúc ngựa theo sau.	- Én utánaeredtem.	0.221053
Tới chỗ có những xúc gỗ khô chất đống, ông nhanh nhẹn tuột khỏi yên, bảo tôi xuống ngựa, đưa cương của Electric cho tôi, bảo tôi chờ ông tại đống gổ đó, và ông rẽ vào một con đường nhỏ, biến mất.	Mikor valami régi magas gerendarakáshoz érkeztünk, gyorsan leugrott Elektrikről, engem is leszállított. ~~~ Kezembe adta lova kantárát, s azt mondta, hogy várjam meg ott a gerendáknál, maga pedig befordult egy kis sikátorba, és eltűnt szemem elől.	-0.00267857
Tôi bắt đầu đi tới lui dọc theo bờ sông, tay dắt ngựa và la rầy Electric; khi tôi dẫn, cô nàng liên tục trì kéo, ngúng nguẫy, khụt khịt, hí vang rân; khi tôi đứng lại, cô nàng không quên dậm chân hậm hực, và rền rĩ, ngoặm cổ chú ngựa lùn của tôi; thực tình mà nói, cô nàng cư xử y hệt một con ngựa thuần chủng hư hỏng vì được cưng chìu.	Elkezdtem fel és alá járni a part mentén, magam után vezetve a lovakat, s szidtam Elektriket, mert a fejét járás közben állandóan rángatta, rázkódott, fútt, nyerített; amikor pedig meg­álltam, felváltva kapálta patájával a földet, nyihogva beleharapott hátaslovam nyakába, szóval úgy viselkedett, mint egy elkényeztetett pur sang9.	0.253333
