Homer	HOMÉROSZ	0.1
	távol a férjétől, aki oly sok bajnak utána	-0.3
	ér haza, húsz év elteltével, az itthoni földre;	-0.3
	csakhogy ilyen mindíg a te szíved, a kő se keményebb."	-0.3
	Válaszul így szólt most az okosszivü Pénelopeia:	-0.3
	"Gyermekem, elkábult kebelemben egészen a lelkem,	-0.3
	szólani sem tudok én hozzá, kérdezni se bírom,	-0.3
	és a szemébe tekinteni sem tudok.	-0.3
Mau lên!	Ám ha valóban	0.133333
	ő Odüszeusz, aki most hazajött, egymásra mi akkor	-0.3
	ráismerni tudunk még jobban: olyan jeleinkből,	-0.3
	melyeket ember más nem tud, mint én meg a férjem."	-0.3
	Szólt; de mosolyra fakadt a sokattűrt isteni férfi,	-0.3
Odysseus còn thanh toán đám cầu hôn hung hăng từng quấy phá ngôi nhà, ăn hết của cải, ức hiếp quý tử."	s Télemakhoszhoz azonnal ilyen szárnyas szavakat szólt: ~~~ "Télemakhosz, hagyd édesanyád, hogy a termem ölében	-0.00857143
	még próbára tegyen: rámismer jobban azonnal.	-0.3
Penelope dáng vẻ thận trọng ầm ừ: "Nhũ nương quý mến, chắc hẳn thần linh làm tâm thần rối loạn!	Most, amikor szurtos vagyok és rút rongy fedi testem, ~~~ megvet ezért s azt, hogy magam én vagyok én, sose vélné.	-0.010396
	Gondoljuk hát meg, hogyan érjük el azt, ami legjobb.	-0.3
Thần linh có thể biến người khôn ngoan thành đần độn, hóa kẻ đần độn thành khôn ngoan.	Hisz ki csak egyetlen férfit pusztít el a község ~~~ földjén, bárha olyant, akinek nincs sok boszulója,	-0.00631579
Trước kia đầu óc nhũ nương tinh tường, bây giờ thần linh khiến thành ngớ ngẩn.	még az is elmenekül, rokonát odahagyja s a földjét: ~~~ és mi megöltük a város gyámolait, kik e földön	-0.0117978
Tại sao nỡ lòng bỡn cợt lúc con buồn rầu, đánh thức khi con nhắm mắt thiu thiu, đắm chìm trong giấc điệp thú vị, chỉ để nói điều viển vông, phi lý?	legderekabb ifjak: töprengj hát, mit cselekedjünk." ~~~ Erre a jóeszü Télemakhosz neki válaszul így szólt:	-0.0920792
Chưa bao giờ con ngủ ngon như thế kể từ ngày Odysseus lên thuyền tới thành Troa đầy đau khổ, tên gọi ghê tởm, con không muốn nhắc lại làm gì.	"Kedves apám, ez után te magad nézz: mert hisz a földön ~~~ azt mondják, hogy a legkitünőbb elméd teneked van,	-0.078
Nhưng thôi, đi xuống, về phòng!	és a halandók közt ki se tud versengeni véled.	0.231429
Nhũ nương chứ nữ tỳ tới đánh thức để nghe thưa gửi như thế, quấy rầy giấc ngủ, con tống cổ lập tức về khu gia nhân tha hồ mà ân hận; tuổi tác đã cứu nhũ nương khỏi cảnh ê chề!"	Majd mi követni fogunk buzgón, és híja nem is lesz ~~~ bátorságunknak: mi erőnkből telni fog, adjuk." ~~~ Válaszul erre eképen szólt leleményes Odüsszeusz:	-0.208247
Dẫu thế vú già vẫn tiếp lời: "Con yêu quý, già không lòng nào đùa bỡn lúc con buồn rầu.	"Hát majd elmondom, mit látok a leghelyesebbnek. ~~~ Mosdjatok itt meg először is, aztán váltsatok inget,	0
Sự thật Odysseus đã về, đang ở trong nhà, đúng như già nói.	és öltözzenek ünneplőbe a szolgaleányok; ~~~ majd élesszavu lantját fogja az isteni dalnok,	-0.0507692
Odysseus là khách lạ bị hạ nhục trong đại sảnh.	és játékos táncdalokat pengetve, vezessen;	0.223256
Telemachos biết trước Odysseus đã trở về, song khôn ngoan giữ kín kế hoạch để thân phụ có thì giờ trừng trị bọn cầu hôn cấc lấc cùng tội ác chúng gây ra." Vú già ngừng nói.	higyje csak azt, lakodalmat ülünk mi a termek ölében, ~~~ az, ki e zajt meghallja a szomszédban vagy az úton.	-0.146875
Penelope mừng khôn tả.	Szerte a városban ne szaladjon híre a kérők	0.108
Hối hả rời giường Penelope ôm chầm vú già, nước mắt đầm đìa, lắp bắp lời như có cánh bay xa: "Nhũ nương quý hóa, thật hả, không đánh lừa con chứ!	elpusztításának, amíg mi tanyánkra nem érünk, ~~~ messze, a sok fával díszlő jószágra, ahol majd	-0.111702
Có thực Odysseus đã trở về như nhũ nương nói, nhưng làm sao một mình có thể đánh bại đám cầu hôn lỗ mãng tụ tập đông như kiến trong đại sảnh?"	meglátjuk, hasznunkra mit ád az olümposzi nagy Zeusz." ~~~ Szólt; s nagyonis hallgattak rá, tették a parancsát.	-0.0852941
"Già không nhìn thấy, già không hay biết," vú già ôn tồn đáp, "già chỉ nghe tiếng người chết rên hừ hừ.	Megfürdöttek előbb és vettek tiszta ruhákat, ~~~ ünneplőt öltöttek a nők; majd vájtbelü lantját ~~~ fogta az isteni dalnok s fölkeltette a vágyat	-0.12
Sợ hết hồn, run bần bật, bọn già rúc vào góc phòng ngủ, đóng chặt cửa, núp sau tường chắc nịch.	édes szép dalolásra, hibátlan nagyszerü táncra. ~~~ Zajjal telt meg a roppant ház, dobogott szakadatlan	-0.0203125
Tới lúc thân phụ sai đi tìm, quý tử Telemachos rời đại sảnh lớn tiếng gọi bảo đến gặp, già mới lóp ngóp bò ra.	lába a táncban igyekvőknek, meg a szépövü nőknek. ~~~ S volt, aki meghallotta a zajt, s ezt mondta az úton:	-0.04375
Đến nơi già thấy Odysseus đứng giữa đống xác chết.	"Lám, hát férjhezment a sokatkért büszke királynő, ~~~ ó, a gonosz!	-0.0125
Xung quanh trên nền đất nện kỹ càng đầy xác người, xác này đè lên xác kia.	törvényes urának nagy palotáját ~~~ őrzeni végig nem volt nyugta, kivárnia jöttét."	-0.00182927
Nếu nhìn thấy con sẽ hả lòng hả dạ!	Így szóltak, de bizony nem tudták, hogy mi esett meg.	0.257143
	Most meg a nagyszivü bajnok Odüsszeuszt háza ölében	-0.3
Odysseus vấy máu, lấm bẩn như sư tử!	megfürdette a gazdasszony, megkente olajjal,	0.292683
Bây giờ đám cầu hôn nằm chất đống ở cổng khu sân, Odysseus bảo nhóm lửa, đốt lưu huỳnh xông nhà cho sạch.	Eurünomé, szép inget adott rá, drága palástot; ~~~ és nagy szépséget hintett a fejére Athéné,	-0.0461538
Odysseus sai già đi vời con.	szemre nagyobbá tette, erősebbé, s a fejére	0.15
Vậy theo già đi xuống để sau biết bao đau khổ hai người lại vui sướng sánh bước trên đường hạnh phúc.	göndör fürtöket is, mint jácint-szirmokat, öntött. ~~~ Mint amidőn aranyat körülönt az ezüstre egy ember,	-0.0174757
Mong ước ôm ấp bấy lâu bây giờ trở thành sự thật.	művész, kit tanitott Héphaisztosz s Pallasz Athéné	0.252
Odysseus còn sống, Odysseus trở về, Odysseus ở nhà.	minden mesterségre, s ezért kezeműve nagyon szép,	0.2625
Odysseus gặp con và quý tử.	így öntötte a bájt vállára, fejére az úrnő.	0.124138
Odysseus trả thù bọn cầu hôn cư xử sai trái, phá hại của cải trong cung điện của mình."	S ő lépett ki a kádból, mint valamely magas isten. ~~~ S honnan előbb fölkelt, le is ült ismét ama székre,	0
"Nhũ nương thương yêu, đừng vội cười, đừng sớm vui!" Penelope thận trọng tiếp lời.	épp szemben feleségével, s neki íly szavakat szólt: ~~~ "Ó, te csodás asszony, be keményfalu kőszivet adtak	-0.00625
"Nhũ nương biết nhiều người ở đây mong muốn thấy mặt Odysseus, song không ai mong muốn bằng con và quý tử chúng con sinh ra đời.	néked, az összes nőnél inkább, égilakóink: ~~~ más asszony bizony íly makacsul vonakodva nem ülne ~~~ távol a férjétől, aki oly sok bajnak utána	-0.146237
Dẫu thế làm sao tin nổi chuyện nhũ nương vừa nói?	ér haza, húsz év elteltével, az itthoni földre.	0.241304
Chắc hẳn thần linh bất tử đã hạ sát đám cầu hôn, phẫn nộ vì xấc xược, ngang tàng đến lợm giọng.	Rajta azonban, anyó, vess ágyat, hogy lefeküdjem ~~~ egymagam is; feleségemnek vasból van a szíve."	-0.0362637
Chúng không kính nể bất kể ai chúng gặp; người sang kẻ hèn, người tốt kẻ xấu chúng coi như nhau.	Válaszul így szólt most az okosszivü Pénelopeia: ~~~ "Ó, te csodás, nincs bennem sem dölyf, sem lekicsinylés,	-0.00588235
Rồ dại xúc phạm vì thế chúng gánh chịu số phận ghê tởm.	s nem bámullak: jól tudom én, míly külsejü voltál,	0.21
Xa cách quê hương mất ngày trở về Odysseus mất luôn cả cuộc đời."	hogy hosszúevezőjü hajón innen tovaszálltál. ~~~ Most hát, Eurükleia, eredj, és vesd meg az ágyát,	-0.0425676
"Con yêu quý," vú già dễ thương tỏ vẻ ngỡ ngàng, "sao lại nói thế!	kívül a jólépült hálón, melyet ő maga ácsolt: ~~~ vessétek meg az ágyát ottkinn, és tegyetek rá	-0.0410959
	drága köpenyt s vele bundákat, ragyogó takarókat."	-0.3
Phu quân ở đây, bên bếp lửa, trong nhà mình, con lại bảo sẽ không bao giờ trở về!	Így szólt s tette urát próbára; de bajnok Odüsszeusz ~~~ fölsóhajtott, megszólítva a hű feleséget:	-0.0117978
	"Asszony, olyat mondtál, amivel csak gyötröd a lelkem.	-0.3
Nghi ngờ quá sức con chẳng tin ai.	Máshova, mondd, ki is állította az ágyam?	0.257143
Cần chứng cớ cụ thể mới hết ngờ vực phải không?	Az értők ~~~ sem tudnák azt tenni, hacsak nem jön be egy isten,	-0.0109091
	s könnyen a kedve szerint nem hordja ki máshova onnan:	-0.3
Vết sẹo heo rừng răng trắng nhởn vồ ngày trước làm Odysseus bị thương!	ember olyan nem akad, de nagyon fiatal se; ki könnyen ~~~ elmozdítja, mivel nagy titkot rejt az az értőn	-0.01875
Lúc tắm cho để ý nhìn nhận ra già hăm hở muốn nói con hay sự thật, nhưng Odysseus vì mục đích thầm kín đưa hai tay bịt miệng không để kêu thành tiếng… Thôi theo già đi xuống.	készített ágy, mit nem más, de az én kezem ácsolt. ~~~ Mert keritésünkön belül egy nagy olajfa virágzott, ~~~ dúslombú, magas is, vastag, mint oszlop, a törzse.	-0.189899
Già lấy mạng mình bảo đảm.	Én eköré kívántam a hálótermem emelni,	0.227273
Nếu già nói dối đánh lừa, con cứ việc giết chết theo cách tàn ác, lối thảm thương hơn hết ở đời."	sok kőből föl is építettem, jól betetőztem, ~~~ és jólzáródó, faragott ajtót remekeltem.	-0.038764
"Nhũ nương thân thương," Penelope dáng vẻ thận trọng giải thích, "dù kinh nghiệm, sáng suốt, tinh khôn, nhũ nương không thể phát hiện hay am tường ý định thần linh bất tử.	Majd az olajfának lombját vágtam le utána, ~~~ és törzsét gyökerétől kezdve simára faragtam ~~~ érccel jól s értőn, hosszát csaptatva zsinórral,	-0.190722
Nhưng thôi xếp chuyện đó lại ngô bối xuống gặp Telemachos.	s ágylábbá kifaragtam, a fúróval kilyukasztva. ~~~ Innen kezdtem az ágyat emelni, amíg befejeztem,	-0.0590909
Con muốn nhìn lũ cầu hôn nằm chết và người hạ sát chúng."	díszítvén elefántcsonttal, meg arannyal-ezüsttel;	0.225
Dứt lời rời phòng đi ra Penelope lần bước xuống cầu thang, dáng vẻ xúc động và lưỡng lự!	s bíbortól ragyogó szíjat feszitettem az ágyra. ~~~ Lám, elmondtam a titkos jelt: ám nem tudom én azt,	-0.0129032
Penelope tự hỏi nên đứng cách xa hỏi phu quân, hay tới gần ôm chầm bày tỏ âu yếm?	asszony, hogy vajon ott van-e még épségben az ágyam, ~~~ vagy pedig elvitték, elfűrészelve a törzset."	-0.0101124
Đi vào bước qua ngưỡng cửa bằng đá Penelope đến ngồi gần bếp lửa, sát bức tường, phía đối diện.	Szólt; mire Pénelopé kedves szive, térde elernyedt; ~~~ mert, mikről Odüszeusz szólt, ráismert a jelekre. ~~~ Könnyeket ontva szaladt hozzá, a nyakába vetette	-0.115152
Odysseus ngồi bên cột cao lớn, cúi đầu nhìn xuống, chờ phu nhân yêu quý cất tiếng khi thấy mình.	két karját, s csókolta fejét, ezt mondta urának: ~~~ "Ó, ne neheztelj rám, Odüszeusz, ki a földilakók közt	-0.006
Penelope ngồi khá lâu không nói một lời, im lặng, sững sờ, bối rối.	úgyis a legbölcsebb vagy: ránkmérték a siralmat ~~~ isteneink: irigyelték, hogy mi az ifjukorunknak	-0.034
Đăm đăm nhìn khuôn mặt có lúc nhận ra giống Odysseus, có lúc nhận ra không giống Odysseus, vì quần áo tả tơi khoác trên thân hình tiều tụy.	együtt örvendjünk s aggkor küszöbére igy érjünk. ~~~ Most legalább ne neheztelj érte, ne is haragudj rám;	-0.072
Thấy vậy Telemachos lên tiếng nói thẳng trách khéo: "Mẹ, lòng dạ trơ trơ, thản nhiên đến lạnh lùng, tại sao đứng xa bố như thế?	hogy nem öleltelek így meg, amint megláttam az arcod, ~~~ mert hisz az én lelkem kedves kebelemben örökké	-0.0726316
Vì sao không ngồi gần chuyện trò, hỏi han?	attól borzadozott, hogy majd még eljön egy ember	0.293333
Trên đời chẳng có phụ nữ nào đang tâm làm vậy đối với phu quân vừa trở về quê hương sau hai mươi năm cực khổ, gian nan!	és szóval rászed: sok a csúf nyereségre törekvő. ~~~ Mert sose tér az az argoszi szép Helené sem, a Zeusz-lány, ~~~ más ágyába, a vendéggel szerelembe vegyülve,	-0.128155
	hogyha a bajnok akháj sarjakról tudja előre,	-0.3
Chắc hẳn trái tim trong lòng mẹ rắn hơn sỏi đá!"	hogy majd visszaviszik szeretett földjére honának.	0.269388
"Con, xúc động khiến tim se thắt, lòng tê tái," Penelope kín đáo chống chế.	Őt bizonyára egy isten vitte a csúnya dologra, ~~~ mert ilyen átkos terv lelkében még sosem ébredt	-0.016875
"Mẹ không thể nói một lời; mẹ không thể hỏi một câu; mẹ cũng không thể nhìn thẳng khuôn mặt!	addig, s akkor kezdődött a mi szörnyü bajunk is. ~~~ Most, miután elmondtad igaz szavaiddal az ágyunk	-0.0247253
Tuy nhiên, nếu quả thực Odysseus đã trở về, chắc chắn bố mẹ sẽ thế nào cũng nhận ra nhau, bởi giữa hai người có dấu tích thầm kín, chỉ hai người biết mà thôi, người ngoài không ai hay."	titkát, mit soha nem látott más földi halandó, ~~~ csak te meg én, és egy szolgáló-lány, az egyetlen: ~~~ Aktór lánya, kit édesapám jöttömkor adott még,	-0.210309
Nghe nói thế Odysseus kiên nhẫn, độ lượng mỉm cười.	és ki szilárd hálótermünkre azóta vigyázott,	0.217021
Cất tiếng lời như có cánh bay xa Odysseus nói với quý tử: "Telemachos, để mẹ quan sát, tìm hiểu bố ngay đây trong nhà mình.	most, noha kétkedtem nagyonis, meggyőzted a lelkem." ~~~ Szólt; s Odüszeuszban erősebb vágy ébredt zokogásra,	-0.0378641
Mẹ sẽ nhìn bố ánh mắt khác hẳn.	lelkének-kedves feleségét sírva karolta.	0.268421
Lúc này, vì bố bẩn thỉu, con thấy, rách rưới nên coi thường, mẹ không nghĩ bố là Odysseus!	Mint ahogy úszóknak nagy örömre tünik föl a szép föld, ~~~ kiknek jófalu bárkáját széttörte Poszeidón,	-0.00454545
Phần mình ngược lại con và bố phải nghĩ làm thế nào sự việc diễn ra mát mái xuôi chèo.	míg a viharban szállt dagadó hullámon, az árban: ~~~ s úszva a szárazföldre csupán kevesen szabadulnak,	-0.0015625
Thông thường ở bất kể vùng nào sau khi giết người, không có ai thay mặt bênh vực, trả thù, thủ phạm sẽ chạy trốn lưu vong, bỏ gia đình, bỏ xứ sở!	míg beborítja a sós víz szennye egészen a testük, ~~~ s boldogan érnek a partra, a vészből megmenekülve:	-0.100515
Ngô bối đã hạ sát đám thanh niên quý tộc, giường cột hải đảo Ithaka.	Pénelopé is ilyen nagy örömmel nézte a férjét, ~~~ drága fehér karját a nyakáról vissza se vonta.	-0.0265823
Đó là tình huống ta muốn con suy ngẫm."	S tán zokogók elibé jön a rózsásujjú Hajnal,	0.278571
