Quo Vadis	QUO VADIS?	0.266667
Và thực ra ông có lý, vì tại cung điện Palatyn người ta cũng đã nghĩ đến khả năng chàng hộ dân quan trẻ tuổi sẽ tới và đã tiến hành những biện pháp đề phòng.	Egyébiránt tanácsával fején találta a szöget, mivel a Palatinuson, ahol biztosra vették Vinicius eljövetelét, örültek neki, hogy kérelmét elutasíthatják.	0.254605
Nhưng khổ ải của Vinixius vượt quá những gì mà sức lực con người có thể chịu đựng.	Vinicius úgy szenvedett, mint ember még az előtt soha.	0.024
Kể từ khi Ligia bị tống ngục, khi nàng có cơ bị tử vì đạo, không những chàng chỉ yêu nàng trăm lần hơn lên, mà trong tâm hồn, chàng bắt đầu thành kính nàng với một thứ tình cảm gần như tôn giáo, như đối với một siêu linh siêu nhiên nào đó.	Attól a pillanattól fogva, mikor Ligiát börtönbe vetették, mikor a jövendő vértanúság dicsfénye körülragyogta őt, nemcsak szenve­délyesebben szerette, mint az előtt, hanem földöntúli lény gyanánt tisztelte őt.	0.222115
Và bây giờ khi nghĩ rằng sinh linh thân yêu vừa thiêng liêng kia sẽ phải lìa đời, không những thế còn có thể sẽ phải trải qua những cực hình khủng khiếp hơn cái chết, thì máu trong huyết quản chàng dường như đông lại, tâm linh chàng như biến thành một tiếng kêu rên, trí óc chàng như hoá dại.	A vér elhült erében arra a gondolatra, hogy elveszíti a kedvest, hogy halált, hogy talán kínzatásokat kell elszenvednie.	-0.24375
Đôi khi chàng cảm thấy như trong sọ chàng chứa đầy một thứ lửa hừng hực nào đó, nó sẽ thiêu rụi đầu óc hoặc sẽ làm vỡ tung sọ não ra.	Néha úgy tetszett neki, hogy feje ég, mint a tűz és koponyája szét akar repedni.	-0.0162162
Chàng không còn hiểu nổi những gì đang xảy ra, không hiểu nổi vì sao Chúa Crixtux, Đức Chúa từ thiện nhường kia lại không thể giáng thế cứu những tín đồ của Người, vì sao những bức tường đẫm máu của cung điện Palatyn không bị chôn vùi luôn xuống đất, cùng với nó cả Nerô, ũ cận thần, trại cấm binh và cái đô thành tội ác này.	Nem tudta ezeket az eseményeket megérteni, meg nem foghatta, miért hagyta el az irgalmas, az isteni Krisztus követőit a szükségben, miért nem nyelte el a föld a Palatinus füsttől fekete falait és velök Nerot, az augustiánusokat, a praetoriánusok táborát és ezt az egész gonosztevő világot.	0.193258
Chàng nghĩ rằng không thể và nhất thiết không thể nào khác được, rằng tất thẩy những gì mắt chàng trông thấy, những gì khiến trái tim chàng rên xiết, khiến tâm hồn chàng tan nát, chỉ là một giấc mơ mà thôi.	És ha azt gondolta, hogy ez még megtörténik, úgy tetszett neki, mintha mindaz, amit szemével látott, ami lelke legmélyét meghatotta, ami szivét megrendíté, csak rémületet keltő álom volna.	0.21573
Song tiếng gầm rống của lũ dã thú bảo chàng rằng đó là hiện thực, tiếng chan chát của những chiếc rìu đang dựng nên võ đài bảo chàng rằng đó là sự thực, và khẳng định thêm điều ấy là tiếng hú hét của dân chúng cùng những nhà ngục chật ních.	De a vadállatok ordítása mindig visszarántá őt a valóságba, a fejszék csapása az arénák építésénél meggyőzte őt a valóságról, a tomboló csőcselék és a zsúfolt börtönök beszé­des képet nyujtottak a valóságról.	0.22186
Khi ấy lòng tin của chàng vào Chúa Crixtux giảm đi, và sự suy giảm ấy lại là một nỗi khổ ải mới nữa, có thể là nỗi khổ ải kinh khủng nhất trong số tất cả những nỗi khổ của chàng.	Ebben a zűrzavarban ő maga is megzavarodott, megzava­rodott krisztusi hitében és bánatos keserűség vett erőt szivén. ~~~ TIZEDIK FEJEZET.	-0.0825581
Thế mà bây giờ ông Petronius lại còn nói với chàng:	Ligia megmentésére minden kísérlet meghiúsult.	0.25
- Hãy nhớ đến cái mà trước khi chết con gái Xeyan còn phải trải qua. ~~~ Henryk Sienkiewicz	Vinicius annyira lealázta magát, hogy a császár és Poppaea szabadosaihoz és rabszolgáihoz is elment pártfogásért.	-0.0293478
Quo Vadis ~~~ Dịch giả và giới thiệu: Nguyễn Hữu Dũng	Nagy összeg pénz­zel vásárolta meg mindig hiábavalóknak bizonyult igéreteiket, gazdag ajándékokkal jutalmazta a legcsekélyebb szolgálatot.	-0.210526
	Fölkereste Rufius Crispinust, az Augusta első férjét és egy levelet adott neki, melyben Rufiusnak, első házasságából való fiának egy villát ajándékozott Antium­ban.	-0.3
T2 - Chương 53	De mit ért el vele?	0.235714
Và mọi việc đều hỏng cả.	Csak a császár haragját ingerelte föl, aki gyűlölte mostoha fiát.	0
Vinixius hạ mình đến mức chàng tìm chỗ víu ngay cả bọn nô lệ giải phóng và nô tỳ của cả hoàng đế lẫn của Poppea, mua chuộc chúng bằng những lời hứa hẹn và những món quà tặng đắt tiền, những mong được lòng chúng.	Külön küldöttel levelet küldött Othóhoz, Poppaea második férjéhez Spanyolországba, semmi áldozat nem volt neki sok, egész vagyonát és jószágát, sőt magát is erre a célra szentelte. ~~~ Minden hiába volt.	-0.0329082
Chàng tìm đến người chống đầu tiên của hoàng hậu, Rufiux Kryxpinux và được y viết cho một bức thư, chàng tặng tòa biệt thự tại Anxium của chàng cho đứa con trai của ả trong cuộc hôn nhân đầu tiên, cũng tên Rufiux, nhưng điều đó chỉ càng khiến cho hoàng đế - kẻ vốn căm ghét đứa con riêng của vợ - thêm tức giận mà thôi.		-0.3
Nhân có một điệp sứ, chàng viết thư cho chồng thứ hai của Poppea là Otho tận Tây Ban Nha, hứa sẽ dâng toàn bộ của cải và cả bản thân mình nữa, mãi cho đến khi chàng chợt nhận ra rằng chàng chỉ là trò chơi của mọi người và giá chàng giả vờ rằng việc bỏ tù Ligia chẳng quan hệ mấy tới chàng, thì có khi bọn họ lại chóng tha nàng hơn.	Csakhamar az a meggyőződés vert benne gyökeret, hogy ő csak játékszerül szolgált ez emberek kezében és okosabban tett volna, ha nem mutatja, mennyire szivén viselte Ligia megszabadítását.	0.0986683
Cả ông Petronius cũng nhận ra điều ấy.	Petronius is ebben a nézetben osztozott.	0.679923
Trong khi đó, ngày nối nhau trôi đi.	Eközben egyik nap mult a másik után.	0.273529
Các nhà hát đã hoàn thành.	Az amphi­theatrum építése be volt fejezve.	0.165517
Người ta đã phân phát các tesser, tức là các vé vào cửa dự lundus maturium.	Már kiosztották a jegyeket a délelőtti játékokra.	0.126
Nhưng lần này, do số lượng tội nhân nhiều chưa từng thấy, hội đấu "sáng" có thể sẽ kéo dài hàng ngày, hàng tuần thậm chí hàng tháng.	Ezek a reggeli játékok az áldozatok nagy száma mellett napokig, hetekig, sőt hónapokig is eltart­hattak.	0.146939
Người ta không còn biết nhốt dân Thiên Chúa vào đâu nữa.	Nem tudták többé, hol helyezzék el a keresztényeket.	0.229412
Các nhà ngục đã chật ních và trong đó bắt đầu phát sinh dịch sốt nóng.	Minden börtön zsúfolva volt, mindegyikben lázas járvány dúlt.	0.217742
Các puticuli tức là các hố nhốt người, nơi người ta chứa bọn nô lệ, cũng bắt đầu chật cứng. ~~~ Sợ rằng bệnh dịch sẽ lan tràn ra khắp thành phố, người ta quyết định sẽ tổ chức gấp hội thi đấu.	A tömeges sirok, melyekbe a rabszolgákat közösen szokták temetni, alig tudták a holttesteket befogadni s lassankint attól tartottak, hogy a betegség elterjed az egész városban s így mindenek előtt azt beszélték, hogy sietni kell a játékokkal.	-0.00272727
Và tất cả những tin tức ấy đập vào tai Vinixius khiến những tia hy vọng cuối cùng trong lòng chàng tắt nốt.	Ez a hír eljutott Viniciushoz is és minden reménytől megfosztotta.	0.0387097
Khi còn thời gian, chàng còn có thể ảo vọng rằng sẽ kiếm được cách nào đó, nhưng bây giờ thì ngay cả thời gian cũng không còn.	Nem maradt többé ideje, hogy további lépéseket tegyen, a játékoknak meg kellett kezdődniök!	0.134831
Đã sắp bắt đầu các cuộc biểu diễn rồi.		-0.3
Chỉ vài ngày nữa thôi, Ligia sẽ có mặt trong các phòng chứa của hý trường, từ đó chỉ còn một lối là bước ra đấu trường mà thôi.	Ezen vagy azon a napon valamelyik cirkusz "cuniculum"-ába63 vihették Ligiát, ahonnét az út csak az arénába nyilt.	0.185714
Vinixius không biết ố phận và sự tàn bạo của bạo lực sẽ ném nàng vào đâu, chàng tới khắp các hý trường, mua chuộc bọn canh cửa và những người quản thú dữ, đặt ra cho họ những đòi hỏi mà họ không thể nào thực hiện được.	Mivel Vinicius nem tudta, hová vezetik Ligiát a véletlen vagy a hatalom birtokosainak parancsa folytán, elment minden cirkuszba, megvesztegette a vadállatok ápolóit, megvásárolta az őröket és olyan terveknek igyekezett őket megnyerni, amelyek kivihetetlenek voltak.	0.295122
Nhiều khi chàng nhận ra rằng chàng chỉ còn biết tìm cách làm cho cái chết của nàng bớt phần thảm khốc hơn thôi và những khi ấy chàng cảm thấy trong sọ chàng thay cho bộ óc là những hòn than cháy bỏng.	Mindig csügge­tegebb lett és végre azt gondolta, hogy számára nem marad más tennivaló, mint arról gondos­kodni, hogy Ligiának ne kelljen nagyon sokat szenvednie halálos útján; de ez a meggyőződés kétségbe ejté őt.	0.286765
Chàng cũng không hề nghĩ đến chuyện sống tiếp mà không có nàng, chàng quyết định sẽ cùng chết với nàng.	A kedvest nem birta és nem akarta túlélni; erősen el volt tökélve, hogy vele hal.	0.125676
Song chàng nghĩ rằng nỗi đau có thể sẽ thiêu rụi sự sống trong người chàng trước khi cái thời hạn kinh khủng kia tới.	De eközben folyton attól tartott, hogy a reá zúduló gondok és gyötrelmek hamarább elragadják őt.	0.183871
Bạn bè chàng và ông Petronius cũng nghĩ là chẳng bao lâu nữa trước mắt chàng sẽ mở ra vương quốc của các hồn ma.	Petronius és vele együtt többi barátjai is abban a fájdalmas nézetben voltak, hogy Vinicius a legrövidebb idő alatt az árnyékok honába költözik.	0.39355
Mặt Vinixius xám lại, trở nên giống như mặt nạ bằng sáp mà chàng đặt trên bàn thờ gia thần.	Arca sárgás színű lett és a larariumban fölállított viasz álarcokhoz hasonlított: a kérdező kifejezés soha se tünt el vonásaiból, mintha nem tudná megérteni, mi történt és mi fog még történni.	0.0470588
Trên nét mặt chàng ngưng đọng một nỗi ngạc nhiên, dường như chàng không sao hiểu nổi có chuyện gì xảy ra và có thể xảy ra.	Ha valaki hozzá szólt, gépiesen föl­emelte kezét, halántékához szorította és csodálkozó, kerekre nyilt szemmel nézett a beszélőre.	0.29084
Khi có người nào đó nói với chàng, chàng máy móc đưa cả hai tay lên đầu bóp chặt lấy thái dương, nhìn người nói với cái nhìn kinh hoàng và dò hỏi.	Az éjszakákat Ursusszal együtt rendszerint Ligia börtönének ajtaja előtt töltötte.	0.0253012
Đêm đêm, cùng bác Urxux, chàng nằm canh cửa cho Ligia trong nhà ngục, còn nếu nàng bảo chàng phải về nhà nghỉ, thì chàng đến chỗ ông Petronius và cứ đi đi lại lại trong gian chính sảnh cho tới tận sáng.	Mihelyt azonban elküldte, hogy magát kipihenje, visszatért Petronius házába és reggelig az atriumban tartózkodott.	0.211009
Đám nô lệ thường gặp chàng đang quỳ giơ hai tay lên đầu hoặc nằm úp mặt xuống đất.	A rabszolgák gyakran ott találták őt fölemelt kezekkel vagy arccal földre hajolva, térdein fekve.	0.286957
Chàng cầu nguyện Chúa Crixtux, bởi đó là niềm hy vọng cuối cùng của chàng.	Igy imádkozott Krisztushoz, mert Krisztus volt utolsó reménysége.	0.209524
Tất cả mọi cách đều hỏng cả rồi, họa chăng thì chỉ có một điều kỳ diệu mới có thể cứu nổi Ligia, vì thế Vinixius đập đầu vào những phiến đá cầu xin sự kỳ diệu đó.	Bármihez fogott is, minden kudarcot vallott. ~~~ Még csak csoda menthette meg Ligiát.	-0.230921
Nhưng chàng cũng còn đủ tỉnh táo để hiểu rằng lời cầu nguyện của ông Piotr có nghĩa hơn của chàng, ông Piotr đã hứa mang lại Ligia cho chàng.	És így homlokát a kőkockákon sebesre verte és csodáért könyörgött. ~~~ De mit használt az ő könyörgése Péteréhez képest?	-0.0396694
Ông Piotr đã rửa tội cho chàng, chính ông Piotr cũng biết làm những điều kỳ diệu, vậy hãy để ông mang tới cho chàng sự cứu rỗi và trợ giúp.	kérdé magában. ~~~ Péter pedig neki igérte Ligiát, Péter keresztelé meg őt.	-0.164384
Và một đêm, chàng đi tìm ông.	Péter csodákat tehetett.	0.204
Hiện giờ, những người Thiên Chúa giáo ít ỏi còn sót lại ẩn náu ngay cả đối với nhau, để nếu có kẻ nào đó kém tinh thần cũng không thể vô tình hay hữu ý phản bội họ được.		-0.3
Trong cơn hỗn loạn và sự khủng bố chung, lại hoàn toàn bận tâm về việc tìm cách cứu Ligia khỏi nhà tù.	Igy tehát elhatározta, hogy Pétert fölkeresi. ~~~ Egy este megvalósítá ezt a szándékot.	-0.05
Vinixius mất liên lạc với ông Piotr và kể từ khi được rửa tội, chàng chỉ được gặp ông mỗi một lần, từ trước khi bắt đầu cuộc tróc nã.	A néhány keresztény aki még szabad volt, kölcsönösen eltitkolta az apostol tartózkodó helyét, mert egyik testvér félt a másiktól, hogy gyöngének bizonyulhat és szándékosan vagy önkénytelenül árulóvá lehet.	0.207692
