Miếng Da Lừa	A SZAMÁRBŐR	0.253846
- Ở đây thoải mái lắm, trời đẹp thế này đánh nhau thì tuyệt, - hắn vui vẻ kêu lên, nhìn vòm trời xanh biếc, nước hồ và núi đá không chút thầm lo vì ngờ vực cũng như vì chết chóc.	– Pompás kis hely, és az idő is egyenesen verekedésre való! ~~~ – kiáltott föl vidáman, a kék égboltra, a tó vizére és a sziklákra tekintve, minden legcsekélyebb balsejtelem vagy gyászos előérzet nélkül.	-0.000769231
- Nếu tôi bắn nhằm vai hắn, hắn nói tiếp, tôi sẽ bắt hắn phải nằm giường đến một tháng không, hở bác sĩ?	– Ha csak a vállán horzsolnám is meg, már egy hónapra kerülne ágyba, ugy-e doktor?	0.134615
- Ít nhất là thế, - viên thầy thuốc phẫu thuật đáp.	– Legalább is annyira, – jelentette ki a doktor.	0.221739
- Nhưng ông để mặc cây liễu con ấy đấy; nếu không ông làm mỏi tay ông và không chủ động được tay súng, ông có thể giết ngoéo đối phương của ông chứ không phải là làm bị thương đâu.	– De hagyja békén már azt a rekettyét, mert csak a karját fárasztja ki vele és nem lesz biztos a lövése, azután még megeshetik, hogy megöli azt az embert, a helyett, hogy csak megsebezné.	0.238235
Có tiếng xe vang lên.	Kocsizörgés hallatszott.	0.245455
- Hắn đây rồi, - những nhân chứng nói, và liền đó trông thấy trên đường cái một chiếc xe ngựa bốn bánh chạy đường trường, đóng bốn ngựa và có hai người đánh xe.	– Megérkezett, – mondták a segédek, kik nemsokára észrevettek az uton egy négylovas utibatárt, két postillonnal.	0.0981818
- Cái giống kỳ lạ thật!	– Micsoda furcsaság!	0.218182
- Đối thủ của Valentin kêu lên, hắn đi xe trạm đến chịu chết.	– kiáltott föl Valentin ellenfele. ~~~ – Postakocsiban jön verekedni…	0.1
Trong một cuộc quyết đấu cũng như trong cờ bạc, những chuyện nhỏ nhặt bất ngờ xảy ra ảnh hưởng tới trí tưởng tượng những kẻ đương sự rắp tâm quyết đánh một đòn bằng được: vì vậy gã thanh niên thấy lo lắng thế nào đó khi chờ đợi chiếc xe kia nó đỗ lại ở trên đường cái.	Párbajnál ugyanugy, mint a játékban, a legcsekélyebb esemény is élénken hat a szereplők képzeletére, akiknek nagyon is érdekükben áll, hogy egyetlen tétjük sikerüljön. ~~~ Ez a fiatal ember is némi nyugtalansággal várta a batár megérkeztét, mely azonban az uton maradt.	-0.0360236
Ông già Jonathas nặng nề bước xuống trước để đỡ Raphaël ra; ông cụ giơ tay lẩy bẩy đỡ anh, chăm sóc anh từng ly từng tý như một tình nhân săn sóc tình nương của mình.	Az öreg Jonathas cihelődött le nehézkesen először, hogy lesegitse róla Raphaelt. ~~~ Elaszott karjaival támogatta és olyan szorgos gonddal sürgölődött körülötte, mint kedvese körül a szerető.	-0.00163934
Cả hai người đi lạc trong những lối đi nhỏ giữa đường cái và nơi đấu, và lâu mãi mới lại hiện ra: họ đi chậm chạp.	Mindketten eltüntek a gyalogösvényen, mely a küzdelemre választott helyet az országuttól elválasztotta és csak jó idő mulva bukkantak föl ujra.	0.288636
Bốn người chứng kiến cái cảnh kỳ lạ đó đều xúc động mạnh trước quang cảnh Valentin tựa vào tay người lão bộc; xanh xao ốm yếu, anh bước đi như người bị thống phong, đầu cúi xuống, không nói một lời.	Lassu lépésben jöttek. ~~~ E különös jelenet négy szemlélője mély megindultságot érzett az inasára támaszkodó Valentin megpillantásakor, aki sápadt volt, levert, nehezen vonszolta a lábát, feje lecsüggedt és nem szólt egy szót sem.	0.0263959
Ta có thế cho đó là hai ông già cùng bị suy tàn, một người do thời gian, người kia do lao tư: người thứ nhất thì tuổi đời trên mái tóc bạc, người trẻ thì không biết đã bao nhiêu tuổi nữa.	Mintha két aggastyán lett volna, kiknek egyikét a kor, a másikát a gondolkozás törte volna meg. ~~~ Az elsőnek fehér hajára volt irva a kora, a másikba már csak hálni járt a lélek.	-0.0368098
- Thưa ông, đêm qua tôi không ngủ, - Raphaël nói với đối thủ.	– Uram, én nem aludtam az éjjel, – mondta Raphael az ellenfelének.	0.285714
Lời nói giá lạnh và cái nhìn ghê gớm kèm theo làm cho kẻ thật sự khiêu khích rùng mình, hắn thấy rõ lỗi của hắn và âm thầm hổ thẹn vì hành vi của mình.	Fagyosan mondta és olyan rettentő tekintettel, hogy a kihivó megremegett tőle. ~~~ Jól érezte, hogy igaztalanul cselekedett s titkon szégyelte, amit tett.	-0.0267857
Trong thái độ, giọng nói và cử chỉ của Raphaël có cái gì lạ.	Volt Raphael magatartásában, a hangja csengésében és mozdulataiban valami rendkivüli.	0.233824
Hầu tước ngừng lại một lúc, và ai nấy cũng lặng im theo.	A marquis elhallgatott kissé, s vele hallgattak valamennyien.	0.2625
Lo lắng và chú tâm lên đến cao độ.	A nyugtalanság tetőpontjára hágott.	0.283784
- Hãy còn thì giờ, - anh nói tiếp, - để làm cho tôi hài lòng một chút; mà ông ạ, ông hãy nghe đi, nếu không ông sẽ chết mất.	– Most még nem késő, – kezdte ujra, – némi elégtételt adnia; adja meg, uram, különben meg kell halnia.	0.206061
Lúc này ông hãy còn ỷ vào tài năng của ông, không lùi bước vì nghĩ rằng ông có tất cả mọi thuận lợi trong cuộc chiến đấu này.	Ön most ügyességére számit és nem akar olyan harc elől visszavonulni, amelyhez, ugy véli, megvan minden lehető előnye.	0.225
Vậy thì ông ạ, tôi có độ lượng, tôi báo trước cho ông biết ưu thế của tôi.	Van bennem annyi emberség, hogy figyelmeztessem önt az én felsőbbségemre.	0.231429
Tôi có trong tay một quyền lực ghê gớm.	Rettentő hatalomnak ura vagyok én!	0.209091
Để thủ tiêu tài khéo léo của ông, để làm mắt ông mờ đi, làm tay ông run lên và tim ông hồi hộp, thậm chí để giết ông nữa, chỉ cần tôi ước nguyện.	Hogy semmivé tegyem ügyességét, elhomályositsam a tekintetét, remegővé tegyem a kezét, megdobogtassam a szivét, hogy megöljem, ahhoz nekem nincsen egyébre szükségem, mint hogy egyszerüen – kivánjam!	0.24878
Tôi không muốn bị bắt buộc phải sử dụng quyền hành của tôi, dùng nó tôi phải trả một giá quá đắt!	Nem szivesen élnék hatalmammal, mert nagyon meg kell adnom az árát.	0.0532258
Không phải chỉ một mình ông sẽ chết.	Nemcsak ön halna meg egyedül.	0.139286
Vậy nếu ông từ chối không chịu xin lỗi tôi thì viên đạn của ông sẽ bắn xuống nước của dòng thác kia mặc dầu ông có thói quen giết người, còn viên đạn của tôi sẽ nhằm thẳng quả tim ông tuy tôi không cần ngắm gì cả.	De ha mégis vonakodnék engem némiképp megkövetni, bármily gyakorlott céllövő legyen is, golyója abba a kis vizesésbe fog találni, mig az enyém, anélkül, hogy célba venném, egyenesen a szivét furja keresztül.	0.234518
Lúc đó có tiếng nói xôn xao ngắt lời Raphaël.	E pillanatban zürzavaros hangok szakitották félbe Raphaelt.	0.258
Khi nói những lời đó, hầu tước luôn luôn hướng vào địch thủ ánh mắt đăm đăm khó chịu của anh, anh đứng thẳng người lại với bộ mặt thản nhiên, giống mặt một người điên khùng.	Mialatt beszélt, merev, elviselhetetlenül metsző tekintetét folytonosan ellenfelére szegezte, kiegyenesedett, arca dermedt kifejezést öltött s olyan volt most, mint egy gonoszindulatu megháborodotté.	0.273016
- Ông bảo hắn im đi, - gã thanh niên đã bảo nhân chứng của mình, tiếng nói hắn làm tôi quặn ruột lại!	– Hallgattassátok el, – mondta a fiatal ember segédei egyikének, – minden szava belémnyilal!	0.233333
- Ông hãy im đi. ~~~ Lời nói của ông vô ích, - viên thầy thuốc và các nhân chứng kêu bảo Raphaël.	– Uram, elég a szóból… Minden további beszéd hasztalan, – mondták neki a segédek, meg az orvos.	-0.0112903
- Thưa các ngài, tôi làm một nhiệm vụ.	– Uraim, én csak kötelességemet teljesitettem.	0.264286
Chàng thanh niên này có cần phải trối trăn điều gì không?	Nem óhajt ez a fiatal ember rendelkezéseket tenni?	0.18913
- Thôi đi, thôi đi!	– Elég! ~~~ Elég!	-0.0166667
Hầu tước đứng không nhúc nhích, không một phút rời mắt nhìn địch thủ, hắn ta, bị một quyền lực như ma thuật chế ngự, chẳng khác gì một con chim đứng trước một con rắn: bị bức phải chịu đựng cái nhìn giết người kia, hắn lẩn tránh, rồi lại trở lại luôn luôn.	A marquis állva maradt, anélkül, hogy csak egy pillanatra is szem elől tévesztette volna Charlest, az ellenfelét, ki alája kerülve valami szinte büvös erőnek, olyan volt, mint a madár, mikor kigyó van előtte. ~~~ Képtelen volt ezt a gyilkos tekintetet elviselni, menekült előle, hanem azért mégis megigézte, s kénytelen volt szembe tekinteni vele.	-0.0112245
- Cho tôi ngụm nước, khát lắm, - hắn bảo nhân chứng.	– Adj vizet, kérlek, szomjazom, – mondta az egyik segédjének.	0.289655
- Anh sợ à?	– Félsz?	0.272727
- Ừ, hắn đáp.	– Igen, – válaszolta.	0.176471
- Con mắt người này nảy lửa và mê hoặc mình.	– Ennek az embernek lángol a szeme és megigéz engem.	0.293878
- Anh muốn xin lỗi hắn chăng?	– Meg akarod követni?	0.177273
- Muộn quá rồi.	– Már késő!	0.24
Hai đối thủ được đặt cách xa nhau mười lăm bước.	A mérkőzőket tizenöt lépésnyire állitották föl egymástól.	0.279661
Mỗi người có một đôi súng tay bên mình, và theo kế hoạch của cuộc đấu, họ được tùy ý bắn hai phát, nhưng sau khi nhân chứng ra hiệu. ~~~ - Cậu làm gì thế, Charles?	Mindkettejük mellett egy-egy pár pisztoly hevert, s két lövést tehettek, tetszésük szerint, de csak a segédek jeladása után.	-0.0355932
- chàng thanh niên phụ tá đối thủ của Raphaël kêu lên, - chưa nhồi thuốc nổ mà cậu đã tra đạn.	– Hol jár az eszed, Charles, – kiáltott Raphael ellenfelére a második segéd, – por előtt raksz a csőbe golyót?	0.294231
- Mình chết mất, - hắn lẩm bẩm đáp, - cậu đã để mình đứng nhìn vào mặt trời...	– Végem van, – tördelte alig hallhatóan, – szembe állitottak a nappal…	0.220833
- Mặt trời ở sau lưng ông, - Valentin giọng nghiêm trang và trịnh trọng bảo hắn, tay khoan thai lắp đạn vào súng, chẳng để ý tới hiệu lệnh đã phát ra cũng như sự chăm chú cẩn thận của địch thủ để nhằm bắn anh.	– Háta mögött van a nap, – mondta neki komor, ünnepi hangon Valentin, pisztolyát töltögetve, anélkül, hogy izgatta volna a már megadott jel és az a rendkivüli gondosság, amelylyel ellenfele célbavette.	0.236842
Vẻ yên trí kỳ dị đó có cái gì ghê gớm làm sửng sốt cả hai người đánh xe vì tò mò tàn nhẫn mà tới đó...	Ez a természetfölötti biztonság olyan rettenetes volt, hogy még a két posztillon is belesápadt, kiket a kegyetlen kiváncsiság ösztökélt oda.	0.253448
- Giỡn đùa với quyền hành của anh, hay muốn thử thách nó, Raphaël nói chuyện với Jonathas và nhìn lão khi anh đón nhận lửa đạn của địch thủ.	Hatalmában elbizakodva, vagy talán azért, mert éppen próbára akarta tenni hatalmát, Jonathas felé fordult és oda se hederitett, mikor eldördült az ellenfél lövése.	0.421104
Viên đạn của Charles tới làm gẫy một cành liễu và văng xuống nước.	Charles golyója lesodort egy gallyat a rekettyéről és végigpattant a viz szinén.	0.526822
Bắn hú họa, Raphaël nhắm trúng tim đối phương, và, chẳng để ý đến gã thanh niên ngã lăn xuống, anh hấp tấp tìm Miếng Da Lừa để xem anh phải trả mất bao nhiêu với một tính mạng con người.	Raphael találomra lőtt és szivén találta ellenfelét. ~~~ Ügyet sem vetett rá, hogyan bukik föl a halálra sebzett, csak a szamárbőrt rántotta ki sebten, hogy lássa, mennyibe került neki egy emberi élet.	-0.016129
Tấm bùa chỉ còn to như một chiếc lá sồi	A talizmán alig volt már nagyobb, mint egy tölgyfalevél.	0.246667
- Ấy kìa!	– Mit bámészkodtok?	0
Các anh đánh xe, nhìn gì vậy?	– rivalt a két posztillonra.	0.267857
Đi thôi, - hầu tước nói.	– Előre! ~~~ Hajrá!	-0.06
Ngay chiều hôm đó về tới Pháp, anh lập tức theo đường d'Auvergne đi về phía suối Mont-Dor.	Még az este Franciaországba érve, azonnal nekivágott az auvergnei utnak és megérkezett a mont-dorei fürdőbe.	0.284694
Chuyến đi này, trong lòng anh bỗng nảy ra một trong những ý nghĩ đột ngột nó rơi vào tâm hồn ta như một tia nắng xuyên qua mây mù rọi xuống một thung lũng tối tăm nào: ánh sáng ảm đạm, trí khôn tàn khốc!	L. ~~~ A mont-dorei fürdőben ismét csak arra a társaságra talált, mely éppen olyan állhatatosan kerülte, mint az állatok a közülök elhullottat, hogyha messziről megszimatolják.	-0.044012
