Alexandre Dumas	﻿ALEXANDRE DUMAS	0.24
Đoạn đầu đài dựng cao ngang tầm cửa sổ tức là gần hai mươi bộ có hai tầng ở dưới. ~~~ Nhìn cảnh tượng thật là dể sợ, nhưng Parry vẫn cố tìm trong đám đông bảy tám người thợ đang dựng cái máy thê thảm ấy xem chỗ nào gây tiếng ồn nhức óc nhất cho vua. ~~~ Trên sàn thứ hai, bác trông thấy hai người đang dùng kìm gõ nốt những thanh sắt cuối cùng của bao lớn. ~~~ Một người cao lớn như ông hộ pháp thay cái chiên cụ phá cổng thành ngày xưa làm việc xô đổ những bức tường.	Ennek az ablak szintjéig emelt, vagyis húszlábnyi magas vesztőhelynek két alsó emelete volt; Parry, bármily iszonyatos volt is ez a látvány, a gyászos alkotmányt építő nyolc-tíz munkás között azokat kereste, akiknek a zakatolása leginkább gyötörhette a királyt, s a második szinten felfedezett két embert, akik harapófogó segítségével a vaserkély utolsó pántjait feszegették; egyikük valóságos óriás, a falakat döntő antik faltörőkos szerepét töltötte be.	-0.187628
Mỗi lần anh ta ra tay, gạch đá bay tứ tung.	Szerszámának minden csapására szikrázva repültek a kövek.	0.197727
Người kia quỳ đang cạy từng tảng đá lung lay.	A másik, aki térdelt, a meglazult köveket húzogatta magához.	0.258824
Rành rành là những người này gây ra tiếng động khiến vua kêu la.	Nyilvánvaló volt, hogy ezek csaphatták a lármát, melyre a király panaszkodott.	0.278571
Parry trèo thang đến chỗ họ. ~~~ Bác nói:	Parry felmászott a létrán, s odament hozzájuk.	0.153348
- Các bạn ơi, xin các bạn làm nhẹ nhàng hơn một chút có được không?	- Barátaim - mondta -, megkérhetném, hogy egy kissé csendesebben dolgozzanak?	0.541667
Vua đang ngủ và cần được ngủ.	A király lepihent, s nagy szüksége volna némi alvásra.	0.166667
Người thợ dùng kẹp ngừng tay và quay nghiêng lại, nhưng do bác ta đứng nên mặt bị khuất trong bóng tối dày đặc gần sàn và Parry trông không rõ.	A fogóval működő ember abbahagyta mozdulatát, s félig hátrafordult; de minthogy állt, Parry nem láthatta az arcát, oly sűrű volt a sötétség a mennyezet alatt.	0.407385
Người đang quỳ cũng quay lại và do thấp hơn người kia, nên mặt được ánh đèn chiểu sáng và Parry trông rõ.	Tüstént megfordult a térdeplő ember is; s hogy társánál alacsonyabban volt s arcát a lámpás megvilágította, Parry jól láthatta.	0.42931
Người ấy chằm chằm nhìn Parry và để một ngón tay lên miệng.	Ez az ember szúrósan rámeredt, s szájára tette egyik ujját.	0.242105
Pary kinh ngạc lùi lại.	Parry hüledezve hátrált.	0.288
- Được thôi, được thôi, - Người thợ nói tiếng Anh rất cừ, - Bác hãy trở về nói với vua rằng, nếu đêm nay khó ngủ thì đêm mai sẽ ngủ ngon hơn.	- Jól van no - mondta a munkás kitűnő angolsággal -, eredj, s mondd meg a királynak, hogy ha ma éjjel rosszul alszik is, holnap éjjel majd jobban fog.	0.440458
Những lời nói ấy cứ theo nghĩa đen có một ý nghĩa thật ghê gớm, được những người thợ làm ở phía bên cạnh và tầng dưới tiếp nhận bằng một trận cười ầm ĩ.	Ezt a durva beszédet, melynek szó szerint véve oly szörnyű értelme volt, a közelben s az alsó emeleten tevékenykedő munkások undorító hahotával fogadták.	0.232653
Parry rút lui, ngờ rằng mình đang chiêm bao.	Parry visszament, azt hitte, álmodott.	0.725
Charles sốt ruột đợi hắn.	Károly türelmetlenül várta.	0.29
Lúc bác trở về, tên lính canh cửa tò mò ngó đầu vào xem vua đang làm gì.	Abban a pillanatban, melyben belépett, az ajtónálló kíváncsian bedugta a fejét a nyíláson, hadd lássa, mit mível a király.	0.138158
Vua đang chống khuỷu tay lên giường.	A király az ágyán könyökölt.	0.212903
Parry đóng cửa và đi đến bên vua, mặt vui mừng rạng rỡ.	Parry behúzta az ajtót, örömsugárzó arccal rohant a királyhoz, s így szólt:	0.472705
- Thưa Hoàng thượng, Hắn khẽ nói, - Ngài có biết những người thợ đang làm ồn ồn đó là ai không?	- Sire, tudja kik azok a munkások, akik ekkora lármát csinálnak?	0.311017
Charles lắc đầu buồn bã, nói: ~~~ - Không, làm sao tôi biết được điều đó?	- Nem - felelte Károly s mélabúsan rázta a fejét -; honnan tudhatnám?	0.0913043
Tôi có quen những người ấy không?	Talán ismerem ezeket az embereket?	0.24375
Parry cúi sát xuống giường chủ và nói nhỏ hơn nữa: ~~~ - Thưa Hoàng thượng, đó là bá tước De La Fère và đồng đội của ông.	- Sire - mondta Parry még halkabban és urának ágya fölé hajolva -, sire, La Fčre gróf meg a barátja az!	0.140471
- Họ dựng đoạn đầu đài cho tôi à?	- Akik a vesztőhelyet ácsolják?	0.712903
- Vua ngạc nhiên hỏi.	- kérdezte döbbenten a király.	0.708696
- Vâng họ vừa dựng đài vừa đục một lỗ thủng vào tường.	- Igen, s miközben ácsolják, lyukat vájnak a falba!	0.48125
- Suỵt - Vua vừa nói vừa hoàng hốt nhìn quanh.	- Pszt - mondta a király, s rémülten nézett körül.	0.845455
- Ngươi trông thấy họ à?	- Láttad őket?	0.79
- Tôi đã nói với họ.	- Beszéltem velük.	0.971053
Vua chắp hai tay lại và ngước mắt lên trời. ~~~ Sau một lời cầu nguyện thành kính và ngắn ngủi ông nhảy ra khỏi giường và đi đến cửa sổ, vén rèm lên những lính canh vẫn ở đấy, phía xa ngoài bao lớn một bãi phẳng trải rộng và bọn lính đi qua như những cái bóng.	A király összetette a kezét, s szemét az égre emelte; aztán, rövid és forró imádság után, leugrott az ágyról, odament az ablakhoz és a függönyt félrehúzta; az erkély őrei még mindig ott voltak, s az erkélyen túl sötét hídlás terült, melyen úgy jártak-keltek, mint a kísértetek.	-0.00958647
Charles không phân biệt được gì cả, nhưng cảm thấy ở dưới chân những nhát búa chấn động của các bạn mình.	Károly semmit sem láthatott kivehetően, de lába alatt érezte barátai ütéseinek rezgését.	0.184091
Mỗi nhát đó lúc này đáp lại tận đáy lòng ông.	Most már minden ütésre egy-egy szívdobbanása felelt.	0.294231
Parry không lầm, bác đã nhận rõ Arthos. ~~~ Chính anh được Porthos giúp sức đang đục một lỗ hổng để đặt các xà ngang.	Parry nem tévedett, valóban Athosszal találkozott; ő volt, csakugyan, aki Porthos segítségével azt a lyukat vájta, melybe egy keresztgerendának kellett volna majd illeszkednie.	0.0460478
Cái lỗ ấy ăn thông vào một cái hầm nhỏ đào ngay dưới sàn của phòng vua.	Ez a lyuk egy üregbe vezetett, melyet a királyi szoba padlója alatt vájtak.	0.247059
Hầm đó giống như một tầng trệt, khi vào trong đó rồi, chỉ cần một cái kìm và đôi vai thật khỏe là có thể nậy một tấm ván sàn lên, việc này có Porthos lo. ~~~ Vua sẽ lách qua lỗ hổng ấy cùng những người cứu mình chui vào một ngăn ở dưới đoạn đầu đài, mặc một bộ quần áo thợ đã chuẩn bị sẵn, chẳng e sợ gì, đàng hoàng đi ra với bốn người bạn.	Ha majd az üregbe jutottak, mely holmi igen alacsony pincéhez hasonlított, feszítővas és hatalmas váll segítségével - s erről Porthos gondoskodott - felszakíthatnak egy padlódeszkát; a király majd kicsúszik e nyíláson, megmentőivel a bakacsinba vont vesztőhely valamelyik rekeszébe ér, maga is az odakészített munkásruhába öltözik, és izgalom, félelem nélkül leereszkedik a társaival.	0.0275514
Những lính canh chẳng nghi ngờ gì, thấy những người thợ vừa mới làm ở đoạn đầu đài sẽ để họ đi qua.	A gyanútlan őrszemek, a vesztőhely ácsmunkásait látva bennük, nem állják útjukat.	0.168293
Còn cái tàu buồm như chúng tôi đã nói vẫn sẵn sàng ngoài bến.	S mint mondtuk, útra készen állott a bárka is.	0.125581
Cái kế hoạch to lớn, đơn giản và dễ dàng, giống như mọi điều này sinh từ một quyết định táo bạo.	E terv egyszerű, könnyű és nagyszabású volt, mint minden, ami merész elhatározásból születik.	0.23871
Đôi bàn tay trắng muốt và nuột nà của Arthos toạc ra để bốc những tảng đá mà Porthos đã nậy bật ra.	Athos tehát szép fehér és finom kezét ama kövek emelgetésével roncsolta, melyeket Porthos feszített ki a helyükről.	0.466667
Anh đã có thể thò đầu xuống dưới những vải trang trí bàn ở bao lớn.	Fejét már az erkély alját díszítő ornamensek alá dughatta.	0.208475
Hai giờ nữa anh sẽ lách được cả người qua.	Két órácska még, s egész testével befér.	0.242857
Trước khi trời sáng cái lỗ hổng sẽ được đục xong và khuất sau tấm rèm bên trong mà d Artagnan sẽ căng lên.	A lyuk elkészül hajnalig, majd eltűnik a fekete posztó redői alatt, melyet D’Artagnan borít elé.	0.221739
D Artagnan làm như một người thợ Pháp và đóng những cái đinh rất đều đặn như một người căng thảm khéo léo nhất.	D’Artagnan különben francia munkásnak adta ki magát, s oly szabályosan ütögette be a szegeket, mint a legügyesebb kárpitos.	0.277119
Aramis cắt những chỗ vải thừa của tấm nỉ xoà xuống đất và che bộ khung của giàn giáo.	Aramis a bakacsin fölös, földre csüngő széleit vagdosta, mely mögött a vesztőhely faalkotmánya emelkedett.	0.478351
Một ngọn lửa than bùn đã giúp những người thợ qua được cái giá rét thấu xương đêm hôm 29 rạng ngày 30 tháng Giêng. ~~~ Những người thợ mải miết nhất chốc chốc cũng ngừng tay để sưởi.	A nap kibukkant a háztetők fölött. ~~~ A munkásoknak hatalmas tőzeg- meg széntűz segített átvészelni ezt a január 29-ikéről 30-ikára virradó fagyos éjszakát; a legbuzgóbb munkások is minduntalan abbahagyták a dolgukat, s odahúzódtak melegedni.	-0.156061
Riêng Arthos và Porthos không rời công việc của mình.	Csak Athos meg Porthos nem hagyták abba.	0.508333
Cho nên trời vừa rạng sáng và soi tỏ các nóc nhà thì cái lỗ chui đã hoàn thành.	A lyuk ehhez képest az első hajnalsugárra el is készült.	0.124528
Arthos vào đó mang theo quần áo dành cho vua bọc trong một mảnh nỉ đen.	Athos bebújt, s magával vitte a királynak szánt munkásruhát, egy nagy fekete posztódarabba bugyolálva.	0.19726
Porthos đưa anh một cái kìm, d Artagnan căng một tấm nỉ rộng ở bên trong, kể cũng khá xa xỉ đấy, nhưng rất có ích vì nó che lấp hẳn cái lỗ hổng ở tường.	Porthos benyújtott neki egy harapófogót; D’Artagnan pedig felszegzett - nagy de rendkívül hasznos pazarlás - egy jókora posztódarabot, mely mögött a lyuk, s az, akit rejtett, eltűnt.	0.399914
Arthos chỉ còn phải làm hai tiếng đồng hồ nữa để thông được đến chỗ vua. ~~~ Theo dự kiển của bốn người bạn, họ còn cả một ngày rộng rãi, bởi vì thiếu đao phủ người ta buộc phải đi kiếm đao phủ ở Bristol.	Athosnak már csak kétórányi munkája volt, hogy a királlyal érintkezhessék; de a négy cimbora elképzelése szerint az egész nap rendelkezésére állt, merthogy a londoni hóhér eltűnvén, kénytelenek lesznek a bristolit előkeríteni.	-0.010274
D Artagnan lại mặc bộ đồ hạt dẻ, Porthos mặc áo chẽn đó, Còn Aramis đến nhà ông Juxon để nếu có thể thì cùng ông đi vào tận chỗ vua.	D’Artagnan visszament a fogadóba, hogy újra felöltse barna ruháját, Porthos piros ujjasát, Aramis pedig Juxonhoz indult, hogy ha lehetséges, vele együtt hatoljon be a királyhoz.	0.491728
Cả ba người hẹn gặp nhau vào giữa trưa ở quảng trường toà Đại sảnh trắng để xem tình hình ra sao.	Mindhármuknak délben kellett találkozniuk a Whitehall terén, hogy lássák, mi történik majd.	0.229213
Trước khi rời đoạn dầu đài, Aramis đã đến gần chỗ Arthos nấp để báo rằng anh sẽ cố gặp lại nhà vua.	Mielőtt a vesztőhelyről leereszkedett volna, Aramis odalopózott a nyíláshoz, melyben Athos rejtőzött, hogy megmondja: ismét megpróbál Károllyal találkozni.	0.364791
- Vậy thì xin tạm biệt và can đảm lên nhé, - Arthos nói. ~~~ - Hãy cho vua biết tình hình đến đâu rồi. ~~~ Dặn vua là khi nào không có ai ở trên thì gõ xuống sàn để tôi yên trí tiếp tục công việc.	- Isten vele hát, és csak bátran - mondta Athos -; tájékoztassa a királyt a dolgok állásáról; mondja meg neki, hogy ha egyedül van, kopogtasson a padlón, hogy nyugodtan folytathassam a munkát.	-0.0773601
Nếu Parry giup tôi gỡ sẵn cái tấm lót dưới lò sưởi, chắc là một tấm đá lát, ra được thì hay lắm.	Ha Parry kezemre járhatna, hogy előre felfeszítené a kályha alsó lemezét, ami alkalmasint márvány, ez is jelentene valamit.	0.441531
Còn cậu Aramis, cố gắng không rời vua.	Maga pedig, Aramis, lehetőleg ne szakadjon el a királytól.	0.547619
Hãy nói to, nói thật to, vì ở ngoải cửa sẽ có người nghe.	Beszéljen hangosan, nagyon hangosan, mert az ajtónál majd hallgatóznak.	0.27619
Nếu trong phòng có một lính canh thì cậu giết ngay không chờ đợi gì cả. ~~~ Nếu có hai tên thì cậu giết một, Pary giết một.	Ha odabent a szobában egy őrszem van, ölje meg könyörtelenül; ha kettő van, az egyiket Parry ölje meg; ha három: ám ölessék meg magukat, de mentsék a királyt.	-0.0159091
Nếu có ba tên thì các cậu hãy liều chết, nhưng hãy cứu lấy nhà vua.		-0.3
- Cứ yên trí, - Aramis nói, - Tôi sẽ mang đi hai con dao găm và đưa cho Parry một con.	- Legyen nyugodt - mondta Aramis -, két tőrt viszek magammal, hogy az egyiket Parrynak adjam.	0.829412
Hết rồi chứ?	Van még valami?	0.26
- Ừ đi đi. ~~~ Nhưng dặn kỹ là đừng có hào hiệp hão.	- Nincs; menjen hát; de kösse a király lelkére, hogy csak semmi hasztalan nagylelkűség!	-0.0631579
Trong khi các cậu đánh nhau, thì vua phải trốn ngay.	Mialatt maguk harcolnak, ha sor kerül a harcra, ő meneküljön!	0.277358
Khi phiến đá đã đậy lại trên đầu vua thì cậu ở lại chiến đấu dù sống hay chết, người ta cũng phải mất ít ra mười phút để tìm ra cái lỗ tẩu thoát.	Ha a márványlemez a feje fölött a helyére kerül, s maguk élve vagy halva, rajta: legkevesebb tíz percbe kerül az őröknek, míg megtalálják a lyukat, melyen a király elmenekült.	0.294512
Trong mười phút ấy chúng tôi đi được khối đường đất và vua sẽ được cứu thoát.	E tíz perc elegendő lesz egérutat nyernünk, s a király szabad!	0.113793
- Mọi việc sẽ như cậu dặn, Arthos ạ. Đưa tay đây, vì có lẽ chúng ta sẽ không gặp lại nhau nữa.	- Úgy intézzük, ahogy mondja, Athos. ~~~ Ide a kezét, mert talán többé nem látjuk egymást!	-0.0357143
Arthos đưa hai tay ra quàng lấy cổ Aramis và hôn bạn.	Athos Aramis nyakába borult, megcsókolta és így szólt:	0.627673
- Tôi hôn cậu đây, - Anh nói, - Bây giờ nếu tôi chết hãy nói với d Artagnan rằng tôi yêu nó như con tôi và ôm hôn nó hộ tôi.	- Ez magának jár. ~~~ D’Artagnannak pedig mondja meg, ha meghalok, hogy úgy szerettem, mint a fiamat, és csókolja meg helyettem.	-0.0156522
Ôm hôn cả cái cậu Porthos dũng cảm và tốt bụng của chúng ta nữa.	Csókolja meg a mi derék Porthosunkat is.	0.0243243
Vĩnh biệt!	Isten vele.	0.245455
- Vĩnh biệt, - Aramis nói.	- Isten vele - mondta Aramis.	1.14514
- Bây giờ thì chắc nhà vua sẽ trốn thoát, cũng chắc chắn như đang siết chặt bàn tay trung hậu nhất trên đời.	- Most már magam is oly bizonyos vagyok abban, hogy a király megmenekül, mint abban, hogy a világ leghűségesebb kezét fogom!	0.420292
