Bà Bô vary	Bovaryné	0.27
Tuy nhiên, không lùi bước cái mà y gọi là sứ mệnh của y, y trở lại nhà Bôvary cùng với Canivê, mà ông Larivie, trước khi đi đã hết lời dặn là phải làm việc ấy; và thậm chí, nếu vợ y không khuyên bảo y thì có lẽ y còn mang theo cả hai đứa con trai sang nữa để làm cho chúng làm quen với những trường hợp nghiêm trọng, để cho chuyện đó là một bài học, một cái gương, một bức tranh trang nghiêm sau này ghi khắc mãi vào trong tiềm thức của chúng.	Mindazáltal nem riadt vissza attól, a mit a hivatásához tartozó kötelességek egyikének mondott, s visszatért Bovaryhoz, Canivet társaságában, a kinek Larivičre, elutazása előtt, lelkére kötötte, hogy Bovaryt ne hagyja magára a legnehezebb órában. ~~~ Sőt Homais, ha a felesége nem ellenkezik olyan határozottan, magával vitte volna a két fiát is, hogy ezek idejekorán hozzá szokjanak azokhoz a komoly dolgokhoz, melyek az idegeket próbára teszik, s hogy az a komoran ünnepies kép, a melyet látni fognak, leczkéül, például szolgáljon nekik, a mely később is megmarad a fejökben.	-0.0200637
Gian buồng, khi họ bước vào, đầy một vẻ trang nghiêm bi thảm.	A szoba, mikor beléptek, csakugyan tele volt komor, gyászos ünnepiességgel.	0.286765
Trên bàn khâu vá phủ khăn trắng; năm hay sáu nắm bông nhỏ bày trong một cái khay bạc, bên cạnh một cây thánh giá to, giữa khoảng hai ngọn đèn nến đang cháy.	A fehér asztalkendővel leborított kis dolgozó-asztalon egy ezüst tálczát, s ezen öt vagy hat darab gyapot-gömböcskét lehetett látni; odább nagy feszület állott, két gyertyatartó között, a melyekben hosszú gyertyák égtek.	0.213253
Emma gục cằm xuống ngực, mở rất to đôi mắt, và lết hai bàn tay tội nghiệp trên vải giường, với cái cử chỉ ghê gớm và dịu dàng của những người hấp hối có vẻ đã muốn phủ lên mình chiếc khăn liệm.	Emma állát mellére csüngesztve és szemhéjait rettenetesen kinyitva feküdt ágyán: s szegény keze nehézkesen tapogatózott a vászon takarón, a haldoklóknak azzal a lassú, iszonyú mozdulatával, a melylyel mintha már a szemfödelet keresnék, hogy eltakarják magukat örökre.	0.333784
Thân hình nhợt nhạt tựa hồ một bức tượng và cặp mắt đỏ như than, Sáclơ không khóc, đứng ở chân giường trước mặt nàng, còn cha cố, quỳ một gối, lầm rầm trong miệng.	Károly, vele szemben, az ágy lábánál állott, fehéren, mint egy szobor; a szeme vörös volt, mint két tüzes üszök; már nem sirt. ~~~ A pap, féllábbal térdepelve, halkan mormolta a haldoklók imádságát.	-0.00159574
Nàng chậm chạp quay mặt đi và bừng lên một niềm vui sướng khi đột ngột thấy chiếc khăn choàng màu tím của cha cố, chắc hẳn nàng đã tìm thấy giữa tình trạng khuây nguôi bất thường cái khoái trá đã mất của những hứng khởi thần bí đầu tiên của nàng cùng với những ảo ảnh về niềm hạnh phúc vĩnh cửu vừa nhóm lên.	Emma lassan arra forditotta a fejét, és mikor megpillantotta a violaszinü stólát, mintha örömsugár villant volna át az arczán; valami nagy megkönnyebbülést érezhetett, melyben ismét föllelte a vallásos rajongása idején érzett s már rég elveszített égi gyönyörüséget; és talán ebben a megkönnyebbülésben már megkezdődtek az örök boldogság látomásai.	0.29386
Cha cố đứng dậy lấy cây thánh giá; thế là nàng vươn cổ ra như một người nào đó đang khát, và nàng áp môi mình vào Người Chúa, nàng đặt vào đó bằng tất cả chút lực tàn cái hôn yêu đương nồng nàn nhất mà nàng chưa từng tặng ai, sau đó cha cố đọc kinh Giải thoát và kinh Sám hối, nhúng ngón tay cái bên phải vào dầu và bắt đầu làm lễ xức dầu thánh: thoạt tiên vào cặp mắt đã từng quá thèm khát mọi thứ xa hoa trên trần thế, và sau đó vào đôi lỗ mũi đã từng ham thích những hơi nồng ấm và những hương vị ái ân, vào cái miệng đã từng mở ra để nói những lời dối trá, đã từng than vãn vì kiêu hãnh và đã từng rầu rĩ trong cuộc sống dâm ô, vào hai bàn tay đã từng khoái chí với những cuộc tiếp xúc êm ái, và cuối cùng, vào hai bàn chân xưa kia đã từng quá nhanh nhẹn chạy theo sự thỏa mãn dục vọng và bây giờ không còn đi được nữa.	A pap fölemelkedett és kezébe vette a feszületet; ekkor Emma előrenyujtotta a nyakát, mintha szomjuhoznék, és, rátapasztva ajkait az Isten-Ember testére, a benne elhaló életnek minden erejével a legnagyobb, a legforróbb szerelmi csókot lehelte rá, a melyet valaha adott. ~~~ Azután a pap elmondta a Misereatur és az Indulgentiam szavait, majd bemártotta jobbkezének hüvelykujját a szentelt olajba és megkezdte az utolsó kenetet: megérintette, először a szemén, mely annyira kívánt minden földi pompát; aztán az orrán, mely úgy áhitozta a langyos szellő és a szerelmes csók lehét; aztán a száján, mely oly sokszor nyilt hazugságra, mely a kevélység sóhajait hallatta, s a kéj hangjait nyögdicsélte a paráznaságban; aztán a kezén, mely az édes érintkezésben annyi gyönyörüséget talált, és végül a talpán, a mely oly gyors volt egykor, a mikor Emma rohant, hogy kielégíthesse a vágyát, s a mely most már nem fog járni többé.	-0.0084408
Cha cố lau ngón tay, ném vào lửa những viên bông tẩm dầu, rồi trở lại ngồi bên cạnh người hấp hối để bảo nàng bây giờ phải gắn những nỗi đau thương của mình với những nỗi đau thương của Chúa Giêsu và phải thả mình vào lòng từ bi của Chúa.	A pap megszárította ujjait, bedobta a tűzbe az olajba mártott gyapot-darabkákat, és leült a haldokló mellé. ~~~ Aztán elmondta neki a lelki vigasztalás igéit: hogy szenvedései most már hozzá fognak járulni Jézus Krisztus szenvedéseihez, és hogy bizza rá magát az isteni irgalmasságra.	-0.00226415
Khuyến khích xong, cha cố thử đặt vào tay nàng một cây nến thánh, biểu tượng của những ánh hào quang của thiên thần mà nàng chốc nữa sẽ được đắm mình trong đó.	Befejezvén a szavait, megkisérlette, hogy a kezébe ad egy szentelt gyertyát, jelképéül az örök fényességnek, mely nemsokára körülsugározza.	0.21087
Emma, yếu quá, không thể khép được ngón tay, và cây nến, nếu không có ông Buốcnidiêng, sẽ rơi xuống đất.	Emma már annyira elgyöngült, hogy nem tudta összefogni az ujjait, és a gyertya, ha Bournisien nincs ott, leesett volna a földre.	0.294783
Tuy nhiên, nàng cũng không nhợt nhạt lắm, và nàng có một vẻ mặt bình thản tựa hồ lễ thánh đã chữa cho nàng khỏi bệnh.	Hanem már nem volt olyan sápadt, mint előbb, és arczának kifejezése földerült, mintha a szentség meggyógyította volna.	0.255263
Cha cố không quên nhận xét điều đó, thậm chí ông ta còn giải thích cho Bôvary rằng Chúa đôi khi kéo dài cuộc sống của con người nếu Chúa thấy điều đó thích hợp; và Sáclơ nhớ lại cái ngày mà, cũng sắp chết như thế, nàng đã thụ lễ Ban thánh thể.	A pap észrevette ezt és megfigyelését közölte Bovaryval; biztatásul még azt is elmondta neki, hogy az Úr néha meghosszabbítja a haldoklók életét, mikor ezt lelki üdvösségökre nézve kívánatosnak itéli; és Károlynak eszébe jutott az a nap, a mikor Emma hasonlóképpen közel volt a halálhoz és fölvette a haldoklók szentségét.	0.25539
- Có lẽ không đến nỗi phải thất vọng, hắn thầm nghĩ.	– Talán még nem kell kétségbeesni – gondolta.	0.204255
Quả thật, nàng nhìn khắp xung quanh, chậm chạp, như một người nào đó vừa tỉnh mộng, rồi, bằng một giọng nói rõ ràng, nàng đòi chiếc gương của nàng, và nàng nghiêng mặt trên đó ít lâu, cho đến lúc giọt lệ to lớn từ ~~~ đôi mắt nàng chảy xuống.	És csakugyan, mintha nem hiába reménykedett volna: Emma körülnézegetett, lassan, mint a ki hosszú és mély álomból ébred fel; aztán, tisztán érthető hangon, a tükrét kívánta, és egy darabig úgy maradt, a tükre fölé hajolva, a mig egyszerre csak nagy könnycseppek hullottak alá a szeméből.	-0.00166667
Thế là nàng vừa ngả đầu ra vừa thở dài và lại rơi xuống gối.	Ekkor, egy nagyot sóhajtva, hátradőlt és visszahanyatlott a párnájára.	0.295714
Ngực nàng lập tức phập phồng thở gấp.	Mindjárt ezután nagyon sebesen kezdett lihegni.	0.293333
Lưỡi thè hoàn toàn ra ngoài miệng; mắt nàng vừa đảo đi đảo lại vừa nhợt đi như hai bóng đèn tàn lụi, tưởng nàng đã chết rồi, nếu không thấy xương sườn chuyển động một cách đáng sợ vì một hơi thở dữ dội, tựa hồ như linh hồn đang chồm lên để siêu thoát.	A nyelve egészen kinyúlt a szájából; két nagy szeme egyre forgott, s egyszerre elhomályosúlt, mint két kialvó lámpagolyó, úgy hogy már halottnak lehetett volna hinni, ha a melle, melyben tombolt a lélekzet, nem jár fel s alá olyan rettenetes sebességgel; de ez úgy rázkodott, mintha a lélek szökellő ugrásokkal akart volna kiszabadulni belőle.	0.272069
Fêlixitê quỳ xuống trước cây thánh giá, và chính tay dược sĩ cũng khuỵu chân xuống một chút, còn ông Canivê thì mơ hồ nhìn xuống quảng trường.	Félicité letérdepelt a feszület előtt, és maga a gyógyszerész is meghajlította egy kissé a térdét, mig Canivet ur tekintete kinn tévedezett, a piaczon.	0.268531
Buốcnidiêng lại ngồi cầu kinh, mặt nghiêng xuống thành giường, với cái áo thụng đen dài lê thê phía sau ông ta trong gian phòng.	Bournisien ujra imádkozni kezdett, arczával az ágy széle felé fordulva; térdeplő alakja mögött a fekete reverenda hosszan eltakarta a szőnyeget.	0.3
Sáclơ quỳ ở phía bên kia, hai tay duỗi thẳng về phía Emma.	Károly az ágy másik oldalán térdelt, kitárva két karját Emma felé.	0.280645
Hắn đã cầm lấy bàn tay nàng và siết chặt, giật mình theo nhịp đập của trái tim nàng đập như theo tiếng dội của một vật hư hỏng đang sụp đổ.	Aztán megfogta és szorongatni kezdte Emma kezét, meg-megreszketve felesége szivének minden dobbanására, mintha a haldokló érütésében egy düledező és már-már összeomló rom ingadozását érezte volna.	0.232075
Tiếng khò khè càng mạnh, cha cố càng gấp tụng kinh: tiếng tụng kinh hòa lẫn với tiếng nức nở nghẹn ngào của Bôvary, và đôi khi tất cả dường như biến mất trong tiếng lầm rầm không rõ của những vần La Tinh vang lên như tiếng chuông báo tử.	Minél rémesebben hörgött Emma, a pap annál gyorsabban és hangosabban mondta az ima szavait; a könyörgés hangjai összevegyültek Bovary el-elfojtott, majd ujra meg ujra kitörő zokogásával; néha nem hallatszott egyéb, csak a latin szavak tompa mormolása, mely úgy hangzott, mint a lélekharang kongása.	0.279231
Đột nhiên, người ta nghe thấy trên vỉa hè tiếng guốc thô nện với tiếng gậy khua; và một âm thanh rung lên, một giọng khàn khàn hát rằng:	Egyszerre, az utczáról, a gyalogjáró felől, valami zaj hallatszott: egy durva faczipő kopogása meg egy bot zörgése. ~~~ Aztán egy hang szólalt meg, egy rekedt, érdes hang, a mely énekelt: ~~~ Olykor a nyári nap hevétől	-0.114765
Thường thường cái nóng nực của một ngày đẹp trời Làm cho một cô gái nhỏ mơ tới tình yêu.	Pezsegni kezd a lányka vére… ~~~ Emma fölemelkedett, mint egy holttest, melyet villamos áram rángat meg.	-0.009375
Emma ngồi nhỏm dậy như một xác chết mà người ta cho điện giật, tóc xổ ra, mắt bất động, miệng há hốc.	Szétbomlott haja összekúszálódott; szeme nagyra nyílt, maga elé meredt, és tátott szájjal hallgatta az éneket:	0.277778
Để thu nhặt mau lẹ	Az aratók közt forgolódott,	0.218182
Những bông lúa mà lưỡi liềm đã hái,		-0.3
Nanét của tôi khom mình xuống	S mig fürgén szedte a kalászt,	0.268966
Cái luống cày cho những bông lúa ấy	Nanett egy kissé meghajolt…	0.182143
-Người mù!	– A vak ember!	0.3
- Nàng thét lên.	– kiáltott fel Emma.	0.229412
Và Emma cười, một cái cười hung dữ điên dại, tuyệt vọng, tưởng chừng như nàng nhìn thấy bộ mặt cực xấu của con người khốn khổ, dựng lên trong bóng tối ngàn đời dường như nạt nộ.	És kaczagásba tört ki, rettenetes, őrjöngő, kétségbeesett kaczagásba. ~~~ Azt képzelte, hogy maga előtt látja az iszonyatos arczú nyomorultat, a kinek alakja szörnyű rémlátomásként meredt fel előtte az örök sötétségben.	-0.0065534
Gió thổi mạnh hôm ấy, Thế là cái váy ngắn tung bay!	De fujt a szél e szép napon, ~~~ S a kurta szoknya fölrepült!	-0.00849057
Một cơn co giật lật nàng nằm xuống đệm.	Görcsroham fogta el, mely visszavetette a párnájára.	0.274468
Mọi người xô lại.	Mindnyájan közelebb mentek.	0.234783
Nàng không còn sống nữa.	Már nem élt.	-0.0461538
IX	IX.	0.2
Sau cái chết của một người, bao giờ cũng có một tình trạng sững sờ biểu lộ vì khó lòng mà hiểu được cái hư vô chợt đến và khó lòng mà chịu tin vào đó.	Mikor valaki meghal: azok, a kik a legközelebb állottak a halotthoz, az első pillanatban valami kábultságot, valami ámulattal és hitetlenséggel elegyes megdöbbenést éreznek, – olyan nehéz megérteni, hogy az, a kit szerettünk, semmivé vált, és olyan nehéz beletörődni, hogy ezt mégis csak el kell hinni.	0.102353
Nhưng, dù sao khi nhìn thấy nàng đã bất động, Sáclơ vừa nhào vào nàng vừa la lên:	Károly se hitte, mindjárt az első pillanatban, hogy Emma meghalt, de aztán, látván a mozdulatlanságát, rávetette magát, és jajgatni, kiáltozni kezdett:	0.109091
-Vĩnh biệt!	– Isten veled!	0.278571
Vĩnh biệt!	Isten veled!	0.275
Hôme và Canivê lôi hắn ra khỏi gian buồng.	Homais és Canivet oda mentek hozzá és gyöngéd erőszakkal kivitték a szobából.	0.0933333
-Ông hãy nguôi đi!	– Uralkodnia kell magán!	0.225
Vâng, - hắn vừa giãy giụa vừa nói, -tôi sẽ biết điều, tôi không làm gì trái.	– Igen – szólt, hogy megszabaduljon tőlük – igyekszem összeszedni magamat… igérem, hogy nem csinálok semmi őrültséget.	0.176471
Nhưng để mặc tôi!	De hagyjanak! ~~~ látni akarom!	-0.0409091
Tôi muốn nhìn mặt nàng!	hiszen a feleségem! ~~~ És sírt.	-0.0166667
Nàng là vợ tôi!	– Csak sírjon!	0.2625
Và hắn khóc.	– szólt a gyógyszerész.	0.08
Ông cứ khóc đi, - tay dược sĩ lại nói -ông cứ thuận theo lẽ tự nhiên, cái đó sẽ làm cho ông bớt đau khổ.	– A természetnek szabad folyást kell engedni! ~~~ Sírja ki magát, ez meg fogja könnyíteni!	-0.0535714
Trở thành mềm yếu hơn một đứa trẻ con, Sáclơ để người ta dẫn mình xuống căn phòng dưới nhà, và Hôme, ngay sau đó trở về nhà y.	Károly, a ki gyöngébb lett egy gyermeknél, engedett a rábeszélésnek, s lement az ebédlőbe. ~~~ Homais végre haza mehetett.	-0.0368421
