TRỌNG ĐỨC	﻿HÖLGYEK ÖRÖME	0.192857
Và liền đó, đôi bạn thì thầm những điều tâm sự, những lời trìu mến, giữa đám khăn áo tinh tươm, trong không khí êm đềm, thoảng mùi oải hương.	És mindjárt elkezdődtek a bizalmas vallomások, a gyöngéd suttogások a szűzies fehérségű ágyneműk között, a lenge levendulaillatú, bágyadt levegőben.	0.275839
— Thế là ông ấy vẫn làm tất cả những cái cậu muốn!… Mà sao cậu ác quá, gây cho ông ấy bao nhiêu đau khổ!	- Hát Mouret mégis megtesz mindent, amit maga akar?... ~~~ Milyen kegyetlen, hogy így megkínozza!	-0.0517241
Thế nào, cậu giải thích cho mình đi, vì mình cứ mạnh bạo đề cập đến chuyện đó.	Ugyan, magyarázza meg nekem, ha már szóba hoztam a dolgot.	0.0792453
Cậu ghét ông ấy à?	Utálja?	-0.133333
Cô ta vẫn giữ bàn tay Denise, cô này ngồi bên giường, tỳ khuỷu tay vào chiếc gối ngang; thế là Denise đột nhiên bị xúc động, má ửng hồng, đâm mềm lòng trước câu hỏi bộc trực và bất ngờ đó.	Fogta Denise kezét, aki az ágy mellett ült, s a párnára könyökölt. ~~~ A lány hirtelen izgatott lett, arcát elöntötte a pirosság, elgyöngült ettől az egyenes és váratlan kérdéstől.	-0.032948
Cô để lộ điều uẩn khúc của mình, vừa chúi đầu vào chiếc gối vừa thủ thỉ:	Kicsúszott száján a vallomás, fejét a párnába rejtve suttogta:	0.169355
— Mình yêu ông ấy!	- Szeretem.	0
Pauline lấy làm lạ.	Pauline elképedt.	1.23333
— Sao!	- Micsoda?	0.225
Cậu yêu ông ấy!	Szereti?	-0.0333333
Thế thì đơn giản thôi; cứ bảo là yêu.	Hiszen akkor mi sem egyszerűbb: mondjon igent.	0.285714
Denise vẫn giấu mặt, lắc mạnh đầu nói không.	Denise, arcát még mindig a párnába rejtve, erélyesen megrázta a fejét.	0.207692
Và cô nói không, chính là vì cô yêu mà không giải thích.	Nemet mond, éppen mert szereti, de nem tudja megmagyarázni, miért.	0.289831
Dĩ nhiên như thế thật buồn cười; nhưng cô cảm thấy như thế mà không thể thay đổi ý kiến được.	Bizonyos, hogy nevetséges a dolog: de mit tegyen, ha egyszer így érez, nem bújhat ki a bőréből.	0.224138
Cô bạn lại càng ngạc nhiên, cuối cùng hỏi:	Barátnőjének meglepetése nőttön-nőtt; végül megkérdezte:	0.214286
— Như thế, tựu trung là để đi tới chỗ ông ấy lấy cậu chứ gì?	- Hát akkor azért van az egész, hogy feleségül vegye?	0.168
Lập tức cô gái ngẩng đầu lên.	Erre felegyenesedett Denise.	0.2
Cô bàng hoàng.	Felháborította ez a kérdés.	0.05625
— Ông ấy lấy mình!	- Hogy ő, engem?	0.14
Ồ không.	Ó, nem!	0.1875
Ồ!	nem!	0.3
Mình cam đoan với cậu mình chưa bao giờ có ý như thế!… Không, không bao giờ mình tính chuyện đó trong đầu óc mình, thế mà cậu biết mình ghê tởm sự nói dối.		-0.3
— Chao ơi!	Esküszöm, sohasem akartam ilyesmit!	-0.275
Cô bạn ơi, – Pauline lại dịu dàng nói – rồi cậu sẽ có ý để người ta lấy cậu, cậu chẳng thể làm khác được đâu.	Soha ilyen számítás nem fordult meg a fejemben, tudja, hogy irtózom a hazugságtól!	0.0935065
Thế nào thì cũng phải kết thúc, mà chỉ còn có cách lấy nhau, nếu như cậu không muốn chuyện gì khác… Cậu nghe đây, mình phải báo cho cậu biết rằng hết thảy mọi người đều cùng có ý nghĩ như thế: thật đấy, cậu treo giá để dẫn ông ấy tới trước ngài thị trưởng… Trời! ~~~ Đàn bà như cậu cũng là kỳ cục!	- Ej, édesem - felelte szelíden Pauline -, ha el akarná vétetni magát, akkor sem foghatna másképpen hozzá... Valahogyan végződnie kell a dolognak, és csak a házasság van hátra, ha a második megoldást semmi áron nem akarja... Hallgasson ide, megmondom nyíltan, mindenki ugyanezt gondolja; igen, az emberek meg vannak győződve róla, hogy azért siklik ki mindig a kezéből, mert az anyakönyvvezető elé akarja csalogatni... Uramisten, de furcsa teremtés is maga!	-0.0345133
Và cô ta phải khuyên giải Denise, cô này lại gục đầu xuống gối, khóc nức nở, lặp lại rằng cô đến phải bỏ đi, vì ai cũng luôn luôn gán cho cô đủ mọi chuyện không sao lọt vào đầu óc cô được, cố nhiên, khi một người đàn ông yêu một người đàn bà thì hắn phải lấy họ.	És vigasztalgatta Denise-t, aki visszaejtette fejét a párnára, és zokogva hajtogatta, hogy ő elmegy innét, mert állandóan olyasmivel gyanúsítják, ami még csak eszébe sem jutott soha.	0.0802326
Nhưng cô chẳng đòi hỏi điều gì cả, cô chẳng tính toán gì cả, cô chỉ van xin người ta để cho cô yên thân, với những nỗi vui buồn, như hết thảy mọi người.	Igaz, ha egy férfi szeret egy nőt, úgy illenék, hogy feleségül vegye - de ő nem akar semmit, nem számít semmire, csak azt szeretné, ha hagynák, hadd éljen a maga bánatának és örömének, mint mindenki más.	0.270175
Cô sẽ bỏ đi.	Ő elmegy innét.	0.3
Cùng lúc đó, ở bên dưới, Mouret đi qua cửa hàng.	Ugyanebben az időpontban Mouret odalenn végigment az áruházon.	0.593711
Anh muốn khuây khỏa, đi thăm công trình một lần nữa.	Szórakozást keresett abban, hogy újra felkeresi az építkezést.	0.27931
Mấy tháng trôi qua, bề mặt trước bây giờ đã vươn lên với những đường hoành tráng, đằng sau hàng rào ván rộng che mắt công chúng, cả một đội quân trang trí làm việc: những thợ đá hoa, đồ sành, họa ghép; họ thếp vàng nhóm trung tâm, bên trên cổng, còn trên chóp đỉnh, họ đã gắn những bệ sẽ phải đặt tượng những thành phố công nghệ của nước Pháp.	Hónapok teltek már el, s a homlokfal magasra emelte monumentális vonalait a terjedelmes deszkaköpeny mögött, mely elfödte a nagyközönség elől. ~~~ A díszítőmunkások serege munkához látott: márványfaragók, fajansz- és mozaikrakók szorgoskodtak; aranyozták a kapu felett levő központi szoborcsoportot, és a homlokzatra már fölillesztették a talpazatokat, melyekre Franciaország ipari városainak allegorikus szobrai kerülnek.	-0.00539846
Từ sáng đến tối dọc theo phố Mười tháng Chạp, mới mở ít lâu nay, tụ họp cả đám dân vô công rồi nghề, hếch mũi lên, chẳng nhìn thấy gì cả, nhưng chăm chú đến những điều kỳ dị mà người ta kể về cái bề mặt đó mà nay mai cuộc khánh thành sẽ làm nhốn nháo cả Paris.	A nemrég megnyílt December Tizedike utcán reggeltől estig ácsorgott a szájtátók hada, a magasba bámult, nem látott semmit, de egyre azokkal a csudákkal foglalkozott, amiket erről a homlokzatról beszéltek, melynek felavatása egész Párizst lázba hozza majd.	0.229707
Và chính là trên công trường náo nhiệt này, giữa đám nghệ sĩ đang hoàn thành việc thực hiện ước mơ của anh, bắt đầu từ những thợ nề, chính ở đây Mouret vừa cảm thấy cay đắng hơn bao giờ hết cái phù hoa của sự nghiệp anh.	És a lázas munkától nyüzsgő építőállványon, a művészek között, akik befejezték álmának kőmí­vesek-kezdette megvalósítását, Mouret keserűbben érezte, mint valaha, hogy mennyire hiába­való az egész vagyona.	0.365856
Ý nghĩ về Denise đột nhiên siết lấy ngực anh, ý nghĩ đó không dứt xuyên qua anh một ngọn lửa, như sự nhức nhối của một vết đau khôn chữa.	Denise-re gondolt, és hirtelen elszorult a szíve, olthatatlan lánggal égett benne a rágondolás, mint gyógyíthatatlan betegség fájó nyilallása.	0.267391
Anh bỏ trốn, anh không tìm ra một tiếng nói hài lòng, sợ người ta nhìn thấy nước mắt anh, để lại phía sau nỗi chán chường vì đắc thắng.	Elmenekült, nem talált egyetlen elismerő szót sem, félt, hogy kibuggyannak a könnyei, s a diadal csömörét hagyta maga mögött.	0.219328
Cái bề mặt đó, cuối cùng đã đứng lên, đối với anh dường như còn bé y như một trong những bức tường mà lũ trẻ đắp bằng cát, và người ta có thể kéo dài từ một khu ngoại ô này sang khu khác của đô thành, nâng cao nó đến tận các vì sao, nó cũng chẳng lấp đầy được khoảng trống của trái tim anh, mà chỉ tiếng "vâng" của một cô bé có thể lấp đầy.	Kicsinek találta ezt a végre-valahára felépített homlokzatot, hasonlónak a gyermekek építette homokfalakhoz - és elnyújthatták volna Párizs egyik külvárosától a másikig, fölemelhették volna a csillagokig, akkor sem tölthette volna be szíve ürességét, mert csak egy gyermek "igen" szava tölthette volna be örömmel.	0.219
Khi Mouret về đến phòng làm việc, anh nghẹn ngào vì nuốt lệ.	Mikor Mouret visszatért dolgozószobájába, fojtogatták a visszatartott könnyek.	0.578788
Thế thì cô ấy muốn gì?	Mit akar ez a lány?	0.123529
Anh không còn dám hứa tiền bạc, ý niệm mơ hồ về một cuộc cưới xin dâng lên, giữa những phản kháng của chàng trai góa vợ.	Pénzt nem mert többé fölajánlani neki, s ifjú özvegyemberi lázongásaiból lassan-lassan kibontakozott a házasság homályos gondolata.	0.290769
Và, trong cơn bực bội vì bất lực, nước mắt anh chảy ròng ròng.	Tehetetlen gyengeségében eleredtek a könnyei.	0.133333
Anh đau khổ.	Olyan szerencsétlen volt.	0.0642857
CHƯƠNG 13	13	16
* ~~~ Một buổi sáng tháng Mười một, khi Denise đang ra lệnh đầu tiên ở gian hàng thì người ở gái nhà Baudu đến báo tin cô Geneviève vừa qua một đêm rất xấu và cô ta muốn gặp ngay cô chị họ. ~~~ Ít lâu nay, cô gái càng ngày càng yếu và cách đây một hôm cô đã liệt giường.	Egy novemberi reggelen Denise éppen az első rendelkezéseket adta ki az osztályán, mikor Bauduék cselédje megjelent azzal az üzenettel, hogy Geneviève kisasszonynak igen rossz éjszakája volt, és azonnal látni szeretné Denise-t. Szegény leány egy idő óta napról napra gyöngült, és tegnapelőtt ágyba kellett feküdnie.	-0.102735
— Chị bảo tôi sẽ sang ngay. ~~~ – Denise lo lắng nói.	- Mondja, hogy tüstént lemegyek - felelte Denise igen nyugtalanul.	0.00869565
Cái đòn kết liễu Geneviève chính là sự biến mất đột ngột của Colomban.	Geneviève-et az tette végképpen tönkre, hogy Colomban hirtelen eltűnt.	0.242647
Lúc đầu, do Clara đùa bỡn, anh ta đã đi ngủ ở ngoài, rồi bị sự thèm muốn điên cuồng của trai tơ âm thầm khống chế, trở thành con chó ngoan ngoãn của cô ả kia, một ngày thứ Hai hắn không trở về, hắn chỉ viết cho chủ một bức thư vĩnh biệt, viết với những lời chọn lựa của kẻ tự sát.	Eleinte, mikor Clara tréfálkozott vele, csak éjszakára maradozott ki; aztán engedett az alamuszi természetű és tiszta életű fiatalemberek őrült vágyainak, hűséges kutyája lett a lánynak, s egy hétfőn nem tért többé vissza, csak írt egy búcsúlevelet a gazdájának, az öngyilkosságra készülő ember gondo­san megfogalmazott mondataival.	0.356591
Có lẽ, trong đáy cơn cuồng nhiệt đó, người ta cũng thấy sự tính toán láu lỉnh của một chàng trai hoan hỉ khước từ một cuộc hôn nhân tai hại; cửa hàng bán dạ cũng vất vưởng như vị hôn thê, đã đến lúc phải liều mà cắt đứt.	E szenvedély-szülte tett mélyén talán ravasz számítás is rejtőzött: Colomban boldogan lemondott egy végzetes házasságról; a posztóüzlet éppen olyan gyatrán állt, mint menyasszonya egészsége, s a pillanat éppen alkalmas volt arra, hogy valami ostobaság miatt szakítson vele.	0.2856
Và mọi người sẽ cho hắn là nạn nhân xấu số của tình yêu.	És mindenki úgy emlegette, mint a szerelem szerencsétlen áldozatát.	0.295385
Khi Denise đến hiệu Vieil Elbeuf thì chỉ thấy một mình bà Baudu.	Mikor Denise odaért a "Tartós Posztó"-hoz, Baudunét egyedül találta az üzletben.	0.500746
Bà ngồi không nhúc nhích đằng sau két, bộ mặt nhỏ trắng bệch, thiếu máu, canh giữ gian hàng im ắng và trống rỗng.	Mozdulat­lanul ült a pénztárnál, kicsi, vérszegény arcával, őrizte a bolt néma ürességét.	0.195652
Không còn thư ký nữa; cô ở đang phủi bụi các ngăn bằng chiếc chổi lông; mà đang còn vấn đề thay thế cô ta bằng một người đàn bà làm nội trợ.	Segédjük nem volt már; a cseléd törülgette le a polcokat; még ennek a helyébe is takarítónőt akartak fogadni.	0.144231
Bóng tối lạnh từ trần tỏa xuống; hàng giờ trôi qua mà không một khách hàng tới xua nó đi, và hàng hóa lâu ngày không đụng đến càng ngày càng đượm mùi diêm tiêu của những bức tường.	Sötét hideg ereszkedett alá a mennyezetről; órák teltek el anélkül, hogy vevő zavarta volna meg a bolt homályát, s a sosem mozgatott áru egyre jobban teleszívta magát a falakból szivárgó salétrommal.	0.279255
