James Joyce	﻿JAMES JOYCE	0.218182
Nụ cười nhanh chóng biến mặt trên khuôn mặt dì Julia và đôi mắt buồn rầu của bà hướng về phía thẳng cháu.	Júlia néni arcáról csakhamar leher­vadt a mosoly, és bánatos szemeit unokaöccse arcára emelte.	0.208696
Ngập ngừng một lúc bà hỏi:	Rövid hallgatás után megkérdezte:	0.271875
- Thế ủng cao su là cái gì, hở Gabriel?	- De hát mi a csuda az a kalucsni, Gabriel?	0.812121
- ủng cao su ấy, chị Julia!	- Kalucsni, de Júlia!	0.78
- bà em kêu lên - Lạy Chúa tôi!	- kiáltott fel Kate néni.	0.7125
Chẳng nhẽ chị không biết ủng cao su là gì ư?	- Édes Istenem, hát nem tudod, mi az a kalucsni?	0.25
Người ta đi chúng bên ngoài...bên ngoài giày, có phải không, Gretta?	Tudod, az az, amit az ember felhúz... a cipőjére húzza fel az ember, ugye Gretta?	0.530769
- Dạ phải - Mrs Conroy nói - Kiểu giày làm bằng nhựa két ấy dì.	- Igen - felelte Mrs. Conroy -, gumírozott vászonból van.	1.03741
Cả hai vợ chồng cháu giờ mỗi người đều có một đôi.	Mindkettőnknek van most egy pár belőle!	0.110526
Anh Gabriel nói giờ ở Lục địa ai cũng đi kiểu này hết.	Gabriel azt mondja, a kontinensen mindenki hordja.	0.575
- À, ở Lục địa - dì Julia lẩm bẩm, chậm rãi gất đầu.	- Ja, a kontinensen - mormogta Júlia néni, és elgondolkodóan bólintott.	0.770492
Gabriel nhíu mày lại và nói, như thể anh đang thấy khá bực mình:	Gabriel összevonta szemöldökét, és hangjában fojtott harag remegett, amikor megszólalt:	0.493316
- Thật ra cũng chẳng có gì to tát lắm, nhưng Gretta thì nghĩ rằng chúng buồn cười vì cô ấy nói tên chúng gợi nhớ về Christy Minstrels 3.	- Igazán nincs benne semmi rendkívüli, csak Gretta nevet rajta mindig, mert azt mondja, hogy pacsnira kalucsnit.	0.507333
- Nhưng nói cho dì hay, Gabriel - dì Kate khéo léo chuyển chủ đề - chắc chắn bọn cháu sẽ thuê khách sạn ở lại chứ.	- Hanem mondd csak, Gabriel - kérdezte Kate néni, fürgén elevezve veszélytelenebb vizek felé -, a szobának természetesen utánanéztél.	0.885124
Gretta vừa mới nói...	Gretta említette...	1.24
- À vâng, chuyện khách sạ nxong hết rồi - Gabriel đáp - Cháu đã lấy một phòng ở Gresham.	- Igen, a szoba rendben van - felelte Gabriel. ~~~ - A Greshamban vettem ki egyet.	0.156077
- Chắc chắn rồi - dì Kate nói - làm thế là hợp lý nhất đấy.	- Minden bizonnyal a lehető legokosabban tetted - vélekedett Kate néni.	1.05
	- Hát a gyerekek, Gretta, nem aggódsz miattuk?	-0.3
Còn lũ trẻ thì sao, không có gì phải lo lắng chứ, hở Gretta?	- Ó, csak egy éjszakáról van szó - válaszolt Mrs. Conroy.	0.244444
- Ô, chỉ có một đêm thôi mà dì - Mrs Conroy nói - vả lại có Bessie trông chúng mà.	- Különben is Bessie vigyáz rájuk.	0.72479
- Chắc chắn rồi - dì Kate nhắc lại - Có được một cô giúp việc như thế đúng là tốt quá, một cô tin tưởng được!	- Minden bizonnyal - vélte Kate néni újból. ~~~ - Milyen jó lehet, ha van az ember körül egy ilyen lány, akiben meg lehet bízni!	0.192683
Còn Lily nhà này ấy à, dì chắc dạo này nó có chuyện gì ấy, nó chẳng giống trước gì cả.	Itt van ez a mi Lilynk, isten bizony nem tudom, mi ütött belé. ~~~ Mintha nem is ugyanaz lenne, aki korábban volt.	0
Gabriel vừa định hỏi dì anh mấy câu về chuyện này, thì bà đột nhIên quay ngoắt nhìn theo bà chị, bà này đã đi xuống cầu thang và đang nghển cổ qua lan can.	Gabriel szeretett volna többet is hallani erről a tárgyról, de Kate néni ámuló pillantása húga után meredt, aki, mint egy alvajáró, elindult lefelé a lépcsőn, nyakát nyújtogatva a korláton át.	0.364047
- Nào, nhưng mà xem kìa- bà nói với một giọng gần như là gắt gỏng - Julia đang đi đâu thế kia?	- Most mondd - jegyezte meg Kate néni majdnem ingerülten -, hová megy Júlia!	0.563235
Julia!	Júlia!	0.257143
Julia!	Júlia!	0.257143
Chị đi đâu đấy?	Hová a csudába mész!	0.3
Julia, đã đi xuống hết một nửa cầu thang, giờ đang quay trở lại và nhẹ nhàng thông báo;	Júlia feleútról visszafordult, és mikor hozzájuk ért, nyájasan közölte:	0.205479
- Freddy đến đấy.	- Megjött Freddy.	0.979412
Đúng lúc đó vọng lại một tràng vỗ tay và tiếng piano lên cao những nốt cuối cùng báo hiệu điệu valse kết thúc.	Ebben a pillanatban bentről a zongora végső futamai és a taps jelezték, hogy a keringő véget ért.	0.193333
Cánh cửa phòng khách mở rộng và một vài cặp khiêu vũ đi ra.	A társalgó ajtaja kicsapódott, és néhányan kijöttek.	0.238889
Dì Kate vội kéo Gabriel sang một bên và thầm thì vào tai anh:	Kate izgatottan félrehúzta Gabrielt, és fülébe sugdosott:	0.653947
- Xuống đấy họ dì, Gabriel, cứ đón cậu ta như bình thường xem cậu ta có ổn không, nhưng đừng để cậu ta lên nếu cậu ta đang say xỉn.	- Ugorj le, Gabriel, légy olyan jó, és nézz utána, mi van vele; de fel ne engedd, ha be van állítva.	0.381818
Dì chắc thế nào hắn chả đang bí tỉ.		-0.3
Chắc chắn là thế.		-0.3
Gabriel đi ra chỗ cầu thang và lắng tai nghe qua hàng lan can.	Gabriel a lépcsőhöz lépett, és a korláton át lefülelt.	0.578182
Có hai người đang nói chuyện với nhau trong phòng giữ đồ.	Két ember hangját hallotta, amint a kamrács­kában beszélgettek.	0.3
Rồi anh nhận ra tiếng cười của Freddy Malins.	Kis idő múlva felismerte Freddy Malins hangját a nevetéséről.	0.532653
Anh bèn đi xuống, lần này cố tình phát ra tiếng động.	Tüntető zajjal vonult le a lépcsőn.	0.0942857
- Quả thật là nhẹ cả người - dì Kate nói với Mrs Conroy - may quá có Gabriel ở đây.	- Nagy könnyebbség számunkra - mondta Kate néni Mrs. Conroynak -, hogy Gabriel itt van.	1.01923
Dì luôn cảm thấy yên tâm hơn mỗi khi có nó...Chị Julia, chị mời Miss Daly và Miss Power nghỉ giải lao ăn uống chút gì đó nhé.	Mindig mintha kő esne le a szívemről, ha ő megjön... Júlia, Miss Daly és Miss Power biztosan megszomjaztak, légy szíves, gondoskodj frissítőkről.	0.807999
Cảm ơn cô, Miss Daly, cô đàn bản valse đó hay quá.	Köszönjük a keringőt, Miss Daly.	0.627273
Bản nhạc làm buổi tối nay thật tuyệt.	Gyönyörű volt.	-0.176471
Một người đàn ông dong dỏng, gương mặt đầy nếp nhăn, hàng ria màu xám và làn da ngăm ngăm, đang đi ngang qua với bạn nhảy, bèn nói:	Egy magas, aszott arcú férfi lépett ki, füstös arcán tüskés szürke bajusszal, karján partnerével.	0.159375
- Liệu chúng tôi cũng được nghỉ giải lao ăn uống chứ, Miss Morkan?	- Mi is megszomjaztunk, Miss Morkan.	0.782143
- Chị Julia - dì Kate nói ngắn gọn - cả Mr Browne và Miss Furlong đây nữa.	- Júlia, gondoskodj Miss Furlongról és Mr. Browne-ról is.	0.794444
Đưa họ vào cùng Miss Daly và Miss Power nhé. ~~~ - Tôi được sinh ra để dành cho các quý bà - Mr Browne nói, mím môi lại đến khi hàng ria của ông ta dựng đứng và mỉm cười làm nhăn nheo hết khuôn mặt - Bà biết đấy, Miss Morkan, lý do khiến họ mê tôi nhường ấy là...	- Testestől-lelkestől a hölgyeké vagyok - bókolt Mr. Browne, és addig csücsörítette ajkát, míg bajusza felmeredt, mint a sündisznó tüskéje, és a ráncok külön-külön mosolyra keltek az arcán. ~~~ - Mindjárt azt is elmondom, miért szeretnek engem annyira...	-0.0565075
Ông ta không nói hết câu, vì thấy dì Kate không nghe nữa, bèn ngay lập tức dẫn ba quý cô vào phòng khách phía sau.	Nem fejezte be a mondatot, hanem amikor Kate néni hallótávolságon kívül került, rögtön magával vonta a hölgyeket a hátsó szobába.	0.419581
Chính giữa căn phòng là hai chiếc bàn hình vuông kê sát nhau, và dì Julia và người gác cổng đang vuốt thẳng tấm khăn bàn phủ bên trên.	A szoba közepét két összetolt négyszögletes asztal foglalta el, amelyeken Júlia néni és a házmester épp a nagy asztalterítőt igazgatták.	0.277273
Trên cái bàn hẹp kê sát tường là những chồng đĩa, ly cốc và những bó dao đĩa thìa ngay ngắn.	A tálalón tál-, tányér- és pohár-hegyek, kés-, villa- és kanáldombok magasodtak.	0.225926
Chiếc piano sau khi đóng nắp lại cũng được biến thành mặt bàn để đồ ăn và bánh trái.	A csemegék és édességek a pianínóból átalakított másik tálalón sorakoztak.	0.230769
Phía chiếc bàn nhỏ kê trong góc, hai người đàn ông trẻ đang đứng uống hopbitter 4.	A sarokban állt még egy kisebb tálaló, mellette két fiatalember angolkeserűt ivott.	0.262025
Mr Browne dẫn bầu đoàn của ông ta tiến về hướng đó và mời tất cả bọn họ, với một giọng nhả nhớt, hày uống chút rượu punch của quý bà, thật nóng, thật mạnh và thật ngọt nhé.	Mr. Browne közelebb vezette védenceit, és tréfából meghívta őket forró, édes és erős puncsra.	0.16129
Khi họ nói là không bao giờ uống rượu mạnh ông ta bèn mở ba chai nước chanh cho họ.	Minthogy azonban a hölgyek erőset soha nem ittak, és nincs is szándékukban inni, három üveg limonádét nyitott nekik.	0.228409
Rồi ông ta bảo một trong hai người đàn ông trẻ kia dịch ra một chút, và, nâng bình lên, tự rót cho mình một ly whisky kha khá.	Aztán megkérte az egyik fiatalembert, hogy adjon egy kis helyet, és megragadva a palackot, jó adag whiskyt öntött magának.	0.251786
Hai chàng trai nhìn ông ta một cách ngưỡng mộ trong khi ông ta nhấp một ngụm.	A fiatalemberek szeme tisztelettel kimeredt, amikor a próbakortyot szájába döntötte.	0.29625
- Chúa lòng lành - ông ta nói, mỉm cười - Đây là đơn thuốc của bác sĩ đấy.	- Istenemre mondom - jegyezte meg mosolyogva -, az orvos is ezt rendelte.	0.636636
Khuôn mặt nhăn nhúm của ông ta nứt ra một nụ cười, và ba quý cô khúc khích trước câu đùa, đung đưa người, vai thỉnh thoảng lại rung rung hồi hộp.	Az aszott arc még szélesebb mosolyra ráncosodott, és a három hölgy nevetésének muzsikáló visszhangja jutalmazta tréfáját. ~~~ A hölgyek a derekukat riszálták, idegbajosan rángatták vállukat.	-0.0245283
Người can đảm nhất nói:	A legbátrabb meg is szólalt:	0.277778
- Ô không, ngài Browne, tôi chắc bác sĩ không đời nào lại kê một đơn thuốc như vậy đâu.	- Nana, Mr. Browne, annyi biztos, hogy orvos ilyesmit nem rendel a betegeknek.	0.598721
Mr Browne nhấp một ngụm whisky nữa và lấy giọng dí dỏm:	Mr. Browne egy újabb korty whisky után megjátszott kancsalsággal válaszolt:	0.791356
- Ấy chớ, các cô thấy đấy, tôi là tôi giống Mrs Cassidy một thời lừng lẫy, nó ntừng được đồn đại là đã nói thế này: thôi nào, Mary Grimes, nếu đơn thuốc của tôi không như thế, hãy làm cho nó thành như thế, bởi tôi cảm thấy tôi rất cần như thế. ~~~ 5	- Én, hölgyeim, én tisztelettel adózom ama híres Mrs. Cassidynek, aki állítólag azt mondta: "Bizony, Mary Grimes, ha nem akarom bevenni, vetesd csak be velem, mert érzem, hogy szükségem van rá."	0.060964
Khuôn mặt nóng hổi của ông ta vươn ra sát các quý cô một cách hơi quá tự tin và ông ta đã lấy một chất giọng Dublin vô cùng hạ đẳng khiến các quý cô giật mình cảnh giác và lặng thinh không hưởng ứng ông ta nữa.	Mindezt megjátszott, durva dublini akcentussal mondta, és egy kicsit túl bizalmasan hajolt feléjük kigyúlt arcával, úgyhogy a két nő ösztönösen elhallgatott.	0.149007
Miss furlong, một học trò của Mary Jane, hỏi Miss Daly bản valse tuyệt hay cô vừa chơi tên là gì và Mr Browne, thấy rằng mình đang bị lờ đi, bèn quay phắt sang hai chàng trai, họ có vẻ sẵn sàng đón nhận ông ta hơn.	A csendet Miss Furlong, Mary Jane tanítványa törte meg azzal, hogy megkérdezte Miss Dalytől, mi annak az édes keringőnek a címe, amit az imént játszott.	0.47565
Một phụ nữ mặt đỏ bừng, mặc váy màu hoa păng xê, bước vào phòng, vỗ hai tay vào nhau một cách nồng nhiệt và nói lớn "Điệu Quadrille nào!	Mr. Browne látva, hogy nemigen törődnek vele, a két ifjú felé fordult, akiktől több figyelmet remélhetett. ~~~ Egyszerűen öltözött, pirospozsgás fiatal nő lépett a szobába, izgatottan tapsolt és kiabált:	-0.044
Điệu quadrille nào!"	- Négyes! ~~~ Négyes!	-0.0225
Theo sát cô ta là dì Kate, gọi to:	Kate néni közvetlenül a sarkában tipegett, ő is kiabált:	0.1
- Mời cho dì hai quý ông và ba quý bà nữa, Mary Jane!	- Két urat és három hölgyet, Mary Jane!	1.18649
- Ô vâng! ~~~ Có Mr Bergin và Mr Kerrigan đây rồi - Mary Jane nói - Mr Kerrigan,ngài nhảy với Miss Power nhé!	- Milyen szerencse, itt van Mr. Bergin és Mr. Kerrigan - lelkendezett Mary Jane.	0.454348
Miss Furlong, tôi có thể xếp cô nhảy với Mr Bergin, được không?	- Mr. Kerrigan, felkérné Miss Powert?	0.445714
được rồi, giờ là ổn rồi.	Miss Furlong, engedje meg, hogy partnert ajánljak önnek, Mr. Bergin személyében... Éppen ki is vagyunk!	-0.263636
- Ba quý bà cơ mà, Mary Jane - dì Kate nói.	- Három hölgy kell, Mary Jane - figyelmeztette Kate néni.	1.56364
Hai quý ông trẻ tuổi hỏi các quý cô liệu họ có thể có vinh hạnh được mời các cô nhảy không, và Mary Jane quay sang Miss Daly:	A fiatal urak a hölgyek elé léptek, meghajoltak, hogy tartanák szerencséjüknek, Mary Jane pedig Miss Dalyhez fordult:	0.736111
- Ô, Miss Daly, cô thật tốt quá, chơi liền hai bản vừa rồi, nhưng thật sự là đêm nay chúng ta thiếu quý bà quá.	- Miss Daly, ha megkérhetném... Igazán borzasztó kedves öntől, hogy a két utolsó tánchoz játszott, de látja, milyen szűkében vagyunk hölgyeknek ma este...	0.598077
