Émile Zola	ÉMILE ZOLA	0.3
Rồi khi trở về, khi gặp lại bà Raquin và Thérèse, sự chán chường ném hắn vào những cơn khiếp sợ tệ hại, lúc đó hắn thề là sẽ không thoát ra nữa, sẽ ở lại trong nỗi đau để tập quen với nó và chế ngự nó.	És azután mikor hazament és megint a szemei előtt volt Raquinné és Therese, fáradtsága miatt teljesen ki volt szolgáltatva a félelme rettentő rohamainak: ilyenkor megfogadta, hogy többé nem megy el hazulról, hanem megmarad az eddigi szenvedésében, hogy megszokja és legyőzze.	0.262996
Về phần mình, Thérèse ngày càng ít ra ngoài hơn.	Therese a maga részéről egyre ritkábban ment el hazulról.	0.282692
Trong một tháng, nàng sống như Laurent, trên những vỉa hè, trong các quán rượu.	Egy hónapig ő is úgy élt, mint Laurent, a járdán és a kávéházakban.	0.432468
Buổi tối nàng trở về một lúc cho bà Raquin ăn uống, đưa bà đi nằm, rồi lại vắng mặt cho đến ngày hôm sau.	Este hazament egy percre, megetette Raquinnét, lefektette és újból elment hazulról, másnap reggelig.	0.230526
Nàng với chồng mình có khi bốn ngày không thấy mặt nhau.	Egyszer négy napig nem látták egymást a férjével.	0.226531
Rồi sau đó nàng kinh tởm sâu xa, nàng cảm thấy cuộc sống buông thả cũng không thành công gì hơn trò hề sám hối.	Azután teljesen beleúnt ebbe az életbe, érezte, hogy így se megy többre, mint a bűnbánat komédiájával.	0.236364
Nàng đã hoài công lê la trong mọi ngôi nhà cho thuê ở khu La tinh, nàng đã hoài công sống một cuộc sống nhơ nhuốc đầy tai tiếng.	Hiába járta végig a diáknegyed minden szállóját, hiába folytatott oly ocsmány és zajos életet.	0.164516
Những sợi thần kinh của nàng đã đứt đoạn, sự truỵ lạc, những thú vui xác thịt không còn khiến nàng choáng váng đến độ đủ mạnh để tìm được lãng quên.	Az idegei letörtek; a kéj, a fizikai élvezet már nem izgatta fel annyira, hogy miatta elfelejthette volna a multat.	0.0852941
Nàng như người nghiện ngập mà vòm miệng rát bỏng trở nên chai cứng dưới sức nóng của những chất rượu cay nồng nhất.	Olyan volt, mint azok a részegesek, akik már a legerősebb likőr tüzével szemben is érzéketlenek.	0.161538
Nàng đã trơ lì trong sự dâm ô, không còn tìm được gì nữa những người bạn tình ngoài nỗi phiền muộn và mệt mỏi.	Belefáradt a kicsapongásba s a szeretőinél már csak unalom és undor várt reá.	0.0891892
Thế là nàng rời bỏ họ, những kẻ đã trở nên vô ích đối với nàng.	Aztán otthagyta őket, arra gondolva, hogy már nem veszi semmi hasznukat.	0.254545
Nàng đã nhiễm thói lười nhác vô vọng, nó giữ nàng ở lại nhà trong bộ váy ngủ nhếch nhác, đầu bù tóc rối với bộ mặt và đôi bàn tay lem luốc.	Kétségbeesett lustaság vett rajta erőt, otthon maradt; gyűrött szoknyában, fésületlenül, mosdatlan arccal és piszkos kézzel.	0.217073
Nàng quên mình đi trong bộ dạng cáu ghét.	Megfeledkezett róla, hogy mosakodni kell.	0.261538
Khi hai kẻ giết người gặp lại nhau như thế, đối mặt nhau chán chường, kiệt quệ mọi phương tiện để trốn chạy lẫn nhau, họ hiểu rằng mình không còn sức lực để chống chọi nữa.	Mikor a két gyilkos így egymással szemben állt, kifáradtan, - miután kimerítettek minden eszközt, hogy szabaduljanak egymástól, - megértették, hogy nincs már erejük a további küzdelemre.	0.261236
Sự truỵ lạc đã từ khước họ và ném họ trở lại với những nỗi ưu phiền của mình.	Már a kéjnek sem kellettek s visszalökte őket a félelmükbe.	0.1
Một lần nữa họ tiếp tục ở lại ngôi nhà tăm tối và ẩm thấp của ngõ hẻm, nơi mà từ nay họ đã bị cầm tù, bởi càng thường xuyên toan tính thoát thân thì càng không bao giờ có thể chặt đứt sợi dây đẫm máu đã trói buộc họ lại với nhau.	Megint ott voltak a sikátorbeli komor és nyirkos lakásban, most már úgy éltek benne, mint a börtönben, mert többször megpróbáltak menekülni, de sohasem bírták elszakítani azt a véres köteléket, amely őket összefűzte.	0.223558
Họ thậm chí không nghĩ tới nữa công việc đã vượt quá khả năng của mình.	Most már nem is gondoltak, rá, hogy ily lehetetlen feladatra vállalkozzanak.	0.244286
Họ cảm thấy mình bị xô đẩy, bị đè bẹp, bị ràng buộc với nhau bởi những sự kiện, đến nỗi họ ý thức được rằng mọi phản kháng đều trở nên nực cười.	Érezték, hogy a tények annyira leverték, elnyomták és egymáshoz kötötték őket, hogy az a tudat érlelődött meg bennük, hogy minden további lázongás nevetséges volna.	0.268323
Họ trở lại cuộc sống chung, nhưng lòng thù hận của họ đã trở thành cơn điên rồ hung hãn.	Tovább folytatták megint a közös életüket, de a gyűlöletük dühös haraggá változott.	0.251163
Những cuộc gấu ó nhau buổi tối lại tiếp tục.	Az esti civakodások újra kezdődtek.	0.145714
Vả chăng những trận đòn, những tiếng kêu la kéo dài cả ngày.	Különben egész nap lármáztak és verekedtek.	0.146667
Lòng thù hận tiếp nối bằng nghi kỵ, và sự nghi kỵ hoàn tất việc biến họ trở nên điên loạn.	A gyűlöletükhöz még a bizalmatlanság is hozzájárult s a bizalmatlanságuk végül megbolondította őket.	0.294118
Họ sợ hãi lẫn nhau.	Féltek egymástól.	0.255
Cảnh tiếp theo sau việc đòi năm ngàn francs chẳng mấy chốc lại diễn ra cả sáng lẫn tối.	Az a jelenet, amely akkor következett be, mikor Laurent ötezer frankot kért, csakhamar minden reggel és minden este megismétlődött.	0.225773
Ý nghĩ khư khư của họ là muốn tố giác lẫn nhau.	Az volt a rögeszméjük, hogy kölcsönösen fel akarják jelenteni egymást.	0.203774
Họ không thoát ra được chỗ đó.	Nem tudták kiverni a fejükből ezt a gondolatot.	0.243243
Khi một người trong họ thốt lên một lời, thể hiện một cử chỉ, thì người kia tưởng tượng rằng đó là dự tính đi đến đồn cảnh sát.	Ha az egyikük egy szót szólt, vagy egy mozdulatot tett, a másik már azt képzelte, hogy az a szándéka, hogy menni akar a rendőrséghez.	0.22314
Thế là họ đánh đập nhau, hoặc van nài lẫn nhau.	Ilyenkor vagy verekedtek, vagy kérlelték egymást.	0.26875
Trong cơn thịnh nộ, họ gào thét sẽ chạy đi tố giác tất cả, họ kinh sợ đến chết đi được, rồi họ run rẩy, tự hạ mình, tự hứa hẹn sẽ giữ im lặng với những giọt nước mắt cay đắng.	Haragjukban azt kiabálták, hogy azonnal elárulnak mindent s halálos rettegés vett rajtuk erőt; de azután reszkettek, megalázkodtak s keserves sírással megfogadták, hogy hallgatni fognak.	0.245143
Họ chịu đựng kinh khủng, nhưng họ không có can đảm chữa trị bằng một thanh sắt nung đỏ áp lên vết thương.	Borzasztóan szenvedtek, de nem volt bátorságuk ahhoz, hogy a sebet úgy gyógyítsák, hogy tüzes vasat tegyenek reá.	0.263551
Nếu họ có đe doạ nhau thú nhận tội ác, đó chỉ là để khủng bố lẫn nhau và để gạt bỏ đi ý nghĩ đó của nhau, bởi không bao giờ họ có đủ sức mạnh để lên tiếng và tìm kiếm sự thanh thản trong hình phạt.	Ha fenyegették is egymást, hogy megvallják a bűntettet, ezt csak azért tették, hogy megrémítsék egymást és hogy szabaduljanak ettől a gondolattól, mert soha nem lett volna erejük ahhoz, hogy beszéljenek s a bűnhődésben keressék lelkük nyugalmát.	0.290667
Đã hơn hai mươi lần, họ đi đến tận cổng đồn cảnh sát, người này theo sau người kia.	Több mint húszszor elmentek a rendőrbiztosi hivatal kapujáig, egyik a másik után.	0.225974
Khi thì chính Laurent muốn thú nhận chuyện giết người, khi thì Thérèse chạy đến để nộp mình.	Hol Laurent akarta bevallani a gyilkosságot, hol Therese futott oda, hogy kiszolgáltassa magát a bíróságnak.	0.478589
Rồi bao giờ họ cũng gặp nhau trên phố và bao giờ cũng quyết định chờ đợi thêm, sau khi đã trao cho nhau những lời lăng nhục và van xin thống thiết.	És mindig utólérték egymást az utcán és mindig elhatározták, hogy még várnak, - miután előbb kölcsönösen sértegették, majd hevesen kérlelték egymást.	0.288079
Mỗi cơn kích động mới khiến họ ngờ vực hơn và hung tợn hơn.	De minden ilyen roham után még gyanakvóbbak és még vadabbak lettek.	0.271429
Từ sáng đến tối, họ rình rập nhau.	Reggeltől estig leselkedtek egymásra.	0.267568
Laurent không rời ngôi nhà ở ngõ Cầu Mới nữa, và Thérèse cũng không để hắn ra đi một mình.	Laurent nem ment el többé a sikátorbeli lakásból, Therese nem engedte többé egyedül elmenni.	0.459091
Những mối nghi ngờ, sự hoảng sợ đi tự thú nhích họ lại gần nhau, kết hợp họ lại trong một sự mật thiết thảm hại.	Gyanakvásuk s az a félelmük, hogy vallani fognak, összehozta és egyesítette őket új, valami kegyetlenül bizalmas viszonyukban.	0.2725
Chưa bao giờ họ chịu đau khổ đến vậy.	A házasságkötésük óta soha sem voltak ily szorosan egymáshoz kötve és soha sem szenvedtek ennyire.	-0.0266667
Nhưng cho dù nỗi lo âu phải gánh chịu, họ không rời mắt nhau, họ thích chịu đựng những nỗi đau nhức buốt hơn thay vì chia cách nhau dù chỉ một giờ.	De bármily fájdalmas volt is ez az élet rájuk nézve, mindig szemmel tartották egymást s a legégetőbb kínt is inkább elszenvedték volna, mint hogy csak egy órára is elváljanak egymástól.	0.27375
Khi Thérèse bước xuống cửa tiệm, Laurent theo sau nàng vì lo nàng sẽ bép xép với một khách hàng, nên Laurent đứng tựa cửa ngắm người qua kẻ lại trong ngõ. ~~~ Thérèse đến bên cạnh hắn để xem hắn có nói chuyện với ai không.	Ha Therese lement a boltba, Laurent utána ment, mert félt, hogy talán beszél valamelyik vevővel; ha Laurent az ajtóban állott és nézte a sikátorban járó-kelő embereket, Therese mellé állott, hogy lássa, nem beszél-e valakivel.	0.0502464
Buổi tối thứ năm, khi khách khứa có mặt ở đấy, hai kẻ giết người gởi cho nhau những tia mắt khẩn cầu, họ lắng nghe nhau với nỗi khiếp sợ, mỗi người chờ đợi nghe lời thú nhận nào đó của kẻ đồng loã với mình, gán cho những câu được thốt lên những ý nghĩa tác hại.	Csütörtökön este, mikor a vendégek ott voltak náluk, a gyilkosok könyörgő pillantásokat váltottak egymással, rémülten lesték egymás szavait, mindegyikük azt várta, hogy a bűntársa valahogy elárulja magát és valami olyan dolgot kezd beszélni, aminek az értelméből megtudják a bűnüket.	0.276087
Một tình trạng chiến tranh như vậy không thể kéo dài thêm được nữa.	Az ilyen hadiállapot nem tarthatott sokáig.	0.0365854
Thérèse và Laurent đi tới chỗ mạnh ai nấy mơ tưởng thoát khỏi hậu quả của tội ác đầu tiên bằng một tội ác mới.	Therese és Laurent végül, egymástól függetlenül, arról kezdett ábrándozni, hogy egy új bűntett útján meg lehetne szabadulni az első bűntett következményeitől.	0.366051
Nhất thiết phải có một người trong họ biến mất để người kia hưởng được chút yên tĩnh.	Feltétlenül szükséges volt, hogy egyikük eltünjék, - hogy azután a másiknak némi nyugalma legyen.	0.274737
Suy nghĩ đó đến với họ cùng một lúc, cả hai đều cảm thấy sự cần thiết thúc bách phải chia cách nhau, và cả hai đều muốn nghĩ đến một sự chia tay vĩnh viễn.	Ez a gondolatuk egyszerre támadt, mind a ketten sürgős szükségét érezték a szétválásnak és mind a ketten örökre akartak szétválni egymástól.	0.22446
Việc giết người hiện ra trong suy nghĩ họ có vẻ tự nhiên, tiền định, tất yếu phải đến từ chuyện đã giết hại Camille.	Az a gyilkosság, amelyen most járt az eszük, egész természetesnek, végzetszerűnek tünt fel előttük. ~~~ Valami olyasminek, amit Camille meggyilkolása idézett elő.	-0.0211111
Họ thậm chí không cần biện giải, họ chấp nhận nó như một biện pháp duy nhất để thoát nạn.	Nem is fontolgatták, hanem elfogadták a tervet mint a szabadulás egyetlen eszközét.	0.2
Laurent quyết định giết Thérèse bởi nàng làm hắn vướng víu, vì nàng có thể làm tiêu đời hắn chỉ bằng một lời nói, và vì nàng gây cho hắn những nỗi đau đớn không chịu đựng nổi.	Laurent elhatározta, hogy megöli Thereset, mert Therese útjában van, mert egyetlen szavával elveszítheti őt és mert elviselhetetlen kínokat okoz neki; és Therese elhatározta, hogy megöli Laurent-t, - ugyanazon okok miatt.	0.390804
Thérèse quyết định giết Laurent cũng bởi những lý do tương tự.		-0.3
Quyết định dứt khoát phải giết người khiến họ dịu đi đôi chút.	Az az erős elhatározás, hogy gyilkolni fognak, egy kissé lecsillapította őket.	0.296
Họ chuẩn bị công việc của mình.	Megtették az előkészületeiket.	0.254545
Vả chăng, họ hành động trong cơn kịch phát, không quá thận trọng, họ chỉ mơ hồ nghĩ tới những hậu quả có thể có từ một tội sát nhân phạm phải, không cần nghĩ đến chuyện trốn lánh và sự thoát khỏi trừng phạt có được bảo đảm hay không.	Különben lázasan készülődtek valami különös okosság nélkül; csak igen határozatlanul gondolták végig az újabb gyilkosság valószínű következményeit, anélkül, hogy a menekülésről és a büntetlenségről megbizonyosodtak volna.	0.247368
Họ cảm thấy không cưỡng được nhu cầu giết hại nhau, tuân theo nhu cầu đó bằng bản năng của loài thú dữ.	Kényszerítő szükségét érezték annak, hogy gyilkoljanak, és mint a dühödött vadak, úgy engedtek ennek a szükségnek.	0.292174
Họ đã không nộp mình vì tội ác đầu tiên mà họ che giấu khéo léo đến thế, rồi họ mạo hiểm với máy chém để phạm vào tội ác kế tiếp mà không nghĩ đến cả việc che đậy nó.	Soha sem szolgáltatták volna ki magukat az első bűntettükért, melyet oly ügyesen palástoltak el és megkockáztatták a nyaktilót egy második gyilkossággal, amelyet még csak nem is igyekeztek elleplezni.	0.292063
