ALEXANDRE DUMAS	Alexandre Dumas
- Angliából.	- Từ nước Anh.
- Buckingham?	- Buckingham sao rồi?
- Halott, vagy súlyosan megsebesült; dolgom végezetlen kellett volna visszatérnem, amikor egy elvakult puritán ledöfte.	- Chết hoặc bị thương nặng vì tôi đã đi trước nên không nắm được điều gì rõ ràng về hắn, một tên cuồng tín vừa ám sát hắn.
- Ej!	- Chà!
- szólt Rochefort elmosolyodva - ritka szerencsés véletlen!	- Rochefort nở một nụ cười - Một sự run rủi quá may mắn rồi!
tudom, örül majd a bíboros!	Và Đức ông chắc sẽ hài lòng lắm!
Értesítette már?	Bà đã báo cho ngài chưa?
- Írtam neki Boulogne-ból.	- Từ Bulônhơ tôi đã viết cho ngài rồi.
- Őeminenciája már kezdett nyugtalankodni, és rám parancsolt, kutassam fel kegyedet.	- Đức ông lo lắng đã phái tôi đi tìm bà.
- Csak tegnap érkeztem vissza.	- Tôi mới đến từ hôm qua.
- S azóta mit csinált?	- Và bà làm gì từ hôm qua đến giờ?
- Nem vesztegettem hiába az időt.	- Tôi chẳng để phí thời gian đâu.
- Azt mindjárt gondoltam!	- Ồ cái đó thì tôi không nghi ngờ gì rồi?
- Tudja kivel találkoztam itt?	- Ông có biết tôi gặp ai ở đây không?
- Nem.	- Không.
- Találja ki.	- Ông đoán xem.
- Ugyan miből?...	- Làm sao tôi đoán nổi.
- Azzal a fiatalasszonnyal, akit a királyné mentett meg a börtöntől.	- Cái cô ả mà Hoàng hậu đã kéo ra khỏi nhà tù đó.
- D’Artagnan barátunk szeretőjével!	- Tình nhân của thằng ranh D Artagnan?
- Úgy van, Bonacieux-néval; a bíboros nem tudta, hol bujkál.	- Đúng vậy, vợ lão Bonacieux mà Giáo chủ không biết trốn ở đâu ấy!
- No!	- Ồ!
- Képzelheti - folytatta milady -, mennyire meglepődtem, amikor ezzel az asszonnyal össze­akadtam!	- Ông có biết tôi ngạc nhiên đến thế nào khi tôi thấy mình đối mặt với con mụ ấy không?
- Ismeri kegyedet?	- Mụ biết bà à?
- Nem.	- Không.
- Szóval idegennek hiszi?	- Vậy mụ ta coi bà là một người xa lạ?
Milady elmosolyodott.	Milady mỉm cười?
- A legjobb barátnője vagyok!	- Tôi là bạn chí thiết của mụ?
- Szavamra, kedves grófné - mondta Rochefort -, csupán kegyed képes ilyen csodákra.	- Xin lấy danh dự ra thề đấy - Rochefort nói - chỉ có nữ Bá tước thân mến của tôi mới làm nổi những kỳ tích đó.
- S máris javamra vált, kedves lovag - szólt milady -, mert tudja-e, mi újság?	- Và phen này thì tôi tính sổ được rồi, ông hiệp sĩ ạ - Milady tiếp tục - bởi vì ông có biết xảy ra chuyện gì không?
- Nem tudom.	- Không.
- Holnap vagy holnapután a királyné parancsára Bonacieux-nét elviszik innét.	- Ngày mai hoặc ngày kia, người ta sẽ đem lệnh của Hoàng hậu đến đây tìm mụ.
- Ejnye!	- Thật à!
és kicsoda?	Và ai đến?
- D’Artagnan meg a barátai.	- D Artagnan và lũ bạn hắn.
- Addig úgysem nyugszanak, míg a Bastille-ba nem dugjuk valamennyit.	- Đúng là chúng gây ra bao nhiêu chuyện, phải tống chúng vào ngục Bastille thôi.
- Nem is értem, eddig miért nem került rá a sor?	- Tại sao còn chưa làm cái việc ấy?
- Mit tudom én!	- Bà muốn sao!
Érthetetlen, milyen kesztyűs kézzel bánik velük a bíboros úr.	Giáo chủ có một điểm yếu nào đó đối với những con người này mà tôi không hiểu nổi.
- Csakugyan?	- Thật à?
- Csakugyan.	- Thật đấy.
- De úgy tudom, e pillanatban mind a négyüknek ott kellene lenniük La Rochelle ostrománál.	- Nhưng cả bốn tên ấy lúc này đang ở chỗ vây hãm La Rochelle kia mà.
- Teringettét!	- Trời?
Most mit tegyünk?	Làm thế nào đây?
- Mi a szándéka velem a bíborosnak?	- Giáo chủ nói với ông thế nào về tôi?
- Azt mondta, vegyem át a kegyed írásos vagy szóbeli üzenetét, térjek vissza postakocsin, s ha Őeminenciája már tudja, mit intézett kegyed, akkor értesíti, mi a további teendő.	- Rằng tôi phải mang những báo cáo bằng văn bản hoặc bằng miệng của bà trở về bằng ngựa trạm, và khi ngài biết được bà đã làm được những gì, ngài sẽ thông báo bà phải làm gì.
- Vagyis itt kell maradnom?	- Vậy tôi phải lưu lại đây à?
- Vagy itt, vagy a közelben.	- Đây hoặc quanh đây.
- Nem mehetek kegyeddel?	- Ông không thể mang tôi đi cùng?
- Hát jó, vagy itt várok, vagy valahol a közelben.	- Vậy tôi phải đợi ở đây hay vùng quanh đây?
- De azért mindjárt megmondhatja, hol várja a bíboros üzenetét; tudni akarom, hol keressem.	- Chỉ cần bà nói trước cho tôi biết bà đợi tin của Giáo chủ ở đâu, để tôi biết chỗ tìm bà.
- Csakhogy azt hiszem, aligha maradhatok itt.	- Ông này, có lẽ tôi không thể ở lại đây.
- Miért?	- Tại sao?
- Ne feledje, hogy ellenségeim minden pillanatban ideérhetnek.	- Ông quên bọn kẻ thù của tôi, sớm muộn gì cũng đến đây ư?
- Ugyan!	- Vớ vẩn?
- mondta milady, és elmosolyodott, úgy, ahogyan csak ő tudott mosolyogni - hát már elfeledte, hogy a legjobb barátnője vagyok?	- Milady nở một nụ cười chỉ riêng mình hiểu - Ông quên tôi là bạn chí thiết của ả ư?
- Igaz!	- Ồ, đúng rồi!
Megmondhatom tehát a bíborosnak, hogy ami ezt az asszonyt illeti...	Vậy tôi có thể nói với Giáo chủ, đối với mụ đàn bà này…
- Egészen nyugodt lehet.	- Ngài cứ yên tâm.
- Csak ezt.	- Thế thôi ư?
- Ő már tudja, hogy ez mit jelent.	- Ngài sẽ biết tôi muốn nói gì.
- Igen, majd kitalálja.	- Chắc là ngài sẽ đoán ra.
Most pedig arról beszéljünk, mi a dolgom.	Còn bây giờ tôi phải làm gì đây?
- Máris visszafordul; azt hiszem olyan hírt visz, ami megérdemli, hogy siessen.	Tôi thấy những tin tức ông mang về bõ công đi sao cho thật nhanh đấy.
- De baj van: amint Lilliers-be értem, eltörött a postakocsim kereke.	- Thế thì đến Liliê xe ngựa tôi gãy bánh mất.
- Remek.	- Càng tuyệt!
- Hogy volna remek?	- Càng tuyệt là thế nào?
- Úgy, hogy éppen szükségem van a kocsijára.	- Đúng, vì tôi cần cỗ xe của ông mà.
- Akkor min megyek én?	- Thế thì tôi đi bằng gì bây giờ?
- Lovon.	- Bằng ngựa trạm.
- Könnyen beszél kegyed.	- Bà nói dễ nghe nhỉ.
És a száznyolcvan mérföld?	Một trăm tảm mươi dặm đấy.
- Ej, az is valami?	- Thế thì đã sao?
- Hát jó.	- Được tôi sẽ đi bằng ngựa trạm.
És aztán?	Rồi sau đó?
- Aztán: Lilliers-ből elküldi nekem a kocsiját, és megparancsolja inasának, hogy álljon rendelkezésemre.	Sau đó, khi qua Liliê, ông sẽ lệnh cho gia nhân đánh xe về đây cho tôi.
- Meglesz.	- Được!
- Van. Teljes mértékű felhatalmazás.	- Tôi có toàn quyền.
- Mutassa meg a főnökasszonynak, és mondja neki, hogy ma vagy holnap értem jön valaki, nekem pedig követnem kell azt a személyt, aki kegyed nevében jelentkezik.	- Ông hãy ra lệnh cho bà tu viện trưởng, bảo bà ta rằng hôm nay hoặc ngày mai ông sẽ cho người đến tìm tôi, và tôi sẽ phải đi theo người đó.
- Rendben van!	- Được!
- El ne feledje: durván beszéljen rólam a főnökasszonnyal.	- Ông đừng quên tỏ ra cứng rắn với tôi khi nói với bà tu viện trưởng.
Meg kell nyernem a szegény kis Bonacieux-né bizalmát.	Tôi rất cần gây được lòng tin với cái bà Bonacieux bé nhỏ tội nghiệp kia.
- Helyes.	- Đúng vậy.
Már elmondtam mindent, kegyednek jó az emlékezete.	- Tôi đã chả kể hết cho ông nghe các biến cố rồi là gì.
Ismételje el, amit hallott, ez elég; a papirost még elveszítené.	Ông có trí nhớ tốt, ông cứ nhắc lại mọi điều tôi đã nói với ông là được rồi.
- Igaza van.	Giấy tờ nguy lắm.
Most már csak abban kell megállapodnunk, hogy hol találok majd kegyedre; nem szeretnék feleslegesen csatangolni a környéken.	- Bà nói đúng, có điều tôi phải biết chính xác tìm bà ở đâu, để tôi khỏi phải chạy đi tìm khắp xung quanh vô ích.
- Jól van. Várjon egy kicsit.	- Đúng, ông chờ tí nhé.
- Parancsol térképet?	- Bà cần bản đồ không?
- Köszönöm; úgy ismerem a vidéket, mint a tenyeremet.	- Ồ tôi thuộc vùng này như trong lòng bàn tay ấy chứ.
- Ugyan!	- Bà thuộc ư?
Mikor járt itt?	Vậy bà ở đây khi nào?
- Itt nevelkedtem.	- Tôi lớn lên ở đây mà.
- Csakugyan?	- Thật ư?
- Amint látja, mindig jó, ha nevelkedik valahol az ember.	- Ông thấy đấy, lớn lên ở đâu mà chẳng có đôi chút ích lợi.
- Tehát hol vár rám?	- Vậy bà đợi tôi ở đâu?
- Hadd gondolkozzam egy pillanatig... No jó!	- Để tôi nghĩ một chút.
mondjuk: Armentičres-ben.	À, ở Acmăngchie ông ạ.
- Mi az az Armentičres?	- Acmăngchie là chỗ nào nhỉ?
- Kis város a Lys partján; csak átlépek a folyón, és máris idegen földön vagyok.	- Và trong trường hợp ấy, làm thế nào để tôi biết được bà ở đâu?
- Remek!	- Không.
- Természetesen.	- Có tin được không?
- S ha így fordulna, honnan tudom meg, hogy hol keressem?	- Đã được thử thách nhiều.
- Szüksége van az inasára?	- Hãy trao nó cho tôi.
- Nincs.	- Và bà nói đợi tôi Acmăngchie.
- Megbízható?	- Ở Acmăngchie.
- Minden próbát megáll.	- Ồ biết đâu đấy?
- Bocsássa rendelkezésemre; itt senki nem ismeri, megvárja kegyedet ott, ahonnan én elmegyek; ő majd megmondja, hol vagyok.	Thôi cóc cần - Milady vừa nói, vừa ghi tên đó lên nửa tờ giấy - Thế này là tôi hại tôi đây.
- Tehát Armentičres-ben találkozunk?	Giờ thì xong tất cả rồi chứ.
- Armentičres-ben.	- Tôi nghĩ vậy.
- Írja fel a város nevét egy cédulára, nehogy elfelejtsem.	- Tôi kiểm tra lại một chút nhé: Buckingham bị chết hoặc bị thương nặng.
A városnév egymaga nem veszélyes, nem sokat jelent. - Ki tudja?	De Winter đã được báo trước việc bà đến Portsmouth.
No mindegy - mondta milady, papírra vetve a város nevét -, nem félek a veszélytől.	Tống Athos D Artagnan vào Bastille. Aramis là tình nhân của bà De Chevreuse.
- szólt Rochefort.	Đã tìm thấy vợ lão Bonacieux.
Elvette miladytől a cédulát, összehajtogatta, és kalapja bélésébe dugta.	Gửi lại ngay cho bà cỗ xe càng sớm càng tốt.
Végeztünk? - Azt hiszem, igen.	Acmăngchie trên bờ sông Litx.
Jól van?	Đủ chưa nào?
- Igazán bámulatos a memóriája, kedves lovag.	- Ông hiệp sĩ thân mến của tôi ơi, đúng là ông có một trí nhớ thần kỳ.
Jaj, valamit el ne feledjen...	Nhân tiện, thêm một điều…
- Mit?	- Điều gì?
- Igazán mindenre kiterjed a figyelme.	- Bà chu đáo lắm.
- Kegyed pedig megfeledkezik valamiről...	- Và ông quên một điều…
- Éspedig?	- Điều gì?
- Meg sem kérdezi, nincs-e szükségem pénzre.	- Hỏi tôi xem tôi có cần tiền không?
- Igaz!	- Đúng vậy, bà cần bao nhiêu?
Mennyit parancsol?	- Tất cả số vàng ông có.
- Adja ide minden aranyát.	- Tôi có khoảng xấp xỉ năm trăm Pítxtôn.
- Ötszáz aranyam lehet.	- Tôi cũng có ngần ấy.
- Tessék.	- Đây!
- Jól van! Mikor utazik?	- Tốt, và ông đi chứ?
- Egy óra múlva.	- Khoảng một giờ nữa.
Bekapok valamit, és közben postalovat kerítek magamnak.	- Trong thời gian đó tôi sẽ đi tìm một con ngựa trạm.
- Csodás!	Tuyệt lắm!
Isten áldja, lovag!	Tạm biệt ông hiệp sĩ!
- Isten áldja, grófnő!	- Tạm biệt nữ Bá tước?
- Üdvözletem a bíborosnak.	- Cho tôi gửi lời thăm hỏi Giáo chủ.
- Üdvözletem a pokolnak.	- Cho tôi gửi lời thăm quỷ Satan.
Milady és Rochefort összenevetett, azután elváltak.	Milady và Rochefort mỉm cười với nhau và chia tay.
Egy óra múlva Rochefort elvágtatott; öt óra múlva Arras-ban járt.	Một giờ sau, Rochefort phi ngựa nước đại ra đi. Năm giờ chiều hắn đi qua Arratx.
EGY CSEPP VÍZ	Giọt nước.
Rochefort távozása után Bonacieux-né nyomban visszatért.	Rochefort vừa đi khỏi, bà Bonacieux đã trở lại, nàng thấy Milady mặt mũi tươi cười.
- Szóval megtörtént, amitől félt, asszonyom - mondotta a fiatalasszony -, ma este vagy holnap elviteti kegyedet a bíboros?	- Thiếu phụ nói - Điều mà chị lo sợ vậy là đã đến rồi chứ? Tối nay hay ngày mai Giáo chủ sẽ cho người đến bắt chị?
- Honnan tudja kicsikém?	- Ai bảo em như vậy nào, cô bé của tôi?
- kérdezte milady.	- Milady hỏi.
- A hírnöktől személyesen.	- Em nghe nói từ miệng của viên sứ giả.
- Üljön ide mellém - mondta milady.	- Lại đây, ngồi gần chị vào - Milady nói.
- Szívesen.	- Em đây.
- Várjon; megnézem nem hallgatóznak-e?	- Hãy khoan, để chị xem có ai nghe được chúng ta không đã.
- Mire jó ez a nagy óvatosság?	- Tại sao phải đề phòng như vậy?
- Mindjárt megtudja.	- Rồi em sẽ biết.
Milady felállt, az ajtóhoz ment, kinyitotta, kilesett a folyosóra, csak azután ült vissza Bonacieux-né mellé.	Milady đứng lên đi ra mở cửa, nhìn hành lang, rồi trở lại ngồi bên bà Bonacieux. Mụ nói:
- Amint látom - kezdte -, ügyesen játszotta szerepét.	- Thế là ông ta đã diễn tốt vai của mình rồi.
- Kicsoda?	- Ai cơ?
- Az az ember, aki elhitette a főnökasszonnyal, hogy a bíboros megbízottja.	- Người tự xưng với bà tu viện trưởng là phái viên của Giáo chủ đấy.
- Hát csak szerepet játszott?	- Vậy là ông ta diễn trò ư?
- Igen, kicsikém...	- Đúng, cô em ạ.
- Hát az a férfi nem...	- Vậy, người đó không phải là…
- Az a férfi - szólt milady suttogva -, a bátyám.	- Người đó - Milady hạ giọng - là ông anh của chị.
- A kegyed bátyja!	- Ông anh của chị!
- kiáltott fel Bonacieux-né.	- Bà Bonacieux kêu lên.
- Csitt!	- Chứ sao!
Csak kegyed tudja ezt a titkot, kicsikém; el ne árulja senkinek, mert akkor végem, sőt talán vége kegyednek is.	Chỉ mình em biết bí mật này thôi đấy nhé, em bé ạ. Nếu em để lộ cho bất kỳ ai là chị nguy đấy, cả em cũng vậy.
- Jaj, Istenem!	- Ôi lạy Chúa tôi!
- Jaj!	- Ôi!
- kiáltotta rémülten Bonacieux-né.	- Bà Bonacieux rùng mình kêu lên.
- Hát igen, mi mást tehetett?	Đó là cách duy nhất, em cứ thử nghĩ xem.
Azután úgy határozott, az erőszakról áttér a ravaszkodásra: megszerezte a papírokat, a zárdában azt mondta, hogy ő a bíboros megbízottja, s egy-két óra múlva kocsi jön értem a bíboros parancsa szerint.	Thế là ông anh chị quyết định thay sức mạnh bằng mưu kế, anh ấy lấy hết giấy tờ ra mắt ở đây như chính bản thân phái viên của Giáo chủ, và trong khoảng một hai tiếng nữa, một cỗ xe sẽ nhân danh Giáo chủ đến bắt chị.
