Jules Verne - André Laurie	Jules Verne & André Laurie
O’Donoghan Patrick felnyitotta a szemeit... Nagyok lehettek a fájdalmai, mert felsziszent... Aztán halk hangon rebegé:	- bác ngư dân già hỏi dò sau mươi phút ăn thật lực để bồi dưỡng sức lực của mình.
- Inni!...	- Không, mà trái lại!
- Hol van Jones?...	- Té ra là thế!
- Itt találtuk önt a jég hátán - felelé Erik.	- bác Hecsêbom nói - Nghĩa là họ có thuyền.
- tördelé s reá szegezte szemeit mereven Erik arczára.	- Nếu cần thì ta sẽ nghĩ ra thôi - Êrik trả lời - còn sống thì ta sẽ tìm được cách!
Újra ivott, s aztán hova-tovább beszélni is tudott.	Còn bây giờ, tốt nhất là ta đi xem xét lãnh địa của ta!
O’Donoghan Patrick szörnyen csodálkozott azon, hogy ilyesmit kérdezhet valaki.	Đầu bãi băng kéo dài, nơi đêm qua vẫn còn là vịnh, bây giờ lại quay về hướng khác.
- felelé akadozva O’Donoghan Patrick, - aztán gyanakodva nézett Erikre, mintha attól félne; hogy akaratlanul is eljárt a szája.	Rải rác đó đây thấy có những chấm đen, bác Hecsêbom nhận ra ngay đó là "Ougiouks" - những con hải mã có râu thuộc giống to nhất.
Erik többet is akart még tudni... Ó, még nagyon sokat akart ettől az embertől kérdezni.	Phải mất hơn một giờ lội bộ Êrik và bác Hecsêbom mới đến được đầu bên kia tảng băng lớn.
Látja, itt fekszik egy úszó jég-szigeten, meg van sebesülve, eszméletlenül találtam a hóban, azt hittem, hogy már halott.	Thấy nguy hiểm, những con vật vụng về khập khiễng đi tới rìa bờ băng để mau mau lao xuống nước.
- mondá Erik mosolyt erőltetve ajkára, s a sebesültnek a kezét megfogta.	Êrik nghĩ ngay đến những người trú đông ở tàu "Vêga".
Ön jól tudja, hogy miről van szó!	Êrik tưởng mình bị ảo giác.
Ne féljen semmitől!	Tim hắn còn đập!
Nem félhet épen semmitől!	Hắn vẫn chưa chết!...
Aztán nagy-sokára megszólalt:	Đó là Patric Ô Đônôgan đấy.
- Bárminő bűnt követett is ön el velem szemben, megigérem, hogy soha e miatt kérdőre nem vonom.	Chàng đặt nạn nhân lên chỗ tuyết mềm dưới chân một vách núi băng, áp chiếc bi đông vào môi hắn ta.
- Igazán?	- Zhôns đâu?
- Pedig Jones azt mondotta, hogy az Alaskát a rendőrség küldte, hogy engemet elfogjon, s törvény elé állítson, s ön is ilyesmit mondott tegnap.	- Chúng tôi tìm thấy ông bên cạnh một tảng băng - Êrik nói - Ngoài ông không có ai nữa, ông ở đây đã lâu chưa?
- Jones csak rémítgetni akarta önt, mert neki bizonyára nagy szüksége van arra, hogy O’Donoghan Patrick hallgasson.	- Không biết - người bị thương nói một cách khó nhọc.
- felelé az irlandi, - nagyon is szüksége van arra.	- hắn nói, mắt nhìn Êrik chằm chặp.
- kérdé Eriktől.	- Khi bão nổi lên - hắn kể - chiếc tàu buồm bắt đầu chìm.
O’Donoghan Patrick hosszasan eltünődött.	Nhưng hóa ra, nó lại chắc chắn nhất.
- Önt igazán nem a rendőrség küldötte, igazán nem?	Từ bấy đến giờ tôi không thấy ông ta nữa.
- kérdé jó idő mulva.	- Ông Zhôns ấy là sĩ quan tàu "Albatros" à?
- Természetes, hogy nem!	- Êrik hỏi.
Én a magam jószántából jöttem, égő vágy űzött, epedett a lelkem a bizonyosságért: hol a szülőföldem, kik a szüleim?	- Tôi không biết - người bị thương lúng búng trong miệng như tự hỏi mình nói nhiều vậy có cởi mở quá không.
O’Donoghan Patrick ajkán álnok mosoly játszadozott.	Êrik quyết định không dừng lại ở đây.
- Mondja meg, ó mondja meg nekem, O’Donoghan Patrick!	- Thế tôi phải thể hiện với các ngài sự tin cẩn như thế nào?
- kérte Erik reszketve az izgatott­ságtól.	- Ồ, ông biết rất rõ điều đó!
- Az ember torka kiszárad, ha annyit beszél.	- Không, không, tôi thề với ông!
Szivesen kortyintanék, ha volna mit.	Êrik sốt sắng kêu lên.
- Nemsokára itt lesz a pálinka - folytatá Erik a sebesülthöz fordulva.	- Patric chưa tin hỏi lại - Nhưng ông Zhôns đã nói với tôi rằng "Aljaska" do cảnh sát phái đi, và chính ông đã dọa đưa tôi ra tòa.
- Beszéljen, derék barátom, ne legyen irántam bizalmatlan!	- Đấy là việc liên quan đến những sự kiện mới xảy ra vào đầu cuộc hành trình của chúng tôi.
Képzelje el, minő helyzetben vagyok én!	Ông hãy tin tôi, Patric ạ. Zhôns đã lừa ông!
Hiszen nem kérek olyan dolgot, a mi lehetetlen?	- Qua ông bà Boul ở tửu quán "Mỏ neo đỏ" ở Bruclin.
Nem kivánom azt, hogy bűnvallomást tegyen, ha ugyan nyomja valami a lelkiismeretét!	Họ thường nghe ông nói đến "Đứa bé nằm trên phao cứu hộ".
Csak egy szócskát mondjon, melynek a révén megtudom, hogy hol keressem hazámat, szüleimet!	- Đúng thế đấy - tên Ailen khẳng định và hắn lại im lặng.
- Isten bizony, ennyit már csak megtehetek, ha örömét leli benne - szólalt meg O’Donoghan Patrick szemmel láthatólag meghatottan.	- Vậy ông đích thực không phải do cảnh sát phái tới chứ?
- Ön bizonyára fogja tudni, hogy a Cynthián voltam hajóinas.	- Hắn hỏi sau hồi lâu suy nghĩ.
- Ekkor hirtelen megállott.	- Không đâu!
Erik mohón leste minden szavát.	Làm gì có chuyện ngu ngốc ấy!
A talány megfejtése következik?	- Vậy thì ông cần biết gì nào?
Jones és Tudor Brown tehát egy és ugyanaz a személy volt.	Xin ông cho tôi được tợp thêm chút rượu nữa.
Ebben a pillanatban nyomban egymásután két puskának a ropogása hallatszott.	- Trong này không còn, nhưng sẽ lấy ở kho lương thực mang đến cho ông ngay bây giờ.
Tudor Brown golyója O’Donoghan Patricknak a szivébe fúródott.	Chúng tôi còn dự trữ - Êrik trả lời, đưa bi đông cho bác Hecsêbom.
Az irlandi lehullott a földre.	Bác đi ngay, có con chó Klaas đi theo.
HUSZADIK FEJEZET.	Bỗng hắn ta im bặt.
Erik kétségbeesetten roskadt térdre O’Donoghan Patrick mellé, tapogatta a szíve táját, ó, ha életet lehelhetett volna beléje!	Phải chăng giờ đây chàng sẽ được biết điều bí mật về nguồn gốc của mình, được biết về gia đình mình, về tổ quốc mình.
Tudor Brown is rövid ideig vergődött, mindvégig görcsösen szorongatta kezében a puskát, meghalt egy árva szó nélkül.	Vì vậy Êrik không để ý bóng người xuất hiện đằng sau chàng đã buộc Patric dừng lời giữa chừng.
- Atyám, mit tett ön?	- Ông Zhôns!
- kiáltott fel keserűen Erik.	- hắn nói bằng giọng của một học trò mắc lỗi.
- Azt hiszed, hogy lett volna arra elég időnk?	- Bố đã làm cái gì thế, bố?
- felelé Hersebom.	- Con tưởng hắn chịu qui phục dễ dàng như thế sao?
- A második golyót neked szánta, szentül meg vagyok arról győződve.	- Bác Hecsêbom đáp - Viên đạn thứ hai của hắn chắc chắn là dành cho con đó!
Megboszultam ennek a szerencsétlen áldozatnak a halálát, s meglakoltattam őt a Sein-szigetnél elkövetett gazságért s még ki tudja mennyi bűn­ért, a mi lelkét nyomhatta.	Bố đã trả thù hắn về tội giết cái tên đáng thương kia, trừng trị hắn về tội đã gây ra ở Bas-Fruađ và có lẽ còn vì nhiều tội ác khác nữa!
Alighogy szavait befejezte, a tenger felől ágyúdörgés hallatszott.	Hình như đó là câu trả lời cho những ý nghĩ ảm đạm của bác ngư dân già.
- Az Alaska ágyúja!	- Đại bác của "Aljaska"!
- kiáltott fel Erik, s szaladott egy jéghalom tetejére, hogy a tengerre nézhessen.	- Êrik sung sướng reo lên và lao ngay tới núi băng gần nhất, từ trên đỉnh núi có thể nhìn bao quát chân trời rộng.
Erik nyugat felől vékony füstoszlopot pillantott meg, s nemsokkal utóbb az egyik jéghegy mögül előtűnt az Alaska.	Một chiếc xuồng từ mạn tàu được hạ xuống và không đầy hai mươi phút sau đã cập sát tảng băng.
Szó ki nem mondhatja azt az örömet és boldogságot, mellyel Schwaryencrona doktor, Bredejord, Malárius és Ottó fogadták elveszettnek hitt barátaikat.	Phó thuyền trưởng Bêrêvit đảm nhận chỉ huy tàu, lập tức cho tàu chạy xuôi gió để đi tìm phần băng đã bị tách ra khỏi bãi băng.
Igy kerülhetett csak vissza a hajóra a kapitány és Hersebom.	Tất cả mọi chuyện khác giờ đây đều không có ý nghĩa.
Hogy minő úton sietnek haza, a felől már nem volt kétség az Alaskán: egyenesen neki az Atlanti-oczeánnak, még pedig vitorlával, mert a szénnek meglehetősen híjával voltak már.	Bây giờ "Aljaska" sẽ đi về hướng Bắc cực, và chẳng còn sức mạnh nào, cho dù đó là âm mưu quỷ kế, có thể cản trở được nó đến vùng biển này.
- Nem vitorlával! - mondá Erik.	- Và cũng không phải hoàn toàn bằng buồm!
- Nekem egyéb tervem van, kettős is, ha kell.	- Êrik tuyên bố - Tôi đã có những dự kiến của mình về việc này.
Egyik tervem az, hogy a jég-sziget úszó-hajójává tesszük az Alaskát mindaddig, a míg velünk egy úton halad.	Thứ nhất, chúng ta có thể bám sau bãi băng như tàu dắt vậy, tạm thời đi theo bãi băng trôi về hướng Nam hoặc hướng Tây.
Így sem gőzre, sem vitorlára nem lesz szükségünk; a másik tervem az, hogy a szigeten szerezzük be a szükséges fütőanyagot azalatt, míg az Alaskát húzza maga után.	Thứ hai, chúng ta tranh thủ thời gian để khai thác nhiên liệu cần thiết ngay trên chiếc "phà" ấy, còn sau đó, khi nào tiện lợi thì ta sẽ tự lực.
- Csak nem fedeztél fel valami kőszénbányát ott, fiam?	Trong lòng những tảng băng ẩn náu những vỉa than chăng?...
Szerencsére hoztunk magunkkal olyan készüléket is, mellyel a fókazsirt fütőanyagul használhatjuk.	Con muốn thử dùng mỡ này, vì lò của chúng ta đã được thiết kế để dùng cả loại chất đốt đó mà.
Így aztán se vitorlára, se gőzre nem volt szükségük, mégis gyorsan haladtak, no meg a jéghegyektől sem kellett félniök, az úszó-sziget megtisztította előttük a tengert.	Trong khi đó lại có một tảng băng khổng lồ y như một lục địa nổi vậy cũng bám theo trôi về hướng Nam, đoàn thám hiểm của "Aljaska" tha hồ săn hải mã.
Néhány nap alatt roppant sokat ejtettek el.	Trôi theo bãi băng về hướng Tây Nam.
A szeneskamrákat a szó szoros értelmében fenékig megtöltötték.	Đã sắp đến cái giờ phút bãi băng khổng lồ chỉ còn là một tảng băng trôi.
Volt tehát fütőanyaguk is elegendő.	Êrik không đợi chờ đến lúc ấy.
Erik nem várta be ezt a pillanatot, hanem idején gondoskodott arról, hogy Nowoja-Szemlján túl érve, nyugatnak vegyék az utat, s így szeptember 14-ikén szerencsésen kikötöttek Stockholm­ban, honnan ugyancsak az évnek februárjában indult el merész útjára az Alaska.	Lượng dự trữ nhiên liệu dồi dào đã giúp cho "Aljaska" chạy lò hơi đến phút chót và mặc dù bị ngược gió, nó vẫn nhanh chóng vượt qua khoảng cách giữa nó với các biển châu u. Ngày 5 tháng 9 "Aljaska" đã nhìn thấy Norđkap Ở Na Uy.
Így lőn vége a hét hónapig és négy napig tartó első sarkkörüli utazásnak, melyet egy huszon­egy éves ifju vezetett.	14 tháng Chín, "Aljaska" đã thả neo ở Xtôckhôm, ngay vùng nước mà ngày 10 tháng 2 đầu năm nó đã từ đó ra đi.
Egyelőre még hallgattak róla az ujságok, mert hogy nagyon hihetetlennek tűnt fel, mindazonáltal nyiltan kételkedni benne csak egyetlenegy ember mert és ez - Kajsa kisasszony volt.	Cuộc thực nghiệm địa lý kiểm tra và bổ sung hết sức nhanh chóng những kết quả thám hiểm vĩ đại của Norđenshelđ chẳng bao lâu đã có tiếng vang lừng lẫy khắp thế giới.
Látni kellett volna csak, minő kicsinylő ajkbiggyesztéssel hallgatta, mikor erről az utazásról volt a szó.	Nhưng, đúng ra là báo chí còn chưa nói gì đến những công lao của thuyền trưởng "Aljaska".
Nem is számítva azt, hogy mindjárt hazaérkezésükkor e szavakat kegyeskedett Erikhez intézni:	Cô gái đã nở nụ cười độ lượng khi nghe kể về chuyến du hành.
- Hála Istennek, valahára hát napirendre térünk a felett az unalmas tárgy felett, mert most már tény, hogy az a hirhedt irlandi meghalt.	- Thế thì cũng đáng tự nguyện dấn thân vào những nguy hiểm như vậy lắm.
Bezzeg más szavakkal, más szívvel várták Eriket Noroëban!	Tuy nhiên, hễ có dịp là cô ta lại nói bóng nói gió Êrik:
Vanda elmesélte, hogy minő aggodalomban töltötték el az életüket, hogy minden gondolatuk a messze idegenben járó hajó utasainál járt; s hogy milyen kimondhatatlanul boldogok most, mikor szemtől-szemben láthatják őket.	Thật là khác nhau một trời một vực giữa những lời lẽ khô khan lạnh nhạt của Kaisa và lá thư tràn đầy nỗi xúc động chân tình và trìu mến mà sau đó chẳng bao lâu Êrik đã nhận được từ Nôrôê gửi đến!
A fjord szőke virága, a kedves Vanda olyan drága volt az ő szivének; a Hersebom gazda egy­szerű háza eszébe juttatta gyermekkorát és megtelt a szive igaz boldogsággal, megtelt szinültig.	Bởi vì Êrik biết rất rõ rằng mặc dù chàng không có gia đình ruột thịt, nhưng đã có một gia đình khác ở một làng Na Uy nghèo nọ thương yêu trìu mến chàng và gửi gắm hết tâm trí cho chàng.
Épen oly tisztelettel beszéltek róla, mint akár a Végáról.	Chẳng nhẽ chàng không thể dành cho họ lấy được một tuần lễ ư?
Ő legjobban tudta, hogy expedicziójának tulajdonképen való czélja a maga személyes érdeke volt; s így a nyilvános ünnepeltetéshez neki semmi jogczíme nem lehet.	Tất cả các tờ báo đều đăng kín những bài vở nói về cuộc hành trình vòng quanh thế giới khác thường này.
Ez az alkalom nemsokára kinálkozott.	Êrik ngượng nghịu và kinh ngạc.
