Turgenyev	Ivan S.Turgenev.
- Igen, hallottam.	"Vâng, chị biết.
Köszönöm, hogy eljött.	Cám ơn em đến từ giả.
Már azt hittem, nem látom többet.	Chị bắt đầu tin rằng chị không nên gặp em nữa.
Tartson meg jó emlékezetében.	Đừng nghĩ xấu về chị nhé.
Gyötörtem néha; mégsem vagyok olyan, amilyennek gondol.	Có đôi khi chị đã làm em buồn, tuy thế chị không như em tưởng."
Elfordult s az ablakhoz támaszkodott.	Nàng quay đi, dựa vào cửa sổ.
- Igazán nem vagyok olyan.	"Thật vậy, chị không phải như vậy.
Tudom, hogy rossz véleménye van rólam.	Chị biết em nghĩ xấu về chị."
- Nekem?	"Em ư?"
- Nekem - ismételtem szomorúan, s a szívem megremegett egy ellenállhatatlan és kifejez­hetetlen varázs hatalmától, mint régen.	tôi nhắc lại, muộn phiền, tim tôi thắt chặt như già nua dưới sự lôi cuốn mãnh liệt không tả được của nàng.
- Nekem?	"Em ư?
Higgye el, Zinaida Alekszandrovna, bármit tett is, bárhogyan gyötört is, szeretni és bálványozni fogom, amíg csak élek.	chị Zinaida Alexandrovna, hãy tin, dù chị làm bất kỳ điều gì, dù chị làm cho em đau khổ tới đâu chăng nữa, em vẫn luôn luôn yêu quý và tôn thờ chị cho đến ngày nhắm mắt."
Gyorsan hozzám fordult, szélesre tárta két karját, átölelte a fejem, s erősen és forrón meg­csókolt.	Nàng quay phắt lại, mở rộng đôi tay, ôm đầu tôi, và hôn tôi nồng nàn tha thiết.
Isten tudja, kit keresett ez a hosszú búcsúcsók, de én mohón ittam az édességét - tudtam, hogy meg nem ismétlődik többé soha.	Chỉ có trời mới hiểu cái hôn dài vĩnh biệt ấy dành cho ai, nhưng tôi nhiệt thành nếm lấy hương vị ngọt ngào.
Kitépte magát az ölelésből, s elment.	Nàng tự rứt mình ra khỏi tay tôi, bỏ đi.
Elmentem én is. Nincs erőm leírni azt az érzést, mellyel távoztam.	Và tôi ra đi với một xúc cảm không thể diễn tả bằng lời.
Nem kívánom, hogy valaha is visszatérjen; de szerencsétlennek érezném magam, ha meg nem ismertem volna.	Tôi không muốn trải qua xúc động ấy thêm một lần nữa; nhưng tôi hiểu, thật bất hạnh nếu tôi chưa từng biết đến.
Felköltöztünk a városba.	Chúng tôi trở về thành phố.
Időbe telt, míg elszakadtam a múltamtól, s időbe telt, míg munkához fogtam.	Tôi không thể lẹ làng trút bỏ quá khứ; tôi không thể làm việc ngay.
A sebem lassan hegedt; de apám iránt tulajdonképpen semmi rosszat nem éreztem.	Vết thương lòng bắt đầu hàn gắn; nhưng tôi không cảm thấy buồn hận cha tôi.
Ellenkezőleg: még mintha nőtt volna a szememben... hadd magyarázzák a pszichológusok ezt az ellentmondást, ahogy tudják.	Trái lại, hãy để những bác sĩ tâm lý học tìm cách giải thích sự nghịch lý, trong mắt tôi, cha tôi còn hay đẹp hơn xưa.
Egyszer a körúton mentem, s kimondhatatlan örömömre összetalálkoztam Lusinnal.	Một ngày nọ, đang đi trên một đại lộ, tôi mừng khôn xiết vì bắt gặp Lushin.
Szerettem egyenes és szókimondó természetéért, aztán meg kedves volt nekem az emlékekért is, melyeket felébresztett bennem.	Tôi thích ông vì tính thẳng thắng không điệu bộ, ngoài ra ông gợi cho tôi những kỷ niệm êm đềm.
Odarohantam hozzá.	Tôi chạy ùa tới.
- Ahá!	"Aha!"
Emberhez hasonlít, s nem ölebecskéhez.	Trông cậu ra dáng một thanh niên, không giống một chú chó kiểng nữa.
Ez jól is van így.	Tốt đấy.
És mit csinál?	Nào, cậu đang làm gì?
Dolgozik-e?	đang đi làm?"
Sóhajtottam.	Tôi thở dài.
Hazudni nem akartam, de az igazat megmondani szégyelltem.	Tôi không muốn nói dối, nhưng tôi hổ thẹn không muốn nói lên sự thực.
- Nem baj, no - folytatta Lusin -, ne csüggedjen.	"Thôi, chẳng sao cả," Lushin nói, "đừng buồn.
Az a fő, hogy az ember rendes életet éljen, s a szenvedélyektől el ne ragadtassa magát.	Tốt nhất ta nên có một cuộc sống phẳng lặng, không nô lệ cho những đam mệ.
Mert mit használna ez?	Đam mê đem lại ích lợi gì?
- Eltűnt nyomtalanul; azt mondják, elment a Kaukázusba.	"Ông ấy biệt vô âm tính; nghe nói đã đi tận Caucasus.
Jó lecke magának, fiatalember.	Đó là một bài học cho cậu.
Az ilyen história abból lesz, hogy az ember nem tudja idejében rászánni magát az elszakadásra, s arra, hogy széttépje a hálót.	Tất cả chỉ vì không biết cách thoát khỏi lưới tình đúng lúc.. Có lẽ cậu đã may mắn thoát khỏi một cách an toàn.
De maga, úgy látom, szerencsésen kiugrott.	Nhớ đừng để sập bẫy lần nữa nhé.
Vigyázzon, ne kerüljön bele újra.	Thôi chào cậu, tôi đi đây.."
21	Chương 21
Elektrik volt a neve.	Tên nó là Electric.
Apámon kívül senkit sem tűrt a hátán.	Không ai có thể cởi Electric, ngoại trừ cha tôi.
Egyszer apám jó hangulatban lépett be hozzám, rég nem láttam ilyen kedvében: készült kilovagolni, s már a sarkantyút is felkötötte.	Một hôm, cha tôi đến gặp tôi, ông đang vui, một tâm trạng đã lâu lắm rồi tôi không thấy nơi ông, cha tôi đã sẳn sàng, đinh thúc ngựa đã mang.
Kérlelni kezdtem, hogy vigyen magával.	Tôi van cha tôi cho tôi được đi theo.
- Inkább játszódj bakugrást - felelte apám -, a te hátaslovadon úgysem tudsz lépést tartani velem.	"Chẳng thà chúng ta chơi nhảy cừu còn hay hơn," cha tôi trả lời.
- Tudok; én is sarkantyút kötök.	"Con không thể đuổi kịp cha với con ngựa lùn của con."
- Jól van, nem bánom.	"Thôi được, theo cha vậy."
Elindultunk.	Chúng tôi khởi hành.
Lovasban nem láttam párját apámnak; olyan szépen, hanyag fölénnyel ült a nyeregben, hogy úgy tetszett: a ló maga is megérzi ezt és büszkélkedett lovasával.	Tôi chưa từng thấy ai cởi ngựa đẹp như cha tôi; dáng dấp phong nhã, và dường như ngựa của ông cũng hiểu được điều ấy và hảnh diện vì chủ mình.
Végiglovagoltunk az egész körúton, elérkeztünk a Leánymezőre, átugrottunk néhány kerítésen (eleinte féltem az ugrástól, de apám megvetette a gyávákat - s legyőztem a félelmet), átmentünk kétszer a Moszkva folyón s már azt hittem, hogy visszafordulunk, annál is inkább, mert apám maga jegyezte meg, hogy kimerült a lovam, amikor hirtelen a Krimi átkelő felé kanyarodott, s vágtatni kezdett a folyó mentén.	Chúng tôi đi qua các đại lộ, đến "Maidens' Field", nhảy qua nhiều hàng rào (ban đầu tôi cũng rất ngại, nhưng cha tôi vốn khinh bỉ những kẻ hèn nhát, nên chẳng mấy chốc tôi không còn sợ hãi nữa), hai lần băng ngang sông Moskva, và khi tôi có cảm tưởng chúng tôi sắp sửa quay về, đặc biệt khi cha tôi bỗng dưng nhận xét là ngựa của tôi đã thấm mệt, cha tôi đột ngột tách ra ở khúc sông cạn Crimean, và phi nước đại dọc theo bờ sông.
- Én utánaeredtem.	Tôi thúc ngựa theo sau.
Elkezdtem fel és alá járni a part mentén, magam után vezetve a lovakat, s szidtam Elektriket, mert a fejét járás közben állandóan rángatta, rázkódott, fútt, nyerített; amikor pedig meg­álltam, felváltva kapálta patájával a földet, nyihogva beleharapott hátaslovam nyakába, szóval úgy viselkedett, mint egy elkényeztetett pur sang9.	Tôi bắt đầu đi tới lui dọc theo bờ sông, tay dắt ngựa và la rầy Electric; khi tôi dẫn, cô nàng liên tục trì kéo, ngúng nguẫy, khụt khịt, hí vang rân; khi tôi đứng lại, cô nàng không quên dậm chân hậm hực, và rền rĩ, ngoặm cổ chú ngựa lùn của tôi; thực tình mà nói, cô nàng cư xử y hệt một con ngựa thuần chủng hư hỏng vì được cưng chìu.
Apám nem jött vissza.	Cha tôi vẫn chưa trở lại.
A folyó felől kellemetlen nyirkosság áramlott, finom szemű csendes eső indult s apró, sötét foltokkal szórta tele a nagyon unalmassá vált, buta, szürke gerendákat, amelyek körül kószáltam.	Một màng sương ẩm ướt khó chịu bốc lên từ trên sông; mưa bắt đầu lất phất rơi, tạo nên những đốm đẹn li ti trên đống gỗ xám đáng ghét mà tôi cứ đi qua đi lại.
Elfogott az unalom, s apám még mindig nem jött.	Tôi buồn chán lắm nhưng cha tôi vẫn chưa quay về.
Egy finn eredetű rendőrőrszem, aki szintén egészen szürke volt, fazékszerű hatalmas, régi csákójával a fején, alabárddal (vajon miért tartózkodik egy rendőrőrszem a Moszkva folyó partján?)	Một người, chắc là lính canh, gốc Phần Lan, xám xịt từ đầu đến chân như mấy xúc gỗ, một cái nón shako kiểu xưa giống như cái nồi úp trên đầu, và kích trên tay ( bạn thử nghĩ xem, ở đâu chui ra một người lính canh bên bờ sông Moskva!).
Adja ide a kantárt, tartom egy darabig.	Tôi giữ dây cương dùm nhé?"
Nem feleltem neki.	Tôi không trả lời.
Dohányt kért.	Ông ta hỏi xin thuốc lá.
Hogy megszabaduljak tőle (aztán meg a türelmetlenség is gyötört), pár lépést tettem abba az irányba, amerre apám ment; aztán végigmentem a siká­toron, befordultam a sarkon s megálltam.	Không muốn thấy ông nữa, (tôi lại đang mất kiên nhẫn) tôi bước vài bước về hướng lúc nãy cha tôi đã đi, lần theo con đường nhỏ tới một ngõ cụt, rẽ góc, và chết lặng.
Az utcán, tőlem negyven lépésnyire egy kis faház nyitott ablaka előtt, háttal felém, ott állt apám; mellével az ablakpárkánynak dőlt, a házban pedig, félig függönnyel eltakarva, sötét ruhába öltözött nő ült, s apámmal beszélgetett: ez a nő Zinaida volt.	Trên đường, cách tôi chừng bốn muơi bước, lưng quay về phía tôi, trước cửa sổ một ngôi nhà gỗ nhỏ, cha tôi đứng dựa vào bệ cửa sổ; phía bên trong, khuất dưới tấm màn, một người đàn bà trang phục màu sẫm đang trò chuyện với cha tôi, người đàn bà ấy là Zinaida.
Megdermedtem.	Tôi đông cứng người.
Erre, bevallom, semmiképpen sem számítottam.	Phải thú nhận, tôi không bao giờ nghĩ tới tình huống ấy.
Először el akartam futni onnan.	Phản ứng đầu tiên của tôi là muốn chạy trốn.
"Apám hátranéz - gondoltam magamban -, s én elvesztem", de egy különös érzés, mely erősebb volt a kíváncsiságnál, sőt a féltékenységnél is, erősebb a félelemnél - vissza­tartott.	"Cha sẽ ngoái nhìn" tôi nghĩ, " tôi sẽ chết mất..." nhưng một cảm xúc lạ thường -- mạnh hơn sự tò mò, mạnh hơn lòng ghen tuông, mạnh hơn cả lòng sợ hải -- đã giữ chân tôi.
Nézni kezdtem, s feszülten figyelve hallgatóztam.	Tôi nhìn, tôi vảnh tai nghe.
Mintha apám nagyon erősködött volna.	Dướng như cha tôi đang quyết liệt nói một điều gì đó.
Zinaida hangjában vonakodás volt.	Zinaida không vâng lời.
Még most is látom az arcát - bánatos, komoly szép arc volt, odaadás, bú, szerelem és kétségbeesés tükröződött rajta - más szót nem találok a kifejezésére.	Dường như tôi thấy gương mặt nàng -- buồn thương, nghiêm trang, đáng yêu, và với một dấu ấn, không thể diễn tả nỗi, của sự hiến dâng, đau đớn, tình yêu và một điều gì đó như là tuyệt vọng -- tôi không thể tìm được lời mô tả.
Egy-egy kurta szóval felelgetett, nem emelte fel a szemét, csak el-elmosolyodott - alázatosan, de makacsul.	Nàng nói từng tiếng một, không ngước mắt lên, chỉ mĩm cười - tuân phục, nhưng không khoan nhượng.
Egyik ilyen mosolyáról megismertem az én régi Zinaidámat.	Chỉ bằng vào nụ cười mĩm ấy, tôi có thể nhận ngay ra chị Zinaida ngày xưa.
Apám vállat vont, s megigazította fején a kalapot - ami mindig a türelmetlenség jele volt nála... Aztán ilyen szavakat hallottam: "vous devez vous séparer de cette..."10 Zinaida kiegyene­sedett és kinyújtotta a karját.	Cha tôi nhún vai, và đưa tay sửa lại vành nón, luôn luôn là dấu hiệu cho thấy ông đã mất kiên nhẫn. Rồi tôi nghe: "Vous devez vous séparer de cette..." Zinaida ngồi thẳng lên, và đưa cánh tay ra... Thình lình, ngay trước mắt tôi, một chuyện không thể xảy ra đã xảy ra.
Egyszerre számomra hihetetlen dolog történt a szemem láttára: apám hirtelen felemelte a korbácsot, mellyel kabátja szárnyáról a port veregette le - s éles csapást hallottam, mely a könyökig mezítelen kart érte.	Cha tôi đột ngột nhấc ngọn roi, thường dùng để phủi bụi trên áo, và tôi nghe tiếng gió vút của roi quất trên cánh tay, trần tới khủy.
Kishíján felkiáltottam. Zinaida meg­remegett, szótlanul nézett apámra, lassan ajkához emelte karját, s megcsókolta a rajta piro­sodni kezdő sebcsíkot.	Tôi cố hết sức để không thét lên; trong khi Zinaida chỉ rùng mình, lẳng lặng nhìn cha tôi, chậm rãi đưa cánh tay lên môi, hôn vào vết hằn đỏ.
Apám eldobta a korbácsot, gyorsan felszaladt a kis lépcsőfokon, s berohant a házba... Zinaida hátrafordult - s kezét kinyújtva és fejét meghajtva, ő is elment az ablaktól...	Cha tôi quẳng roi, phóng trên các bực thềm, xông vào nhà... Zinaida xoay người, đôi tay vẫn dang rộng, đầu cúi thấp, cũng biến mất khỏi khung cửa sổ.
A rémülettől aléltan, riadt tanácstalansággal lelkemben visszarohantam, végigfutottam a sikátoron, s Elektriket majdnem elfelejtve visszatértem a folyópartra.	Tim tôi chùng xuống hoảng loạn, gần như kinh hoàng tôi chạy ngược lại con đường nhỏ, hầu như thả lỏng tay cương Electric, trở về bờ sông.
Az egészből semmit sem tudtam megérteni.	Tôi không thể suy nghĩ minh bạch.
Tudtam, hogy hideg és fegyelmezett apámnak voltak néha dührohamai - mégsem tudtam megérteni azt, amit láttam... de azt is éreztem, hogy azt a mozdulatot, Zinaida tekintetét és mosolyát soha életemben el nem feledhetem, s hogy az arca, ez a váratlanul elém került új arc örökre bevésődött emlékezetembe.	Tôi biết người cha lạnh lùng, giỏi tự kiềm chế của tôi đôi khi lên cơn giận dữ; tuy thế, tôi không hiểu nổi những gì tôi vừa chứng kiến... Nhưng trong lúc ấy, tôi cảm thấy dù cho có sống thêm bao nhiêu năm nữa, tôi cũng không bao giờ quên được dáng điệu, cái liếc mắt và nụ cười ấy của Zinaida; hình ảnh vừa bất ngờ bắt gặp đã vĩnh viễn hằn sâu vào tâm khảm tôi.
