ELSŐ RÉSZ	PHẦN THỨ NHẤT
A fennsíkról, ahol Michelle Fléchard állott, be lehetett látni az épület belsejébe is, amikor a tűz szeszélye megengedte.	Từ mép cao nguyên qua lửa và khói quyện vào nhau người ta có thể nhìn thấp thoáng vào bên trong.
Mi lehet ez a homályos kis csoport?	Chị dán mắt vào cái đó.
Egyes pillanatokban az ötlött az eszébe, élőlények.	Đám bóng đen lộn xộn ấy là gì vậy?
A láng egy szempillantás alatt elérte a második emeletet.	Có thể nói rằng ngọn lửa vừa mới phát hiện ra cái cành khô đó.
Az anya fölismerte gyerekeit.	Người mẹ nhận ra các con mình.
Szörnyű kiáltás szakadt ki belőle.	Chị thét lên một tiếng hãi hùng.
A kimondhatatlan aggodalomnak erre a sikolyára csak anyák képesek.	Chỉ có các bà mẹ mới có tiếng thét kinh hoàng khó tả đó.
Nincs ennél vadabb, és nincs ennél megrázóbb.	Không còn gì ghê sợ và xúc động hơn.
Michelle Fléchard-nak ez a kiáltása üvöltés volt.	Tiếng kêu của chị Fléchard là một tiếng rú.
Homérosz azt mondja: Hekuba vonított.	Như là Homère viết: Hecube rú lên .
Ez volt az a kiáltás, amelyet Lantenac márki hallott.	Chính lão hầu tước De Lantenac vừa nghe tiếng rú đó.
Láttuk, hogy megállott.	Lão đã dừng chân lại.
A márki éppen a kijáró és a szakadék közt állott, ahová Halmalo vezette.	Lão đang đứng ở quãng giữa lối ra của con đường hầm mà Halmalo đã chỉ cho lão và cái khe.
A fölé boruló bozóton át látta a tüzet, amely a hídon föllobbant, a vörös fénybe borított La Tourgue-ot, és ahogy két ágat szétválasztott a feje fölött, látta, hogy a szakadék túlsó szélén, az égő kastéllyal szemben, a tűzvész fényében, egy földúlt és kétségbeesett emberalak, egy asszony hajlik a szakadék fölé.	Qua những bụi rậm trên đầu lão, lão thấy cái cầu bốc cháy, tháp Tourgue phản chiếu ánh sáng đỏ rực, và qua một kẽ giữa hai cành cây lão nhìn thấy phía trên đầu lão, ở mé bên kia, dưới chân cao nguyên, đối diện với lâu đài đang rực cháy, và trong ánh lửa sáng lóe một bộ mặt rã rời và thảm thương, một người đàn bà đang nhoài xuống khe sâu.
Ez a lény már nem Michelle Fléchard volt, hanem maga Gorgó.	Bộ mặt đó không còn là của Michelle Fléchard nữa mà là của Gorgone .
A szerencsétlenek a leg­szörnyűségesebbek.	Những kẻ cùng cực là những kẻ đáng sợ.
Ez az öntudatlan, közönséges és műveletlen falusi nő hirtelen olyan nagyra nőtt, mint a kétségbeesés hőskölteménye.	Người đàn bà thôn quê, tầm thường, dốt nát, vô ý thức ấy bỗng nhiên có tầm vóc hùng tráng của cơn tuyệt vọng.
Ez az anya maga az anyaság volt.	Lão hầu tước lắng tai nghe.
Az én gyerekeim!	Các con tôi đó!
Tűz van!	Cháy!
Tűz van!	Cháy!
Tűz van!	Cháy!
Ki látott ilyet!	Lạ chưa kìa!
Georgette!	Georgette!
Gyerekeim!	Gros-Alain!
Gros-Alain, René-Jean!	René-Jean!
Kik zárták oda a gyerekeimet?	Ai bỏ con tôi vào đó?
Segítség!	Cứu chúng nó!
Pedig a La Tourgue-ban és a fennsíkon minden ember talpon volt.	Lúc ấy trong tháp và trên cao nguyên đang nhốn nháo.
Az ostromlók az imént még a tűzfegyverekkel viaskodtak, most magával a tűzzel kerültek szembe.	Quân bao vây sau khi bận rộn với súng đạn, lại phải đối phó với đám cháy.
Gauvain, Cimourdain, Guéchamp parancsokat osztogatott.	Gauvain, Cimourdain, Guéchamp liên tiếp ra lệnh.
De mit lehetett tenni?	Làm gì bây giờ?
A szakadék mélyén folydogáló patakban alig volt néhány vödör víz.	Trong con suối dưới khe không đủ múc vài gầu nước.
Nőttön-nőtt az aggodalom.	Nỗi lo âu càng tăng lên.
Amit láttak, szörnyűséges volt.	Cảnh trước mặt thật là kinh khủng.
A láng táncolt; gyászos dolog a lángok öröme.	Ngọn lửa nhảy múa, vui đùa một cách ghê rợn.
Hiába kiabálok?	Tôi kêu cháy mà!
Süket itt mindenki, hogy senki se jön segíteni?	Điếc cả hay sao mà không ai tới thế này!
Benn­égnek a gyerekeim?	Người ta thiêu con tôi!
Jöjjetek, emberek, akik itt vagytok!	Tới đi, những ông đứng kia kìa.
Lejártam a két lábamat, és most itt találom őket.	Đã bao ngày tôi đi tìm, bây giờ tôi gặp con tôi như thế này.
Drága angyalkáim!	Cứu chúng nó với!
Kinek ártottak ezek az ártatlanok?	Chúng nó là những thiên thần!
Hát nem halljátok?	Cứu con tôi với!
Egy kutyát is megszánnának!	Các ông không nghe tôi kêu ư?
René-Jean, Gros-Alain!	René-Jean! Gros-Alain!
Láthatjátok, én vagyok az anyjuk!	Các ông thấy rõ chính tôi là mẹ chúng.
Éjjel, nappal vonszoltam magamat.	Tôi đã đi bao ngày đêm rồi.
Ma reggel is felőlük érdeklődtem egy asszonytól.	Cả sáng nay, tôi còn nói chuyện với một người đàn bà.
Tűz van!	Cháy!
Hát nincs szíve itt senkinek?	Các người là bọn quỷ chăng!
Látom a mezítelen lábacskáikat.	Tôi trông rõ chân chúng trần trụi kia!
Istenem, mennyit jártam utánatok.	Tôi đi mất bao nhiêu ngày rồi!
Gyermekeim, akiket tejemmel tápláltam!	Tôi đã nuôi nấng chúng bằng sữa của tôi!
Jaj, milyen boldogtalan voltam, hogy nem találtam meg őket!	Tôi khổ sở bao nhiêu, cứ tưởng là không được thấy chúng!
Irgalmazzatok, adjátok vissza a gyermekeimet!	Tôi cần con tôi, phải trả con cho tôi!
Véresre jártam a két lábamat értük!	Xem đôi chân tôi đầy máu đây này!
Jaj, a bitangok!	Đồ kẻ cướp!
Azért ragadták el, hogy megöljék őket!	Họ cướp con tôi để đem đi giết!
Nem tudom, mi lesz belőlem!	Tôi đến điên mất!
Nem akarom, hogy elpusztuljanak!	Tôi không muốn các con tôi chết!
Míg Michelle Fléchard így rimánkodott és szitkozódott, a szakadékból és a fennsík minden részéből így kiáltoztak az emberek:	Trong lúc người mẹ cất lên tiếng van lơn đáng sợ, thì trên cao nguyên và dưới khe tiếng người vang lên.
- Nincs létránk.	— Không có thang!
- Nem lehet.	— Cháy!
- Segítség, tűz van!	Này giết tôi đi!
Siessetek!	Các con ơi!
Gyerekeim, gyerekeim!	Ngọn lửa ghê tởm kia!
Hozzátok ki onnan, vagy engem is dobjatok a tűzbe!	Có ai dập tắt nó đi, không thì nốt tôi vào đó!
Amikor a panaszkodás egy-egy pillanatra elcsitult, a tűz nyugodt ropogása hallatszott.	Trong khoảng cách những tiếng kêu la ấy, đám cháy lặng lẽ nổ tí tách.
A márki a zsebébe nyúlt, és megtapogatta a vasajtó kulcsát.	Lão hầu tước lần túi và sờ thấy chiếc chìa khóa tấm cửa sắt.
Lehajolt, visszabújt a folyosóba, melyen át menekült, és megindult visszafelé.	Thế rồi, lão lại lom khom chui qua vòm cây để trở lại con đường lão vừa đi ra.
II	II
Cimourdain, Guéchamp és Radoub leereszkedett a szakadék mélyére. Gauvain pedig fölment La Tourgue második emeletére, ahol a forgó kő mellett nyílt a titkos kijáró és a könyvtár vas­ajtaja.	Cimourdain, Guéchamp và Radoub đều đã xuống dưới khe; Gauvain đã đi lên tầng lầu thứ hai nơi có cánh cửa đá xoay, lối thoát bí mật, và có cánh cửa sắt của thư viện.
Gauvain húsz műszaki katonát hozott magával.	Gauvain đã dẫn theo hai chục công binh.
Előbb fejszecsapásokkal próbálkoztak.	Họ bắt đầu bổ những nhát rìu.
Erre vasrudakat vettek elő, megpróbálták az ajtó alá feszíteni.	Họ lấy mấy thanh sắt thử bẩy tấm cửa lên.
A vasrudak kettétörtek.	Mấy thanh sắt gãy hết.
- Mintha gyufaszállal nyitogatnánk - mondta az árkász.	— Giòn như que diêm - Anh công binh nói.
Gauvain eltűnődve mormolta:	Gauvain cau mặt, lẩm bẩm:
- Még annak se hiszek - felelte az árkász.	— Cũng chưa chắc - Anh công binh nói.
Némán, meg­döbben­ten, fogcsikorgatva nézték ezt a megingathatatlan, szörnyű ajtót.	Im lặng, thất bại, ngán ngẩm, họ ngắm nhìn tấm cửa sắt ghê rợn, không tài nào lay chuyển được.
Alatta, a résen, vörös zsarátnok fénye hatolt keresztül.	Ánh lửa đỏ rực từ bên trong hắt ra qua kẽ hở dưới chân cửa.
Az ajtó mögött a tűz továbbharapózott.	Đằng sau cửa đám cháy to dần.
Már talán csak néhány perc, és mindennek vége.	Có lẽ chỉ vài phút nữa là tất cả sẽ sụp đổ.
Mit lehet tenni?	Làm gì bây giờ?
Már reménykedni sem volt érdemes.	Không còn mảy may hy vọng nào nữa.
Gauvain a forgó kő, a nyitott rejtekajtó felé fordulva szitkozódott:	Gauvain mắt dán vào cái cửa đá xoay ở tường và con đường bọn giặc trốn thoát ra, tức giận kêu lên:
- Lantenac márki erre szökött meg!	— Đúng là lão hầu tước De Lantenac đã đi ra lối này!
- De most visszajött - felelte egy hang.	— Và lão đã trở lại - Một giọng nói cất lên.
Az aggastyán fehér feje feltűnt a titkos lejáró kőkeretében.	Rồi một cái đầu bạc hiện lên trong khung cửa đá, cửa lối đi bí mật.
Gauvain hosszú évek óta nem látta ilyen közelről.	Đã bao nhiêu năm rồi Gauvain không giáp mặt lão gần sát như lúc này.
Visszahőkölt.	Gauvain lùi lại.
A többiek, akik körülötte álltak, megdermedtek erre a látomásra.	Mọi người có mặt ở đó đứng ngây cả ra.
Emelt fővel, határozott lépésekkel ment előre.	Lão đi vào, bước vững chắc, đầu ngẩng cao.
Az ajtó és az ember között valóságos szakadék nyílt meg.	Lão không quay đầu lại, vẫn tiếp tục bước đi.
A márki meg se fordult, hanem sietett tovább.	Lão biến mất trong làn khói.
Eltűnt a füstgomolyagban.	Không ai trông thấy gì nữa.
Gauvain és társai semmi mást nem láttak.	Lão có đi xa được hơn không?
Füst és lángfal vett körül mindent.	Không ai có thể biết được.
A márki valahol túl volt ezen a falon, élve vagy holtan.	Lão hầu tước ở bên kia bức thành chết hoặc sống.
III	III
Közben a gyerekek lassan kinyitották a szemüket.	Vừa lúc đó bọn trẻ đã mở choàng mắt.
A lángtenger, mely még nem árasztotta el a könyvtárat, rózsaszínű sugarat vetett a mennye­zetre.	Đám cháy chưa lan vào trong thư viện, mới hắt ánh sáng hồng lên trần nhà.
Georgette is nézegette.	Chúng nhìn, Georgette ngắm nghía.
- Szép! - mondta Georgette.	— Đẹp quá - Georgette kêu lên.
- Ó - kiáltotta az anyjuk -, felébredtek!	— A! - Người mẹ kêu lên - Chúng thức dậy rồi kia!
René-Jean felállt, akkor Gros-Alain is fölállt, akkor Georgette is fölállt.	René-Jean đứng dậy, rồi Gros-Alain và Georgette vùng đứng dậy.
René-Jean nyújtózkodott, elindult az ablak felé, és azt mondta:	René-Jean vươn vai, đi tới bên cửa sổ và nói:
- Melegem van.	— Nóng quá.
- Mejeg van - ismételte Georgette.	— Óng - Georgette lặp lại.
Georgette!	René, Alain, Georgette!
Ami az embereket rémületbe ejti, a gyerekeket kíváncsivá teszi.	Chỗ nào người lớn hốt hoảng thì trẻ con lại tò mò.
Gyakran tudatlanság a bátorság titka.	Ai dễ ngạc nhiên thì không hay sợ.
- René, Alain, Georgette!	Alain! Georgette!
- Mama!	— Mẹ!
- Mama!	- Gros-Alain gọi.
- Mami!	- Georgette gọi.
Kis karját feléje nyújtotta.	Thế là người mẹ lại gào lên:
Az anya üvöltött:	— Các con ơi!
- Gyermekeim!	- René-Jean nói.
Anyját kereste tekintetével.	Nó đưa mắt tìm mẹ nó.
- Mama, gyeje - mondta utána Georgette.	— Mẹ, đây - Georgette lặp lại.
Ott állt Cimourdain és Guéchamp, éppolyan tehetetlenül, mint Gauvain odafönn.	Cimourdain đứng dưới hào với Guéchamp, cũng bất lực như Gauvain đứng ở trên lầu.
A katonák dühöng­tek és szitkozódtak, hogy nem csinálhatnak semmit, ott nyüzsögtek körülöttük.	Binh lính nhộn nhạo xung quanh, đều tuyệt vọng vì thấy không làm được gì.
Minden szem a híd árkádjain vagy az égő épü­leten csüggött, mindenki az oszlopok, az emeletek magasságát, a megközelíthetetlen ablakok távolságát méregette, és azt hajtogatta, hogy itt gyorsan kell cselekedni.	Nóng không thể chịu được nhưng chẳng ai để ý. Họ quan sát chiếc cầu chiều cao của các nhịp cầu, chiều cao của các tầng lầu, chiều cao cửa sổ không thể với tới được.
Radoub - vállsebe vérzett, a füle cafatban lógott, szinte vérben és verejtékben úszva ért oda.	Viên đội Radoub bị thương, một nhát kiếm chém vào vai, một tai cụt, máu và mồ hôi lênh láng, chạy tới; Anh ta nhìn thấy chị Fléchard.
- Talán föltámadt azóta?	- Người mẹ nói.
- Gyerekeim - hajtogatta az asszony.	— Đúng rồi - Radoub trả lời - Thôi, không có thì giờ nói chuyện với ma nữa.
- Igaza van, most nincs időnk, hogy kísértetekkel törődjünk - Radoub nekiindult, hogy fölkapaszkodjék a híd egyik oszlopán.	Rồi, anh cố leo lên cầu, nhưng vô ích, anh bấu móng tay vào đá, nhưng các lớp đá xây rất nhẵn, không có chỗ nứt nẻ, không có chỗ lồi ra, bức thành cũng đã được trét lại như mới, và Radoub lăn xuống.
De hiába erőlködött, hiába feszegette körmét a kőbe, néhány pillanatnyi kísérletezés után föl kellett adnia a harcot.	Đám cháy vẫn tiếp tục, ghê rợn; qua khung cửa sổ đỏ rực, người ta nhìn rõ ba cái đầu tóc vàng hoe.
A fal olyan tökéletes volt, mintha új lett volna.	Còn người mẹ thì quỳ xuống ôm trụ cầu, kêu lên:
Radoub visszaesett.	— Lạy Chúa!
A három gyerek szőke feje már vörösen parázsló ablakfák keretében jelent meg.	Những tiếng nổ răng rắc âm ỉ xen lẫn tiếng than hồng tí tách.
Hát lehet ilyesmit csinálni?	Tường nhà sắp sập.
Most már világos volt, hogy a gerendák össze fognak roppanni.	Chỉ giây lát nữa tất cả sẽ sụp đổ.
Ezen már emberi erő nem segíthet.	Người ta chỉ còn chờ đợi tai họa.
Mama!" Az iszonyat tetőpontra hágott.	Sự hãi hùng đã đến cực độ.
Ekkor hirtelen megnyílt egy ablak a gyerekeké mellett, és a vörös lángok hátterébe egy magas emberalak körvonalai rajzolódtak.	Đột nhiên, giữa cảnh lửa cháy đỏ rực, một người cao lớn hiện ta ở khung cửa sổ bên cạnh cửa sổ có bọn trẻ đứng.
Mindenki feléje fordította a fejét; minden szem reá szegeződött.	Mọi người ngẩng lên, mọi con mắt nhìn chăm chắm.
