ANTOINE DE SAINT-EXUPÉRY	Antoine de Saint-Exupéry
Egy rossz előmenetelű reáliskolai tanuló többet tud a természet törvényeiről, mint amennyit Descartes vagy Pascal tudott.	Một cậu học sinh hạng bét tại trường chuyên nghiệp cũng biết về thiên nhiên và những định luật của thiên nhiên nhiều hơn Descartes và Pascal.
Mindnyájunkban él, többé vagy kevésbé zavarosan, a megszületés vágya.	Tất cả mọi người cùng âm thầm cảm thấy nhu cầu được nảy nở.
De vannak csalékony megoldások.	Nhưng có những giải pháp đánh lừa.
Bizonyos: az embereket azzal is lehet lelkesíteni, ha egyenruhába öltöztetik őket.	Cho con người vận binh phục nhất tề vào thân, chắc là có thể làm cho y hăm hở nao nức.
Rátalálnak arra, amit keresnek: az egyetemesség ízére.	Y sẽ tìm ra cái điều y kiếm, là cái hương vị hòa đồng đại thể.
Le lehet ásni a régi fabálványokat, és föl lehet támasztani a régi jó-rosszul bevált mítoszokat, föl lehet támasztani a pángermanizmus vagy a római birodalom misztikáját.	Người ta có thể làm ngất ngây dân Đức bằng cái men ngây ngất được là người Đức phiêu bồng, và là đồng bào của Beethoven –Tố-Như-Tử, và đồng quận của Nietzsche – Liệp-Hộ-Hồng-Sơn.
Mámorossá lehet tenni a németeket azzal, hogy németek, és Beethoven honfitársai.	Và quả thật điều đó dễ làm hơn là gây dựng nên một Beethoven ở trong con người coi kho rượu.
Kétségkívül könnyebb, mint Beethovent teremteni egy raktárnokból.	Nhưng những ngẫu tượng kia là những tà ma khát máu.
Az ilyen bálványok azonban húsevő bálványok.	Những ma cà rồng vốn thuộc loài ăn thịt.
És talán szép dolog meghalni egy határ kiterjesztéséért, a mai háború azonban éppen azt rombolja le, amiről azt állítja, hogy ápolni akarja.	Chết để bành trướng đất đai, mở rộng bờ cõi, có lẽ cũng là việc đẹp lắm, nhưng chiến tranh ngày nay lại tàn phá mất những gì nó tưởng đang bồi dưỡng.
Mindegyik fél meghúzódik a betonfal védelmében, jobb híján mindegyik bombavető rajokat küld ki éjszakáról éjszakára, és ezek a rajok bombákat dobnak a másikra, levegőbe röpítik az életközpontjaikat, megbénítják a termelést és a kereskedelmet.	Mỗi bên nấp sau một bức tường xi măng, mỗi bên, không làm gì hơn được, thì chỉ còn biết đêm đêm đưa các phi đội len vào trong nội địa của địch mà dội bom ở giữa ruột rà địch, cho tan hoang tim phổi địch, tại trung tâm sinh hoạt của địch, làm tê cóng sản xuất và thương mại của địch.
Az győz, aki utoljára fordul föl.	Bên nào tan nát sau, thì bên đó thắng.
S az ellenfelek egyszerre fordulnak föl.	Và đôi bên tha hồ mà mục nát song song.
De nincs szükségünk háborúra, hogy megtaláljuk az összesimuló vállak melegét egy ugyanegy cél felé való menetelésben.	Nhưng chúng tôi không cần chiến tranh mới tìm thấy hơi ấm của những chen vai thích cánh trong cuộc chạy đua về chung một đích.
A gyűlölet semmivel nem emeli a menetelés lelkesedését.	Lòng căm thù không thêm gì vào niềm hưng phấn trong cuộc.
Miért gyűlöljük egymást?	Tại sao căm hờn nhau?
S ha szükséges is, hogy a civilizációk szembekerüljenek egymással, hogy előmozdítsák ezzel új szintézisek alakulását: borzalmas, hogy kölcsönösen fölfalják egymást.	Những nền minh chọi nhau, nếu đã làm thuận lợi thiếp thiết cho những tổng hợp mới, thì đó là điều rất tốt, nhưng nếu để điển diệt nhau thì thật là tàn khốc.
A sebész az egyetemesség nyelvét beszéli.	Nhà giải phẫu nói một ngôn ngữ chung.
Éppúgy, mint a fizikus, amikor fölállítja már szinte isteni egyenleteit, s egyszerre ragadja meg általuk az atomot és a csillagködöket.	Cũng vậy, nhà lý học khi ông nghiền ngẫm những phương trình huyền diệu nhờ đó ông lĩnh hội được cùng một lúc cả nguyên tử và cả giải tinh vân.
És éppúgy, mint a legegyszerűbb pásztor.	Cho đến anh mục tử đơn sơ, cũng vậy nữa.
És minden őrszem az egész birodalomért felelős.	Anh tưởng rằng kẻ mục tử kia không mong giác ngộ?
Azt hiszitek, ez a pásztor nem vágyik arra, hogy öntudatra jusson, A madridi fronton meglátogattam egyszer egy iskolát; ötszáz méterre a lövészároktól, alacsony kőfal mögött állt, egy dombon.	Tại chiến tuyến Madrid, tôi từng có viếng một nhà trường dựng lên cách các chiến hào năm trăm thước, phía sau một bờ tường đá nhỏ, trên một ngọn đồi.
Elhelyezkedtek a tizedes körül, hallgatták, a földön kuporogtak, tenyerükbe temették állukat.	Họ ngồi xếp bằng xung quanh thầy cai, chống cằm trên tay, chăm chú lắng nghe thầy giảng.
Homlokukat ráncolták, összeszorították fogukat, nem sokat értettek a leckéből; de azt mondták nekik: "Olyanok vagytok, mint a barmok, alig kecmeregtetek ki odvatokból, csatlakoznotok kell az emberiséghez" - és ők siettek, otromba lépteikkel, hogy csatlakozzanak hozzá.	Họ nhíu mày, cắn chặt hàm răng lại, họ không hiểu gì mấy tí, nhưng người ta đã bảo họ: "Các ông là những kẻ man rợ như lồi hang, chưa thoát hẳn cuộc sống toi đâm ăn lông ở lỗ, phải gắng tiến cho kịp nhân loại chớ!" và họ vội vã lịch kịch kéo bước tiến lên cho kịp.
Csak akkor leszünk boldogok, ha mindnyájan, a legkisebb is közülünk, ráeszmélünk szerepünkre.	Lúc ta ý thức được vai trò của ta, dù vai trò mờ nhạt mấy đi nữa, thì khi đó ta mới thấy hạnh phúc.
Másodszor szakadt el a köldökzsinór.	Lần thứ nhì, cuống rốn đứt ngang.
Másodszor bomlott föl a csomó, amely az egyik nemzedéket a másikhoz köti.	Lần thứ nhì, một cái gút sổ tung: cái gút nối kết thế hệ trước với thế hệ sau.
A három fiú egyszerre ráeszmélt, hogy egyedül van, és mindent meg kell tanulnia: nincs többé az a családi asztal, ahol ünnepnapokra összegyűlhetnek, nincs többé az a pólus, amelyben mindnyájan egymásra találtak.	Ba đứa con thấy mình lẻ loi, còn phải học hỏi một trăm điều, thiếu mất một bàn ăn để quây quần ngày giỗ, thiếu mất một từ - cực quy tụ tình thương.
A maguk rendjén ezek a fiúk is a szál élére kerülnek, csomóponttá válnak és pátriárkává, mindaddig, amíg egy napon át nem adják a kormányzást azoknak a kis kölyköknek, akik az udvarban játszadoztak.	Những người con ấy, tới lượt họ, họ cũng làm kẻ đầu đàn, tâm điểm cho sự tập trung đoàn kết, họ thành tộc trưởng, cho tới giờ họ sẽ trao quyền điều khiển lại cho lứa đầu thơ dại hiện đang chơi đùa ngoài sân.
Ez a maszk arra szolgált, hogy megmintázza az ő arcukat.	Khuôn mặt bà mẹ đã nắn đúc khuôn mặt con.
Ez a test arra szolgált, hogy kiformálja testüket, e szép emberpéldányokat.	Tấm thân bà mẹ đã đúc thân thể những người con tráng kiện.
S most itt feküdt szétzúzva, mint egy kőzet, melyből kibányászták az érc gyümölcsét.	Và bây giờ, bà nằm yên tan nát, nhưng giống hệt một trái khô đã trao hạt cho đời.
Ez a harangszó ugyanazzal a zengéssel ünnepelte a temetéseket és a keresztelőket, s most újra azt jelentette: egy nemzedék átadja helyét az utána következőnek.	Tiếng chuông tiễn đưa người chết, tiếng chuông đón tiếp lễ rửa tội người còn, cũng vang một giọng, và tối nay lại vang lên báo hiệu giờ nối tiếp của hai thế hệ giao nhau.
S az embereket nagy békesség fogta el, amint meghallották a föld és a szegény öregasszony nászának harangszavát.	Và người ta cảm thấy một niềm thanh thản bàng bạc khi nghe tiếng chuông mừng một bà lão đi về trong lòng đất yên vui.
Ami így nemzedékről nemzedékre száll, úgy, ahogyan egy fa növekszik - ez az élet, és ez az öntudat.	Cái gì chuyển từ thế hệ này sang thế hệ khác, chậm rãi như sự tiến triển của một thân cây?
Milyen rejtelmes fölmagasztosulás!	Một tiến triển thăng cao huyền bí!
Az anya nemcsak az életet adta tovább: megtanított egy nyelvet is fiainak, rájuk bízta a századok folyamán lassan fölhalmozott kincset, a szellemi örökséget, melyet ő is csak letétbe kapott, hagyományoknak, fogalmaknak, mítoszoknak ezt a hagyatékát, amelyben benne él mindaz a különbség, amely Newton vagy Shakespeare és a barlangok barmai között van.	Bà mẹ không những chỉ truyền cuộc sống cho con: bà mẹ còn dạy cho con học một ngôn ngữ, ký thác cho con gói hành tranh thu nhặt bao ngày trải qua bao thế kỷ, cái kho di sản tinh thần mà bà đã đón nhận, gồm những truyền thống, những khái niệm, những truyền kỳ, tất cả những gì làm nên sự chia biệt giữa Newton, Shakespeare và con người thái cổ ở trong hang tối.
Az érzés, amelyet az éhség kelt bennünk, az az éhség, amely a spanyol katonákat botanikai leckékre hajtotta a golyózáporban, amely Mermozt a déli Atlanti-óceán felé kergette, s amely egy harmadikat verséhez hajt: ez az érzés annak a sejtelme, hogy a teremtés még nem fejeződött be, és hogy tudomásul kell vennünk, önmagunkat és a mindenséget.	Cái điều ta cảm thấy lúc ta đói, cái cơn đói của khát vọng đã giục những người lính Tây Ban Nha lướt qua lửa đạn mà học bài thực vật, cái cơn đói đã xui Mermoz bay qua Nam Đại Tây Dương, hoặc khiến kẻ nọ tới gạ gẫm với nàng thơ, cái điều ta cảm thấy đó là: cuộc phôi dựng chưa hoàn tất, và chúng ta còn phải ý thức về mình và về vũ trụ.
Pallókat kell átvetnünk az éjszakán!	Chúng ta phải bắc cầu gieo nhịp trong đêm tăm.
És most, utolsó lapjain e könyvnek, újra eszembe jutnak az öreg hivatalnokok, aki kíséretünk voltak első útrakelésünkkor, amikor készülődtünk, hogy emberré változzunk, mert kiválasztattunk.	Và tới đây, tại trang cuối cuốn sách này, tôi nhớ lại những công chức già đã "tháp tùng" tôi, buổi bình minh chuyến thư đầu tiên nọ, thuở may mắn được chọn đi, chúng tôi soạn sửa lột xác để nên người.
Pedig hasonlók voltak hozzánk, s mégsem tudták, hogy ők is éheznek.	Họ vẫn rất giống chúng tôi, nhưng lại không biết rằng mình đói.
Nagyon sokan vannak, akiket végképp aludni hagynak.	Quá nhiều là cái đám người mà thiên hạ để ngủ yên.
Az első osztályú fülkék üresek voltak.	Những toa hạng nhất cũng trống vắng.
A harmadosztályú kocsikban azonban több száz lengyel munkás szorongott; elbocsátották őket, és most hazafelé igyekeztek, Lengyelországba.	Nhưng những toa hạng ba thì chứa ngổn ngang hàng trăm thợ thuyền Ba Lan mất việc làm tại đất Pháp phải tìm về quê hương.
Megálltam, szétnéztem.	Tôi dừng lại nhìn.
Férfiak, asszonyok, gyerekek, dülöngéltek jobbról balra, mintha egyre nekik támadnának a vonat zajai, lökései; öntudatlanságuk mélyén fenyegették őket.	Đàn ông, đàn bà, con nít, lăn lộn từ phải sang trái, như bị dày vò bởi tiếng xe chạy ì ầm, những rung chuyển nhồi xóc hăm dạo mãi không nguôi.
Álmuk nem volt jóságos, vendégszerető álom.	Họ tìm không ra chỗ yên thân trong giấc ngủ.
S egyszerre úgy tűnt: félig már elvesztették emberi voltukat, a gazdasági élet áramlásai Európa egyik végéből a másikba sodorják őket, kitépik őket az északi kis házból, parányi kertből, a három cserép geránium mellől, amiket a lengyel bányászok ablakában láttam egykor.	Và tôi thấy dường như họ đã mất hết nửa tính chất con người, bị xô đẩy trôi dạt từ đầu này tới cuối nọ châu u bởi những cuồng lưu kinh tế, bị đánh bật ra khỏi căn nhà phương Bắc, ra khỏi khu vườn bé bỏng với ba chậu phong lữ thảo mà ngày xưa tôi đã từng có dịp ngắm xem tại khung cửa sổ những nhà thợ mỏ Ba Lan.
Rosszul összekötött, püffedt csomagjaikba nem gyűjtöttek össze egyebet, mint konyhaedényeiket, ágyneműjüket és függönyeiket.	Họ chỉ gom góp mang theo những đồ dùng bếp núc, những chăn màn, gói trong những cái bọc cột bó lôi thôi luộm thuộm.
Mindazt azonban amit szerettek, amit becéztek, amit sikerült magukhoz szelídíteniök négy-ötesztendei franciaországi tartózkodásuk alatt: a kutyát, a macskát, a gerániumot - mindezt fel kellett áldozniuk, s nem vittek magukkal mást, mint a konyhaedényeket.	Còn những gì họ đã ve vuốt thân yêu, những gì họ đã nuôi dưỡng thuần thục, chăm sóc ân cần suốt bốn năm hay năm năm lưu trú tại đất Pháp, con mèo, con chó và chậu phong lữ thảo, họ đành phải hy sinh bỏ lại, chỉ mang theo những nồi niêu nấu nướng.
Egy gyerek szopott egy anya mellén; az anya olyan fáradt volt, hogy úgy látszott, alszik.	Một đứa bé ôm vú mẹ mà bú, người mẹ mỏi mệt quá, trông như đương ngủ.
Az élet továbbáramlott e lehetetlen, zűrzavaros utazásban.	Cuộc sống đang chuyền nhau trong hỗn độn thê thảm của chuyến đi kia.
Most az apát néztem.	Tôi nhìn người cha.
Egy kényelmetlen, álmában meggörnyedt, munkaruháiba börtönzött test - púpok és üregek.	Một thân thể gập lại trong giấc ngủ nham nhở, bọc trong lớp áo quần lao động, lồi lõm nhấp nhô.
Tompa zajjá verődött a rekedt horkolás, a tétova panasz, meg a bakancsok zuhogása, ha valaki már nagyon eltörődött, és a másik oldalára fordult.	Và mãi mãi vẫn âm thầm gõ nhịp là cái tiếng động liên miên ì ầm của con tàu nghe như tiếng sỏi bị sóng vỗ bật trên bãi biển.
