Dávid Copperfield	David Copperfield
Azért is jöttem, hogy megmondjam, hogy legokosabb lesz, ha mentől hamarabb fölkeresi azt a híres otthonát, s elrejti a fejét ama kitünő felebarátai között, a kik várva-várják, hogy a pénzével megvígasztalódjanak.	Và cũng nói để cho mày biết rằng mày khôn hồn thì mau mau xéo ngay về cái gia đình nổi tiếng của mày mà giấu mặt giữa những con người quý hóa kia đang chờ đợi mày, cái bọn mà tiền của mày có thể an ủi.
Ha elfogy a pénze, akkor megint hihet majd valakinek, bízhat benne és szeretheti őt, tudja!	Khi đã hết tất cả rồi mày lại có thể bắt đầu tin tưởng, mong mỏi và yêu lần nữa chứ gì?
De mivel azt látom, hogy színarany, hogy valódi úrinő, hogy maga a meggyalázott ártatlanság, a kinek üde szíve szerelemmel és bizalommal van tele, – s így is néz ki valóban s erre vall a története is!	Nhưng nhận thấy rằng mày là vàng ròng, rằng mày quả là một bà cao quý thực sự, một người ngây thơ với con tim đầy tin tưởng ở tình yêu đang bị đối xử tàn tệ (mày có vẻ như vậy và câu chuyện của mày làm người ta nghĩ như vậy) tao còn một điều phải nói nữa.
Megértett, szép tündér?	Mày nghe không, đồ yêu tinh!
A mit mondok, azt meg is fogom tenni!	Tao có ý định sẽ thực hiện điều tao sắp nói với mày".
– Rejtőzzék el, – folytatta Dartle kisasszony, – ha nem otthon, akárhol másutt.	"Mày phải giấu mình đi, nếu không ở nhà mình thì ở nơi nào khác.
Bárhol, csak senki el ne érhesse; éljen sötét elhagyottságban, vagy a mi még jobb volna, rejtőzzék el valahol a halál sötét ölén.	Mày phải ở ngoài tầm tay của tao; trong một cuộc sống tối tăm hay tốt hơn nữa trong một cái chết tối tăm.
Csodálom, hogy szerető szívét, ha már sehogysem tud megszakadni, más úton-módon nem képes örökre lecsendesíteni!	Nếu con tim dịu dàng của mày không tan vỡ đi thì thử hỏi sao mày không tìm cách làm nó đừng đập đi?
Nem egy módját hallottam ennek hébe-korba.	Tao nghe nói rằng có cách làm như thế.
Azt hiszem, könnyű volna választani közülök.	Tao cho rằng những cách ấy dễ tìm lắm".
Halk zokogás, Emmi zokogása, szakította itt félbe Dartle Rózát.	Một tiếng rền rĩ nghẹn ngào của Emili ngắt lời cô ta.
Megállt és úgy hallgatta a hangokat, mintha zene volna.	Cô ta im bặt, lắng nghe như đó là một điệu nhạc.
Romlott ez a levegő.	Nó làm tao nôn mửa.
Éppen azért meg akarom tisztítani; azt akarom, hogy ne rontsa tovább.	Vì vậy tao muốn nó phải trong sạch… và thoát khỏi sự có mặt của mày.
Ha még holnap is itt találom, ki fogom kiáltatni a történetét és a foglalkozását a közös lépcsőn.	Nếu mày còn ở đây đến mai, thì tao sẽ công bố chuyện của mày và điều xấu hổ nhục nhã của mày ở cầu thang chung.
Úgy tudom, hogy ebben a házban tisztességes asszonyok laknak; és nagy kár volna, hogyha ilyen fényes csillag, a minő maga, rejtőzködve ragyogna közöttük.	Người ta bảo tao rằng ở đây có những người đàn bà lương thiện, và rất tiếc rằng một ánh sáng như ánh sáng của mày lại ở giữa họ và họ không biết.
Ha pedig távozván innen, ebben a városban keresne menedéket bármily minőségben, azon az egyen kívül, a mely megilleti, (s a melyben bátran itt maradhat, a nélkül, hogy háborítanám), akkor ugyanabban a szívességben fogom részesíteni, mihelyt nyomára akadok búvóhelyének.	Nếu như, sau khi rời khỏi nơi này, mày lại tìm thấy một chỗ khác ở thành phố này trong khi đóng một vai trò khác vai trò thực của mày (mày tha hồ đóng vai trò này, tao không can thiệp) thì tao sẽ vẫn làm như vậy nếu như tao còn nghe nói đến chỗ ẩn nấp của mày.
Mivel egy olyan úri ember támogat, a ki nem régen a maga kezére pályázott, biztos vagyok a dolgomban.	Được sự giúp đỡ của cái ông khi trước hy vọng được hân hạnh lấy mày tao rất yên tâm về khoản này".
Hát Peggotty úr nem jön már soha, soha?	Ông Pécgôti có đến không?
Meddig kell még ezt tűrnöm?	Tôi còn phải chịu đựng cảnh này bao lâu nữa?
– Mit tegyen?	"Làm gì à?
Szentelje életét Steerforth James gyöngédsége emlékezetének – hiszen feleségül akarta adni az inasához, vagy nem?	Hãy dành tất cả đời mình để nhớ lại sự săn sóc âu yếm của Xtiếcphoóc (anh ta muốn gả mày cho thằng đầy tớ của anh ta, có phải không?).
– vagy pedig gondoljon háládatosan arra a becsületes, érdemes teremtésre, a ki hajlandó volt elfogadni magát tőle ajándékba.	Hoặc mày hãy nhớ ơn con người trung thực và đức hạnh có thể nhận mày từ tay ông chủ của hắn như một món quà.
Vagy pedig, ha ezek a büszke emlékezések meg erényeinek az öntudata, meg az a tiszteletreméltó állás, a melyre ők emelték magát mindazoknak a szemében, a kik emberi alakot hordanak e földön, nem tarthatják magában a lelket, menjen feleségűl ahhoz a derék férfiúhoz és tegye boldoggá az, hogy leereszkedik magához.	Hay nếu như những kỷ niệm kiêu hãnh kia và ý thức về đức hạnh của mày cũng như về cái địa vị đáng kính mà người ta đã nâng mày lên trước mặt tất cả những cái gì mang hình dáng người vẫn không an ủi được mày thì mày hãy lấy con người trung thực kia và hưởng hạnh phúc được hắn ta chiếu cố.
Távolról lépteket hallottam közeledni a lépcsőn.	Tôi nghe có bước chân xa xa ở cầu thang.
Peggotty úr volt, hála Istennek!	Trời ơi may quá, chính ông ta đây rồi!
Dartle Róza lassan elmozdúlt a helyéről, miközben beszélt, és eltűnt a szemem elől.	Rôda Đactơn chậm rãi rời khỏi cánh cửa sau khi nói những lời này và biến mất khỏi tầm mắt tôi.
– Föltettem magamban több okból és gyűlöletem következtében, hogy elpusztítom magát, ha csak végkép ki nem tér az utamból vagy szép álarczát le nem veti.	"Tao kiên quyết vì những lý do nhất định của tao và vì mối thù ở trong tao, tao sẵn sàng tống mày ra ngoài trừ phi mày chạy xa ra ngoài tầm tay của tao hay đã vứt bỏ cái mặt nạ xinh xắn của mình.
Ezt akartam csak mondani; s a mit mondtam, azt meg is fogom tenni!	Đó là điều tao phải nói cho mày biết; và tao nhất định sẽ làm điều tao nói".
A lépcsőn fölfelé egyre közelebbről-közelebbről hangzott a léptek zaja, – a közelgő elhaladt Dartle Róza mellett, a mint ez lefelé ment – és berohant a szobába!	Bước chân bước lên cầu thang ngày càng gần… Ông đi qua bên cạnh cô ta trong khi cô ta xuống cầu thang và xông vào phòng.
– Bácsi!	"Cậu ơi!"
Iszonyú sikoltás követte ezt a szót.	Một tiếng kêu sợ hãi tiếp theo những lời ấy.
– és egy keszkenővel letakarta.	âu yếm biết bao) và lấy một khăn tay che mặt nàng.
Így szólván, karjára emelte hugocskáját; – elfödött arcza keblén pihent, Peggotty úr arcza felé fordultan, – s azután levitte a lépcsőn a mozdúlatlan, eszméletlen alakot.	Nói đoạn, ông bế nàng lên tay và trong khi mặt nàng bị che khuất vẫn ở sát ngực ông và quay về phía ông, ông mang nàng xuống chân cầu thang, im lìm và bất tỉnh.
HATODIK FEJEZET.	Chương LI
Egy hosszabb utazás kezdete.	MỘT CUỘC DU LỊCH DÀI HƠN BẮT ĐẦU
Másnap korán reggel, mikor a kertben sétálgattam nénémmel, (a ki alig végzett más mozgást, mióta Dóra ápolása annyira elfoglalta), jelentették, hogy Peggotty úr óhajt beszélni velem.	Sáng hôm sau, lúc còn sáng sớm tôi đang đi dạo ngoài vườn với cô tôi (lúc này cô tôi ít làm việc khác vì lo săn sóc nàng Đôra yêu quý của tôi), bỗng có người bảo tôi rằng ông Pécgôti muốn nói chuyện với tôi.
Fele úton elém jött a kertbe, mikor a kapu felé indúltam; s levette a kalapját, mint rendesen, ha meglátta a nénémet, a kit igen nagyra becsült.	Ông bước vào vườn để gặp tôi còn đang trên đường đi ra cổng vườn và cất mũ như ông vẫn làm khi thấy cô tôi, người mà ông rất kính trọng.
A nénémnek mindent elmondtam, a mi a múlt éjszaka történt.	Tôi vừa kể cho cô tôi nghe tất cả những điều đã xảy ra hôm qua.
Most szó nélkül nyájasan Peggotty úrhoz lépdelt, kezet szorított vele és gyöngéden megveregette a karját.	Không nói một lời, cô tôi đến gần bắt tay ông và vỗ nhẹ lên cánh tay.
– Én most bemegyek, Trot, – szólt a néném, – s megnézem, mit csinál a Kis Virág.	Cô tôi nói: "Cô phải vào nhà, Trốt ạ, để săn sóc Bông-hoa-nhỏ vì Bông-hoa-nhỏ sắp dậy".
Nemsokára föl is ébred már.	"Chắc không phải vì sự có mặt của tôi chứ?
– Reménylem, nem én miattam mén be, asszonyom?	Thưa cô, tôi hy vọng như vậy", ông Pécgôti nói.
– Valami mondanivalója van, derék barátom, – szólt a néném, – és nélkülem jobban elmondhatja.	"Ông bạn ạ, ông có việc phải nói", cô tôi đáp "và nếu không có tôi thì tiện hơn".
A mint ott állt, egy ideig a sapkájára nézve, mielőtt megszólalt volna, akaratlanúl észre kellett vennem, milyen hatalom és jellemerő fejeződött ki ínas kezében, s milyen derék, hű társa volt ez a kéz becsületes homlokának és őszbe csavarodó hajának.	Trong khi ông đứng nhìn mũ của mình một lát trước khi nói, tôi không thể không nhận thấy sức mạnh và nghị lực biểu lộ ở bàn tay lực lưỡng và đó là một người bạn tốt và trung thành của cái trán trung thực và mái đầu hoa râm của ông.
Órákba tellett, a míglen rám ösmért; oszt akkor térdre hullt a lábam elé, oszt ojjan szelíden, minthogyha imádkozott vóna, eemonta, hogy’ történt minden.	Phải mất mấy giờ đồng hồ nó mới thực sự nhận ra tôi; và núc đó nó quỳ xuống chân tôi và kể cho tôi nghe tất cả sự việc xảy ra giống như nó đọc kinh.
Eehihetik, hogy mikor hallottam a hangját, a mej ojjan vídáman csengett valaha odahaza – oszt a mikor ott láttam alázatosan magam előtt, minthogyha a porba vóna, a mibe Üdvözítőnk áldott keze írt, – úgy éreztem, hogy méj sebtű vérzik a szívem, bármijjen csordútig vót is háládatossággaa.	"Anh và bà có thể tin rằng khi tôi nghe cái giọng nói của nó ngày xưa vẫn vang nên vui vẻ ở nhà, và khi tôi thấy nó bị nhục nhã như nó đã bò trong đám bụi bặm mà Đức Chúa chúng ta đã viết với bàn tay thiêng liêng của người…; tôi cảm thấy trong nòng như bị dao đâm mặc dầu tôi rất biết ơn Người".
Megtörülte kabátja ujjával az arczát, de nem úgy, mintha titkolni akarta volna, miért; azután a hangját köszörülte.	Ông giơ ống tay áo lên che mặt, chẳng cần nghĩ rằng có người để ý đến cử chỉ ấy, rồi dặng hắng:
– No de nem sokáig éreztem ezt a sebet, mer iszen megtalátam a húgocskámat.	"Những điều đó kéo dài không nâu, vì tôi đã thấy nại cháu.
Csak aara kelletett gondónom, hogy megtalátam, oszt nyomba el is múlt.	Tôi chỉ cần nghĩ rằng cháu nó sẽ về và điều đó sẽ qua đi.
– Maga csupa önzetlenség, – szólt a néném, – de meg is kapja érte a jutalmát.	"Ông là người giàu lòng hy sinh", cô tôi nói, "và một ngày kia, ông sẽ được đền đáp".
Peggotty úr, a kinek ábrázatán a sűrű lombozat árnyéka játszott, meglepetve hajtotta meg a fejét a néném felé, mintegy köszönetül jó véleményéért; azután folytatta ott, a hol abbahagyta.	Ông Pécgôti dưới bóng những cành lá đang đu đưa trên gương mặt khẽ nghiêng đầu về phía cô tôi để cảm ơn lời khen ngợi, đoạn nói tiếp câu chuyện đang bỏ dở.
– Mikor az én Emmikém – szólt, egy pillanatig haragra lobbanva, – megszökött a házbú, a hol fogva tartotta az a mérges kígyó, a kit a Davy úrfi látott, – való igaz a története, verje meg őtet az Isten!	"Khi cháu Emini", ông nói với cái giọng căm giận dữ dội trong giây lát, "bỏ trốn khỏi cái nhà mà nó bị giam giữ bởi con rắn nốm đốm kia mà cậu Đêvít đã thấy (quả thực cháu nó nói như thế và cầu Chúa giết chết thằng ấy đi!
– mondom, mikor innet megszökött, écczaka vót.	), nó trốn trong đêm tối.
Sötét écczaka vót; de sok csillag tündökőt a menny boltozatytyán!	Đêm ấy tối đen như mực và có nhiều ngôi sao nấp nánh.
A szegénke nem vót esziné.	Nó như điên cuồng.
Végig szalatt a parton, mer azt hitte, hogy ott a régi bárkaház; oszt ránk kijátott, hogy fordújunk fére, mer hogy ő gyün aara.	Nó chạy men theo bờ biển vì tin rằng chiếc tàu cũ kỹ của chúng tôi ở đấy và bảo chúng tôi quay mặt vào đừng nhìn bởi vì có nó đang chạy qua.
Úgy hallotta a maga kijátását, minthogyha más kijátott vóna; oszt összesebezte magát az éles köveken meg a sziklákon, oszt úgy érezte csak, minthogyha szikla lett vóna ő maga is.	Nó nghe tiếng nói của mình như nghe một người khác nói. Sỏi đá nhọn hoắt làm nó bị thương nhưng nó không cảm thấy gì hết chẳng khác gì nó nà đá rồi.
Ekkép szalatt fojtón tovább, oszt a szemit mintha tűz égette, a fülibe mintha tenger zúgott vóna.	Nó cố sức chạy ra xa và trước mắt nó có những ngọn nửa trong tai nó có tiếng gào thét (ít nhất nà nó tưởng như vậy, cậu và bà hiểu chứ).
Mintha tisztán látta volna mindazt, a mit elbeszélt.	Ông nhìn thấy tất cả những điều ông đang kể.
