1	CHƯƠNG 1
Azt a hetvenezer frankot, amit a rambouillet-i birtok eladásából kaptak, nem egészen két év alatt elnyelte a konkurrencia örvénye.	Số tiền bảy mươi nghìn phrăng bán cơ sở Rambouillet không đầy hai năm đã tiêu tan trong cái vực thẳm cạnh tranh.
A posztókereskedő tekin­télyes áldozatokat hozott, hogy harcolhasson a "Hölgyek Öröme" ellen, mely most már férfiruha-posztót, vadászbársonyt és libériát is árult.	Để đấu tranh chống hiệu Hạnh phúc, bây giờ nó bán cả dạ cho đàn ông, da may đồ đi săn, may chế phục, lão bán dạ đã phải chịu những hy sinh to lớn.
A végén tökéletesen tönkretették ver­seny­társának flanellárui, amikből a "Hölgyek Örömé"-nek akkora választéka volt, amekkorát sohasem láttak még a párizsi piacon.	Cuối cùng ông ta vừa bị đè bẹp hẳn vì molleton và flanelle của đối phương, hai mặt hàng tương xứng chưa từng có trên thị trường này.
Adóssága egyre nőtt, rászánta magát, hogy utolsó pénzforrás gyanánt jelzálogkölcsönt vesz fel a Michodière utcai ódon épületre, ahol az ős, az öreg Finet megalapította a céget; most már csak napok kérdése volt, hogy az elmorzsolódás véget érjen, hogy maguk a mennyezetek is leomoljanak és elporladjanak, mint valami szúette barbár épület, melyet széthord a szél.	Dần dần nợ càng lớn; ông ta phải quyết định biện pháp tối hậu là đem cầm ngôi nhà cổ ở phố La Michodière, nơi ông tổ Finet đã sáng lập cửa hàng; và bây giờ chỉ còn là chuyện ngày giờ, ngôi nhà sẽ tan vụn, ngay cả trần nhà cũng sụp đổ và bay thành bụi, như một công trình man rợ và mục nát, gió sẽ cuốn đi.
Legyintéssel fejezte be a mondatot.	Cử chỉ bà kết thúc lời nói.
Akár le is ereszthették volna a redőnyöket, ha régi keres­kedői gőgjük arra nem kényszeríti őket, hogy megálljanak a talpukon, a környék kedvéért.	Đáng lẽ họ khóa cửa lại, nếu như không vì cái kiêu hãnh thương nghiệp cũ kỹ khiến họ cứ phải đứng đó trước khu phố.
- Hát akkor fölmegyek, néném - mondta Denise, akinek a szíve elfacsarodott e beletörődő kétségbeesés láttára, mely még a posztóvégekből is áradt.	— Thế thì cháu lên đây, thím ạ, – Denise nói, lòng cô thắt lại, trong cảnh tuyệt vọng nhẫn nhục tỏa ra ngay cả từ những tấm dạ.
- Igen, menj fel, lányom, menj gyorsan... Vár rád, egész éjszaka téged akart látni.	— Ừ, cháu lên đi, lên mau… Em nó chờ cháu, nó hỏi cháu suốt đêm đấy.
De éppen e pillanatban jött le Baudu.	Nhưng vừa lúc đó, ông Baudu xuống.
Az epés harag zöldre festette sárga arcát, a szeme véres volt.	Lo buồn, khiến bộ mặt vàng vọt của ông xanh rũ, cặp mắt nổi tia máu.
Még mindig lábujjhegyen járt, úgy, ahogy a szobából kijött, és suttogva mondta, mintha a beteg meghallhatná odafenn:	Ông ta vẫn khẽ nhón bước chân vì mới ở buồng trên xuống, ông thì thầm như sợ ở trên kia nghe thấy:
Gépies mozdulattal törölte meg a homlokát, kifulladva, mint aki nehéz munkát végzett.	Với một cử chỉ như máy, ông lau trán, thở hổn hển như người vừa làm công việc nặng nhọc.
Hallgattak.	Im lặng.
Nagy sokára így szólt Denise-hez:	Cuối cùng, ông bảo Denise:
Apa és anya szemközt ülve nézték egymást.	Ông bố và bà mẹ, đối diện, ngắm lẫn nhau.
Aztán Baudu félhangon kezdte sorolni keserveit, nem nevezve meg senkit, nem intézve senkihez a szót.	Rồi, lẩm bẩm, ông ta lại kể lể những nỗi đau khổ, chẳng gọi tên ai, chẳng nói với ai.
- Sohasem hittem volna... Ő volt az utolsó, úgy neveltem, mint a fiamat.	— Dao có kề trên đầu, tôi cũng không tin chuyện đó!
Ha valaki azt mondja nekem: "Őt is elveszik tőled, meglátod, ő is elbukik", azt feleltem volna: "Akkor nincs Isten!" És megtörtént, elbukott ő is!...	Để đi theo một con xấu như khỉ, để đi theo một con hình nhân bày tủ kính các cửa hiệu bịp bợm.
Egy cafatért, egy ilyen próbabábuért, aki ott parádézik holmi gyanús házak kirakataiban!...	Ông ta rung cái đầu, mắt mơ hồ cúi xuống nhìn gạch lát ẩm thấp, mòn đi vì bao nhiêu thế hệ khách hàng.
Hát látod, ebbe bele lehet bolondulni!	— Cháu có muốn biết không?
Ingatta a fejét, lesütötte tétova szemét, és nézegette a nyirkos kőkockákat, melyeket a vásárlók nemzedékei koptattak el.	– Ông lại tiếp tục nói nhỏ hơn – Này nhé, có những lúc chú tự cảm thấy có tội nhất trong tai họa này.
Össze kellett volna őket tüstént házasítanom, nem pedig engednem az ostoba gőgömnek, a csökönyösségemnek, hogy csak jól menő üzletet hagyok rájuk.	– Nhưng chú là một lão già điên, chú chẳng hiểu gì về chuyện đó, chú không ngờ rằng có thể phát ốm vì những chuyện như thế?
Fölemelte a fejét, és még egyre védte a maga eszméjét a hűtlen segéd személyében.	Ông ta ngẩng đầu lên, vẫn bênh vực những ý kiến của mình, ở nơi gã thư ký đã phản bội ông.
Denise nem tudta elviselni, hogy így vádolja önmagát, s elmondott neki mindent, mert mélyen meg­indította ez az alázatos, könnyes szemű ember, aki valaha zsörtölődő, ellentmondást nem tűrő ura volt a háznak.	Denise không thể nghe ông tự kết tội, và cô nói với ông hết, trong cơn xúc động lôi cuốn cô, vì thấy ông tự hạ mình quá, nước mắt giàn giụa, ông xưa kia ngự trị ở đây, như ông chủ nạt nộ và độc đoán.
- Kérem, ne mentegesse, édes bátyám... Sohasem szerette az Geneviève-et, s ha siettette volna a házasságot, hamarabb szökött volna meg.	— Chú ạ, cháu xin chú đừng bênh vực hắn… Chưa bao giờ hắn yêu Geneviève, hắn sẽ chuồn sớm hơn nếu chú định cho cưới sớm.
Bauduné néma fejbólintással erősítette meg Denise szavait.	Bà Baudu không hé môi mà chỉ làm hiệu đầu để xác nhận những lời đó.
A posztókereskedő még jobban elsápadt, szemét egészen elöntötték a könnyek.	Thế là lão buôn dạ càng tái mặt, nước mắt giàn giụa làm mờ cả mắt.
- A vérében lehetett, az apja is abba halt bele tavaly nyáron, hogy annyit futott a szajhák után.	— Có lẽ là tại dòng máu, ông bố chết hè năm ngoái cũng vì gái đĩ nhiều quá.
Tekintete gépiesen járta végig a bolt sötét zugait, az üres pultokról a teli polcokra röppent, aztán ismét a feleségére szegeződött, aki még most is egyenesen ült a pénztárnál, hiába várva az örökre eltűnt vásárlókat.	Và, bất giác, mắt ông đưa vòng quanh các xó tối, từ những quầy hàng trần trụi đến những ngăn đầy ắp, rồi trở lại đăm đăm nhìn bà vợ, vẫn ngồi đó ở két, hoài công chờ đón khách hàng đã biến mất.
Senki sem szólt többet.	Không ai nói gì nữa.
A kocsik dübörgése, mely néha megrezegtette a kockaköveket, gyász­dobok pergésének hangzott az alacsony mennyezet alatt megrekedt mozdulatlan levegőben.	Tiếng xe chạy qua từng lúc làm rung chuyển gạch sàn, cứ như tiếng trống đám ma, trong không khí ngưng đọng, ngột ngạt dưới trần nhà thấp.
Geneviève fölébredt, s egy keze ügyében hagyott bottal kopogtatta a padlót.	Đó là Geneviève vừa thức giấc gõ bằng chiếc gậy để lại bên cạnh cô.
- Menjünk fel gyorsan - mondta Baudu felriadva.	— Ta lên mau, – Baudu giật mình đứng dậy, nói.
- Próbálj mosolyogni, nem szabad megtud­nia...	– Cháu cố vui lên, đừng để cho nó biết gì hết.
A lépcsőn ő is erősen megdörzsölte a szemét, hogy eltüntesse a könnyei nyomát.	Chính ông ta, khi lên cầu thang, cũng chùi kỹ để xóa hết vệt nước mắt.
Azt hittem, hogy már te is elhagysz engem!	Em đã tưởng chị, chị cũng bỏ em nốt!
Szánalmas látvány volt.	Thật tội nghiệp.
A lány szobája az udvarra nézett, s alig szüremlett be valami halvány világosság.	Buồng cô gái nhìn ra sân, một gian buồng nhỏ với ánh sáng nhợt nhạt.
A szülők először a maguk utcai szobájába fektették a beteget; de szemben a "Hölgyek Örömé"-nek látása annyira zavarta, hogy vissza kellett vinniök a saját szobájába.	Lúc đầu bố mẹ đặt cô ở ngay buồng họ, nhìn ra phố; nhưng cô kinh hoảng khi trông thấy hiệu Hạnh phúc các bà ở trước mặt, thế là họ phải đưa trở về buồng cô.
Ott feküdt, s oly vékonyka volt a takaró alatt, hogy nemcsak a teste formája nem érzett meg, de az is alig, hogy test van ott.	Ở đó, cô nằm dài, mỏng mảnh dưới tấm chăn, đến nỗi người ta cũng chẳng cảm thấy có thân hình một con người nữa.
Sovány karja, melyet a tüdőbajosok forró láza elsorvasztott, úgy mozgott, aggódva, öntudatlanul, mintha örökösen keresne valamit; súlyos fekete haja mintha még sűrűbbé vált volna, és félénk életerejével szinte felfalta szegény arcocskáját, amelyen haldoklott a régi párizsi kereskedelem e sötét pincéjében élő és felnövekedő régi család végső elsatnyulása.	Đôi cánh tay gầy, hâm hấp nóng của những người bị lao, luôn luôn có cử động tìm kiếm lo lắng mà vô ý thức; còn món tóc đen, nặng trĩu ưu tư, dường như dày thêm lên với sức sống ngồn ngộn làm tiêu mòn bộ mặt tiều tụy, ở đó thoi thóp trong sự thoái hóa cuối cùng một dòng họ dài mọc lên trong bóng tối gian hầm của nền thương nghiệp cổ lỗ Paris.
Denise nézte, és a szíve majd meghasadt a szánakozástól.	Bấy giờ, Denise nhìn cô ta, thương xót đến xé ruột.
Nem mert megszólalni, nehogy elsírja magát.	Cô không nói, sợ nước mắt lại chảy ra.
Végül így suttogott:	Cuối cùng, cô thủ thỉ:
Geneviève kapkodva szedte a lélegzetet, keze folyvást motoszkált a takaró ráncai között, le nem vette a szemét Denise-ről.	Geneviève thở hổn hển, hai bàn tay vẫn lần mò trong nếp chăn, không rời mắt nhìn cô.
- Nem, köszönöm, nincs szükségem semmire... Csak meg akartalak csókolni.	— Không, cám ơn, em chẳng cần gì… Em chỉ muốn ôm hôn chị.
Szemét elfutotta a könny.	Nước mắt cô ta trào ra.
Denise gyorsan lehajolt, megcsókolta az arcát, és reszketve érezte ajkán a beesett arc forróságát.	Thế là Denise cúi mạnh xuống, hôn vào hai má cô ta, mình rợn lên khi môi chạm vào đôi má hóp nóng như lửa.
A beteg átkarolta, magához szorította, ki sem engedte kétségbe­esett öleléséből.	Nhưng người ốm đã ôm lấy cô, siết chặt, giữ cô lại trong vòng tay tuyệt vọng.
Aztán apja felé fordult a szeme.	Rồi cô ta nhìn về phía bố.
- ismételte Denise.	– Denise lặp lại.
Geneviève tekintete csökönyösen az apja felé fordult, aki elbutult arccal, elszoruló torokkal állt ott.	Geneviève vẫn khăng khăng nhìn về phía bố, ông ta đứng đó vẻ ngây dại, họng thắt lại.
Végre megértette a dolgot, szótlanul visszavonult, és hallották, hogy nehézkesen le­cammog a lépcsőn.	Cuối cùng ông ta hiểu, ông rút lui không nói một lời, họ nghe tiếng bước chân ông xuống thang nặng thình thịch.
- kérdezte tüstént a beteg, megragadva Denise kezét, és leültette őt az ágy szélére.	– Người ốm lập tức vừa hỏi, vừa nắm lấy tay chị, bắt ngồi xuống ven giường nằm.
Denise-t meglepték ezek a kérdések, zavartan hebegve vallotta be az igazat, mondta el az áruházban keringő mendemondákat.	Denise ngạc nhiên vì những câu hỏi đó, ấp úng, phải nói sự thật, những tin đồn ở cửa hàng.
Clarát untatja már a nyakába szakadt fickó, és bezárja előtte az ajtaját; Colomban kétségbeesetten jár utána mindenüvé, s a megvert kutya alázatos­ságával próbál időről időre találkozót kapni tőle.	Clara ngán vì chàng trai rơi lên lưng mình, đã cấm cửa hắn; còn Colomban thì, khổ sở, chạy theo cô ta khắp nơi, thỉnh thoảng cố gặp được cô ta, một cách nhục nhã như chó bị đòn.
Állítólag belép a "Louvre" áruházba.	Người ta bảo hắn sắp vào làm ở hiệu Louvre.
Geneviève félbeszakította.	Geneviève ngắt lời cô.
Eddig valósággal itta magába Denise szavát, s egy pillanatra erőt öntött belé a néma szenvedély.	Cô ta đã lắng nghe bằng tất cả con người cô với mối tình câm lặng làm cô ngoi dậy.
De aztán tüstént elernyedt megint.	Nhưng liền đó cô lại gục xuống.
És mikor Denise tiltakozott s bizonygatta, hogy az állapota nem is olyan komoly, újra a szavába vágott, és hirtelen ledobta a takaróját; a szűzleány ártatlan mozdulatával, akinek a halál órájában nincs már rejtegetnivalója.	Và khi Denise cãi lại, bảo bệnh của cô chẳng đến nỗi trầm trọng, cô ta lại ngắt lời lần nữa, đột nhiên tung chăn ra với một cử chỉ tinh khiết của trinh nữ chẳng còn có gì để che giấu lúc chết.
