ELSŐ RÉSZ	PHẦN THỨ NHẤT
A légisikló ugyanis felrobbant, darabokra tört.	Chiếc tàu lượn đã nổ tung thành những mảnh vụn.
Teljesen hasznavehetetlen roncs lett belőle. - Rigaud - szólt Camaret azzal a nyugalommal, amely soha, a legsúlyosabb körülmények között sem hagyta cserben -, fogjanak hozzá a romok eltakarításához.	— Rigo, – Camaret nói với vẻ điềm tĩnh không bao giờ mất trong tình huống nghiêm trọng nhất, – cần phải thu lượm hết các mảnh vụn và tìm cho ra nguyên nhân của vụ nổ.
- Dinamit - jelentette ki Camaret hűvösen.	— Đó là thuốc nổ, – Camaret lạnh lùng nói.
- Feltételezem, hogy nem magától jött ide.	– Nhưng nó không thể tự đến đây được!
A romokon felismerhető vérnyomok arról árulkodtak, hogy a robbanásnak áldozata is van; ezért továbbra is serényen folytatták a törmelék eltakarítását.	Các vết máu trên những mảnh vụn cho thấy vụ nổ đã gây ra chết người.
És nemsokára a romok között gyászos előjelek mutatkoztak.	Công việc vẫn tiếp tục.
Valamivel éjfél előtt egy összeroncsolódott fekete lábszár buk­kant elő a törmelék közül.	Chẳng bao lâu hiện ra mấy vật thật ghê rợn.
Majd egy tőből kiszakadt kar, végül a darabokra szakadt testnek a feje is előkerült.	Khoảng nửa đêm họ tìm thấy một cái chân bị đứt rời của một người da đen, rồi một cánh tay dập nát và cuối cùng là cái đầu.
Amédée Florence, mint vérbeli riporter, figyelemmel kísérte a munkálatokat, s menten felismerte a koponyát:	Amédée Florence như một phóng viên tài ba đang chăm chú theo dõi công việc, anh nhận ra ngay con người đen đủi đó là ai.
- Ez Tchumuki!	— Tchoumouki!
- kiáltott fel habozás nélkül.	– anh kêu lên.
Világossá vált minden.	Mọi việc trở nên rõ ràng.
Szemmel látható a robbanás okozója és egyben áldozata: Tchumuki.	Tchoumouki là thủ phạm và là nạn nhân đầu tiên của vụ nổ.
Már csak az volt a kérdés, hogy miként hatolhatott be az Üzem területére.	Còn phải tìm hiểu xem hắn đã lọt vào nhà máy bằng cách nào.
Ezért Camaret parancsára Tchumuki nyomorúságos maradványait áthányták a falon, ki a Röptérre, hadd lássák Harry Killer emberei, hogy az Üzembe behatolni veszélyes mulatság.	Với mục đích đó, theo lệnh của Camaret, những phần cơ thể ít ỏi còn lại của Tchoumouki đã được ném qua tường ra bãi đáp, là nơi người của Harry Killer sẽ tìm thấy.
Közben a romok eltakarítása folyt tovább.	Chúng sẽ biết rằng đi vào nhà máy sẽ rất nguy hiểm.
- Né, még egy!	— Còn người nữa đây!
- kiáltott fel az egyik munkás.	– một công nhân bỗng kêu lên.
Marcel Camaret odasietett.	Marcel Camaret đến gần.
Valóban, ismét egy emberi láb látszott ki a törmelék közül.	Giữa đống đất đã lộ ra một cái chân.
Nemsokára az egész testet kiszabadították.	Toàn thân nhanh chóng được bới ra.
Javakorabeli fehér ember volt, akinek az egyik vállát alaposan összetörte a ráhulló törmelék.	Đó là một người đàn ông da trắng, trung niên, vai bị dập nát.
Châtonnay doktor föléje hajolt.	Bác sĩ Châtonnay cúi xuống người của kẻ bị thương.
- Él - mondta.	– ông nói.
A sebesültet kiemelték a romok közül, Camaret szobájába vitték, ahol a doktor elsősegélyben részesítette.	Tên bị thương được khiêng lại chỗ Camaret đang đứng; ở đó ông bác sĩ băng bó cho hắn.
A kihallgatását másnapra halasztották, hogy visszatérjen az ereje és beszélhessen.	Ngày mai họ sẽ hỏi cung hắn, nếu hắn có thể nói được.
- Feltéve, ha akar beszélni - jegyezte meg Amédée Florence.	Cuộc thu lượm kết thúc.
Nemsokára az eltakarítási munkálatokat befejezettnek is tekintették.	Viên kỹ sư và mấy vị khách của ông cũng về chỗ của mình.
Néhány lépés után Amédée Florence hirtelen megállt, Camaret felé fordult és megkérdezte:	Bước mấy bước, Amédée Florence dừng lại hỏi Camaret:
- Megvannak hozzá a feltételek?	— Chế tạo chiếc khác.
- kérdezte Barsac.	Vật liệu vẫn còn.
- Két hónapra.	— Hai tháng.
S aztán, anélkül hogy kérdezősködött volna, gondokba merülten tovább bandukolt.	Florence chỉ nói thế thôi và nghĩ ngợi.
(Két hónap!	Những hai tháng!
Tizedik fejezet Amédée Florence ötlete	Ý Định Của Phóng Viên Florence
Az éjszaka második felében néhányuknak sikerült elszenderedni.	Ít ai chợp mắt được vào những giờ còn lại đêm ấy.
Hogy az ínség napjait minél inkább kitolják, elhatározták az élelem adagolását.	Tình hình được thảo luận toàn diện, nhưng không ai tìm ra lối thoát.
13-án elkészültek minden számbavétellel, és még aznap hozzá is kezdtek az új repülő­szerkezet megépítéséhez, mert ehhez Marcel Camaret makacsul ragaszkodott, holott minden érv amellett szólt, hogy annak már semmi hasznát sem veszik; ilyen körülmények között csak délután kerülhetett sor arra, hogy a fogollyal foglalkozzanak.	Chính Marcel Camaret cũng không thể nghĩ ra điều gì khác, ngoài việc phải chế tạo một chiếc tàu lượn mới, nhưng sẽ tự dối mình nếu đặt hy vọng vào chiếc máy mà việc chế tạo ra nó phải tốn mất hai tháng ròng rã, trong khi lương thực chỉ đủ cho mười lăm ngày.
De, hogy eredménnyel, azt aligha tudta elképzelni.	Ngay cuối tháng Tư họ sẽ bị đói.
Egyébként csak rá kellett nézniük, hogy láthassák: ritka akaraterejű fickóval van dolguk.	Để kéo dài ngày tận số không thể tránh khỏi, họ quyết định chuyển sang chế độ ăn uống theo khẩu phần.
Marcel Camaret megvonta a vállát, és többé nem erőltette a választ, hanem a fogoly hüvelykujjára és a talpára néhány fémlemezecskét csatolt, amelyeket huzalok segítségével egy kapcsolótáblához kötött. Ezután pedig lenyomta a kapcsolót.	Sau bữa ăn sáng, mà lần này hết sức ít ỏi, Marcel Camaret cùng với mấy vị khách đã đột ngột xộc vào chỗ ông, làm ông mừng đến thế, đi đến chỗ tên bị thương.
Mindez nem tartott sokáig.	— Ông tên gì?
Camaret pár másodperc múlva kikapcsolta az áramot.	– Marcel Camaret hỏi.
- Fergus Dávid.	— Fergus David.
- Ez nem név - jegyezte meg Camaret. - Ez csak két keresztnév.	— Đó là tên lóng, ông hãy nói tên thật của ông đi.
- Daniel Frasne.	— Daniel Frasne.
- Nemzetiséged?	— Dân tộc?
- Angol.	— Anh.
Mi vagy te ott?	— Quân sư.
Mégis megmagyarázta: - Így nevezik azokat, akik Killerrel együtt vezetnek...	Người ta gọi những người điều hành cùng với Harry Killer như thế.
A válasz kielégítette Marcel Camaret-t.	— Ông ở đây đã lâu chưa?
- faggatta tovább.	— Ngay từ đầu.
- A kezdet kezdetétől. - Tehát régóta ismered Harry Killert?	— Trước đây ông đã biết Harry Killer?
- Rég bizony.	— Vâng.
E szavak hallatára Jane talpra ugrott.	Jane run lên khi nghe thấy những lời nói này: số phận đã đưa đến cho nàng một nhân chứng mới.
A sors újabb tanút küldött elébe.	— Trong đội quân của Buxton?
- Pedig önnel együtt voltam, Camaret úr.	– Dù sao đi nữa tôi cũng đã ở cùng với ông, ông Camaret ạ.
Jane Buxton nem tudta tovább türtőztetni magát, és közbeszólt:	Jane Buxton không thể kìm mình được nữa và đã chen vào:
- Ha tagja volt annak a különítménynek, akkor látnia kellett, hogy mikor találkozott Buxton Harry Killerrel.	— Ông đã ở trong quân đội của Buxton khi Killer đến đó?
- Láttam is.	— Vâng.
- Buxton kapitány miért fogadta olyan könnyen a bizalmába ezt az embert?	— Tại sao đại úy Buxton thu nhận hắn dễ dàng như thế?
- Fogalmam sincs.	— Tôi không biết.
- Igaz - folytatta Jane -, hogy miután Harry Killer csatlakozott, ő lett a csapat valódi parancs­noka?	— Có đúng là, – Jane tiếp tục, – từ ngày Harry Killer xuất hiện trong đội thì hắn trở thành người chỉ huy thật sự hay không?
- Ő biza - válaszolta Frasne, de kissé csodálkozott, hogy ilyen régi dolgok után érdeklődnek.	— Đúng, – Frasne trả lời, hắn bối rối vì người ta hỏi hắn về những sự kiện đã xảy ra lâu rồi như thế.
- Tehát Buxton csapata csak a Harry Killer parancsára kezdett el rabolni és fosztogatni, ami aztán a végzetét okozta?	— Theo lệnh của Harry Killer đội quân của đại úy Buxton đã làm những điều tàn ác mà sau này đã đưa nó đến chỗ bị tiêu diệt phải không?
- Igen, úgy volt.	— Phải.
- Ehhez Buxton kapitánynak semmi köze sem volt?	— Đại úy Buxton không tham gia vào những việc đó chứ?
- Semmi a világon.	— Không.
- Hallják, uraim?	— Các vị nghe thấy chưa?
- Buxton kapitánynak mi oka lehetett, hogy lemondjon parancsnoki jogköréről a Harry Killer javára?	– Vậy tại sao đại úy Buxton lại nhường quyền hành cho Harry Killer?
- Hát én azt honnan tudjam?!	— Làm sao mà tôi biết được?
- vesztette el Frasne a türelmét.	– Frasne vội vàng phản đối.
Az ember őszintének látszott.	Hắn có vẻ thành thật.
Jane látta, hogy ezt a kérdést kár erőltetni.	Jane không ép buộc hắn nói nữa.
- Azt legalább tudja, hogy miként halt meg Buxton kapitány?	— Tối thiểu, ông cũng biết đại úy Buxton đã chết như thế nào chứ?
Jane Buxton felsóhajtott.	Jane Buxton thở dài.
- Köszönöm, uram - fordult Camaret felé -, én végeztem.	— Tôi hỏi xong rồi, – nàng nói.
Frasne szeme kerekre nyílt.	Frasne mở to đôi mắt.
- vesztette el a türelmét.	Câu hỏi đến là ngố!
- A környező falvakból.	— Quỷ thật!
Ezt kitalálni nem kell sok ész!	Tất nhiên là ở các làng.
- De milyen eszközökkel?	— Bằng cách nào?
Frasne megrántotta ép vállát.	Frasne rụt cái vai còn lành lại.
Egyszerűen elhoztuk őket!	Người ta đã tóm cổ bọn chúng, thế thôi.
- Ah!	— À!
Honnan kerültek ide?	— Từ châu u à?
- Minden bizonnyal.	— Tất nhiên.
- És milyen úton érkeztek ide?	— Họ mang chúng đến đây bằng cách nào?
Az ördögbe is, Camaret úr, miféle kérdések ezek?	Ông Camaret ạ, đó là những câu hỏi quá lố bịch!
Mégis, ön hogy képzelte el, hogyan jöhettek ide azok a gépek?	Người ta chở máy móc đến đây bằng tàu thủy.
Magától értetődik, gőzhajóval.	— Thế chúng được bốc dỡ ở đâu?
- kérdezte Camaret halkabban.	– Camaret bình thản tiếp tục.
- Cotonouban.	— Ở Cotonou.
- De Cotonoutól Blacklandig nagy ám a távolság.	— Nhưng từ Cotonou đến Blackland xa lắm cơ mà.
Hogyan szállították onnan ide?	Làm sao họ chuyển được chúng tới đây?
- Tevén, lovon, ökrökkel, négerekkel - válaszolta Frasne lakonikusan, és úgy tűnt, kezd a türelme végére érni.	— Bằng lạc đà, ngựa, bò, bọn da đen, – Frasne trả lời vắn tắt, hắn không còn kiên nhẫn được nữa.
- És e hosszú-hosszú úton, ugyebár, sok néger elpusztult?	— Tôi nghĩ trong thời gian đi đường có nhiều người da đen đã chết?
- Több, mint amennyi született - röhögött Frasne.	— Nhưng tôi không thích bọn ấy.
Camaret más témára tért.	Camaret chuyển sang vấn đề khác:
- A gépeknek ára van...	— Khỉ thật!
- Természetesen - bólintott Frasne, és egyre elképesztőbbnek találta az egész kérdezősködést.	– Frasne nói, hắn thấy các câu hỏi càng thêm vô nghĩa.
- Tehát Blacklandben volt pénz bőven...	— Nghĩa là Blackland có tiền?
- De hogyan jutottak pénzhez?	— Ở đâu ra?
Erre már Frasne végképp elvesztette a türelmét:	Frasne không chịu đựng được nữa:
- Mondja, Camaret úr, még meddig kérdezősködik olyan dolgok felől, amelyeket nálamnál jobban tud?	— Ông hỏi về những điều ông phải biết rõ hơn tôi để làm gì?
Hiszen tudja jól, hogy Harry Killert és másokat azok repítették a Bijagós-szigetekre, ahonnan hajóval beportyázták Európa partjait, leginkább az Angliáét... Vagy talán nekem kell megmagyaráznom önnek, hogy Európában mennyi bank van, mennyi régi jó zsíros pénzintézet meg más efféle, s néha ezeknek olyan látogatói is akadnak, akiket nem hívott oda senki.	Ông biết rằng thỉnh thoảng chúng vẫn chở Harry Killer và những người khác tới quần đảo Bissagos, từ đó họ đi tàu thủy, dạo chơi tí chút khắp châu u, mà thường xuyên hơn cả là ở Anh.
- Gyakoriak az ilyen látogatások?	— Những chuyến đi như thế có thường xuyên hay không?
- érdeklődött Camaret szégyentől piruló arccal.	– Camaret hỏi, mặt của ông đỏ lên vì xấu hổ.
Frasne bizonytalan mozdulatot tett.	— Ba – bốn lần trong một năm.
- Mikor hogy, három-négy évente...	— Lần này họ đến thăm ai?
- Mikor voltatok utoljára?	— Tôi không biết.
Most van négy és fél hónapja.	Tôi không đi với họ.
- Kik voltak a résztvevők?	Hình như là một nhà băng.
Marcel Camaret hallgatott egy pillanatig.	Camaret lặng im.
Nagyon sápadt volt, s mintha tíz évet öregedett volna.	Dường như ông già ngay đi mười tuổi.
- Még valamit, Frasne - szólt.	— Frasne, điều cuối cùng, – ông nói.
Talán többet is.	— Bốn nghìn.
- Asszonyokat is?	Có thể hơn.
- Azokból vagy ezerötszázat.	Và hơn một nghìn rưỡi phụ nữ.
- Minden bizonnyal ezeket is úgy szedtétek össze, mint az elsőket...	— Người ta cũng bắt dẫn họ về đây như trước?
- Nem - válaszolta Frasne a világ legtermészetesebb hangján.	— Không, – Frasne trả lời bằng cái giọng tự nhiên nhất.
