Eugénie Grandet	Nguyên tác tiếng Pháp: Eugénie Grandet
Nem hagyta nyugodni az a gondolat, hogy egyszer hatalmas vagyon dicsfényével övezve tér vissza Párizsba, és ott még ragyogóbb rangot vív ki, mint amit elvesztett.	Lăn lóc qua nhiều xứ sở, chung đụng với nhiều hạng người, nhìn thấy phong tục ở các nơi trái ngược với nhau, tư tưởng của Saclo biến đổi và hắn trở thành hoài nghi.
Mivel sok országban, sokféle ember között megfordult és a legellentétesebb szokásokat ta­pasz­talta, megváltozott a gondolkodása, szkeptikus lett.	Hắn không có ý niệm nhất định về chính nghĩa và phi nghĩa, khi thấy cái này ở xứ này thì coi là đạo đức thì xứ kia lại cho là tội ác.
Minden puszta érdek volt körülötte, az ő szíve is kihűlt, megkeményedett, kiszikkadt.	Hắn buôn người Trung Hoa, người da đen, tổ yến, trẻ con, nghệ sĩ; hắn cho vay nặng lãi một cách quy mô.
A Grandet-vér kiütközött belőle, Charles kemény lett, haszonleső.	Thói quen vi phạm luật quan thuế khiến cho hắn bớt đắn đo về luật làm người.
Kínaiakkal, négerekkel, fecskefészkekkel, gyerekekkel, művészekkel kereskedett; nagyban űzte az uzsorát.	Hắn đi Xanh Toma mua hàng bọn đạo tặc cướp được, với giá rẻ mạt, để mang đi bán ở những nơi khan hiếm.
Saint-Thomas-ra járt, bagóért felvásárolta a kalózok rabolt áruját, és oda szállította, ahol kereslet mutatkozott.	Buổi đầu Saclo cho rằng mình thành công là do ảnh hưởng kỳ ảo của những lời cầu nguyện của người thiếu nữ dịu dàng đó.
Csak az öreg falak övezte kis kertre emlékezett, mert ott kezdődött kockázatos élete, de a családját megtagadta: a nagybátyja vén kutya volt, aki kicsalta az ékszereit; Eugénie-nek nem volt helye sem a szívében, sem a gondolatai közt: üzleti ügy volt, hatezer franknyi adósság.	Còn đối với họ hàng thì Saclo không thừa nhận: Bác hắn là một con chó già đã mua lừa đồ trang sức của hắn, Ogieni thì chẳng còn ở trong tim cũng chẳng ở trong trí hắn; trong công việc kinh doanh của hắn, nàng chiếm vẻn vẹn cái cương vị một người chủ nợ đã cho hắn vay sáu nghìn phorang.
Ez a maga­tartás, ez a gondolkozásmód magyarázatot ad Charles Grandet hallgatására.	Thái độ ấy làm cho ta hiểu vì sao Saclo chẳng có tin tức gì về cho Ogieni.
Indiában, Saint-Thomas-n, Afrika partjainál, Lisszabonban és az Egyesült Államokban az üzér a Sepherd álnevet használta, hogy ne kompromittálja valódi nevét.	Làm ăn ở Ấn Độ, ở Xanh Toma, trên bờ biển châu Phi cũng như ở Lisbon và Hoa Kỳ, tay gian thương ấy đã đội cái tên giả là Xiphoc, để cho tên tộc mình khỏi bị dây bẩn.
Ezzel a módszerrel rövid idő alatt nagy vagyonra tett szert.	Với chủ nghĩa ấy, Saclo xây dựng cơ đồ một cách rực rỡ và chóng vánh.
1827-ben visszatért hát Bordeaux-ba egy királypárti kereskedelmi vállalat szép kétárbocosán, a Marie-Caroline-on.	Và thế là năm 1872, hắn cập bến Boocdo trên chiếc tàu buôn Mari Carolin xinh xắn, thuộc một hãng buôn bảo hoàng.
Egymillió-kilencszázezer frank értékű aranyport hozott három alaposan körülabroncsozott hordóban, azt remélte, hét-nyolc százalékos hasznot húzhat az aranyából, ha Párizsban pénzt veret belőle.	Hắn có ba thùng vàng tấm đóng đai rất chắc chắn, trị giá một trăm chín mươi vạn phorang, hắn dự trù đem bán ở Pari sẽ còn lời bảy tám phân nữa.
D’Aubrion, ez a derék öregúr, elkövette azt a bolondságot, hogy egy divatos hölgyet vett feleségül.	Để bù đắp vào chỗ xa xỉ của phu nhân Đobriong, ông phải sang Quần đảo để bán sự nghiệp.
E tervet a nagyvilági társaság - bármily ügyességet tulajdonított is a divatos hölgyeknek - nehezen kivitelezhetőnek tartotta.	Cho đến ngay cả bà Đobriong cũng vậy, càng nhìn con, bà càng hầu như hết hy vọng đem buộc nó vào lưng một anh chàng nào, dù anh chàng đó mê say những tước vị quý tộc.
Egy szó, mint száz, olyan volt, amilyennek egy harmincnyolc éves, még szép anya kívánhatta, aki vár még valamit az élettől.	Tóm lại dung nhan cô thuộc loại làm toại nguyện những bà mẹ ba mươi tám tuổi, còn xinh đẹp và còn có tham vọng.
Charles jól összemelegedett d’Aubrionné­val, aki mást sem akart, mint összemelegedni Charles-lal.	Đáng lẽ ra bà nên mang những thứ ấy trưng bầy trong viện bảo tàng, để cho các bà mẹ học tập.
Sokan állítják, hogy a hajóút alatt a szép d’Aubrionné egyetlen módszert sem hanyagolt el a gazdag vőjelölt rabul ejtésére.	Nhiều người còn nói rằng trong những ngày vượt biển, bà Đobriong xinh đẹp kia không từ bỏ một thủ đoạn nào đê gài bẫy cho được một chàng rể giàu lớn như thế.
Amikor 1827. június havában Bordeaux-ban partra szálltak, a d’Aubrion család és Charles ugyanabban a szállodában szállt meg, és együtt is utaztak Párizsba.	Bởi vậy khi đến Boocdo tháng sáu năm 1827, hầu tước Đobriong, phu nhân, tiểu thư và Saclo cùng trọ một khách sạn rồi cùng lên đường đi Pari với nhau.
A d’Aubrion-palota alaposan be volt táblázva, Charles-ra várt, hogy töröltesse a jelzálogot.	Biệt thự Đobriong ở Pari đã trấp trái cho vô số chủ nợ, thì Saclo sẽ là người giải thoát cho nó.
Az anya már arról beszélt, milyen örömmel engedi majd át a földszintet a vejének és a lányának.	Bà Đobriong đã bắt đầu nói đến sự sung sướng được nhường tầng dưới cho con gái và chàng rể.
Ha egybeolvasztják a vagyonukat, megértésben élnek, és jól fizetett hivatalt vállalnak, több mint százezer frankos évi jövedelmet mondhatnak majd magukénak a d’Aubrion-palota lakói.	Nhập hai gia tài lại với nhau và ăn ở thuận hòa, rồi xin giữ vài chức vị bổng hời ít việc nữa, thì hàng năm bố và con rể sẽ thu khoảng trên mười vạn phorang lợi tức.
- És ha az embernek évi százezer frankja, neve, családja van, ha bejáratos az udvarhoz, mert az biztos, hogy kamarássá neveztetem ki önt, akkor előtte a pálya - mondogatta a hölgy Charles-nak.	Bà Đobriong bảo Saclo: - Khi người ta có mười vạn phorang thuế bổng, có tên tuổi, có gia đình, và được vào chầu vua - vì tôi sẽ xin cho anh một chức gia thần - thì người ta muốn trở nên ông gì mà chẳng được!
- Választhat, lehet önből államtanácsi előadó, prefektus, követségi titkár, követ.	Hoàng thượng mến ông Đobriong lắm: các ngài chơi với nhau từ thuở bé.
X. Károly nagyon szereti d’Aubriont, gyerekkoruk óta ismerik egymást.	Người đàn bà ấy làm Saclo khướt say danh vọng.
Charles becsvágyát úgy felajzotta az asszony, hogy az egész hajóút alatt azokat a reményeket dédelgette, amelyeket az ügyes kéz meghittnek szánt beszélgetésekben hintett el benne.	Trong những ngày vượt biển khơi, hắn luôn luôn mơn trớn những ước mơ do một miệng lưỡi khôn khéo nhen vào gan ruột hắn bằng những câu tâm sự lòng ngỏ với lòng.
Charles azt hitte, hogy a nagybátyja elintézte az apja ügyeit, és máris az lebegett a szeme előtt, hogy befészkeli magát a Saint-Germain negyedbe, ami akkoriban mindenki vágyálma volt, és ott Mathilde kisasszony kék orrának az árnyékában d’Aubrion grófként bukkan fel, ahogy egykor a Dreux-k Brézévé változva tűntek fel.	Tưởng rằng công việc của cha hắn, ông bác đã dàn xếp xong, hắn bỗng mường tượng thấy mình rơi giữa phố Xanh Giecmanh, một nơi mà lúc bấy giờ ai cũng muốn đến; ở đấy, núp dưới cái bóng tím của tiểu thư Matindo, hắn tái hiện làm bá tước Đobriong cũng như họ Deux đến một lúc nào đó đã tái hiện Brode.
Elkápráztatta az elutazásakor még ingatag Restauráció virágzása, magával ragadták a csillogó arisztokratikus eszmék, Párizsban sem józanodott ki a hajón kezdődött mámorából, és eltökélte, mindent megtesz, hogy arra a magas polcra jusson, amelyet anyósa önös érdekből megcsillantott előtte.	Khi Saclo ra đi, nền Phục hưng bấp bênh, nay về, cảnh hưng thịch của nó làm hắn lóa mắt; ưu thế rực rỡ của những tư tưởng quý phái làm hắn choáng váng; sự ngây ngất bắt đầu từ dưới tàu và tiếp diễn ở Pari khiến hắn quyết tâm làm đủ mọi cách để đạt cái địa vị cao sang mà bà mẹ vợ ích kỷ đã hé cho hắn thấy.
Az unokanővére nem volt már több a számára, mint egy pont a ragyogó távlatok végtelenjében.	Người chị họ chỉ còn là một chấm mờ trên bức tranh xán lạn ấy.
Viszontlátta Annette-ot.	Saclo gặp lại Annet.
Annette mint nagyvilági hölgy azt tanácsolta régi barátjának, hogy okvetlenül kösse meg ezt a házasságot, és megígérte Charles-nak, hogy minden nagyravágyó vállalkozásában segítségére lesz.	Là một người đàn bà thạo đời, Annet sốt sắng khuyên hắn kết duyên với cô Đobriong và hứa sẽ lấy thế thần của mình giúp hắn thực hiện những điều mong ước.
Annette repesett a boldogságtól, hogy csúf és unalmas kisasszonyt vétet el Charles-lal, akit az Indiában töltött évek roppant vonzóvá tettek: az arca nap­barnított lett, a mozdulatai határozottságot, vakmerőséget sugároztak, olyan férfira vallot­tak, aki megszokta, hogy döntsön, uralkodjék, győzedelmeskedjék.	Xúi Saclo lấy một tiểu thư xấu xí và chán ngắt, Annet lấy làm đắc sách lắm, vì những năm trú ngụ ở Ấn Độ đã làm cho Saclo có một vẻ người thật quyến rũ, da hắn rám nâu, cử chỉ hắn quả quyết, quen thống trị và chiến thắng.
Charles fellélegzett Párizs­ban, amikor látta, hogy megfelelő szerephez juthat.	Thấy mình có thể có một vai trò ở Pari, Saclo cảm thấy khoan khoái dễ thở.
Des Grassins, amikor értesült megérkezéséről, közeli házasságáról, vagyonáról, felkereste Charles-t, hogy közölje vele: háromszázezer frankkal apja minden adósságát felszámolhatja.	Biết tin Saclo làm giàu trở về và sắp cưới vợ, Đe Gratxanh đến tìm hắn bảo hắn bỏ ra ba mươi vạn phorang để trang trải nợ nần của cha hắn.
Charles épp nagy tárgyalásban volt az ékszerésszel, akitől a d’Aubrion kisasszonynak nász­ajándék­ba szánt ékszereket megrendelte, és aki most a rajzokat hozta el.	Ông ta gặp Saclo đang thương lượng với người thợ vàng để đặt các thứ nữ trang đi lễ cưới tiểu thư Đobriong; người thợ vàng chỉ cho Saclo xem các hình mẫu vẽ những thứ trang sức ấy.
Charles csodálatos gyémántokat hozott Indiából, de a megmunkálás, az ezüstnemű, a fiatal pár nehéz és haszon­talan ötvöstárgyai így is több mint kétszázezer frankba kerültek.	Mặc dù đã có những viên kim cương rất đẹp mang về từ Ấn Độ, công làm, số lượng vàng bạc cần thiết cùng với những đồ trang trí bằng bạc của đôi vợ chồng trẻ cũng tốn trên hai mươi vạn.
Charles nem ismerte meg des Grassins-t, és annak a divatfinak a pökhendiségével fogadta, aki Indiában négy embert ölt meg különféle párbajokban.	Saclo không nhớ ra ông Đe Gratxanh; hắn tiếp ông với một cái vẻ xấc xược của một thanh niên đác thế, một tay đã giết bốn đối thủ trong mấy cuộc đấu tay đôi ở đất Ấn.
Des Grassins úr már harmadszor kereste fel.	Ông Đe Gratxanh đến lần này là lần thứ ba, Saclo lạnh nhạt ngồi nghe.
Charles fagyosan meghallgatta; aztán, anélkül, hogy pontosan értette volna, miről van szó, így válaszolt:	Rồi cũng không hiểu thật rõ ông Đe Gratxanh nói gì, hắn đáp:
- Az apám ügyei nem tartoznak rám.	- Việc của cha tôi không phải là việc của tôi.
Nagyon lekötelezett, uram, az ügybuzgalmával, de ma­gamra nézve nem látom hasznát a szolgálatainak.	Thưa ông, tôi cảm ơn ông về công việc khó nhọc của ông lâu nay mà thật tình tôi không biết cách hưởng thụ.
Nem azért szedtem össze véres verítékkel csaknem kétmilliót, hogy most apám hitelezőinek a lába elé szórjam a pénzt.	Tôi đổ mồ hôi ra chắt bóp được ngót hai triệu không phải là để vứt lên đầu những chủ nợ của cha tôi.
- És ha az atyja ellen néhány nap múlva kimondják a csődöt?	- Nhưng nếu trong mấy hôm nữa, ông cụ bị tuyên bố vỡ nợ thì thế nào?
- Uram, néhány nap múlva már d’Aubrion gróf lesz a nevem.	- Thưa ông, trong mấy hôm nữa, tôi sẽ là bá tước Đobriong.
Egyébként is, ön jobban tudja, mint jómagam, hogy ha valakinek százezer frankos jövedelme van, annak az apja sohasem ment csődbe.	Huống nữa, điều này chắc ông còn biết rõ hơn tôi, khi người ta có mười vạn phorang thực lợi thì cha người ta không bao giờ là người vỡ nợ.
- S azzal udvariasan az ajtó felé tessé­kelte des Grassins uraságot.	Saclo vừa nói thêm câu sau vừa nhã nhặn đẩy ông Đe Gratxanh ra cửa.
A szegény lány abban lelte kedvét ezen az üde, vidám reggelen, hogy emlékezetébe idézte szerelme minden nagy és apró eseményét és a szerelmét követő sorscsapásokat.	Buổi mai rất mát, rất tươi hôm nay, cô gái đáng thương ôn lại những biến cố lớn nhỏ trong cuộc tình duyên của cô, rồi những tai họa tiếp theo đó.
