CHARLES DICKENS	CHARLES DICKENS
Tudtam, mindjárt segíteni akarna rajtam megtakarított pénzecskéivel s tudtam azt is, hogy nem volna helyes így segítségemre sietnie s hogy ezt egyáltalában nem szabad megengednem neki.	Anh sẽ muốn giúp tôi từ khoản dành dụm ít ỏi của mình, tôi biết thế, và còn biết anh không cần phải giúp tôi, và tôi không được phép để anh làm việc đó.
Nagyon elgondolkodtató esténk volt ez mindkettőnknek.	Đó là một buổi tối đầy trăn trở với cả hai chúng tôi.
De mielőtt ágyunkba tértünk, elhatároztam, hogy a következő napot, amely vasárnap volt, elszalasztom még, de aztán az új hét kezdetén megkezdem új viselkedésemet.	Nhưng trước khi chúng tôi lên giường đi ngủ, tôi đã quyết định sẽ chờ qua ngày mai - vì ngày mai là Chủ nhật - và sẽ bắt đầu con đường mới của mình cùng tuần lễ mới.
Eltökéltem, hogy hétfőn reggel beszélni fogok Joe-val sorsom változásáról, félre akartam takarítani a titkolózásnak ezt az utolsó maradékát, meg akartam mondani neki, mit forgattam volt elmémben (azt a másik nagy vágyat, a most még el nem érhetőt), és miért nem határoztam el, hogy Herbert után megyek és reméltem, hogy ezt a sorsváltozást elintézzük örökre.	Đến sáng thứ Hai tôi sẽ nói với Joe về thay đổi này, tôi sẽ dẹp bỏ sang bên chút tàn dư do dự cuối cùng, tôi sẽ nói cho anh biết những gì đang nghĩ trong đầu (đây là điều thứ hai tôi vẫn chưa đi tới được), và tại sao tôi đã không quyết định đi tìm Herbert, và sau đó sự thay đổi của anh sẽ bị khuất phục mãi mãi.
S miközben így eszmélkedtem, Joe is eszmélkedett s úgy látszott, hogy gondolkodásában együttérző módon ő is bizonyos elhatározásra jutott.	Trong khi tôi nghĩ thông, Joe cũng đã nghĩ thông, và dường như anh cũng đã đi tới một quyết định cũng đồng cảm như vậy.
Szép, csöndes napunk volt ez a vasárnap; kikocsikáztunk a környékre s aztán ott sétálgattunk a mezőkön.	Chúng tôi trải qua một ngày yên ả vào Chủ nhật, và đi xe ngựa ra vùng đồng quê, rồi tản bộ trên các cánh đồng.
- Valósággal hálát érzek azért, hogy beteg voltam, Joe - mondtam.	"Em thấy thật biết ơn vì đã bị ốm, Joe," tôi nói.
- Kedves vén Pip fickóm, kis öregem; mán majdnem egészen rendbe térült az úr.	"Pip thân mến, anh bạn, cậu đã gần như bình phục hẳn rồi, thưa ngài."
- Emlékezetes napokat éltem én, Joe.	"Đó là một quãng thời gian thật đáng nhớ với em, Joe."
- De meg én is, higyje meg az úr - válaszolt Joe.	"Với tôi cũng vậy, thưa ngài," Joe đáp.
- Olyan időt éltünk át együtt, Joe, amelyet sohasem fogok elfelejteni.	"Chúng ta đã có một thời gian bên nhau, Joe, mà em không bao giờ có thể quên được.
Voltak idők egykor, tudom, amelyeket közben elfelejtettem; de ezt sohasem fogom elfelejteni.	Em biết có những ngày em từng thực sự quên trong một thời gian; nhưng em sẽ không bao giờ quên những ngày này."
- Pip - mondta Joe s kissé kapkodónak és zavartnak látszott -, valamikor bizony sok jó tréfában vót részünk.	"Pip," Joe nói, có vẻ hơi hấp tấp và bối rối, "đã từng có những niềm vui.
De hát, kedves jó uram, akárhogy vót is, akármi jó dógunk is vót minekünk egymással, ami vót, az - vót!	Và, thưa ngài thân mến, những gì từng diễn ra dữa chúng ta - từng diễn ra."
Este, amint lefeküdtem, Joe bejött szobámba, ahogy már gyógyulásom idején minden nap megtette.	Đến tối, khi tôi đã lên giường, Joe đi vào phòng tôi như anh đã làm mọi tối trong suốt quá trình bình phục của tôi.
És ezen az estén azt kérdezte tőlem, vajjon épp oly jól vagyok-e, mint voltam reggel; egészen határozottan érzem-e ezt?	Anh hỏi liệu tôi có cảm thấy chắc chắn cũng khỏe như hồi sáng hay không?
- Határozottan, kedves Joe, egészen határozottan.	"Có, Joe yêu quý, cũng như thế."
- És hogy mindig jobban és jobban erősödöl, öregem?	"Và luôn khẻ lên phải không anh bạn?"
- Erősödöm, kedves Joe, mindjobban erősödöm.	"Đúng thế, Joe yêu quý, một cách đều đặn."
Joe a nagy, jóságos kezével megveregette a takarómat a vállamon és így szólt, olyan hangon, amely nekem kissé rekedtnek rémlett: - Jó éccakát!	Joe vỗ bàn tay to bản nhân hậu của anh lên tấm chăn ở chỗ vai tôi, rồi nói, với giọng khàn khàn tôi nghĩ hơi nghẹn lại, "Chúc cậu ngủ ngon!"
Amikor reggel felkeltem, frissen és megint jóval erősebben, egész lelkemet eltöltötte az a bizonyos elhatározásom, hogy mindent elmondok Joe-nak, haladéktalanul.	Khi tôi thức dậy buổi sáng, thư thái và khỏe mạnh hơn, tôi quyết tâm sẽ nói cho Joe biết tất cả, không trì hoãn.
Még reggeli előtt akartam beszélni vele.	Tôi sẽ kể cho anh nghe trước bữa sáng.
Egy-kettőre felöltözöm, gondoltam, átmegyek szobájába s meglepem; ez volt ugyanis az első nap, hogy korán keltem.	Tôi sẽ mặc đồ ngay lập tức, sang phòng anh và khiến anh ngạc nhiên; vì đây là ngày đầu tiên tôi dậy sớm.
Benyitottam szobájába és Joe - nem volt ott.	Tôi đi sang phòng anh, và anh không có ở đó.
És nemcsak ő tünt el, hanem a podgyásza is.	Không chỉ anh không còn ở đó, cả rương đồ của anh cũng đã biến mất.
Átsiettem a reggeli-asztalhoz s kis levelet találtam rajta.	Tôi liền vội vàng chạy tới bàn ăn sáng, và tìm thấy một lá thư trên mặt bàn.
A levél tartalma ez volt:	Dưới đây là nội dung ngắn ngủi của nó:
Mivelhogy nem akarok terhedre lenni elutaztam hiszen most mán jól vagy megin kedves Pip és jobban fogsz bódogulni, ha nincsen itt	"Không muốn quấy quả thêm anh đã đi vỳ cậu đã khỏe lại Pip thân mến và sẽ tốt hơn khi không có
Jo.	JO.
A levélnek melléklete is volt: hivatalos nyugta annak a tartozásomnak és perköltségeinek megfizetéséről, amely miatt letartóztattak.	Kẹp trong lá thư là một biên lai cho những món nợ và những khoản tiêu pha đã khiến tôi bị bắt.
Eddig az a hiú sejtelem áltatott, hogy hitelezőm visszavonta az ellenem indított bírói eljárást, vagy legalább is szünetelteti felépülésemig.	Cho tới tận khoảnh khắc đó, tôi đã tự phụ phỏng đoán rằng chủ nợ của tôi đã bỏ cuộc hay đình chỉ việc thưa kiện cho tới khi tôi bình phục hẳn.
Álmodni sem mertem volna, hogy Joe megfizette a követelést; de Joe megfizette és a nyugta az ő nevére szólt.	Tôi không thể ngờ Joe đã trả tiền; nhưng Joe đã trả, và biên lai ghi tên anh.
Most már nem tehettem egyebet, elhatároztam, hogy utána megyek a kedves régi kovács­műhelybe, ott mondom el majd neki minden mondanivalómat, ott tárom eléje bűnbánatos töprengéseimet s ott szabadítom fel lelkemet, szivemet annak a szintén beh régóta rejtőzködő másik vágynak követelődzése alól is, amely eleinte oly határozatlan valamiül lappangott gondolataim között és íme végül hatalmas főszándékká alakulva jelentkezik.	Giờ tôi còn có thể làm gì nữa đây, ngoài đi theo anh tới cái lò rèn cũ kỹ thân thương, và tại đó giãi bày lời thú nhận với anh, bày tỏ sự sám hối với anh, và tại đó giải thoát đầu óc và trái tim tôi khỏi điều thứ hai còn lưu lại, thứ đã bắt đầu như một điều mơ hồ đọng lại trong ý nghĩ của tôi rồi định hình thành một mục tiêu chắc chắn?
Ez a szándékom pedig az volt, hogy elmegyek Biddy-hez, hogy megmutatom neki, mily meg­alázottan és bűnbánóan tértem vissza; hogy elmondom majd neki, mint vesztettem el mindent, amit reméltem egykor; hogy emlékezetébe idézem hajdani meghittségünket, amely első bol­dogtalanságom idején egymáshoz fűzött bennünket.	Mục tiêu đó là tôi cần tới gặp Biddy, cần cho cô thấy tôi đã trở lại khiêm nhường và ăn năn như thế nào, và tôi sẽ nói với cô tôi đã mất mọi thứ từng hy vọng có được, sẽ nhắc lại với cô về những tâm sự thân mật của chúng tôi vào thời gian bất hạnh đầu tiên của tôi.
Aztán, terveztem, így szólok majd hozzá: Biddy, azt hiszem, egykor te bizony kedveltél engem és az én tévelygő szivem, bár elvetődött igen hamar tőled, nyugodtabban és jobban volt közeledben, mint máshol akárhol.	Sau đó tôi sẽ nói với cô, "Biddy, anh nghĩ từng có thời em rất thích anh, khi trái tim lang bạt của anh, thậm chí ngay cả khi nó lang thang cách xa em, từng yên ả và tốt đẹp hơn vào bất cứ khi nào sau đó.
Ha most csak félannyira tudnál is kedvelni, ha vissza tudnál fogadni minden hibámmal, bolond fejem minden csalódásával együtt; ha úgy engednél magadhoz, mint megbocsátásba fölkarolt gyermeket (hisz valóban épp oly szánalomraméltó vagyok, Biddy, és megnyugtató szóra, simogató kézre épp úgy rászorulok, akárcsak ily gyermek), remélem, most már valamivel méltóbb volnék hozzád, mint voltam - nem sokkal, csak valamivel.	Nếu một lần nữa em có thể thích anh dù chỉ bằng một nửa ngày xưa thôi, nếu em có thể chấp nhận anh mà anh xin chịu mọi lỗi lầm và thất vọng, nếu em có thể đón nhận anh như một đứa trẻ được tha thứ (và Biddy, thực ra anh cũng hối lỗi, và cũng cần một giọng nói an ủi và một bàn tay vỗ về như thế), anh hy vọng anh sẽ xứng đáng hơn một chút với em so với trước đây - không nhiều, nhưng cũng là một chút.
És, Biddy, te döntsed majd el, hogy Joe-nál, a kovácsműhelyben dolgozzam-e, vagy itt a környéken valami más foglalkozást keressek, vagy elmenjünk-e abba a távoli országba, ahol máris vár alkalmazás, amelyet mindjárt fölajánlásakor foglalhattam volna el, de előbb tudni akartam a te válaszodat.	Và, Biddy, em là người quyết định liệu anh sẽ làm việc ở lò rèn cùng Joe hay anh nên thử sức với một công việc khác ở vùng quê này, hay chúng ta sẽ đi tới một nơi xa xôi, nơi một cơ hội đang chờ đợi anh, nhưng anh đã gạt sang bên khi nó chào mời cho tới khi anh biết câu trả lời của em.
Most hát, kedves Biddy, ha azt mondhatod nekem, hogy eljössz velem végig ezen a világon, bizonyos, hogy jobbá bűvölöd ezt a világot nekem és jobbá bűvölsz engem ennek a világnak, én pedig megkísérlem, hogy ezt a világot jobbá bűvöljem neked...	Và bây giờ, Biddy yêu quý, nếu em có thể nói với anh là em sẽ đi khắp thế giới cùng anh, em chắc chắn sẽ biến nó thành một thế giới tốt đẹp hơn cho anh, và anh thành một người đàn ông tốt hơn cho nó, và anh sẽ nỗ lực để biến nó thành một thế giới tốt đẹp hơn cho em."
Ilyen volt szándékom.	Đó là mục tiêu của tôi.
Annak a súlyos csapásnak, amely az én nagy szerencsémet megsemmisítette, híre szülőhe­lyemre és környezetére már jóval az én odaérkezésem előtt eljutott.	Tin về việc vận hội lớn lao của tôi bị sụp đổ tan tành đã lan tới nơi tôi ra đời và vùng quanh đó trước khi tôi về đến quê.
Mindjárt észrevettem, hogy a Kék Vadkan már tud róla és azt is észrevettem, hogy ez a körülmény a Vadkan visel­ke­désében nagy változást idézett elő.	Tôi phát hiện ra cả nhà trọ Lợn Lòi Xanh đều đã biết tin, và nhận thấy nó đã gây nên một thay đổi lớn lao trong thái độ đón tiếp của nhà trọ.
Amennyire lázas buzgósággal igyekezett jó vélemé­nye­met kivívni hajdan, amikor vagyonba cseppentem volt bele, épp annyira hidegen viselkedett a Vadkan ebben a tekintetben most, amikor kicseppentem a vagyonból.	Trong khi Lợn Lòi Xanh đã nỗ lực để giành được thái độ hài lòng của tôi bằng sự ân cần niềm nở hết mực khi tôi trở nên giàu có, Lợn Lòi Xanh giờ đây lại vô cùng lạnh nhạt với chủ đề đó khi tôi không còn tiền bạc.
Este volt, midőn megérkeztem s bizony nagyon elfárasztott az út, amelyet valaha oly sokszor és oly könnyedén bírtam el.	Trời đã tối khi tôi tới nơi, và mệt nhoài với cuộc hành trình mà trước đây tôi vẫn thường trải qua rất dễ dàng.
A Vadkan persze nem vezethetett a megszokott hálószobámba, mert azt már másvalaki foglalta el (bizonyára olyasvalaki, akinek még voltak várnivalói); ellenben ahelyett fölöttébb közepes udvari szobát nyittatott, a galambdúcok és a postakocsik közelében.	Nhà trọ Lợn Lòi Xanh không thể dẫn tôi vào phòng ngủ quen thuộc của tôi, lúc này đã có người thuê (rất có thể là ai đó đang có triển vọng hưởng gia tài), mà chỉ có thể dành cho tôi một chỗ ngủ rất tuềnh toàng giữa những con bồ câu và xe thư ngoài sân.
De azért ebben a kamrácskában is épp oly pompásan aludtam, mintha a leg­pazarabbul berendezett hálószoba lett volna, amit a Vadkan csak adhat valakinek és álmaim minősége is körülbelül ugyanaz volt ott, mint a legremekebb helyiségben lehetett volna.	Nhưng tại chỗ ngủ ấy, tôi cũng có được giấc ngủ ngon chẳng kém gì trong căn phòng tốt nhất Lợn Lòi Xanh có thể dành cho tôi, và những giấc mơ tôi có cũng ngang hàng như trong phòng ngủ thượng hạng.
Másnap korán reggel, még reggelizés előtt elsétáltam az Elegendőség Háza felé.	Đến sáng sớm, trong khi bữa sáng của tôi đang được chuẩn bị, tôi rẽ qua Satis.
