ALAIN-FOURNIER	Alain Fournier
Itt olvastam végig az ablak előtt, a pattogó tűz közelében a jegyzeteket, Meaulnes vallomásait, mik számomra annyi mindent megmagyaráztak.	Chính bên lửa, trước ô cửa sổ ấy, tôi đã đọc những dòng giúp tôi hiểu rõ bao chuyện và sau đây tôi xin chép lại nguyên xi...
"Még egyszer elmentem, sokáig sétáltam az ablaka alatt.	Một lần nữa tôi đi qua dưới cửa sổ.
Az üvegen vastagon áll a por, s ki-kicsillan a nehéz csipkefüggöny hószíne mögüle.	Kính cửa vẫn đầy bụi và trắng ra bởi hai tấm ri-đô ở phía sau.
Február 13-a, szombat.	Thứ bảy, 13 tháng hai.
- Ma összeakadtam a rakparton azzal a lánnyal, akivel már júniusban találkoztam Yvonne de Galais háza előtt; - nemegyszer itt várakozott velem együtt a lefüggöny­zött ablak alatt... Megszólítottam, melléje szegődve.	Tôi đã gặp trên bờ sông cô gái đã chỉ dẫn cho tôi hồi tháng sáu, và hiện cũng chờ đợi như tôi trước ngôi nhà đóng chặt... Tôi đã nói chuyện với cô.
Nem volt eszményien szép, volt benne, ami zavart: egy-egy pici ránc gyűrődzött ajka két szöglete mellett, az arca kissé beesett, s orrcimpái körül felgyülemlett bőven a rizspor.	Khi cô bước, tôi nhìn từ phía bên những nhược điểm nho nhỏ của khuôn mặt: một nếp nhăn lờ mờ ở khóe miệng, má hơi hóp, phấn thoa hơi nhiều ở hai cánh mũi.
Hirtelen szinte farkasszemet nézve velem - talán azért, mert így sokkal csinosabb volt, szemköztről csinosabb, mint a profilja -, csak ennyit mondott röviden:	Cô đột ngột quay lại, nhìn thẳng vào mắt tôi, có lẽ bởi nhìn thẳng cô đẹp hơn nhìn nghiêng, có nói gọn lỏn:
- Maga határozottan tetszik nekem.	- Anh khiến tôi vui lắm.
Valakire emlékeztet, egy fiatalemberre, aki valamikor régen udvarolt nekem, még otthon, Bourges-ban.	Anh gợi tôi nhớ lại một chàng trai trước đây tán tỉnh tôi ở Buôcgiơ.
Sőt, már jegyben is jártam vele...	Thậm chí chàng đã hứa hôn với tôi...
A kezében karcsú, finom esernyőt szorongat; olyan, mint egy sétapálca.	Tôi tỏ ý khó có thể chấp nhận yêu cầu của cô.
Most meg én kérlelem, tartom vissza, hogy ne menjen.	Bây giờ, chính tôi giữ cô lại và van lạy.
Éppen egy munkás siet el mellettünk a sötétben, s odasúgja tréfálkozva a leánynak:	Vừa hay, một công nhân đi qua trong bóng tối, buông nhỏ một câu đùa:
- Nehogy beugorj, kicsikém, nehogy vele menj, bajba kever!	- Chớ nghe em ạ, nó hại em đấy!
- A két fiatal lány: Valentine Blondeau - így hívják a kislányt - és a nővére, egyszerű ruhában jöttek el, nyakuk köré olcsó kis muszlinsálat tekerve.	Ở nhà hát - Hai cô gái, bạn tôi tên là Valăngtin Bôlôngđô và chị cô, đã đếnvới những tấm khăn quàng xoàng xĩnh.
Valentine ott ült előttem az első sorban.	Valăngtin ngồi trước tôi.
Félig-meddig boldog vagyok, boldoggá tesz, hogy itt van a közelemben.	Các bà các cô ở khắp xung quanh để hở cổ quá rộng.
Mélyen kivágott ruhákban ültek körülöttünk a nők.	Thoạt đầu, cô tủm tỉm cười, sau đó cô bảo:
Nincs senki, senki kívüle a világon, akitől többet tudhattam volna meg azokról, kik a Birtokon élnek - s valahányszor vele vagyok, szüntelenül régi, furcsa kalandom jár az eszemben.	Bên cố, người duy nhất trên đời có thể nói cho tôi biết về những người ở lâu đài, tôi không ngớt nghĩ đến cuộc phiêu lưu kỳ lạ của tôi thưở ấy.
De válaszképpen olyan kellemetlen dolgokat firtatott, hogy nem is tudtam, mit feleljek.	Nhưng đến lượt mình, cô đưa ra những câu hỏi đến bực mình mà tôi không biết đáp ra sao.
Az az érzésem, hogy a jövőben mindketten kerülni fogjuk ezt a témát.	Tôi cảm thấy rằng từ nay cả hai chúng tôi đều câm lặng trước việc này.
S mindazonáltal biztos vagyok benne, hogy találkozunk még.	Tuy nhiên, tôi cũng biết rằng tôi sẽ gặp lại cô.
Talán az lesz a sorsom eztán, hogy mindenkit nyomon kövessek, aki csak valahogy is, ha homályosan és távolian is, de eszembe idézi rossz végű kalandom?...	Bây giờ, tôi bắt buộc phải lần theo dấu vết bất cứ ai, bất cứ cái gì mang trong mình chút mùi khó chịu xa xôi nhất, mông lung nhất về cuộc phiêu lưu lở dở của tôi...
Éjjel egyedül csatangolva a kihalt utcákon, azon tűnődöm, hogy miért is bonyolódom egy ilyen újabb, zavaros, furcsa históriába?	Nửa đêm, một mình trên phố vắng, tôi tự hỏi rằng câu chuyện mới mẻ và kỳ cục này muốn đòi gì ở tôi?
Miért?	Vì sao?
Annyit tudok csupán, hogy egy kis mellékutcában laknak valahol a Notre-Dame táján.	Tôi biết hai cô ngụ ở một phố nhỏ rẽ vào vùng lân cận Nhà thờ Đức bà.
Abban már biztos vagyok, hogy varrólányok vagy kalapszalonban dolgoznak.	Tôi đoán hai cô là thợ may hay bán trang phục phụ nữ.
Valentine odasúgta halkan - nehogy a nővére észrevegye -, hogy legyek csütörtökön délután négy órakor a színház előtt, ahol ma is találkoztunk.	Giấu chị, Valăngtin hẹn gặp lại tôi trước nhà hát chúng tôi vừa xem vào bốn giờ chiều thứ năm.
Az utcákon már félig-meddig sötét van.	Tôi nhủ thầm mãi: sắp mưa rồi...
Nicsak, cseperészik.	Một giọt mưa rơi xuống.
Fent a fejem fölött, a szürke délutáni égen - mely kiderült s beborult, beborult s kiderült - egy nagy felleget szétmarcangolt a szél.	Trên kia, trên bầu trời xám buổi chiều - lúc xám xịt, lúc chói bừng - đám mây lớn đã tan ra trong gió.
Én meg itt töltöm, szörnyű várakozással, nyomorultul az életem...	Và tôi vẫn nép mình đợi chờ khốn khổ ở đây.
Minden fekete ruhás fiatal nőt végigkísérek szememmel, akit csak fölfedezek a távolban, hogy errefelé tart.	Từ chỗ mình trên bờ sông, tôi quan sát dòng người qua lại tấp nập trên cây cầu mà cô tất phải qua.
Szinte hálás vagyok egy-egy olyan lánynak, akiről a legtovább azt hiszem, míg csak a közelembe nem ér, hogy ő lesz; aki még a reményt élteti bennem egy ideig...	Tôi nhìn bám lấy tất cả phụ nữ trẻ mặc tang đang đi tới, và gần như cảm ơn những người - đi gần tôi và đi qua tôi lâu nhất - hao hao giống cô và khiến tôi hy vọng.
Egy órát ácsorogtam.	Một giờ chờ đợi.
- Fáradt vagyok.	Tôi chán nản.
Olykor-olykor kifordul valamelyik kapualjból egy cselédlány vagy maga a háziasszony a szemerkélő esőbe, hogy valamit vegyen még, mielőtt bezárnak a boltok... Itt is hiába várakozom csak.	Chán chường, tôi rời chân và đến cái phố hẹp và thấp, ở khoảng giữa sông Xen và nhà thờ Đức Bà, ở đấy tôi biết qua vị trí nhà hai cô.
Miért, mi értelme volna tovább?	Một mình, tôi cứ lui lui tới tới.
Feketén hullámzik a várakozók tömege...	Người dông hơn lúc nảy - một đám đen sì...
Találgatás - kétségbeesés - kimerültség.	Phỏng đoán - thất vọng - mệt mỏi.
S már alig várom, hogy eljöjjön a holnap.	Và tôi mang ngày mai mau đến.
Ő is... jobb, ha leírom a nevét: Valentine.	Cô... tôi muốn nói: Valăngtin.
Ó, hogy rám nehezedik az este, milyen nyomasztóan, pedig azt hittem, meg tudok szökni előle.	Cái buổi tối mà tôi muốn lẩn tránh này đè nặng lên tâm hồn tôi một cách kỳ cục.
De én, én, aki megint csak eltékozoltam haszontalanul egy napomat, mi jogon várom ugyan, mi jogon hívom a holnapot?	số khác thì mỏi mệt và đêm nay không sao đủ dài để họ được nghỉ ngơi đúng yêu cầu.
De ma délután négy órakor, amikor odaérek a színház elé, már ott van.	Tối thứ sau - tôi đã định viết tiếp: "Tôi không gặp lại cô".
Csak azért jött, hogy közölje velem: azonnal itthagy a faképnél s nem látom soha többé...	Ấy là để báo tôi rằng cô muốn rời bỏ tôi ngay lập tức và sẽ mãi mãi không trở lại.
Azonban, már jó későre jár az este, s mi mégis együtt vagyunk még mindig; lassan andalgunk egymás mellett a Tuileriák kertjében.	Tuy nhiên, trong bóng đêm đang buông , chúng tôi vẫn bên nhau, lững thững bước đi trên cát sỏi vườn Tuylơri.
Valahányszor a vőlegényéről beszél, akihez nem ment hozzá feleségül, így mondja: "a szeretőm".	Cô nói: "người tình của tôi" khi đá động đến người cô đã đính hôn nhưng không lấy.
Azt hiszem, szándékosan használja ezt a kifejezést, hogy vérig sértsen vele, s hogy eszem ágába se jusson felmelegednem iránta.	Tôi nghĩ rằng cô cố tình nói vậy để xúc phạm tôi và để tôi không còn muốn gắn bó với cô nữa.
Vannak néha olyan mondatai, amiket nem szívesen írok le ide:	Có những lời của cô mà tôi chép lại, chẳng hứng thú gì:
"Ne bízzon bennem egy fikarcnyit se - jelenti ki -, szeszélyes vagyok, bolond, kiszámíthatatlan.	- Chờ tin tôi - cô bảo - Mãi mãi tôi chỉ làm những trò rồ dại.
"A kétségbeesésbe kergettem a vőlegényemet.	- Tôi đã làm cho chồng chưa cưới của tôi thất vọng.
Otthagytam, mert túlzásba vitte a rajongást; nem engem szeretett, hanem álmai asszonyát, akihez csöppet sem hasonlítottam.	Tôi bỏ anh ấy vì anh ấy tôn sùng tôi quá đáng; anh ấy kỳ ảo hôn tôi, chứ không nhìn tôi đúg như thực tế.
Én más vagyok, ezer meg ezer hibám van.	Vậy mà tôi đầy nhược điểm.
Csak szörnyű, szörnyű boldogtalanság."	Có lẽ chúng tôi sẽ vô cùng bất hạnh.
Minden szavánál azon kapom rajta, hogy rosszabbnak állítja be magát, mint amilyen a való­ságban.	Trong từng phút giây, tôi bắt gặp cô cố tỏ ra xấu xa khác hẳn thực tế.
Ilyet is mondott:	Một lần khác:
"Maga azért tetszik nekem - jelentette ki, miközben rám nézett hosszan, elmerengve - maga azért tetszik nekem, mert nem is tudnám megmagyarázni hogyan s miért: de fölidézi bennem régi-régi emlékeimet..."	- Điều khiến tôi bằng lòng ở anh - cô vừa nhìn tôi hồi lâu và nói - điều khiến tôi bằng lòng ở anh, tôi không biết vì sao, đó là những kỷ niệm của tôi...
Meg ilyeneket:	Lần khác:
"Még most is szeretem őt - szólalt meg csendesen - el se tudja képzelni, mennyire."	- Tôi vẫn yêu anh ấy - cô nói - còn hơn anh tưởng cơ.
"Végül is mit akar tőlem?	- Nhưng rút lại, anh muốn gì?
mért koslat utánam?	Anh cũng yêu tôi ư?
talán maga is bolondul értem, mi?	Anh cũng muốn lấy tôi sao?...
talán maga is azt mondja majd, hogy legyek a felesége?..."	Tôi ấp úng, Tôi không rõ tôi đáp thế nào.
Csak kapkodtam a szavak után, dadogva.	Có lẽ tôi đã nói: "Vâng".
S ezzel meg is szakadtak a naplóbejegyzések.	Cuộc đính hôn bấp bênh!...
Milyen késhegyen táncoló jegyesség!...	Do Môn van vỉ, cô gái đã bỏ nghề.
A lány, Meaulnes határozott kérésére, nem járt be többet a szalonba.	Anh lo sắm sửa và chuẩn bị để tổ chức lễ cưới.
AUGUSTIN TITKA	Chương 15
(folytatás)	BÍ MẬT (tiếp)
Ahogy felöltözött, halkan kopogott a másik szobába nyíló ajtón, s hogy nem kapott rá választ, benyitott óvatosan.	Anh trỗi dậy, nhẹ nhàng gõ cái cửa ra vào bên cạnh, nhưng không được trả lời; và anh thận trọng hé cánh cửa ra.
A leány meg se moccant, csak a szempillái vetődtek föl, csak ránézett némán a fiúra, ezzel jelezte csupán, hogy már legyőzte az álmot.	Để chứng tỏ mình không ngủ nữa, cô không có cử động nào khác ngoài việc mở mắt và ngắm nhìn.
- Későn keltünk - jegyezte meg a lány.	- Chúng ta dậy muộn rồi - cô bảo.
És mintha otthon volna, mint affajta remek háziasszony, nekilátott a takarításnak.	Rồi tức thì, cô như một bà tề gia nội trợ thực thụ.
- Sainte-Agathe-ban is ez a módi járta - mondta Meaulnes eltűnődve - ha egy kölyök belehuppant a sárba, ők is a bicskájukkal tisztogatták le magukat.	- Khi đuổi bắt nhau trong bùn đất - Môn nói - thanh thiếu niên ở Xanhtơ-Agat đề bê bết gấu quần như vậy.
- Engem még az édesanyám tanított meg erre - mosolygott Valentine.	- Con em, chính mẹ em dạy cho làm thế - Valăngtin phụ họa.
Akkor este, barátaik jelen­létében - akik legnagyobb bosszúságukra, úgy mutatták be őket a házigazdának, mint újdonsült házasokat - Valentine olyan félénken viselkedett, mintha egyenest most jött volna a templomból.	15 tháng 6 - Trong bữa ăn chiều ở trang trại mà nhờ bạn bè giới thiệu hai người là vợ chồng, Môn và Valăngtin được mời dự - cả hai đều thấy rất phiền về chuyện nay - cô cứ e ấp như một nàng dâu mới.
Patrice úgy ült ott az asztalfőn, mint egy vidéki nemesúr, s közben Meaulnes ezt gondolta:	Và trong khi Patơric điều khiển bữa tiệc theo kiểu một quý tộc nông thôn, Môn nghĩ:
"Ó, nekem kellene ma este valahol messze egy másik ilyen alacsony mennyezetű szobában, ahol már ültem egyszer - milyen gyönyörű is volt az a nap!	- Đêm nay lẽ ra phải chính mình chủ trì tiệc cưới của mình trong một phòng thấp như phòng này, một phòng đẹp mà mình biết rõ.
De Valentine ült itt mellette, és félénken szabadkozott, bármivel is kínálták.	Bên anh, Valăngtin e lệ từ chối tất cả các thứ mà người ta mời cô.
Olyan volt, mint egy pirulós paraszt-menyecske.	Cứ như là một cô gái thôn quê vậy.
- No, idd csak ki, kicsi bogárkám!	- Uống đi, Valăngtin thân yêu!...
Patrice kacagva gratulált az "ifjú férjnek", hogy ilyen szófogadó a felesége, hogy ennyire engedelmes.	Cô ngoan ngoãn uống liền, Patơrix mỉm cười khen Môn có cô vợ biết vâng lời.
Fáradtak voltak mindenekelőtt s a cipőjük latyakos lett a sárban s most itt a konyha hideg kövezetén egészen átfázott a lábuk.	Những bàn chân họ vừa dầm bùn trong cuộc dạo chơi lạnh giá đi trên nền gạch vuông được lau chùi cẩn thận trong bếp.
- Ó, édes, drága kis feleségem; Valentine, szívecském, angyalom...	- Vợ tôi, Valăngtin, vợ tôi đây...
Június 17-e. - Az utolsó nap délutánja rosszul kezdődött.	17 tháng 6 - Chiều hôm ấy bắt đầu khá dở.
A lankás hegyoldalon, a hangabokrok között valahogy elszakadt egymástól a két pár.	Dần dần, trên sường quả đồi trọc, hai cặp tách nhau ra.
