A nap lenyugodni készült a nyugati láthatáron kirajzolódó dombok mögött.	Mặt trời sắp lặn đằng sau những quả đồi phía tây.
Kongre és társai, akik tudták, hogy már nincs mit tenni, lerohantak a töltésről és a sziget belsejébe menekültek.	Biết rằng không còn lối thoát nào khác, Kongre và đồng bọn vội vàng lao ra ngoài khuôn viên hải đăng và bỏ chạy vào phía trong đảo.
Negyedóra múlva, miközben Lafayate kapitány leengedte a horgonyt, a toronyőrök visszahódított bárkája néhány evezőcsapás után a hadihajó oldalához simult.	Mười lăm phút sau, vào lúc thuyền trưởng Lafayate cho lệnh thả neo thì chiếc xà lúp của tổ gác cũng vừa áp mạn chiếc chiến hạm.
John Davis és Vásquez az ágyúnaszád fedélzetén állt. 15.	John Davis và Vasquez cùng leo lên chiếc tuần dương hạm.
Befejezés	CHƯƠNG 15
Mivel a szél kedvező, a tenger pedig nyugodt volt, útját gyorsan tette meg.	Được thuận gió và thuận con nước nên cuộc vượt biển diễn ra nhanh chóng.
A majd egy hétig tartó nagy vihar a Magellán-szoroson túl nem éreztette hatását.	Cơn bão lớn kéo dài tám ngày đã không gây ảnh hưởng gì ngoài eo biển Magellan.
Lafayate kapitánynak sem kellett tehát számolnia vele, s így a tervezettnél több nappal korábban érkezett meg.	Thuyền trưởng Lafayate đã không hề chịu ảnh hưởng nào của bão nên có thể tới nơi sớm hơn dự định khá nhiều ngày.
Ha tizenkét órával később futott volna be, a kétárbocos már messze jár, és le kell mondani a Kongre-bandának és vezérének üldözéséről.	Chỉ cần tới chậm một ngày nữa là chiếc thuyền buồm đã đi xa, và chắc là khi đó, việc truy đuổi Kongre và băng cướp sẽ không thể thực hiện.
Lafayate kapitány mindkettejüket a hajószalonba hívatta, és első szava ez volt:	Thuyền trưởng Lafayate liền cho gọi hai người tới tháp chỉ huy, câu nói đầu tiên của ông là:
- Későn helyezték üzembe a tornyot, Vásquez.	- Tại sao cây đèn biển lại được thắp lên trễ vậy, Vasquez?
- Már kilenc hete nem működött... - felelte Vásquez.	- Đã từ chín tuần lễ nay, đèn không hề được thắp sáng - Vasquez đáp.
- Kilenc hete!...	- Chín tuần lễ!
Mit jelentsen ez?...	Điều đó nghĩa là gì?
- Felipe és Moriz meghalt!...	- Felipe và Moriz đã chết rồi.
Vásquez elmondta, milyen események színhelye volt az Államok-sziget.	Rồi Vasquez kể lại những sự kiện trên đảo Đa Quốc gia.
Egy kalózbanda, melynek egy Kongre nevű fickó parancsolt, már évek óta élt az Elgor-öbölben abból, hogy odacsalogatta a hajókat a San Juan-fok szikláihoz, összeszedte a partra vetett holmit, és lemészárolta a túlélőket.	Một băng cướp biển mà tên cầm đầu tên là Kongre đã nhiều năm nay ẩn náu ở vịnh Elgor, sống bằng cách dụ các tàu thuyền vào các bãi đá của mũi San Juan để cướp xác tàu, tàn sát những người sống sót sau khi tàu của họ bị đắm.
Az építkezés idején senki sem gyanította ittlétüket, mivel a sziget nyugati végében, a Szent Bertalan-foknál húzták meg magukat.	Không một ai biết đến sự có mặt của chúng trong suốt thời gian xây dựng hải đăng vì chúng ở tận mũi Saint-Barthélemy nằm ở đầu phía tây của đảo.
Miután a Santa Fé eltávozott, és a toronyőrök egyedül maradtak, Kongre bandája visszatért az Elgor-öbölbe egy véletlenül birtokába került kétárbocoson.	Khi chiếc Santa-fé ra đi, để lại tổ bảo vệ hải đăng trên đảo, bọn cướp Kongre tiến vào vịnh Elgor trên một chiếc thuyền buồm tình cờ đã lọt vào tay chúng.
A horgonyzóhelyre érkezésük után néhány perccel Morizt és Felipét a hajó fedélzetén leütötték és megölték.	Sau khi bọn chúng vào vũng đậu tàu vài phút, Moriz và Felipe đã bị bọn chúng sát hại trên chiếc thuyền buồm.
Hogy Vásquez meg tudott menekülni, annak köszönhette, hogy akkor az őrszobában volt.	Còn Vasquez thì lúc đó đang ở lại trong phòng trực nên thoát chết.
Miután elmenekült onnan, a San Juan-foknál húzódott meg.	Sau khi trốn khỏi hải đăng, Vasquez đã tạm trú gần mũi San Juan để trốn bọn cướp.
Ezután Vásquez elmesélte, hogyan sikerült a Century hajótörése után nagy örömére meg­menteni a hajó másodkapitányát, s hogyan éltek aztán együtt a Santa Fé érkeztéig.	Đoạn Vasquez kể tiếp vụ lâm nạn của chiếc Century, mà anh đã rất sung sướng khi cứu được vị phó chỉ huy của tàu, rồi làm thế nào mà hai người sống được để chờ chiếc Santa-Fé đến.
A hajó mégis elhagyta volna a szigetet, ha John Davis két lövése nem tartja fel további néhány napra.	Chiếc thuyền buồm không thể rời đảo vì hai trái phá mà John Davis đã bắn vào vỏ thuyền làm nó phải ở lại trong vài hôm.
Vásquez itt megállt egy kicsit, el akarta hallgatni azt, ami az ő külön érdeme volt.	Vasquez ngừng câu chuyện kể ở chỗ đó, không hề nói tới chiến công đặc biệt của riêng anh.
John Davis közbelépett:	Nhưng John Davis đã lên tiếng:
Lafayate kapitány melegen megszorította John Davis és Vásquez kezét, akik vakmerő közbe­lépéseikkel elérték, hogy a Santa Fé a kétárbocos indulását megelőzve futhatott be.	Thuyền trưởng Lafayate nồng nhiệt bắt tay John Davis và Vasquez là những người mà, nhờ sự can thiệp táo bạo của họ, mà chiếc Santa-fé đã đến trước lúc chiếc thuyền buồm ra khơi.
Lafayate kapitány, miután délelőtt mérést végzett, biztos volt hajója helyzetében.	Thuyền trưởng Lafayate, sau khi điểm lại tình hình trong buổi sáng, có thể yên tâm về vị trí của tàu.
Az ágyú­naszádnak a San Juan-fok irányába kellett tartania, melyet még az est leszállta előtt meg kellett pillantani.	Chiếc tuần dương hạm chỉ cần trực chỉ mũi San Juan là có thể đến đó trước khi đêm xuống.
Csakugyan, amikor az alkony kezdte elsötétíteni az eget, Lafayate kapitány tisztán kivehette, ha nem is a sziget keleti partját, de legalább a háttérben emelkedő hegycsúcsokat.	Thực ra vào lúc bóng hoàng hôn bắt đầu buông xuống, nếu như thuyền trưởng Lafayate không còn nhìn rõ bờ phía đông của đảo thì, ít ra ông cũng trông thấy những ngọn núi cao ở phía xa hơn.
Ekkor tízmérföldnyire lehetett úti céljától, és úgy számította, hogy két órával később már kiköthet.	Ông chỉ còn cách bờ biển khoảng mười hải lý và ông dự tính vào trong vũng đậu tàu hai giờ sau.
Ekkor észlelte a hadihajót John Davis és Vásquez, és ekkor jelezte Carcante is Kongrénak a toronyból a naszád érkezését.	Chính lúc Vasquez và John Davis phát hiện ra chiếc Santa-fé thì cũng là lúc Carcante từ trên tháp đèn báo cho Kongre về chiếc chiến hạm và tên này đã tìm mọi cách ra khỏi trước khi chiết Santa-fé có thể vào vịnh.
Bizonyos, hogy mielőtt megépítették a világvégi világítótornyot az Államok-szigeten, Lafayate kapitány nem lett volna olyan óvatlan, hogy éjszaka ennyire megközelítse a száraz­földet, és főleg nem merészkedett volna be az Elgor-öbölbe.	Đương nhiên là trước khi có ngọn hải đăng đặt ở nơi tận cùng trái đất này thì ông thuyền trưởng Lafayate đã chẳng dại gì mà cho tàu đến gần bờ như vậy trong đêm, càng không bao giờ đi vào vịnh Elgor mà tìm vũng đậu.
Az ágyúnaszád folytatta tehát útját délnyugat felé, és mire teljesen beállt a sötétség, már csak egymérföldnyire volt az Elgor-öböl bejáratától.	Như vậy là chiếc chiến hạm cứ việc thẳng đường theo hướng tây nam và khi trời bắt đầu tối sầm, nó chỉ còn cách cửa vịnh không đến một hải lý.
A naszád itt várakozott csökkentett gőz­nyomással arra, hogy kegyeskedjék felgyulladni a fény.	Tốc độ của tàu được giảm bớt xuống trong khi chờ hải đăng bật sáng lên.
Lafayate kapitány biztos volt pozíciójában... Előtte kellett nyílnia az Elgor-öböl bejáratának... Már a torony hatósugarán belül kell hogy járjon... És a torony fénye nem gyulladt meg!...	Thuyền trưởng Lafayate không thể nào lầm được, vịnh biển Elgor đang mở ra trước mặt ông.
Talán a legutóbbi vad vihar során eltört a lámpa, kár esett a lencsében, tönkrement a fényszóró.	Từ trên chiến hạm, người ta nghĩ gì về sự cố này nếu không phải là đèn bị hỏng?
- Nem tudtam, mit tegyek - mondta Lafayate kapitány - Az éjszaka igen sötét volt.	- Tôi không biết là phải làm gì nữa - thuyền trưởng Lafayate kể lại - Bóng đêm thì dày đặc.
Nem kockáztathattam meg, hogy befussak az öbölbe.	Tôi không dám liều lĩnh đi vào vịnh.
Hajnalig tehát a nyílt tengeren kellett volna maradnom.	Cần phải chờ ở ngoài khơi đợi trời sáng.
Végül, kilenc óra után kigyulladt a fény... A késedelmet nyilván csak valami baleset okozhatta... Parancsot adtam a nyomás növelésére, és az öböl bejárata felé vettem az irányt.	Nhưng sau cùng, đến chín giờ tối thì đèn bật sáng... Sự chậm trễ này hẳn là do có trục trặc kỹ thuật... Tôi cho tàu tăng tốc và trực chỉ lối vào vịnh.
Egy órával később befutottunk.	Sau một giờ, tàu đã ở trong vịnh.
Megértettük, hogy megtá­mad­ták a toronyőröket, akik védekeztek, valószínűleg éppen e kétárbocos legénységével szemben... Megszólaltattam a szirénát, hogy megrémítsem a támadókat... és negyedóra múlva a Santa Fé horgonyt vetett a torony előtt.	Chúng tôi vụt hiểu ra là tổ gác đèn bị tấn công, họ đã chống cự lại đám người tấn công họ, chắc chúng từ chiếc thuyền buồm mà ra... Tôi cho kéo còi để uy hiếp tinh thần kẻ tấn công... và thế là sau mười lăm phút, chiếc Santa-fé đã vào nơi neo đậu.
- Épp idejében, kapitány úr - szólt Vásquez.	- Thật đúng lúc, thưa thuyền trưởng - Vasquez nói.
- És nem tehettem volna meg - felelte Lafayate kapitány -, ha életük kockáztatása árán nem gyújtják meg a lámpást.	- Điều đó chiếc Santa-fé không thể làm được - thuyền trưởng đáp - nếu các anh không liều mạng sống của mình để thắp lại cây đèn.
Máskülönben a kétárbocos már a nyílt tengeren járna.	Và như vậy thì giờ này chiếc thuyền buồm đã ở ngoài khơi.
Bizonyára nem vesszük észre az öböl kijáratánál, és a kalózbanda elmenekül előlünk!	Chúng ta không thể gặp nó ở cửa vịnh và bọn cướp sẽ thoát khỏi tay chúng ta.
Miután az ágyúnaszád fedélzetén elterjedt a történtek híre, mindenki sietett melegen gratulálni Vásqueznek és John Davisnek.	Toàn thể diễn biến của câu chuyện chả mấy chốc đã lan ra trên chiếc tuần dương hạm, và những lời chúc mừng nồng nhiệt đã không ngớt vang lên, dành cho cả Vasquez lẫn John Davis.
Az éjszaka nyugodtan telt el, és másnap Vásquez megismerkedett a váltás három tagjával, akiket a Santa Fé hozott az Államok-szigetre.	Đêm đầu qua trong sự yên tĩnh và ngày hôm sau Vasquez đi làm quen với ba nhân viên bảo vệ mới mà chiếc Santa-Fé mang ra đảo.
Enélkül Kongre bizonyára megpróbált volna újra hajóra szállni, s az apállyal kijutni a nyílt tengerre.	Nếu không làm thế thì Kongre và băng cướp còn lại có thể đổ quân lên đó và lợi dụng nước triều xuống, chúng có thể nhanh chóng chuồn ra khơi.
Hogy szavatolja az új toronyőrök biztonságát, Lafayate kapitány egy célnak rendelt alá min­den mást: meg kell tisztítani a szigetet a garázdálkodó banditáktól, akik Carcante és Vargas halála után tizenhárman maradtak, beleértve elkeseredett vezérüket is.	Về phía thuyền trưởng Lafayate, để đem lại an toàn cho tổ bảo vệ mới của đèn, ông chỉ có một mục tiêu đề ra: đó là lùng sục, tảo thanh bọn cướp biển mà sau cái chết của Carcante và Vargas, còn lại mười ba tên, trong đó có tên cầm đầu Kongre.
Tekintve a sziget kiterjedését, a keresés hosszúnak, sőt talán eredménytelennek ígérkezett.	Vì diện tích của đảo khá rộng, cuộc tảo thanh sẽ kéo dài và có thể không đi đến đâu.
Kongre és társai bizonyára nem követik el azt a meggondolatlanságot, hogy visszatérnek a Szent Bertalan-fokhoz, mivel ennek a rejtekhelynek a titkát már fölfedezték.	Chắc chắn là Kongre và đồng bọn không khờ dại gì mà quay lại mũi Saint - Barthélemy, sự bí mật cửa chiếc hang đá nơi chúng ẩn náu trước đây đã bị phát hiện.
De rendelkezésükre állt az egész sziget, és hetek, sőt hónapok telhettek el, mire az utolsó emberig sikerül elfogni a banda tagjait.	Nhưng chúng còn có cả núi rừng trên đảo và phải nhiều tuần lễ, nhiều tháng sau mới thanh toán hết băng cướp.
Lafayate kapitány mégsem lett volna hajlandó elhagyni a szigetet, mielőtt nem tudhatja biztonságban a három toronyőr életét, és nem biztosítja a világítótorony zavartalan működését.	Tuy nhiên, thuyền trưởng Lafayate sẽ chưa chịu rời đảo chừng nào chưa đem lại sự an toàn cho những nhân viên bảo vệ đèn.
Vásquez és John Davis vezetésével Lafayate kapitány már másnap korán reggel meggyőződhetett róla, hogy legalábbis ez utóbbiban nem maradt tartalék: sem kétszersült, sem sózott hús, sem egy árva konzerv.	Ngay sáng sớm hôm sau, thuyền trưởng Lafayatel dưới sự dẫn đường của Vasquez và John Davis đã xác nhận là trong hang đá ở vịnh Elgor chẳng còn thứ gì ăn được, dù là bánh bích quy hay thịt sấy.
