Bovaryné	Bà Bô vary
Egyszer, a mikor Károly, czéltalanul bolyongva a lakásán, fölnézett a padlásra: alig hogy belépett, egy kis papir-gombolyagot talált a földön, a papucsa alatt.	Một hôm đi vơ vẩn trong nhà, hắn leo lên đến tận tầng gác thượng, hắn cảm thấy dưới chiếc giày vải của hắn có một viên giấy mỏng.
Nem akarom szerencsétlenné tenni egész életére…" Rudolf levele volt, melyet Emma, még akkor, régen, a ládák közé ejtett.	Đó là bức thư của Rôđônphơ, rơi xuống đất, giữa những chiếc hòm, nằm ở đấy và vừa bị gió lọt qua cửa
És Károly elámulva, mozdulatlanul állott ugyanazon a helyen, a hol egykor Emma még nála is sápadtabban meredt erre a levélre, hogy aztán, kétségbeesésében a halált keresse.	Thế là Sáclơ đứng lặng hẳn đi, miệng há hốc ở chính ngay cái chỗ mà xưa kia, còn tái xanh hơn hắn, Emma thất vọng, đã muốn chết.
Végre Károly egy R. betüt fedezett fel a második oldal alján.	Sau đó, hắn phát hiện ra một chữ R nhỏ ở cuối trang hai.
Ki irhatta ezt a levelet?	Thế là thế nào?
Eszébe jutott, hogy Rudolf egy időben milyen sokat járt hozzájok, aztán milyen hirtelen tünt el, és milyen kényszeredetten beszélgetett vele, mikor, jóval később, kétszer vagy háromszor, találkoztak.	Hắn nhớ lại việc Rôđônphơ năng đi lại, việc y đột nhiên biến mất và cái vẻ miễn cưỡng của y khi gặp hắn hai hay ba lần sau đó.
De a levél tiszteletet kifejező hangja tévedésbe ejtette.	Nhưng cái giọng kính cẩn của bức thư làm cho hắn bị lừa.
Különben Károly nem tartozott azok közé az emberek közé, a kik azonnal a végére járnak valaminek, ha ez nyugtalanítja őket, mert addig nem nyughatnak, mig le nem látnak a dolgok mélyére.	Vả lại, Sáclơ không thuộc hạng người đi sâu vào mọi vấn đề; hắn thoái lui trước những chứng cớ, và lòng ghen tuông mơ hồ của hắn tiêu tan trong nỗi buồn mênh mông.
Világos, hogy sokan imádták, hiszen lehetetlen volt nem imádni!	Hắn thầm nghĩ, người ta phải yêu quý nàng.
Mintha Emma még élne, s mintha tetszeni akart volna neki, mindenben ahhoz igazodott, a mit Emma valaha mondott; magáévá tette Emma izlését, gondolkozását.	Để làm vừa lòng nàng, tựa hồ như nàng vẫn còn sống, hắn chấp nhận những sở thích của nàng, những ý kiến của nàng, hắn sắm cho mình những đôi bốt da bóng, hắn dùng cavát trắng.
Illatszeres fényesítővel ápolta a bajuszát; és váltókat írt alá, mint ő. Emma megrontotta férjét a síron tulról.	Nàng đã làm hư hỏng hắn ngay cả khi nàng đã nằm dưới mộ.
Eladta, darabonkint, az egész ezüstnemüjét; aztán eladta, mert kénytelen volt vele, a szalón bútorait is.	Hắn buộc phải bán dần đồ đạc từng cái một, sau đó hắn bán mọi thứ trong phòng khách.
Lassankint minden szoba kiürült; de egy szoba, az Ő szobája, úgy maradt, a hogy volt.	Tất cả các căn phòng xơ xác đi; nhưng gian buồng, gian buồng của nàng, thì vẫn còn y nguyên như xưa.
Károly ebéd után, ebben a szobában szokott tartózkodni.	Cứ ăn cơm tối xong là Sáclơ lại lên đó.
A kerek asztalt a tűzhely elé tolta; oda húzta az asztalhoz az Ő karosszékét, s leült ezzel a karosszékkel szemben.	Hắn đẩy cái bàn tròn ra trước lò sưởi và hắn kéo chiếc ghế bành của nàng lại gần.
Berta mellette üldögélt, s szines krétáival ujságpapirra nyomott képeket színezett ki.	Một cây nến cắm trên một trong những giá đèn mạ vàng được thắp lên.
Meglátszott rajta, hogy a gazdasszony ugyan nem sokat törődik vele.	Béctơ, bên cạnh hắn, tô màu những bức ảnh.
Pedig olyan kedves és csinos volt, olyan jó kis gyermek, és fejecskéje olyan bájosan hajolt a játéka fölé, míg nagy, szőke haja szabadon omlott le rózsás arczocskájára – hogy Károlyt, mikor így, maga mellett látta, végtelenül édes érzés szállotta meg; nagy gyönyörűség járta át szívét, de gyönyörűségébe keserűség vegyült, a minőt olyankor érez az ember, ha ama, rosszúl készített édes borok egyikét issza, a melyeken megérezni a gyanta ízét.	Hắn, người đàn ông đáng thương ấy, đau khổ khi thấy con gái mình ăn mặc tiều tụy đến thế, đôi giày ống thì không dây và lỗ xỏ tay áo bờlu rách từ nách đến tận hông vì người đàn bà giúp việc chẳng chăm lo gì đến.
Justin elmenekült Rouenba, a hol fűszeres-inasnak állott be, és a gyógyszerész gyermekei egyre ritkábban néztek át a kis Bertához.	Hắn chắp lại các đồ chơi cho nó, làm những con rối bằng bìa cứng hay khâu lại cái bụng búp bê bị rách cho nó.
Homais ur nem nagyon ragaszkodott ahhoz, hogy a régi jó barátság továbbra is fenmaradjon, mert a két családfő társadalmi helyzete, és ehhez képest egymáshoz való viszonyuk is, nagyon megváltozott.	Rồi, nếu mắt hắn bắt gặp cái hộp đồ khâu, một mảnh băng rơi vãi hoặc thậm chí cả một chiếc ghim lọt vào kẽ bàn, hắn liền đâm ra mơ mộng, và hắn có vẻ rầu rĩ đến nỗi con bé cũng trở thành rầu rĩ như hắn.
A Vak, a kit Homais a kenőcsével nem tudott meggyógyítani, visszatért a Guillaume-liget magaslatára, s tovább koldulva, mindenkinek elmondta, hogy a gyógyszerész hiába kisérletezett vele, a híres orvosság nem használt.	Bây giờ chẳng ai đến thăm hai cha con; vì Juyxtanh đã trốn đi Ruăng làm công cho một hàng bán thực phẩm, và những đứa con của tay dược sĩ càng ngày càng ít chơi với con bé, Hôme, trước sự khác nhau về địa vị xã hội, chẳng muốn để tình thân thiện kéo dài.
"A ki gyakrabban utazik Picardia termékeny vidékére, bizonnyal észrevette, hogy a Guillaume-liget magaslatán egy megnyomorodott ember állja el az utat, egy koldús, a kinek arczát borzasztó seb ékteleníti el.	"Tất cả những người nào đi về các vùng phì nhiêu xứ Picácđi chắc hẳn đều nhận thấy, trên dốc Boa Guyôm, một kẻ khốn nạn mang một vết thương dữ dội ở mặt.
Annyira alkalmatlankodik, hogy alig lehet megszabadulni tőle; üldözi az embereket és valóságos adót vet ki az utasokra.	Kẻ đó rầy rà họ, quấy nhiễu họ và thu một thứ thuế thực sự vào các hành khách.
De, kérdjük, nem vagyunk-e még túl a középkor ama szörnyű századain, a mikor a csavargók és a kóbor koldusok a nyilvános helyeken is szabadon tárhatták fel a bélpoklosság sebeit, és a görvélyokozta fekélyeket, a melyeket a keresztes háborúkból hoztak magukkal?"	Chúng ta phải chăng còn ở trong những thời trung cổ quái gở mà các kẻ du thủ du thực được phép phơi bày tại các nơi công cộng bệnh hủi và bệnh tràng nhạc mang từ những cuộc viễn chinh thập tự trở về?".
Vagy:	"Hay là:
"Bár törvény tiltja a csavargást, nagyvárosaink külső részeit és egész környékét, a közbiztonság nagy kárára, koldúsbandák lepik el, a melyek hihetetlen módon háborgatják és zaklatják a közönséget.	Tuy đã có luật pháp chống tệ du thủ du thực, những vùng xung quanh các thành phố lớn của chúng ta vẫn tiếp tục bị bọn người khố rách áo ôm quấy nhiễu.
E bandák egyes tagjai néha magánosan működnek, és talán nem csalódunk, ha azt állítjuk, hogy ezek nem mondhatók a legkevésbbé veszedelmeseknek.	Người ta thấy có những kẻ đi lại riêng lẻ, và, có lẽ, không phải là những kẻ ít nguy hiểm hơn cả.
Meddig kell még várnunk, míg elüljáróink cselekedetre határozzák el magukat?"	Các ngài nghị viên thành phố của chúng ta nghĩ gì?".
Néha híreket koholt és egész történeteket talált ki:	Rồi Hôme bịa ra những mẩu chuyện:
Addig s addig, míg a Vakot letartóztatták.	Y viết rất giỏi đến nỗi người ta bắt giam gã kia.
Hanem aztán szabadon eresztették.	Nhưng rồi người ta lại thả ra.
A Vak ujra kezdte a fecsegést, és Homais is ujra kezdte a támadást.	Gã ta lại bắt đầu nói, và Hôme cũng lại bắt đầu viết.
Ez már élethalál-harcz volt.	Đó là một cuộc đấu tranh.
És attól fogva, ha a megyében egy kutyát elgázoltak, egy csürt felgyujtottak, vagy egy asszonyt megvertek: azonnal lármát csapott.	Vì kẻ thù của y bị án cấm cố chung thân trong một viện cứu tế.
"Ötleteket röpíteni világgá" – ez volt a kedves kifejezése, s a kedves foglalkozása.	Đó là thứ ngôn ngữ của y. Hôme đả phá; y trở thành nguy hiểm.
Különösen a nagy kérdések vonzották; de tollát mindenféle tárgy foglalkoztatta: a társadalmi probléma, az alacsonyabb néposztály erkölcsiségének emelése, a haltenyésztés, a kaucsukgyártás, a vasutak kérdése stb.	Y quan tâm đến những vấn đề lớn: vấn đề xã hội, vấn đề giáo hóa các tầng lớp nghèo, nghề nuôi cá, cao su, đường sắt v.v... Y đi tới chỗ hổ thẹn vì làm một anh tư sản.
Kezdte szégyellni, hogy csak közönséges polgár.	Y làm ra vẻ có tính chất nghệ sĩ, y hút thuốc lá!
A gyógyszerészkedéssel nem hagyott fel; sőt inkább, ezen a téren is lépést tartott a korral.	Y theo dõi cuộc biến động lớn của thị trường sôcôla.
Az uj találmányok mindig bizton számithattak az ő figyelmére és odaadására.	Y là người đầu tiên đã đưa đến vùng Xen hạ chất sôca và chất rơvalăngxia.
Ő volt az első, a ki Seine-Inférieure megyébe cho-ca-t és revalentia-t hozatott.	Y có những ý kiến hay về cái mộ của Emma.
Aztán a Pulvermacher-féle hydro-elektrikus lánczok ragadták meg lelkesedését; maga is hordott ilyet; és, esténkint, mikor levetette flanell mellényét, Homaisnét valósággal elkápráztatta ez a csigavonalú, aranyozott fém, mely alatt férje szinte eltűnt.	Thoạt tiên y đề nghị một đoạn cột có trướng phủ, sau đến một cái tháp, rồi đến một ngôi đền Vexta, một kiểu nhà tròn... hoặc là "một đống di tích đổ nát".
Hitvesi érzelmei mindig lángra lobbantak annak láttára, hogy ez az ember olyan meglánczolt, mint egy szittya, és olyan csillogó, mint egy mágus.	Và, trong mọi đề án, Hôme không chịu bỏ cây thùy liễu mà y coi như là cái tượng trưng nhất thiết của nỗi buồn.
Emma síremlékének a terve is élénken foglalkoztatta Homaist, és erre nézve nem fogyott ki a szebbnél szebb ötletekből.	Sáclơ và y cùng đến Ruăng để xem những ngôi mộ tại nhà một người thầu mồ mả.
Károly megszemlélt vagy száz rajzot, azután költségvetést kért, és, mikor ezt megkapta, másodszor is elutazott Rouenba.	Đi theo họ, có một họa sĩ tên là Vôfryla, bạn của Bridu, luôn mồm nói cợt.
Hosszas habozás után arra határozta magát, hogy mauzóleumot építtet, melynek mind a két homlokzatán "géniusz látható, kialudt fáklyával a kezében."	Cuối cùng, sau khi đã xem hàng trăm bức vẽ, đã đòi một bản kê khai giá cả và đã đến Ruăng lần thứ hai, Sáclơ quyết định xây một cái lăng, mà hai mặt chính có hình "một ông thần cầm một bó đuốc tắt".
A mi a felirást illeti, Homais ugy találta, hogy nincs szebb, mint a: Sta viator; és sokáig nem is tudott egyebet kisütni; hiába erőtette meg a képzeletét, más nem jutott eszébe; folytonosan ismételgette: Sta viator… Végre kigyulladt az esze: amabilem conjugem calcas!	Còn về lời ghi chú, Hôme không thấy gì hay bằng: Sta viator rồi y dừng lại đó; y đào sâu trí tưởng tượng; y nhắc đi nhắc lại liên tục: Sta viator... Cuối cùng, y tìm ra: amabilem conjugem calcas!
Emezt aztán Bovary elfogadta.	lời ghi chú này được chấp nhận.
Pedig minden éjjel róla álmodott; és mindig ugyanazt álmodta: viszontlátta Emmát, oda rohant hozzá, de mikor megölelte, Emma porrá vált karjai között.	Bao giờ cũng một giấc mơ ấy: hắn bước lại gần nàng, nhưng khi hắn vừa ôm được nàng, nàng rữa nát trong đôi cánh tay hắn.
Különben a plébános – Homais szerint – a vakbuzgóságig türelmetlenné vált; minduntalan a század iránya ellen mennydörgött; és minden második héten felemlegette a prédikácziójában Voltaire haldoklását; mert Voltaire, utolsó perczeiben, felfalta az exkrementumait, a mint ezt mindenki tudja.	Vả lại, người già đâm ra cố chấp, cuồng tín, Hôme nói thế; ông ta thóa mạ tinh thần thời đại và cứ mười lăm ngày một lần, khi thuyết giáo, không quên kể đến cái chuyện hấp hối của Vônte, ông này khi sắp chết đã ăn phân của mình, như mọi người đều biết.
Bovary, bár felesége halála óta nagyon takarékosan élt, nem igen tudta törleszteni régi adósságait.	Mặc dầu sống tiết kiệm, Bôvary còn lâu mới trang trải hết nợ cũ.
Károlyt megint a végre hajtás fenyegette.	Bây giờ hắn mới cầu cứu đến mẹ.
Azt irta továbbá, hogy áldozatának elismeréséűl, Károly, hálából, küldje el neki azt a sált, a melyet Félicité véletlenül nem tudott ellopni.	(tiếng La Tinh): Khách qua đường hãy dừng lại... anh đạp dưới chân một người vợ mến yêu!
A kibékülésre anyja tette meg az első lépést.	Sáclơ từ chối, hai mẹ con lại giận nhau.
Azt ajánlotta Károlynak, hogy magához veszi Bertát; jól esnék neki, ha a kis lány felviditaná az ő szomoru hajlékát.	Để làm lành, bà cụ đã bước trước bằng việc đề nghị hắn cho con bé về ở với mình để giúp đỡ mình trong việc cửa việc nhà.
Károly igent mondott.	Sáclơ thỏa thuận.
De mikor el kellett volna utazni, cserben hagyta a bátorsága.	Nhưng, đến lúc đưa con bé đi, hắn mất hết can đảm.
Az öreg asszony ezt nem tudta megbocsátani; most már szakitott a fiával, tökéletesen, végképpen.	Thế là mọi mối liên hệ giữa hai mẹ con rốt cuộc bị cắt đứt hoàn toàn.
