JAMES JOYCE	James Joyce
Ugyanakkor a gyülekezet felbolydult, zsebkendők lobogtak elő, nagy elővigyázattal ezekre térdeltek.	Ngay lập tức giáo đoàn chuyển động, rút khăn mùi xoa trải xuống đất và cẩn thận quỳ lên.
Mr. Kernan követte az általános példát.	Mr Kernan làm theo những người khác.
Már a szószéken magaslott a pap termetének háromnegyede, masszív vörös arcának királyi ékével már megjelent a korlát mögött.	Hình dáng đức cha giờ đã thẳng tắp phủ kín hai phần ba bục, ngự bên trên đỉnh là một khuôn mặt to bè đỏ lựng, hiện ra phía sau hàng lan can.
Purdon atya letérdelt, a fény vörös pislákja felé fordult, és arcát két kezébe temetve imádkozott.	Cha Purdon quỳ xuống, hướng về vệt ánh sáng đỏ và, lấy tay che mặt, bắt đầu cầu nguyện.
Némi szünet után felemelte arcát és fölemelkedett.	Sau một quãng nghỉ, ông ta bỏ tay xuống và đứng lên.
A gyülekezet is fölemelkedett, és betelepedett újra a padokba.	Giáo đoàn cùng đứng lên và ngồi xuống ghế.
Mr. Kernan visszaállította kalapjának előbbi helyzetét a térdén, és várakozó arcát a papra függesztette.	Mr Kernan đặt lại mũ lên đầu gối và thể hiện một vẻ mặt chăm chú hướng về người thuyết giáo.
A pap széles, begyakorlott mozdulattal visszahajtotta ingujja bő száját, és tekintete lassan végigsiklott az arcok sokaságán.	Người thuyết giáo vén lần lượt hai bên tay áo lễ rộng thùng thình với một cử chỉ chậm rãi và tỉ mỉ quan sát những hàng khuôn mặt phía trước.
Aztán megszólalt:	Rồi ông ta đọc
Mert e világnak gyermekei bölcsebbek az ő nemzetségükben, mint a fénynek gyermekei.	"Vì con đời nầy trong việc thông công với người đồng đời mình thì khôn khéo hơn con sáng láng.
Ennek okáért a mammon bűneihez csínján nyúljatok, nehogy halálo­tok óráján az örök életnek kapui előttetek berekesztessenek.	Còn ta nói với các ngươi: Hãy dùng của bất nghĩa mà kết bạn, để khi của ấy hết đi, họ tiếp các ngươi vào nhà đời đời "
Purdon atya messze zengő biztonsággal fejtegette a textust.	Cha Purdon diễn giải đoạn kinh với một giọng vang rền tin tưởng.
A felületes szemlélő talán úgy ítélné, hogy a nevezett rész eltér mind ama mély értelmű erkölcsi intelmektől, amelyeket Jézus Krisztus oly sok helyütt kinyilatkoztatott.	Với những người theo dõi bình thường thì đoạn này dường như ít nhiều có vẻ trái ngược với đạo đức tối cao Jesus Christ từng giảng những chỗ khác.
Jézus Krisztus, emberi természetünk gyarló mivoltának isteni értője, tudván, hogy nem mindenki érez elhivatottságot a vallásos életre, hogy az emberiség nagy-nagy sokasága kényszeríttetik a világi életre, és bizonyos mértékig a világért való életre: nekik szánta hát e mondatból fénylő tanács igéjét, azok vissza­taszító példáját állítván eléjük, akik a mammon imádásában megfeledkeznek szorgalmatosan munkálni örök életük kertjét.	Jesus Christ, bằng trí tuệ thần diệu của Người thấu hiểu từng ngóc ngách bản chất con người chúng ta, hoàn toàn rằng không phải ai cũng được gọi đến với cuộc sống tôn giáo, rằng cho đến giờ phần lớn bị buộc phải sống trong cõi đời này, và, tới một mức nào đó, sống cho cõi đời này, và trong câu này Người chỉ bảo cho họ đôi lời, đưa ra cho họ mẫu những kẻ tôn thờ Mammon 30, những kẻ, so với người khác, ít quan tâm nhất đến những vấn đề tôn giáo.
Elmondta híveinek azt is, hogy nem valami rettentő, túlzott kívánalmak érdekében van itt velük ez estén; mint világi ember az embertársaihoz, úgy kíván szólni hozzájuk.	Ông nói với những người nghe của mình rằng ông có mặt ở đây tối nay không phải vì một mục đích to tát hay quá mức gì, mà như một người bình dị trò chuyện với bạn hữu của mình.
Jött, hogy üzletembe­rek­kel beszéljen, és az üzlet nyelvén fog beszélni velük.	Ông đến đây để trò chuyện với các thương gia, và ông sẽ nói với họ theo phong cách thương gia.
Ha megengedhető ez a metafora, mondta, tekintsék úgy őt, mint lelki életük könyvvizsgálóját; azt kívánja híveitől, járuljanak elé egyenként és egymás után, nyissák fel előtte könyveiket, lelki életük számlakönyvét, és vizsgálják felül együtt, vajon egyezik-e a lelkiismeretükkel.	Nếu dùng phép ẩn dụ, ông nói, thì ông sẽ là viên kế toán tinh thần của họ, và ông muốn các thính giả của ông hãy mở những quyển số của họ ra, những cuốn sổ đời sống tinh thần của họ, và xem xem chúng có ăn khớp hoàn toàn với lương tâm hay khác.
És ez: álljanak Isten elé egyenesen, férfiasan.	Đó chính là: hãy trung thực và can đảm với Chúa.
- Számláimat átvizsgáltam, és rendben találtam azokat.	- Vâng, tôi đã kiểm tra những tài khoản của tôi.
- Könyveim átvizsgálása után ezt meg ezt hibásnak találtam.	- Vâng, tôi đã xem xét các tài khoản của tôi.
Lily, a házmesterlány majd elhagyta a lábát siettében.	Lily, con gái người gác cổng, đúng là đang vắt chân lên cổ.
Még be sem vezette az egyik urat a föld­szinti iroda mögötti kamrácskába, még le sem segítette róla a télikabátot, az asztmás csengő máris újra hördült, és futnia kellett a kongó hallon át az ajtóhoz, beereszteni az újonnan érkezőt.	Cô mới vừa dẫn một quý ông vào phòng xép đàng sau phòng làm việc dưới tầng một và giúp quý ông cởi áo khoác, thì chuông ngoài sảnh đã lại rè rè vang lên và cô lại phải vội vàng chạy qua hành lang đón vị khách tiếp theo.
Ott volt a két kisasszony; pletykáltak, vihogtak, fontoskodtak, egymás sarkát taposva futkároztak a lépcsőhöz, és a korláton át kiabálva faggatták Lilyt, hogy ki jött.	Miss Kate và Miss Julia đang ở đó, cười nói tíu tít, chốc chốc lại líu ríu thay nhau đi ra phía đầu cầu thang, dòm xuống lan can và vọng xuống hỏi Lily xem ai vừa đến.
A Morkan kisasszonyok évi bálja mindig esemény volt Dublinban.	Dạ hội hàng năm của nhà Morkan luôn là một dịp trọng đại.
Akik csak ismerték őket, ez alkalommal mind megjelentek: családtagok, régi barátok, Júlia kórusának tagjai, Kate növendé­kei közül azok, akik már nagyok voltak hozzá, sőt Mary Jane egy-két tanítványa is.	Ai biết họ đều đến dự cả, họ hàng người thân, bạn cũ gia đình, thành viên đoàn thánh ca của Julia, bất cứ học trò nào đủ tuổi trưởng thành của Kate, và thậm chí còn có cả mấy học trò của Mary Jane.
Mary Jane, aki akkor kurtaszoknyás kisleányka volt, ma a háztartás fő támasza, mert ő a Haddington úti templom orgonistája.	Mary Jane, hồi đó còn là cô bé con mặc quần cộc, giờ đã một tay cai quản gia đình bởi cô phụ trách đàn organ nhà thờ trên đường Haddington.
Mióta elvégezte az akadémiát, évente egy-egy gyerekhangversenyt ad az Antient Koncertterem felső helyiségében.	Cô đã học qua Nhạc viện và mỗi năm lại đều đặn tổ chức một buổi hòa nhạc học sinh trong khán phòng nhà hát Antient Concert Rooms.
A Kingstown-Dalkey vasútvonal mentén lakó jobb családok közül sokan küldték hozzá gyerekeiket zenét tanulni.	Rất nhiều học trò của cô là con cái những gia đình có máu mặt sống phía Kingstown và Dalkey.
Amennyire koruktól tellett, nagynénjei is megtették a magukét.	Mặc dù đã lớn tuổi nhưng các dì của cô vẫn tham gia vào nhiều việc.
Júlia már galambősz volt, mégis mindig ő énekelte az első szopránt az Ádám-Éva-templomban, és Kate a hátsó szobában, a vén pianinón adott zongora­leckéket gyerekeknek kezdő fokon, mert ahhoz már gyenge volt, hogy eljárjon hazulról.	Julia, dù tóc đã khá bạc, vẫn là giọng nữ cao chính của Nhà thờ Adam và Eva, và Kate, không còn đủ sức khỏe để ra ngoài thường xuyên, thì dạy nhạc cho người mới học bằng cây đàn piano vuông cũ kỹ trong phòng khách phía sau.
Lily, a házmesterlány látta el a szobalányi teendőket.	Lily, con gái người gác cổng, làm các việc nội trợ cho họ.
S minthogy Lily is a legritkábban hibázott a rábízottak teljesítésében, nagyon jól megfért három úrnőjével.	Lily hiếm khi chọn mua nhầm thức ăn, vậy nên cô sống hòa hợp với ba bà chủ của mình.
Hanem egyetlen dolgot ki nem állhatták: ha valaki visszafeleselt nekik.	Điều duy nhất họ không thể chịu được là sai bảo mà lại bị cãi lại.
Már tíz óra is elmúlt, és Gabriel meg a felesége még mindig sehol.	Rồi thì còn chuyện đã quá mười giờ lâu lắm r rmà vẫn chưa thấy tăm hơi Gabriel và vợ đâu.
Különben is iszonyúan féltek attól, hogy Freddy Malins részegen talál betoppanni.	Lại thêm chuyện họ đang lo phát sốt nhỡ đâu Freddy Malins lại đến đây trong bộ dạng say mèm.
A világért sem szerették volna, ha Mary Jane tanítványai ilyen állapotban látnák; és ilyenkor milyen nehéz bánni vele.	Có các vàng họ cũng không thể để một học trò nào của Mary Jane nhìn thấy anh ta bị ma men dẫn đường như thế, đôi khi rất khó quản lý anh ta trong tình trạng say sưa như vậy.
Freddy Malins mindig későn szokott jönni, de mi tartóztatja Gabrielt, azt végképp nem értették, ezért szuszogtak minden két percben a lépcsőkorláthoz, és szólongatták Lilyt, hogy megjött-e már Gabriel vagy Freddy.	Freddy Malins thì luôn đến muộn rồi, nhưng họ đang băn khoăn không hiểu cái gì có thể cản chân Gabriel và đó chính là điều khiến cứ hai phút một họ lại chạy ra lan can để hỏi Lily xem Gabriel hoặc Freddy đã đến chưa.
- Jaj, Mr. Conroy - üdvözölte Lily Gabrielt, mikor ajtót nyitott -, a kisasszonyok már azt hitték, soha nem ér ide.	- Ôi ngài Conroy - Lily kêu lên khi cô mở cửa cho Gabriel - Miss Kate và Miss Julia đã tưởng là chẳng bao giờ ngài đến được mất.
Jó estét, Mrs. Conroy.	Xin chào bà Conroy.
- Igazán lekötelező - felelte Gabriel -, de azt mindig elfelejtik, hogy nejemnek, íme, három halálos órába került, míg felöltözik.	- Tôi cũng đoán thế - Gabriel nói - nhưng họ quên rằng người vợ của tôi đây phải mất ba tiếng đồng hồ sống chết mới chuẩn bị được xong váy áo ư.
Megállt, a lábtörlőn, és a havat kotorta kalucsnijáról, míg Lily a lépcsőfeljáróhoz kísérte a feleségét.	Anh đứng trên tấm thảm, rũ cho tuyết rơi khỏi ủng cao su, trong lúc Lily đưa vợ anh đến chân cầu thang và gọi vọng lên:
- Kate kisasszony, megjött Mrs. Conroy.	- Thưa Miss Kate, Mrs Conroy đã đến rồi đây ạ.
Mind a ketten megcsókolták Gabriel feleségét; aztán nekiestek, hogy elevenen kellene megégetni, és vele jött-e Gabriel.	Hai bà rối rít hôn vợ Gabriel, nói chắc hẳn cô đang lạnh cóng, và hỏi Gabriel đâu.
- Itt vagyok, Kate néni - épen és sértetlenül.	- Cháu đây, đúng hẹn như nhà dây thép, dì Kate!
Én is megyek azonnal - szólt ki Gabriel a sötétből.	Cháu sẽ đi sau - tiếng Gabriel vọng lên từ khoảng tối phía dưới.
Élénken folytatta kalucsnija tisztogatását, miután a három nő nevetgélve elindult a női öltözőbe.	Anh tiếp tục giậm chân giũ tuyết trong khi ba người phụ nữ lên gác, cười nói, đi vào phòng để đồ của các bà.
Télikabátja vállán és kalucsnija orrán kis kúpok fehérlettek könnyű hópihékből, és amint a fagyos-merev gomblyukakon csikorogva csúsztak át a gombok, jó szagú, hideg levegő áradt a kabát öbleiből, ráncaiból.	Một viền tuyết phủ trên bờ vai áo choàng và trên mũi giày của anh, và khi những chiếc khuy áo trượt ra cùng tiếng rin rít từ làn vải len cứng đơ vì tuyết bám, một làn không khí lạnh cóng phả ra từ những đường xẻ và ly áo.
- Megint esik a hó, Mr. Conroy?	- Tuyết lại rơi ạ, thưa ngài Conroy?
- kérdezte Lily.	- Lily hỏi.
Előtte ment a kamrácskába, hogy lesegítse róla a télikabátot.	cô vẫn đi trước dẫn đường vào phòng xép để giúp anh treo áo khoác.
Gabriel elmosolyodott, és a lányra pillantott.	Gabriel mỉm cười trước cái cách cô nhấn tên họ anh thành ba âm tiết 1 và liếc nhìn cô.
Gyermekkora óta ismerte a lányt Gabriel, a legalsó lépcsőfokon szokott üldögélni, rongybabáját babusgatva.	Gabriel biết cô từ khi cô còn là một cô nhóc hay ngồi nơi bậc thềm, ôm ấp con búp bê nhồi vải vụn.
- Igen, Lily - felelte -, és azt hiszem, el sem áll az éjjel.	- Phải Lily ạ - anh trả lời - và tôi nghĩ tuyết còn tiếp tục rơi hết đêm nữa.
- Felnézett a kamra mennyezetére, amely remegett a csoszogástól és a lábdobogástól, egy pillanatra a zongorára figyelt, aztán a lányra nézett, aki az asztal végénél télikabátját hajtogatta össze gondosan.	Anh ngước nhìn lên trần nhà, nó đang rung nhẹ dưới những bước giậm đổi chân theo nhịp nhảy trên lầu, lắng nghe tiếng đàn piano một lúc và rồi nhìn sang cô gái, cô đang cẩn thận gấp áo khoác của anh để vào dưới giá.
- Mondd csak, Lily - kérdezte barátságos hangon -, jársz még iskolába?	- Nói cho tôi biết nào, Lily - anh nói, giọng thân mật - cô còn đi học không?
- Hát akkor - mondta Gabriel vígan -, azt hiszem, egy szép napon mehetünk is az esküvődre, mi?	- Ồ, thế thì - Gabriel nói một cách vui sướng - chắc chẳng mấy chốc chúng ta sẽ được dự cưới của cô với một anh chàng trẻ tuổi, phải không?
A lány a válla fölött visszapillantott, és hangjából keserűség csordult, amikor válaszolt:	Cô gái liếc lại anh qua vai và nói với một giọng cực kỳ chua cay:
- A mai férfiak csak hízelegni tudnak, azt is akkor, ha kinéznek az emberből valamit.	- Đàn ông bây giờ chỉ toàn lũ tán tỉnh vớ vẩn để lợi dụng thôi.
Mikor tükörfényesre csapkodta cúgoscipőjét, felegyenesedett, és feszesre rántotta mellényét vaskos törzsén.	Khi đã làm cho đôi giày bóng lộn, anh đứng dậy, chỉnh áo gi lê sát hơn vào thân hình mập mạp của mình.
Aztán gyorsan elővett egy pénzdarabot.	Rồi anh rút nhanh một đồng xu khỏi túi.
- Kedves Lily - mondta és a lány kezébe nyomta.	- Lily à - anh nói, giúi nó vào tay cô - Giáng sinh đến rồi, đúng không nào?
A feljárat felé menekült.	Anh bước vội về phía cửa.
- Jaj, ne tessék, uram!	- Ôi không, thưa ông!
- Karácsony van!	- Giáng sinh!
Karácsony van!	Giáng sinh mà!
- hadarta Gabriel félig már ügetve, és gyámoltalan kézmozdula­tokkal tiltakozva.	- Gabriel nói, gần như chạy về phía cầu thang, khoát khoát tay nài cô.
A lány, mivel látta, hogy Gabriel elérte a lépcsőt, utána szólt:	Cô gái thấy anh đã bước lên mấy bậc cầu thang bèn gọi với theo:
- Hát akkor köszönöm, uram.	- Vâng, cảm ơn ông vậy, thưa ông.
Gabriel kint várakozott, míg abbahagyják bent a táncot.	Anh vẫn còn bối rối bởi lời bẻ lại chua cay của cô gái.
A lány váratlan és keserű kitörése még idegeiben rezgett, és kínos érzéseit azzal próbálta elűzni, hogy kézelőjét igazgatta, nyakkendőjén babrált.	Nó phủ một bóng đen lên tâm trí anh và anh phải cố gắng xua đuổi nó bằng cách sửa lại ống tay áo và cái nơ trên cổ.
