ÉMILE ZOLA	Émile Zola
Michaud és Olivier csalódottan visszaült a helyére, míg Therese és Laurent oly heves örömet érzett, hogy attól a hirtelen vértolulástól, melyet hevesen dohogó szívük okozott, csaknem elájultak.	Michaud và Olivier ngồi trở lại, cụt hứng, trong khi Thérèse và Laurent tận hưởng một niềm vui nhức buốt, đến nỗi họ muốn ngất đi dưới sức ép đột ngột của dòng máu đang chảy dồn trong lồng ngực.
Grivet boszankodott, hogy nem hittek a szavának.	Grivet phật ý vì không được ai tin lời.
Azt gondolta, hogy elérkezett az a pillanat, amikor visszaszerezheti csalhatatlanságát azzal, hogy kiegészíti Raquinné befejezetlen mondatát.	Lão nghĩ thời cơ đã đến để chinh phục lại lòng tin về sự không thể sai lầm của lão một khi bổ sung được câu nói chưa hoàn chỉnh của bà Raquin.
Mivel azon törték a fejüket, hogy mi lehetett a mondat értelme, Grivet így szólt:	Khi mọi người tìm ý nghĩa của câu đó thì:
- Nagyon világos, én kitalálom az egész mondatot Raquinné szemeiből.	- Rõ ràng quá rồi - lão nói - tôi đoán được toàn bộ câu nói trong mắt bà.
Nekem nincs arra szükségem, hogy nekem irkáljon az asztalra; énnekem elég egyetlen tekintet is... Azt akarta mondani, hogy "Therese és Laurent volt a hűséges gondozóm".	Tôi thì cần gì bà ấy viết lên bàn, một cái nhìn của bà ấy cũng đủ.. Bà ấy muốn bảo "Thérèse và Laurent đã chăm sóc tôi chu đáo".
Grivet gratulálhatott magának az eszéhez, mert az egész társaság egyetértett vele.	Grivet tự thưởng trí tưởng tượng của lão, vì cả nhóm đều chia sẻ ý kiến đó.
A vendégek elkezdték dicsérni a házastársakat, akik olyan jók voltak a szegény nő iránt.	Những người khách bắt đầu tán dương đôi vợ chồng, đã chứng tỏ lòng tử tế đến thế đối với người đàn bà khốn khổ.
- Bizonyos, - szólt az öreg Michaud komolyan - hogy Raquinné ki akarta fejezni háláját azért a gyengéd figyelemért, amellyel gyermekei elhalmozták.	- Chắc chắn là - ông già Michaud trịnh trọng nói - bà Raquin muốn tỏ lòng cảm phục đối với những đứa con không tiếc công tận tuỵ với bà.
Ez megtisztelő az egész családra.	Điều này làm danh giá cho cả gia đình.
És újból kezébe véve a dominó-köveket, így folytatta:	Và lão nói tiếp trong khi cầm lại mấy quân cờ domino.
- Nos, folytassuk tehát.	- Nào, ta hãy tiếp tục.
Hol hagytuk el?...	đến đâu rồi?
Azt hiszem, Grivet le akarta tenni a dupla-hatost.	Tôi cho là Grivet sắp đặt con bò lục.
Grivet letette a dupla-hatost.	Grivet đặt xuống con bò lục.
A játék tovább folyt, ostobán és egyhangúan.	Ván cờ tiếp tục, ngớ ngẩn và đơn điệu.
Érezte, hogy most már olyan nehéz a keze, mint az ólom; többé soha sem bírja felemelni.	Bàn tay vừa phản bội bà, bà có thể nhấc nó lên được nữa.
Az ég nem akarta, hogy Camillet megbosszulja; az anyjától elvette azt az egyetlen eszközt, amellyel közölhette volna az emberekkel a gyilkosságot, amelynek áldozatul esett.	Thượng Đế không muốn Camille được báo thù, ngài đã lấy đi ở bà mẹ phương tiện duy nhất để cáo giác với mọi người tội ác giết người mà gã là nạn nhân.
S a szerencsétlen nő azt gondolta, hogy ő most már nem való egyébre, mint hogy a fia után menjen a sírba.	Và con người bất hạnh nhủ thầm không còn gì tốt hơn là gặp con dưới lòng đất.
Lehúnyta a szemeit, érezve, hogy ő már felesleges ezen a világon és azt akarta elképzelni, hogy már a sírnak éjszakájában nyugszik.	Bà sụp mí mắt lại, cảm thấy từ nay mình trở thành vô ích, muốn tin rằng mình đã nằm trong bóng tối của nấm mồ…
XXVIII.	Chương 28
Therese és Laurent két hónap óta küzködött magával egyesülésüknek kínjaiban.	Từ hai tháng nay, Thérèse và Laurent giãy giụa trong nỗi kinh sợ cuộc sống chung.
Egyik a másik miatt szenvedett.	Người này chịu đựng người kia.
Azután lassan felébredt bennük a gyűlölet és végül tompa fenyegetéssel teli, haragos pillantásokat vetettek egymásra.	Thế là sự thù ghét nhau dần dà tăng lên, cuối cùng nó ném cho nhau những tia mắt phẫn nộ, đầy đe doạ ngấm ngầm.
A gyűlöletnek szükségképpen fel kellett ébrednie bennük.	Sự thù ghét tất nhiên phải đến.
Kegyetlen gyűlölet volt ez és rettentőek voltak a kitörései.	Đó là sự hằn thù khốc liệt, bùng lên ghê gớm.
Érezték, hogy egymásnak terhére vannak; azt gondolták, hogy nyugodt lenne az életük, ha nem lennének folyton egymás mellett.	Họ cảm nhận rõ họ tự kiềm chế với nhau, nhủ thầm là sẽ được sống yên tĩnh nếu mãi mãi không phải đối mặt nhau nữa.
A lelkük mélyén egyetlen gondolat marta őket: dühösek voltak a bűnükre, s kétségbe voltak esve, hogy ez a bűntett örökre megzavarta az életüket.	Thực ra chỉ một ý tưởng duy nhất gặm nhấm họ, họ tức giận với tội ác của mình, họ tuyệt vọng là mãi mãi cuộc sống của họ không còn yên ổn nữa.
Innen eredt minden haragjuk és minden gyűlöletük.	Đó là nguyên cớ của mọi phẫn nộ và mọi hận thù.
Érezték, hogy a bajuk gyógyíthatatlan, hogy Camille meggyilkolása miatt a haláluk órájáig fognak szenvedni, s az a gondolat, hogy örökké fognak szenvedni, elkeserítette őket.	Họ cảm thấy tai hoạ không thể vãn hồi, rằng họ đau khổ cho đến chết kể từ khi giết hại Camille, và ý tưởng trầm luân trong đau khổ làm họ điên tiết lên.
Mivel nem bírtak más ellen fordulni, egymásnak estek és egymás ellen dühöngtek.	Không biết trút cơn giận vào ai, họ đổ lên chính họ, ghét cay ghét đắng lẫn nhau.
És a heves rohamok idején, amelyek megrázták őket, világosan látták mind a ketten haragjuknak az okát, megértették önző lényüknek az őrületét, mely a gyilkosságba hajszolta őket, hogy kielégíthessék a vágyaikat és amely miatt a gyilkosság után vigasztalan és tűrhetetlen az életük.	Và dù vậy, trong những cơn khủng hoảng điên rồ ray dứt họ, mỗi người đọc rõ chiều sâu nỗi căm giận của mình, đoán ra những cơn cuồng nộ của lòng ích kỷ đã thúc đẩy họ giết người để thoả mãn sự thèm khát của mình, để rồi chỉ tìm thấy trong tội lỗi một cuộc sống quạnh hiu không chịu đựng nổi.
De fellázadt a testük, tiltakozott a házasélet ellen s ijedten kérdezték önmaguktól, hogy hova juttatja őket a félelem és az undor.	nhưng thân xác họ đã nổi loạn, từ chối cuộc hôn nhân và họ khiếp sợ tự hỏi nỗi kinh hoàng và sự ghê tởm sẽ đưa họ tới đâu.
Azt látták, hogy a jövőben csak borzasztó félelem és valami sötét és erőszakos kibontakozás vár reájuk.	Họ chỉ thấy một tương lai hãi hùng của đau khổ, một kết cục tai ương và khốc liệt.
Úgy érezték magukat, mint két ellenség, akit egymáshoz kötöttek, s aki hiába erőlködik, hogy szabaduljon a reá kényszerített ölelkezésből; megfeszítették izmaikat és idegeiket és mereven eltaszították magukat egymástól, anélkül azonban, hogy szabadulni tudtak volna.	Thế là, như hai kẻ thù bị trói chặt vào nhau và hoài công né tránh vòng tay ép uổng đó, họ căng cơ bắp và thần kinh, họ cứng đờ ra không tự giải thoát được.
És amikor belátták, hogy nem szabadulhatnak többé ebből az ölelésből, izgatta őket a kötelék, amely a husukba vágott, s undorodtak egymásnak az érintésétől, érezték, hogy minden órában nagyobb a szenvedésük, elfelejtették, hogy ők maguk kötötték össze az életüket, s mivel mégis úgy érezték, hogy ezt a köteléket egy pillanatig sem bírják tovább tűrni, véres szemrehányásokat tettek egymásnak; s azt remélve, hogy ezzel csökken a szenvedésük és bekötözik a sebeket, amelyeket kaptak, - átkozódtak s egészen belekábultak keserves vádaskodásaikba.	Ri hiểu rằng mình không bao giờ thoát khỏi phải ôm ghì lấy nhau, phẫn uất vì những sợi dây trói cứa đứt thịt da, lộn mửa vì sự đụng chạm vào nhau, cảm thấy từng giờ phút sự khó chịu tăng lên, mà quên rằng chính mình đã tự ràng buộc vào nhau, và không chịu nổi sự trói buộc đó thêm phút giây nào nữa, họ gởi cho nhau những lời trách móc xúc phạm, cố giảm đi đau đớn, cố băng bó vết thương tự mình gây ra khi nguyền rủa nhau, tự khuây khoả bởi những cơn kích động và những lời buộc tội.
Minden este összevesztek.	Mỗi buổi tối là một phen bùng nổ cãi vã.
Azt gondolhatta volna az ember, mintha a gyilkosok keresték volna az alkalmat, hogy haragra gyulladjanak, hogy ezzel lecsöndesítsék megfeszült idegeiket.	Tưởng chừng như hai kẻ giết người tìm cơ hội để được nổi giận, để làm chùng đi những sợi thần kinh cứng đờ của mình.
Leselkedtek egymásra, folyton kémlelték egymást a tekintetükkel, vájkáltak a sebeikben, mindig rátaláltak a legérzékenyebb helyre s nagy élvezetük telt benne, ha fájdalmukban felsikoltottak.	Họ rình rập nhau, dò xét nhau bằng ánh mắt, đào xới vết thương của nhau, tìm kiếm chỗ lở lói của mỗi vết đứt, và cảm thấy lạc thú chua chát được kêu than vì đau đớn.
Folytonos izgalomban éltek, már önmagukat is utálták s egy szót, egy mozdulatot, egy pillantást nem tudtak elviselni anélkül, hogy ne szenvedtek és ne őrjöngtek volna.	Họ sống như thế giữa một cơn phẫn hận thường trực, chán ngấy chính mình, không thể chịu đựng nổi nữa một lời nói, một cử chỉ, một cái nhìn mà không đau đớn mê sảng.
Egész lényük elő volt már készítve az erőszakosságra; a legkisebb türelmetlenség, a legegyszerűbb ellenmondás különös módon nagyra nőtt megbomlott szervezetükben s egyszerre állati vadsággá változott.	Toàn bộ con người họ sẵn sàng cho hung bạo, sự mất kiên nhẫn nhỏ nhặt nhất, sự mâu thuẫn tầm thường nhất cũng bùng lên một cách lạ thường trong cơ thể trục trặc của họ, và đột nhiên trở nên tàn nhẫn ác nghiệt.
Akármi semmiség olyan vihart keltett közöttük, amely másnapig tartott.	Mt chuyện chẳng ra sao lại dậy lên một cơn giông tố đến tận ngày hôm sau.
Ha nagyon meleg volt a tányér, ha nyitva volt az ablak, egy tagadó szó, valami egyszerű megjegyzés elég volt, hogy valóságos őrület rohamába kergesse őket.	Một món ăn quá nóng, một cánh cửa sổ để mở, một sự nói trái ý, một nhận xét đơn giản cũng đủ để họ đến những cơn kích động điên rồ thực sự.
És amikor a vita bizonyos ponthoz elérkezett, mindig a vízbefúlt embert vágták egymásnak a fejéhez.	Và bao giờ cũng thế, vào lúc gấu ó nhau, họ ném vào mặt nhau kẻ chết trôi.
Szót szóba fűzve oda jutottak, hogy egymásnak a szemére vetették a saint-oueni gyilkosságot; ilyenkor elvörösödtek és valósággal dühöngtek.	Lời qua tiếng lại, họ đi đến chỗ tự trách mình về vụ dìm người ở Saint-Ouen, thế là họ thấy xấu hổ, họ phấn khích đến độ hoá rồ.
Borzasztó jelenetek voltak ezek; fojtogatták, ütötték egymást, durván kiabáltak és szégyenletes durvaságokat követtek el.	Đó là những cảnh tượng tuyệt vọng cùng cực, ngộp thở, là những trận đòn, những tiếng gào thét ghê tởm, là những hành vi cục súc nhục nhã.
Therese és Laurent rendesen ebéd után veszekedett; bezárkóztak az ebédlőbe, hogy kétségbeesésüknek a kitörését mások ne hallhassák.	Thông thường, Thérèse và Laurent nổi hung như thế nào sau bữa ăn, họ giam mình trong phòng ăn để những âm thanh của nỗi tuyệt vọng không bị nghe thấy.
Itt kedvükre falhatták egymást, ebben a nedves szobában, mely pincéhez hasonlított, melyet alig világít meg a lámpa sárgás fénye.	Ở đó họ có thể cấu xé nhau tuỳ thích, trong sâu kín của căn phòng ẩm thấp, giống như trong hầm mộ với ngọn đèn le lói những tia sáng vàng vọt.
A hangjuk fültépően száraz volt ebben a csöndes és nyugodt környezetben.	giọng nói của họ, giữa im lặng và yên tĩnh của không gian, vang lên những âm thanh khô khốc não lòng.
S csak akkor hagyták abba, mikor a fáradtság már megtörte őket; csak ilyenkor volt néhány nyugodt órájuk.	Và họ chỉ dừng lại khi đã kiệt sức, chỉ lúc đó họ mới có thể hưởng được vài giờ nghỉ ngơi.
A civakodás olyan szükségletükké vált, mint valami gyógyszer, amely idegeiket elzsongítja és elaltatja őket.	Những cuộc cãi vã trở thành như một nhu cầu đối với họ, như một phương tiện đi được đến giấc ngủ lúc những dây thần kinh đã tê dại rệu rã.
