A KASTÉLY	LÂU ĐÀI
A népek előtt azonban vesztett a tekintélyéből, és ezt természetesen neki is észre kellett vennie; általában sok mindent észrevesz, még mielőtt bekövetkeznék.	Nhưng trước mặt mọi người cô ta đã mất uy tín, và tất nhiên cô ta cũng phải nhận thấy điều đó; thấy hết khi sự việc xảy ra.
Egy való­ban szép és szeretetre méltó lánynak, ha egyszer megmelegedett az ivóban, nem kell többé mesterkednie; amíg szép, addig csaposlány marad, hacsak valami váratlan baleset közbe nem lép.	Một cô gái thật sự đẹp và đáng yêu thì khi đã ấm chỗ ở quầy rượu cô ta không cần phải làm duyên nữa, còn đẹp thì cô ta còn làm việc đó, nếu không có tai nạn gì bất ngờ xảy ra.
Egy Frida-fajta lánynak azonban örökké aggódnia kell az állásáért, bár ezt, érthe­tőleg, egyáltalán nem mutatja, inkább panaszkodik, és átkozza a helyét.	Nhưng loại con gái như Frida thì vĩnh viễn phải lo lắng vì việc làm, mặc dù, có thể hiểu được, cô ta không tỏ ra điều đó, mà chỉ phàn nàn và nguyền rủa chỗ làm của mình.
Titokban azonban folyton a hangulatot figyeli.	Và cô ta bí mật theo dõi không khí xung quanh.
Így aztán látta, hogyan közönyösödnek el az emberek, Frida föllépésére már azt sem tartották érdemesnek, hogy fölnézzenek, és már a szolgák se törődtek vele, azok érthetőleg Olga meg a hozzá hasonló lányok után vetették magukat; még a fogadós viselkedésén is meglátszott, hogy Frida egyre kevésbé nélkülözhetetlen; Klamm-mal kapcso­latban mégsem leheteti állandóan új históriákat kitalálni, mindennek van határa, s ezért aztán a kedves jó Frida valami új dologra határozta el magát.	Cô ta đã thấy nguời ta thờ ơ như thế nào, người ta không còn nhìn lén khi cô ta xuất hiện, thậm chí những người phục vụ cũng không còn quan tâm đến cô ta nữa, họ đang chạy theo Olga và những cô gái giống cô ấy; qua cách ứng xử của chủ nhà cũng thấy rằng Frida ngày càng ít quan trọng. Trong quan hệ với Klamm thì không phải thường xuyên nghĩ ra được những câu chuyện mới mẻ, cái gì cũng có giới hạn của nó, cho nên sau đó Frida thân mến quyết định làm một việc gì mới mẻ.
Ó, ha valaki nyomban átlátott volna a szitán!	Ôi, nếu có ai thấy được lòng dạ của cô ta!
Pepi sejtett valamit, de átlátni, sajnos, ő sem látott át rajta.	Pepi dự cảm điều gì đó, nhưng rất tiếc cô không nhận ra được.
Frida elhatározta, hogy botrányt csinál, hogy ő, Klamm kedvese, odaveti magát akárkinek, ha lehet, a lehető legjelen­ték­telenebb embernek.	Frida quyết định sẽ gây tai tiếng, rằng cô ta, người tình của Klamm đi trao mình cho kẻ khác, nếu có thể là cho kẻ vô tích sự nhất.
Ez föltűnést kelt, erről sokáig beszélnek majd, és végre újból eszükbe jut, mit jelent Klamm kedvesének lenni, és mit jelent ezt a tisztességet egy új szerelem mámorában elhajítani.	Việc này làm mọi người chú ý, rồi người ta sẽ nói về nó lâu, cuối cùng người ta nhớ lại rằng làm người tình của Klamm nghĩa là gì, và coi khinh sự danh giá này vì sự say đắm của một mối tình mới nghĩa là gì.
Csak egy volt nehéz, megtalálni a megfelelő embert, akivel eljátszhatja ezt a bölcs játékot.	Chỉ có một khó khăn là kiếm đâu ra được người phù hợp để cô ta có thể chơi trò chơi láu cá này.
Nem lehetett ismerőse Fridának; a szolgák közül se jöhetett szóba senki, az valószínűleg csak rábámult volna Fridára, és odébbment volna, s kivált a komolyságát nem őrizte volna meg eléggé, azt pedig a legtalpraesettebb beszédkészséggel sem lehetett volna elterjeszteni, hogy Fridát a szolga üldözőbe vette, Frida nem bírt védekezni tőle, és egy meg­gondolatlan pillanatban megadta magát neki.	Người đó không thể là người quen của Frida, ngay cả trong đám những người phục vụ cũng không ai có thể được nhắc tới, mà nếu có thì người đó có lẽ chỉ sửng sốt nhìn Frida và đi luôn, nhất là anh ta không giữ được sự nghiêm túc cần thiết, dù là có tài hùng biện nhất thì Frida cũng không thuyết phục nổi ai, rằng có người phục vụ theo đuổi Frida, cô ta không chống cự nổi và trong một giây phút thiếu suy nghĩ cô ta đã trao mình cho hắn.
S akármilyen senkiházi legyen is az illető, olyannak kell lennie, akiről el lehet hitetni, hogy a maga eltompult és otromba módján ugyan, de senki másra nem kívánkozott, mint egyedül éppen csak Fridára, és semmi nagyobb vágya nincs - ó, magasságos ég!	Cho dù con người đó thuộc hạng tứ cố vô thân như thế nào thì cũng phải là người có thể làm cho người ta tin về anh ta rằng, dù là bằng cách đần độn và thô thiển của mình, anh ta không muốn ai khác ngoài Frida, và không có khát vọng nào lớn hơn - Ôi, trời cao đất dày!
-, mint hogy Fridát feleségül vegye.	- là được lấy Frida làm vợ.
Csakhogy ha senkiházi ember is, s ha lehetőleg még a szolgáknál is alacsonyabb rendű, sokkal alacsonyabb rendű a szolgák­nál, azért mégis olyan legyen, aki miatt nem nevetik ki az embert a lányok, s akiben talán más épeszű lány is talál egyszer valami vonzót.	Có điều, dù là hạng người tứ cố vô thân, có thể ở đẳng cấp thấp hơn những người phục vụ, thấp hơn nhiều so với những người phục vụ phải là người mà không làm cho các cô gái cười cô ta, người mà có lẽ cô gái có trí tuệ bình thường khác cũng tìm thấy ở anh ta một điều gì hấp dẫn.
Más lány alighanem egy életen át hiába kereste volna.	Cô gái khác thì có khả năng phải tìm kiếm suốt cả cuộc đời một cách vô ích.
Fridának a jó szerencse odasodor az ivóba egy földmérőt, talán épp azon az estén, amikor terve először merül föl a fejében.	Còn Frida thì may mắn có một chàng đạc điền trôi dạt đến quán rượu, có lẽ đúng vào tối mà kế hoạch của cô ta lần đầu tiên nẩy ra ở trong đầu.
A földmérő!	Chàng đạc điền!
Igen, mire gondol hát K.?	Vâng, K. đang nghĩ gì vậy?
Miféle különlegességeken töri a fejét?	Anh ta đang đau đầu vì điều gì đặc biệt đây?
Mi különös eredményt akar elérni?	Anh ta muốn đạt được kết quả gì?
Jó állást, kitüntetést?	Việc làm tốt hay thưởng huy chương?
Ilyesmit kíván?	Anh ta muốn như thế chăng?
Nos, akkor mindjárt az elején másként kellett volna kezdenie.	Vậy thì ngay từ đầu anh ta cần phải bắt đầu một cách khác.
Földmérő, ez talán valami, mert tanult valamit, de ha nem tud vele mihez kezdeni, akkor az is csak semmi.	Người đạc điền, có lẽ cũng là một cái gì đó, vì anh ta có học một điều gì đó nhưng nếu anh ta không biết dùng nó để làm gì thì điều đã học cũng không là cái gì cả.
S közben igényeket táplál anélkül, hogy bármiféle támasza lenne, igényeket táplál, nem nyíltan ugyan, de azért észrevenni, hogy igényeket táplál, és ez izgató.	Trong khi đó anh ta có những đòi hỏi không xấu hổ gì cả, những đòi hỏi không công khai nhưng vẫn nhận thấy được là anh ta có đòi hỏi, và việc đó mới gây hứng thú.
Tudja-e vajon K., hogy még egy szobalány is megfeledkezik magáról, ha hosszasabban beszél vele?	Phải chăng K. không biết rằng một cô hầu phòng cũng thấy bị xúc phạm nếu chàng nói chuyện lâu với cô ta?
S ezekkel a különleges igényeivel mindjárt az első este beleesik a legdurvább kelepcébe.	Và với những đòi hỏi đặc biệt này, ngay từ tối đầu tiên chàng đã rơi vào cái bẫy sơ sài nhất của cô ta.
Nem szégyelli magát?	Anh ta không xấu hổ hay sao?
Mi volt, amivel annyira megnyerte Frida?	Cái gì đã giúp Frida chinh phục được chàng đến như vậy?
Valóban tetszett volna neki ez a sovány, fakó teremtés?	Có thật là chàng đã thích cô gái gầy gò, con người vàng ủng nhợt nhạt này không?
Nem, nem, egyáltalán meg se nézte, Frida csak annyit mondott neki, hogy Klammnak a kedvese, őrá ez még az újdonság erejével hatott, és máris elveszett.	Không, không, không, chàng không hề nhìn cô ta, Frida chỉ nói với chàng rằng cô ta là người tình của Klamm, và điều này đã tác động tới chàng bằng cả sức mạnh của sự mới mẻ, thế là chàng chịu thua.
Fridának azonban ezek után természetesen el kellett mennie; az Udvarházban ezek után nem volt számára hely.	Còn Frida sau những việc đó tất nhiên cô ta phải ra đi; trong quán "Ông chủ" không có chỗ cho loại người như thế.
Pepi még látta azon a reggelen, mielőtt elköltözött; az egész személyzet összeszaladt, mindenki kíváncsi volt a látványra.	Pepi còn nhìn thấy cô ta vào cái buổi sáng trước khi cô ta chuyển đi; tất cả nhân viên túm tụm lại, ai cũng tò mò trước cảnh tượng đó.
S neki még mindig akkora hatalma volt, hogy sajnálták, még az ellenségei is sajnálták; már a kezdet kezdetén ilyen helyesnek bizo­nyult a számítása; mindenki előtt érthetetlennek látszott, valóságos sorscsapásnak, hogy ilyen emberhez alacsonyodott le; a kis konyhalányok, akik természetesen minden csaposlányt ámulva csodálnak, vigasztalhatatlanok voltak.	Cô ta vẫn còn quyền uy, người ta thương hại cô ta, đến những kẻ thù của cô ta cũng vậy; ngay từ đầu mọi tính toán của cô ta đều đúng, quả là việc cô ta hạ cố đến với người như thế này là một tai họa; các cô gái làm việc ở nhà bếp, những người mà tấ vẫn thường ngưỡng mộ trước mọi cô gái phụ trách quán rượu, không thể nào an ủi được.
Még Pepi is meghatódott, még ő sem bírt egé­szen független maradni, bár figyelme alapjában véve mégis valami másra irányult.	Ngay đến Pepi cũng cảm động, cô vẫn chưa quen ở lại hoàn toàn độc lập, cho dù về cơ bản sự chú ý của cô đã hướng sang việc khác.
Föltűnt neki, voltaképpen milyen kevéssé bánatos Frida.	Điều dễ nhận thấy đối với cô là Frida mới ít buồn làm sao.
Hiszen lényegében rettenetes szerencsét­len­ség érte, és úgy is tett, mintha nagyon szerencsétlen lenne, de mégsem eléggé tett úgy; Pepit ez a játék nem téveszthette meg.	Bởi vì thực ra cô ta gặp sự bất hạnh ghê gớm, và cô ta đã làm như thể rất bất hạnh, nhưng vẫn làm chưa đủ, trò chơi này không đánh lừa được Pepi.
Mi tartotta így Fridában a lelket?	Cái gì đã giữ cho tâm hồn Frida được như vậy?
Az új szerelem boldogsága talán?	Có lẽ niềm hạnh phúc của cuộc tình mới mẻ?
Nos, ez a föltevés elesik.	Không, giả thiết này không ổn.
De hát akkor mi volt?	Nhưng vậy thì đó là cái gì?
Mi adott erőt neki ahhoz, hogy még Pepihez is, aki pedig akkor már az utódjának számított, éppolyan hűvösen barátságos legyen, mint amilyen mindig volt?	Cái gì đã cho cô ta sức mạnh để vẫn giữ tình bạn bè dè dặt như luôn luôn vẫn thế đối với Pepi, người lúc đó được xem là kẻ kế tục Frida?
Pepinek annak idején nem volt elég ideje rá, hogy elgondolkozzék a dolgon, túl sok munkát adtak neki az előkészületek az új állásra.	Thời kỳ đó Pepi không có đủ thời gian để suy nghĩ về sự việc, cô có quá nhiều việc phải chuẩn bị cho chỗ làm mới.
Valószínűleg pár órán belül el kell foglalnia az állást, és még nem volt rendes frizurája, nem volt elegáns ruhája, nem volt finom alsóneműje, nem volt használható cipője.	Có thể trong vòng vài giờ cô cần phải nhận việc làm, vậy mà cô chưa có kiểu tóc đẹp, không có quần áo lịch sự, không có quần áo trong tốt và đôi giầy tử tế.
Mindezt néhány óra alatt kellett előterem­tenie; ha nem tud rendesen kiöltözni, akkor akár el se foglalja az állást, mert akkor mindjárt az első félórában el is veszti kétségtelenül.	Tất cả những thứ này cần phải có trong vài giờ; nếu cô không ăn mặc tử tế thì tốt hơn là đừng nhận việc, bởi vì ngay trong nửa giờ đầu tiên chắc chắn cô sẽ đánh mất nó.
