Tác giả : Jane Austen	Jane Austen	2.02727
- Mẹ sẽ thích thế hơn là bất kì việc gì khác. ~~~ Elizabeth nói:	Meg­ígé­rem, férj­hez adom őket, mi­e­lőtt még vé­ge lesz a tél­nek.	-0.0179104
 ~~~ - Chị cảm ơn em đã chia sẻ ý tốt cho chị, nhưng chị đặc biệt không thích cách thức em đi tìm một người chồng như thế.	– Kö­szö­nöm, hogy ró­lam is gon­dos­kod­ni akarsz – mond­ta Elizabeth –, de a te férj­fo­gá­si mód­sze­red nincs na­gyon az ínyem­re.	-0.0136364
Hai người lưu lại không quá mười ngày.	A lá­to­ga­tók csak tíz na­pot tölt­het­tek Long­bourn­ban.	0.15
Anh Wickham đã làm thủ tục nhập quân ngũ trước khi anh rời London, và anh cần trình diện tại trung đoàn trong vòng hai tuần.	Wickham még Lon­don­ban meg­kap­ta ki­ne­ve­zé­sét, s két hét múl­va je­lent­kez­nie kel­lett ez­re­dé­nél.	0.510935
Chỉ trừ bà Bennet, không ai tỏ ý tiếc hai người ở lại trong thời gian ngắn như thế.	A csa­lád­ban egye­dül Mrs. Bennet saj­nál­ta, hogy ily rö­vid ide­ig ma­rad­nak.	0.278824
Bà tận dụng phần lớn thời gian bằng cách dẫn cô con gái đi thăm viếng người này người nọ, và thường tổ chức những buổi họp mặt ở nhà.	Ala­po­san ki is hasz­nál­ta az időt, min­de­nü­vé el­vit­te a lá­nyát lá­to­ga­tó­ba, és ő is sű­rűn hí­vott ven­dé­ge­ket.	0.272535
Mọi người đều chấp nhận những buổi họp mặt ở nhà như thế; ý nghĩ về việc tránh sum họp gia đình dù sao cũng tốt hơn là không nghĩ gì cả.	A ven­dé­ges­ke­dés­nek az egész csa­lád örült – a gon­dol­ko­dó fe­jű­ek még job­ban ir­tóz­tak a bi­zal­mas csa­lá­di együt­tes­től, mint az üres­fe­jű­ek.	0.251299
Tình cảm của Wickham đối với Lydia thì đúng như Elizabeth đã nghĩ đến: không bằng tình cảm của Lydia dành cho anh.	Wickham von­zal­ma Lydia iránt pon­to­san olyan volt, ami­lyen­nek Elizabeth kép­zel­te: jó­val lan­gyo­sabb, mint Lydia ér­zé­sei.	1.01557
Theo những lí luận của riêng cô, cô không cần phải quan sát nhiều về những gì đang xảy ra mà hiểu rằng việc hai người dắt nhau đi trốn là do tình yêu của em gái hơn là của anh ta.	Eli­zá­nak alig kel­lett újabb meg­fi­gye­lé­se­ket gyűj­te­nie, mert már a dol­gok ter­mé­sze­té­ből tud­ta, hogy a szök­te­tés iga­zi oka Lydia he­ves szen­ve­dé­lye, sok­kal in­kább, mint Wickhamé.	0.258947
Cô đã có thể tự hỏi tại sao trong khi anh ta không yêu thương cô em gì lắm, anh ta lại muốn dắt cô em đi trốn. ~~~ Đây chỉ là vì cô nghĩ chắc chắn anh cần làm thế do hoàn cảnh khốn khổ của anh, và nếu đúng như thế, anh ta không phải là một thanh niên muốn bỏ qua cơ hội tìm lấy cho mình một người đồng hành.	Mi­ért is szök­tet­te vol­na meg a fér­fi Lydiát, aki iránt nem ér­zett for­ró sze­rel­met, ha nem lát­ja vi­lá­go­san, hogy kény­szer­hely­zet­ből kel­lett me­ne­kül­nie, s ha már így állt a do­log, mi­ért mon­dott vol­na le a csá­bí­tó al­ka­lom­ról, hogy egy úti­társ­nő­vel együtt szök­jön?	-0.0047619
Lydia yêu mến anh ta hết mực.	Lydia va­ló­sá­gos imá­dat­tal csüg­gött raj­ta.	0.548387
Trong mọi hoàn cảnh, anh ta luôn là anh Wickham yêu quý của cô; không ai có thể tranh giành anh.	– Az én drá­ga Wickhamem – ez volt min­den má­so­dik sza­va. ~~~ – Kit is le­het­ne hoz­zá ha­son­lí­ta­ni?	-0.0303191
Anh ta đã là mọi điều tốt đẹp nhất trên thế gian, và cô tin chắc vào ngày đầu tháng chín anh sẽ bắn được nhiều chim hơn bất cứ người nào trong nước.	Ő ért leg­job­ban min­den­hez a vi­lá­gon. ~~~ Szep­tem­ber el­se­jén, mind­járt a sze­zon el­ső nap­ján, több ma­da­rat fog lő­ni, mint bár­ki más az or­szág­ban.	-0.00538922
Một buổi sáng, không lâu sau khi hai người đến, khi Lydia ngồi nói chuyện với hai cô chị cả, cô nói với Elizabeth:	Egy reg­gel, rö­vid­del meg­ér­ke­zé­sük után, ami­kor együtt ül­dö­gélt két idő­seb­bik nő­vé­ré­vel, Lydia így szólt Eli­zá­hoz:	0.41312
		0.3
- Lizzy, em chưa bao giờ kể cho chị nghe về hôn lễ của em.	– Azt hi­szem, Lizzy, ne­ked még el sem mond­tam, ho­gyan folyt le az es­kü­vő.	0.40339
Khi em nói chuyện với mẹ và những người khác, chị không thuận lòng về việc này. ~~~ Chị có thắc mắc sự việc được tổ chức như thế nào không?	Te nem vol­tál ott, mi­kor rész­le­te­sen el­me­sél­tem az egé­szet a ma­má­nak meg a töb­bi­ek­nek.	-0.0320225
Elizabeth trả lời:	Nem is ér­de­kel?	0.268421
 ~~~ - Chị không hẳn thắc mắc.	– Nem na­gyon – fe­lel­te Elizabeth.	-0.0328125
Chị nghĩ nói về vụ việc thì không biết bao nhiêu cho vừa.	– Mi­nél ke­ve­seb­bet be­szé­lünk ró­la, an­nál jobb.	0.295238
- Đấy, chị lạ quá!	– Jaj, de fur­csa vagy!	0.3
Nhưng em cần nói cho chị nghe.	De azért el­mon­dom, hadd hall­jad te is.	0.212903
Chị biết không, chúng em kết hôn tại Nhà thờ St.Clement, vì Wickham cư ngụ trong giáo xứ ấy.	Tu­dod, a St. Clement-temp­lom­ban es­küd­tünk, mert Wickham ab­ban az egy­ház­köz­ség­ben la­kott.	0.52551
Và chúng em quyết định sẽ đến đấy vào lúc mười một giờ.	Meg­be­szél­tük, hogy ti­zen­egy­re mind­nyá­jan ott le­szünk – én a bá­csi­val meg a né­ni­vel me­gyek, a töb­bi­ek pe­dig a temp­lom előtt vár­nak ránk.	-0.132353
Ông cậu, bà mợ và em sẽ cùng đi với nhau, còn những người khác sẽ gặp chúng em tại nhà thờ.	El­ér­ke­zett a hét­fő reg­gel… kép­zel­he­ted, mi­lyen iz­ga­tott vol­tam!	0.251724
Và này, buổi sáng Thứ hai đã đến, em thật là nhăng nhít!	Fél­tem, hogy va­la­mi köz­be­jön, s ak­kor meg kell bo­lon­dul­nom.	0.246774
Chị biết không, em rất sợ có chuyện gì đấy khiến hôn lễ bị huỷ bỏ, rồi em sẽ bị rối bời.	És mi­a­latt öl­töz­köd­tem, egész idő alatt ott állt mel­let­tem a né­ni, szó­no­kolt és pa­polt, mint­ha va­la­mi pré­di­ká­ci­ós könyv­ből ol­vas­na fel.	0.102857
Và có bà mợ ở đây, em đang ăn vận, bà khẩn cầu và nói huyên thuyên như thể đang giảng đạo.	Igaz, hogy csak min­den ti­ze­dik sza­vát hal­lot­tam, mert kép­zel­he­ted, más­ra nem tud­tam gon­dol­ni, csak az én drá­ga Wick­ham­em­re.	0.166337
Tuy nhiên, em chỉ nghe được lõm bõm, vì em đang nghĩ đến, chị có thể đoán ra, đến anh Wickham yêu quý của em.	Egy­re az járt a fe­jem­ben, hogy a kék ka­bát­ját ve­szi-e fel az es­kü­vő­re.	0.184337
Em muốn biết rồi anh ấy sẽ mặc chiếc áo choàng xanh để cử hành hôn lễ hay không.	Vég­re a szo­kott idő­ben, tíz­kor ne­ki­ül­tünk a reg­ge­li­nek – azt hit­tem, so­ha­sem lesz már vé­ge.	0.21236
“À, và rồi mọi người dùng điểm tâm lúc mười giờ như thường lệ; em nghĩ bữa ăn không bao giờ chấm dứt, vì lẽ, nhân đây, rồi chị sẽ biết, ông cậu và bà mợ đều tỏ ra khó chịu kinh khủng mỗi khi gần em.	Mel­les­leg meg kell ne­ked mon­da­nom, hogy a bá­csi meg a né­ni bor­zasz­tó kel­le­met­le­nül vi­sel­ked­tek egész idő alatt, amíg a ven­dé­gük vol­tam.	0.182209
Nếu chị có thể tin em, em không hề đặt chân ra khỏi cửa trong suốt hai tuần em ở đây.	Akár hi­szed, akár nem, egyet­len­egy­szer se tet­tem ki a lá­bam a ház­ból, pe­dig két he­tet töl­töt­tem ná­luk.	0.208696
Không có họp mặt, ý đồ hay bất cứ chuyện gì.	Egy­szer sem vit­tek tár­sa­ság­ba, mu­lat­ság­ba, se­ho­vá.	0.196154
London thật ra khá nghèo nàn, nhưng có một nhà hát đang trình diễn.	Igaz, hogy Lon­don elég unal­mas ilyen­kor, de a Kis Szín­ház nyit­va volt.	0.287143
À, và khi có một cỗ xe chạy đến ngạch cửa, ông cậu được gọi đi làm công việc cho cái ông Stone khó chịu ấy.	De hogy foly­tas­sam, ép­pen ér­tünk jött a ko­csi, ami­kor a bá­csit üz­le­ti ügy­ben el­hív­ták ah­hoz a ret­te­ne­tes Mr. Stone-hoz.	0.2425
Và rồi, chị biết không, mỗi khi hai ông gặp nhau là không dứt ra được.	Tu­dod, ha egy­szer össze­dug­ják a fe­jü­ket, an­nak so­ha sin­csen vé­ge.	0.284416
À, em lo sợ quá đến nỗi không biết phải làm gì, vì ông cậu phải dẫn em đi đến hôn lễ, và nếu bị chậm trễ, chúng em không thể được kết hôn.	Úgy meg­ijed­tem, azt sem tud­tam, mit csi­nál­jak, hi­szen a bá­csi volt a nász­na­gyom, és ha el­ké­sünk, az­nap már fuccs az es­kü­vő­nek.	0.279592
Nhưng, may mắn quá, mười phút sau ông trở lại, rồi mọi người cùng đi.	De sze­ren­csé­re tíz perc múl­va vissza­jött, s ak­kor mind fe­lül­tünk a ko­csi­ra.	0.25
Tuy nhiên, sau đấy em nhớ lại, nếu ông cậu không thể đi thì không cần phải hoãn lại hôn lễ, vì anh Darcy có thể giúp được.” ~~~  ~~~ Elizabeth nhắc lại, kinh ngạc:	Csak ké­sőbb ju­tott eszem­be, hogy a bá­csi nél­kül sem kel­lett vol­na el­ha­lasz­ta­ni az es­kü­vőt, mert Mr. Darcy épp­olyan jól meg­tet­te vol­na.	-0.0698739
 ~~~ - Anh Darcy!	– Mr. Darcy!	0.347727
- À, đúng thế!	– is­mé­tel­te Elizabeth el­ké­ped­ve.	-0.211765
Anh ấy sẽ đến cùng Wickham, chị biết chứ.	– Igen, ő, tu­dod, úgy volt, hogy ő meg Wick­ham­mel jön.	0.24375
Nhưng khổ than em!	Szent is­ten!	0.192857
Em đã quên!	Mit is mond­tam!	0.230769
Em không nên nói một lời nào về việc này.	Er­ről nem lett vol­na sza­bad szól­nom egy szót sem.	0.254348
Em đã thành khẩn hứa với họ.	A sza­va­mat ad­tam rá!	0.192
Wickham sẽ nói gì đây?	Mit fog Wickham szól­ni?	0.8875
Đây là chuyện bí mật! ~~~ Jane nói: ~~~ 	Annyi­ra ti­tok­ban akar­ták tar­ta­ni!	-0.118919
- Nếu là chuyện bí mật, em đừng nói gì nữa. ~~~ Hai chị sẽ không muốn tìm hiểu thêm.	– Ha olyan nagy ti­tok – mond­ta Jane –, ne be­szélj ró­la töb­bet.	-0.045
Elizabeth nói, tuy bồn chồn vì hiếu kì: ~~~ 	Nem kell fél­ned, nem fag­gat­lak to­vább.	0
- À, đúng thế, hai chị sẽ không hỏi gì cả. ~~~ Lydia nói:	– Nem bi­zony – tet­te hoz­zá Elizabeth, pe­dig égett a kí­ván­csi­ság­tól –, mi nem fo­gunk ki­kér­dez­ni.	-0.145
 ~~~ - Cảm ơn hai chị, vì nếu hai chị hỏi, chắc chắn em sẽ kể ra hết, và rồi Wickham sẽ giận dữ.	– Há­la és kö­szö­net – mond­ta Lydia –, mert ha kér­dez­né­tek, én biz­to­san min­dent ki­fe­cseg­nék, és ak­kor Wick­ham­mel gyűl­ne meg a ba­jom.	-0.0859223
Với cách khuyến khích hỏi han như thế, Elizabeth bắt buộc phải tránh né bằng cách chạy đi.	Ez fel­hí­vás volt a to­váb­bi kér­de­zős­kö­dés­re, s Elizabeth csak úgy küzd­het­te le kí­ván­csi­sá­gát, hogy ki­sza­ladt a szo­bá­ból.	0.290909
Nhưng cô thấy là khó thể sống mà không được biết về chuyện như thế, hoặc ít nhất khó thể không muốn tìm hiểu.	De le­he­tet­len, hogy ne tud­jon sem­mit egy ilyen fon­tos kér­dés­ről; vagy leg­alább­is le­he­tet­len, hogy ne pró­bál­jon ér­te­sü­lést sze­rez­ni.	0.209524
Anh Darcy đã tham dự hôn lễ của em cô.	Darcy ott volt a hú­ga es­kü­vő­jén!	0.728571
Rõ ràng chính khung cảnh như thế và chính những người như thế mà anh không muốn dự và không muốn gặp.	Olyan he­lyen és olyan em­be­rek kö­zött, ahol lát­szó­lag sem­mi ke­res­ni­va­ló­ja, aho­vá sem­mi sem csá­bít­hat­ta.	0.240541
Những suy diễn về ý nghĩa của việc này nảy ra cuồng loạn trong trí cô, nhưng cô không thoả mãn với suy diễn nào.	Egy­mást űz­ték agyá­ban a vad és kép­te­len fel­te­vé­sek, hogy mit je­lent­het ez – de egyik ma­gya­rá­zat­tal sem volt meg­elé­ged­ve.	0.233058
Điều suy diễn làm cô vui nhất, đặt anh vào vị thế cao thượng nhất, thì dường như không thể đúng được.	Ami leg­job­ban ki­elé­gí­tet­te vol­na, mert a leg­ne­me­sebb fény­ben tün­tet­te fel Darcy vi­sel­ke­dé­sét, az lát­szott a leg­ke­vés­bé va­ló­szí­nű­nek.	0.141026
Cô khôngg thể chịu nổi những ý tưởng căng thẳng như thế, nên cô vội vơ lấy một tờ giấy, viết một lá thư ngắn cho bà mợ để yêu cầu bà giải thích về chuyện Lydia vừa khơi mào, để xem chuyện này có phù hợp với tính cách bí mật như họ đã xác định hay không.	Nem bír­ta to­vább ezt a bi­zony­ta­lan­sá­got, gyor­san pa­pírt vett elő, és rö­vid le­ve­let írt nagy­nén­jé­nek, ma­gya­rá­za­tot kér­ve Lydia el­ej­tett sza­va­i­ról, ha ez nem sér­ti a kö­te­le­ző ti­tok­tar­tást.	0.353837
Cô thêm: ~~~  ~~~ “Mợ có thể hiểu ngay ý cháu nôn nóng muốn biết là, làm thế nào một người không có quan hệ với ai trong gia đình mình, là người xa lạ với gia đình (nói một cách tương đối), lại có thể đến tham dự buổi lễ như thế.	Meg fog­ja ér­te­ni, ked­ves né­ném, mennyi­re gyö­tör a kí­ván­csi­ság, hogy mit ke­res­he­tett ma­guk kö­zött ilyen al­ka­lom­mal az az úr, akit egyi­künk­höz sem fűz ro­ko­ni kap­cso­lat, sőt aki töb­bé-ke­vés­bé ide­gen csa­lá­dunk­ban.	-0.110504
Xin mợ viết trả lời cho cháu ngay, và giúp cháu hiểu rõ – ngoại trừ với lí do cần giữ kín mà Lydia nghĩ rằng cần thiết, rồi sau đấy cháu sẽ an tâm không muốn biết gì nữa.”	Na­gyon ké­rem, ír­jon azon­nal, és vi­lá­go­sít­son fel – ha ugyan nin­cse­nek na­gyon nyo­mós okok a ti­tok­tar­tás mel­lett, aho­gyan Lydia ar­ra cél­zott. ~~~ Eb­ben az eset­ben be­le kell tö­rőd­nöm, hogy a do­log ho­mály­ban ma­rad.	0.117614
 ~~~ Cô nghĩ, khi viết xong lá thư: “Tuy rằng cháu sẽ không an tâm, mợ yêu ạ, nếu mợ không cho cháu biết theo cách thức danh dự, chắc chắn cháu sẽ dùng đến tiểu xảo để tìm hiểu”.	– Nem mint­ha va­ló­ban be­le­tö­rőd­nék – tet­te hoz­zá ma­gá­ban Elizabeth, mi­köz­ben össze­haj­tot­ta a le­ve­let –, és biz­to­sít­hat­lak, ked­ves né­ni, ha nem mon­dod meg ne­kem egye­ne­sen, ak­kor csel­hez és for­tély­hoz fo­gok fo­lya­mod­ni, de meg­tu­dom.	-0.0757732
Bản tính tế nhị trọng danh dự của Jane không cho phép cô chị nói riêng với Elizabeth về những gì Lydia đã tiết lộ.	Jane ké­nyes be­csü­let­ér­zé­se nem en­ged­te meg, hogy négy­szem­közt szó­ba hoz­za Eli­zá­nak Lydia el­ej­tett meg­jegy­zé­sét.	0.644355
Elizabeth vui về điều này, – cho đến khi nào những dò hỏi của cô được trả lời thoả đáng, cô đành phải chịu tình cảnh không có ai là người tâm phúc.	Elizabeth örült en­nek – amíg ki­de­rül, kap-e ki­elé­gí­tő vá­laszt ér­dek­lő­dé­sé­re, sen­ki­vel sem osz­tot­ta vol­na meg szí­ve­sen gon­do­la­ta­it.	0.615261
Chương 10 ~~~  ~~~  ~~~ 	10. ~~~ FEJEZET	-0.238636
		0.3
		0.3
Elizabeth hài lòng nhận được thư hồi âm cho thư của cô, cũng nhanh chóng như cô mong muốn.	Elizabeth na­gyon örült, hogy a le­he­tő leg­gyor­sab­ban ka­pott vá­laszt le­ve­lé­re.	0.572727
Ngay khi vừa nhận được lá thư, cô chạy vội ra một bãi cây trong khu vườn nơi cô ít bị làm phiền nhất, ngồi trên một băng ghế và chuẩn bị cho niềm vui, vì lá thư trông khá dài, chứng tỏ không có việc giữ bí mật đối với cô.	Alig volt ke­zé­ben a le­vél, már­is sza­ladt a kis li­get­be, ahol leg­ke­vés­bé kel­lett tar­ta­nia a za­va­rás­tól. ~~~ Le­ült az egyik pad­ra, és jól­eső ér­zés­sel fo­gott ne­ki az ol­va­sás­nak, mert már a le­vél ter­je­del­mé­ből is lát­ta, hogy nagy­nén­je nem ta­gad­ta meg ké­ré­sét.	-0.0438272
